row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,keep,,"Retained: source-framed, standalone, meaningful, and source-backed under the v13 rubric.", persistent thrombocytopaenia., persistent thrombocytopaenia.,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s developed sepsis after a dog bite and initially improved with antibiotics and supportive care, but despite that improvement she developed","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s developed sepsis after a dog bite and initially improved with antibiotics and supportive care, but despite that improvement she developed","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s developed sepsis after a dog bite and initially improved with antibiotics and supportive care, but despite that improvement she developed persistent thrombocytopaenia.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s developed sepsis after a dog bite and initially improved with antibiotics and supportive care, but despite that improvement she developed persistent thrombocytopaenia."
2,keep,,"Retained: source-framed, standalone, meaningful, and source-backed under the v13 rubric.", eculizumab therapy., eculizumab therapy.,"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient later developed thrombotic microangiopathy and was treated with plasma exchange, the therapy initiated along with plasma exchange to achieve haematological remission was","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient later developed thrombotic microangiopathy and was treated with plasma exchange, the therapy initiated along with plasma exchange to achieve haematological remission was","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient later developed thrombotic microangiopathy and was treated with plasma exchange, the therapy initiated along with plasma exchange to achieve haematological remission was eculizumab therapy.","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient later developed thrombotic microangiopathy and was treated with plasma exchange, the therapy initiated along with plasma exchange to achieve haematological remission was eculizumab therapy."
3,keep,,"Retained: source-framed, standalone, meaningful, and source-backed under the v13 rubric.", following sepsis., following sepsis.,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed thrombotic microangiopathy during the course of her illness after a dog bite and C. canimorsus infection, and it occurred","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed thrombotic microangiopathy during the course of her illness after a dog bite and C. canimorsus infection, and it occurred","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed thrombotic microangiopathy during the course of her illness after a dog bite and C. canimorsus infection, and it occurred following sepsis.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed thrombotic microangiopathy during the course of her illness after a dog bite and C. canimorsus infection, and it occurred following sepsis."
4,keep,,"Retained: source-framed, standalone, meaningful, and source-backed under the v13 rubric."," bites, scratches or even close contact."," bites, scratches or even close contact.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus can be transmitted to humans through","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus can be transmitted to humans through","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus can be transmitted to humans through bites, scratches or even close contact.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus can be transmitted to humans through bites, scratches or even close contact."
5,keep,,"Retained: source-framed, standalone, meaningful, and source-backed under the v13 rubric.", real-time nanopore sequencing., real-time nanopore sequencing.,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", diagnosis of Capnocytophaga canimorsus infection can be delayed because the organism is fastidious and grows slowly in culture, and an increasingly used diagnostic approach in this setting is","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", diagnosis of Capnocytophaga canimorsus infection can be delayed because the organism is fastidious and grows slowly in culture, and an increasingly used diagnostic approach in this setting is","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", diagnosis of Capnocytophaga canimorsus infection can be delayed because the organism is fastidious and grows slowly in culture, and an increasingly used diagnostic approach in this setting is real-time nanopore sequencing.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", diagnosis of Capnocytophaga canimorsus infection can be delayed because the organism is fastidious and grows slowly in culture, and an increasingly used diagnostic approach in this setting is real-time nanopore sequencing."
6,keep,,"Retained: source-framed, standalone, meaningful, and source-backed under the v13 rubric.", DIC., DIC.,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s C. canimorsus infection presented with septic shock, severe leukopaenia, and coagulopathy, which was consistent with","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s C. canimorsus infection presented with septic shock, severe leukopaenia, and coagulopathy, which was consistent with","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s C. canimorsus infection presented with septic shock, severe leukopaenia, and coagulopathy, which was consistent with DIC.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s C. canimorsus infection presented with septic shock, severe leukopaenia, and coagulopathy, which was consistent with DIC."
7,keep,,"Retained: source-framed, standalone, meaningful, and source-backed under the v13 rubric.", septic shock, septic shock,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's Capnocytophaga canimorsus infection initially presented in the setting of severe leukopaenia and coagulopathy consistent with disseminated intravascular coagulation (DIC) and","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's Capnocytophaga canimorsus infection initially presented in the setting of severe leukopaenia and coagulopathy consistent with disseminated intravascular coagulation (DIC) and","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's Capnocytophaga canimorsus infection initially presented in the setting of severe leukopaenia and coagulopathy consistent with disseminated intravascular coagulation (DIC) and septic shock","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's Capnocytophaga canimorsus infection initially presented in the setting of severe leukopaenia and coagulopathy consistent with disseminated intravascular coagulation (DIC) and septic shock"
8,keep,,"Retained: source-framed, standalone, meaningful, and source-backed under the v13 rubric.", microangiopathic haemolytic anaemia (MAHA), microangiopathic haemolytic anaemia (MAHA),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's later haematologic finding, together with thrombocytopenia and worsening acute kidney injury, suggested a superimposed thrombotic microangiopathy and was","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's later haematologic finding, together with thrombocytopenia and worsening acute kidney injury, suggested a superimposed thrombotic microangiopathy and was","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's later haematologic finding, together with thrombocytopenia and worsening acute kidney injury, suggested a superimposed thrombotic microangiopathy and was microangiopathic haemolytic anaemia (MAHA)","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's later haematologic finding, together with thrombocytopenia and worsening acute kidney injury, suggested a superimposed thrombotic microangiopathy and was microangiopathic haemolytic anaemia (MAHA)"
9,keep,,"Retained: source-framed, standalone, meaningful, and source-backed under the v13 rubric.", she was unable to collect her prescription., she was unable to collect her prescription.,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was prescribed phenoxymethylpenicillin (Apocillin) on the day of her dog bite, but the antibiotic treatment was not started because","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was prescribed phenoxymethylpenicillin (Apocillin) on the day of her dog bite, but the antibiotic treatment was not started because","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was prescribed phenoxymethylpenicillin (Apocillin) on the day of her dog bite, but the antibiotic treatment was not started because she was unable to collect her prescription.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was prescribed phenoxymethylpenicillin (Apocillin) on the day of her dog bite, but the antibiotic treatment was not started because she was unable to collect her prescription."
10,keep,,"Retained: source-framed, standalone, meaningful, and source-backed under the v13 rubric.", mottled and cool., mottled and cool.,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", on admission, when she was alert and responsive but appeared septic, the patient's lower extremities were","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", on admission, when she was alert and responsive but appeared septic, the patient's lower extremities were","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", on admission, when she was alert and responsive but appeared septic, the patient's lower extremities were mottled and cool.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", on admission, when she was alert and responsive but appeared septic, the patient's lower extremities were mottled and cool."
