row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,keep,,, Large foundation models,,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the kind of models described as becoming ubiquitous are",,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the kind of models described as becoming ubiquitous are Large foundation models",
2,keep,,, prohibitively expensive.,,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", training large foundation models from scratch is described as",,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", training large foundation models from scratch is described as prohibitively expensive.",
3,keep,,, downstream task adaptation.,,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", Orthogonal Finetuning (OFT) is studied as a principled finetuning paradigm for",,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", Orthogonal Finetuning (OFT) is studied as a principled finetuning paradigm for downstream task adaptation.",
4,keep,,, the high dimensionality of orthogonal matrices.,,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", Orthogonal Finetuning (OFT) still uses a fairly large number of trainable parameters even though it demonstrates good generalizability because of",,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", Orthogonal Finetuning (OFT) still uses a fairly large number of trainable parameters even though it demonstrates good generalizability because of the high dimensionality of orthogonal matrices.",
5,repair,near_drop_review,Normalized malformed or markdown-wrapped source title framing. Original cloze claimed OFT parameterizes orthogonal matrices as the reason; source supports high dimensionality of orthogonal matrices as the reason., orthogonal matrices., orthogonal matrices.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" OFT still uses a fairly large number of trainable parameters because it parameterizes","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", OFT still uses a fairly large number of trainable parameters because of the high dimensionality of","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" OFT still uses a fairly large number of trainable parameters because it parameterizes orthogonal matrices.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", OFT still uses a fairly large number of trainable parameters because of the high dimensionality of orthogonal matrices."
6,repair,source_framing_issue,Normalized malformed or markdown-wrapped source title framing., an information transmission perspective., an information transmission perspective.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors begin by examining Orthogonal Finetuning (OFT) to address its large number of trainable parameters from","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors begin by examining Orthogonal Finetuning (OFT) to address its large number of trainable parameters from","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors begin by examining Orthogonal Finetuning (OFT) to address its large number of trainable parameters from an information transmission perspective.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors begin by examining Orthogonal Finetuning (OFT) to address its large number of trainable parameters from an information transmission perspective."
7,repair,source_framing_issue,Normalized malformed or markdown-wrapped source title framing., Cooley-Tukey fast Fourier transform algorithm, Cooley-Tukey fast Fourier transform algorithm,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the efficient orthogonal parameterization that uses butterfly structures is inspired by the","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient orthogonal parameterization that uses butterfly structures is inspired by the","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the efficient orthogonal parameterization that uses butterfly structures is inspired by the Cooley-Tukey fast Fourier transform algorithm","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient orthogonal parameterization that uses butterfly structures is inspired by the Cooley-Tukey fast Fourier transform algorithm"
8,keep,,, butterfly structures.,,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient orthogonal parameterization inspired by the Cooley-Tukey fast Fourier transform algorithm uses",,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient orthogonal parameterization inspired by the Cooley-Tukey fast Fourier transform algorithm uses butterfly structures.",
9,keep,,, Orthogonal Butterfly~(BOFT),,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the novel parameter-efficient finetuning method the authors create by applying the butterfly-structure parameterization to OFT is",,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the novel parameter-efficient finetuning method the authors create by applying the butterfly-structure parameterization to OFT is Orthogonal Butterfly~(BOFT)",
10,repair,source_framing_issue,Added required source framing., OFT., OFT.,"BOFT introduces a generalized framework that subsumes the previously proposed method as a special case, namely","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT introduces a generalized framework that subsumes the previously proposed method as a special case, namely","BOFT introduces a generalized framework that subsumes the previously proposed method as a special case, namely OFT.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT introduces a generalized framework that subsumes the previously proposed method as a special case, namely OFT."
