row_index,keep,drop_reason,review_notes,replacement_probe,replacement_target,duplicate_of
0,false,duplicate,"Weaker duplicate of row 9; both test severe hyponatraemia as the explanation, and row 9 better composes hiccups with rhabdomyolysis.",,,9
1,true,keep,Supported by the HLA-B51 caveat plus criteria relying on clinical features; requires linking the negative role of HLA-B51 to the diagnostic basis.,,,
2,true,keep,Correctly uses the ICBD point values and threshold to infer that genital aphthosis supplied the threshold-crossing points.,,,
3,true,keep,Combines conservative SIADH treatment details with later sodium normalisation to infer sufficiency of conservative management.,,,
4,true,keep,"Grounded in the absence of pharmacological triggers and concurrent acute neuro-BD/SIADH, while the wording stays at association rather than causation.",,,
5,false,recall_not_composition,The target is stated directly in the discussion sentence about avoiding indiscriminate testing; no real composition is needed.,,,
6,true,keep,Valid counterfactual over the stated scoring system: subtracting two genital-aphthosis points leaves the score below the definite-BD threshold.,,,
7,false,recall_not_composition,The source directly states that a direct causal link cannot be established; the probe mainly asks for that quoted conclusion.,,,
8,true,keep,"Combines treatment timing, multisystem improvement, sodium/ADH improvement, and absence of systemic steroids or other immunosuppressants.",,,
9,true,keep,Correctly integrates separate discussion links from persistent hiccups and rhabdomyolysis back to severe hyponatraemia.,,,
10,false,duplicate,Duplicates the BD scoring/threshold concept already tested more specifically by row 2.,,,2
11,true,keep,Compares the usual delayed neuro-BD course with this case's concurrent diagnosis to infer what was unusual.,,,
12,false,recall_not_composition,The elevated CK revealing rhabdomyolysis is stated directly and does not require meaningful inference beyond lookup.,,,
13,false,recall_not_composition,The source sentence directly states the possible direct association; the target is a restatement rather than a derived answer.,,,
14,false,duplicate,"Duplicates row 11 on concurrent neurological involvement at BD diagnosis, with row 11 giving the clearer contrast to the usual delay.",,,11
15,true,keep,Requires combining multiple ruled-out infectious causes with mucocutaneous context to identify the established acute neuro-BD diagnosis.,,,
