probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,formatted_question_5shot
"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when evaluating large symptomatic masses during pregnancy, which safe imaging modality is mentioned as being used alongside ultrasound for comprehensive assessment?",non-contrast MRI.,(A),"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when evaluating large symptomatic masses during pregnancy, which safe imaging modality is mentioned as being used alongside ultrasound for comprehensive assessment?
(A) non-contrast MRI.
(B) gadolinium-enhanced MRI.
(C) bimanual pelvic examination.
(D) contrast-enhanced CT.
(E) PET-CT imaging.",non-contrast MRI.,gadolinium-enhanced MRI.,bimanual pelvic examination.,contrast-enhanced CT.,PET-CT imaging.,"[""gadolinium-enhanced MRI."", ""contrast-enhanced CT."", ""bimanual pelvic examination."", ""PET-CT imaging.""]","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when evaluating large symptomatic masses during pregnancy, the safe imaging modality mentioned as being used alongside ultrasound for comprehensive assessment was non-contrast MRI.","In cases of large symptomatic masses during pregnancy, comprehensive evaluation using bimanual examination and safe imaging modalities, such as ultrasound and non-contrast MRI, is essential.",Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when evaluating large symptomatic masses during pregnancy, which safe imaging modality is mentioned as being used alongside ultrasound for comprehensive assessment?
(A) non-contrast MRI.
(B) gadolinium-enhanced MRI.
(C) bimanual pelvic examination.
(D) contrast-enhanced CT.
(E) PET-CT imaging."
"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the pregnant patient was followed regularly after laparotomy and later underwent an elective caesarean delivery. What maternal and neonatal outcome was reported after the delivery?",excellent maternal and neonatal outcome.,(D),"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the pregnant patient was followed regularly after laparotomy and later underwent an elective caesarean delivery. What maternal and neonatal outcome was reported after the delivery?
(A) a live birth complicated by neonatal intensive care admission and postpartum maternal sepsis.
(B) a favourable long-term oncological prognosis with no evidence of malignant transformation.
(C) an uncomplicated maternal recovery with the pelvic mass still left in situ.
(D) excellent maternal and neonatal outcome.
(E) complete resolution of both abdominal masses after conservative postpartum follow-up.",a live birth complicated by neonatal intensive care admission and postpartum maternal sepsis.,a favourable long-term oncological prognosis with no evidence of malignant transformation.,an uncomplicated maternal recovery with the pelvic mass still left in situ.,excellent maternal and neonatal outcome.,complete resolution of both abdominal masses after conservative postpartum follow-up.,"[""an uncomplicated maternal recovery with the pelvic mass still left in situ."", ""a live birth complicated by neonatal intensive care admission and postpartum maternal sepsis."", ""complete resolution of both abdominal masses after conservative postpartum follow-up."", ""a favourable long-term oncological prognosis with no evidence of malignant transformation.""]","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", after the pregnant patient was followed regularly after laparotomy and later underwent an elective caesarean delivery, the reported outcome after the delivery was excellent maternal and neonatal outcome.","She subsequently had a regular obstetric follow-up and an elective caesarean delivery, resulting in an excellent maternal and neonatal outcome.",Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the pregnant patient was followed regularly after laparotomy and later underwent an elective caesarean delivery. What maternal and neonatal outcome was reported after the delivery?
(A) a live birth complicated by neonatal intensive care admission and postpartum maternal sepsis.
(B) a favourable long-term oncological prognosis with no evidence of malignant transformation.
(C) an uncomplicated maternal recovery with the pelvic mass still left in situ.
(D) excellent maternal and neonatal outcome.
(E) complete resolution of both abdominal masses after conservative postpartum follow-up."
"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that delivery planning was based on the characteristics of the uterine masses. What should the mode of delivery depend on when uterine masses are present during pregnancy?","the size, number and anatomical location of uterine masses.",(D),"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that delivery planning was based on the characteristics of the uterine masses. What should the mode of delivery depend on when uterine masses are present during pregnancy?
(A) gestational age, fetal presentation and estimated fetal weight.
(B) maternal symptoms, serum tumour marker levels and MRI characteristics of the lesions.
(C) the presence of oncological suspicion and the severity of clinical complications.
(D) the size, number and anatomical location of uterine masses.
(E) placental location, cervical length and previous caesarean delivery history.","gestational age, fetal presentation and estimated fetal weight.","maternal symptoms, serum tumour marker levels and MRI characteristics of the lesions.",the presence of oncological suspicion and the severity of clinical complications.,"the size, number and anatomical location of uterine masses.","placental location, cervical length and previous caesarean delivery history.","[""the presence of oncological suspicion and the severity of clinical complications."", ""gestational age, fetal presentation and estimated fetal weight."", ""maternal symptoms, serum tumour marker levels and MRI characteristics of the lesions."", ""placental location, cervical length and previous caesarean delivery history.""]","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when uterine masses are present during pregnancy, the mode of delivery should depend on the following factors: the size, number and anatomical location of uterine masses.","The mode of delivery should depend on the size, number and anatomical location of uterine masses.",Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that delivery planning was based on the characteristics of the uterine masses. What should the mode of delivery depend on when uterine masses are present during pregnancy?
(A) gestational age, fetal presentation and estimated fetal weight.
(B) maternal symptoms, serum tumour marker levels and MRI characteristics of the lesions.
(C) the presence of oncological suspicion and the severity of clinical complications.
(D) the size, number and anatomical location of uterine masses.
(E) placental location, cervical length and previous caesarean delivery history."
"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that diagnostic options for atypical or symptomatic abdominal masses during pregnancy are limited to clinical examination, ultrasound with colour Doppler, and which type of MRI?",non-contrast MRI.,(D),"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that diagnostic options for atypical or symptomatic abdominal masses during pregnancy are limited to clinical examination, ultrasound with colour Doppler, and which type of MRI?
(A) serum tumour marker testing
(B) contrast-enhanced CT scanning
(C) contrast-enhanced MRI
(D) non-contrast MRI.
(E) diagnostic laparoscopy",serum tumour marker testing,contrast-enhanced CT scanning,contrast-enhanced MRI,non-contrast MRI.,diagnostic laparoscopy,"[""contrast-enhanced MRI"", ""contrast-enhanced CT scanning"", ""diagnostic laparoscopy"", ""serum tumour marker testing""]","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that diagnostic options for atypical or symptomatic abdominal masses during pregnancy are limited to clinical examination, ultrasound with colour Doppler, and non-contrast MRI.","Diagnostic options are limited to clinical examination, ultrasound (US) with colour Doppler and non-contrast MRI.",Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that diagnostic options for atypical or symptomatic abdominal masses during pregnancy are limited to clinical examination, ultrasound with colour Doppler, and which type of MRI?
(A) serum tumour marker testing
(B) contrast-enhanced CT scanning
(C) contrast-enhanced MRI
(D) non-contrast MRI.
(E) diagnostic laparoscopy"
"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that serum CA-125 levels can show a physiological change during pregnancy before returning to normal later. During which part of pregnancy do CA-125 levels physiologically rise?",the first trimester.,(B),"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that serum CA-125 levels can show a physiological change during pregnancy before returning to normal later. During which part of pregnancy do CA-125 levels physiologically rise?
(A) the luteal phase.
(B) the first trimester.
(C) late pregnancy.
(D) the third trimester.
(E) the second trimester.",the luteal phase.,the first trimester.,late pregnancy.,the third trimester.,the second trimester.,"[""the second trimester."", ""the third trimester."", ""late pregnancy."", ""the luteal phase.""]","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that serum CA-125 levels can show a physiological change during pregnancy before returning to normal later, and they physiologically rise during the first trimester.","Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise.",Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that serum CA-125 levels can show a physiological change during pregnancy before returning to normal later. During which part of pregnancy do CA-125 levels physiologically rise?
(A) the luteal phase.
(B) the first trimester.
(C) late pregnancy.
(D) the third trimester.
(E) the second trimester."
"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient presented at 21 weeks of gestational age with severe, acute abdominal pain in the upper left quadrant and pelvis. What symptom was associated with this pain?",mild dyspnoea.,(B),"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient presented at 21 weeks of gestational age with severe, acute abdominal pain in the upper left quadrant and pelvis. What symptom was associated with this pain?
(A) persistent nausea and vomiting
(B) mild dyspnoea.
(C) low-grade fever
(D) mild vaginal bleeding
(E) reduced fetal movements",persistent nausea and vomiting,mild dyspnoea.,low-grade fever,mild vaginal bleeding,reduced fetal movements,"[""persistent nausea and vomiting"", ""low-grade fever"", ""mild vaginal bleeding"", ""reduced fetal movements""]","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient presented at 21 weeks of gestational age with severe, acute abdominal pain in the upper left quadrant and pelvis, which was associated with mild dyspnoea.","An obese woman, with a body mass index of 33, in her 40s, G1P0A1, came to our attention during the second trimester of pregnancy (21 weeks of gestational age, GA) for severe and acute abdominal pain located at the upper left quadrant and the pelvis (Visual Analogue Scale=5 for both sites) associated with mild dyspnoea.",Case presentation,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient presented at 21 weeks of gestational age with severe, acute abdominal pain in the upper left quadrant and pelvis. What symptom was associated with this pain?
(A) persistent nausea and vomiting
(B) mild dyspnoea.
(C) low-grade fever
(D) mild vaginal bleeding
(E) reduced fetal movements"
"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI was described as especially useful for multiple, large, intramural or posterior leiomyomas. In that setting, what specific measurement can MRI precisely determine?",the distance between the myoma and the uterine cavity.,(A),"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI was described as especially useful for multiple, large, intramural or posterior leiomyomas. In that setting, what specific measurement can MRI precisely determine?
(A) the distance between the myoma and the uterine cavity.
(B) whether serum CA-125 levels have normalised after the first trimester.
(C) the benign or malignant histology of the tumour before surgery.
(D) the vascular supply of the mass on colour Doppler imaging.
(E) the relationship between the leiomyoma and the placenta.",the distance between the myoma and the uterine cavity.,whether serum CA-125 levels have normalised after the first trimester.,the benign or malignant histology of the tumour before surgery.,the vascular supply of the mass on colour Doppler imaging.,the relationship between the leiomyoma and the placenta.,"[""the vascular supply of the mass on colour Doppler imaging."", ""the relationship between the leiomyoma and the placenta."", ""whether serum CA-125 levels have normalised after the first trimester."", ""the benign or malignant histology of the tumour before surgery.""]","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI was described as especially useful for multiple, large, intramural or posterior leiomyomas because it can precisely determine the distance between the myoma and the uterine cavity.","MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.",Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI was described as especially useful for multiple, large, intramural or posterior leiomyomas. In that setting, what specific measurement can MRI precisely determine?
(A) the distance between the myoma and the uterine cavity.
(B) whether serum CA-125 levels have normalised after the first trimester.
(C) the benign or malignant histology of the tumour before surgery.
(D) the vascular supply of the mass on colour Doppler imaging.
(E) the relationship between the leiomyoma and the placenta."
"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a pregnant patient at 21 weeks' gestation had a bimanual vaginal examination because of acute abdominal pain and a pelvic mass. Where did the fixed 9 cm mass in the lesser pelvis partially bulge on examination?",the posterior fornix.,(D),"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a pregnant patient at 21 weeks' gestation had a bimanual vaginal examination because of acute abdominal pain and a pelvic mass. Where did the fixed 9 cm mass in the lesser pelvis partially bulge on examination?
(A) the vesicouterine pouch.
(B) the right lateral fornix.
(C) the anterior fornix.
(D) the posterior fornix.
(E) the vaginal vault.",the vesicouterine pouch.,the right lateral fornix.,the anterior fornix.,the posterior fornix.,the vaginal vault.,"[""the anterior fornix."", ""the right lateral fornix."", ""the vesicouterine pouch."", ""the vaginal vault.""]","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a pregnant patient at 21 weeks' gestation underwent a bimanual vaginal examination because of acute abdominal pain and a pelvic mass, and the fixed 9 cm mass in the lesser pelvis partially bulged into the posterior fornix.","The bimanual vaginal examination showed the presence of a fixed mass in the lesser pelvis of about 9 cm, rounded and hard, that partially bulged at the posterior fornix.",Case presentation,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a pregnant patient at 21 weeks' gestation had a bimanual vaginal examination because of acute abdominal pain and a pelvic mass. Where did the fixed 9 cm mass in the lesser pelvis partially bulge on examination?
(A) the vesicouterine pouch.
(B) the right lateral fornix.
(C) the anterior fornix.
(D) the posterior fornix.
(E) the vaginal vault."
"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", ultrasound evaluation of a pregnant patient with two large cystic abdominal masses suggested that the caudal cyst was linked to a lesion in the posterior uterine wall. To what did the caudal cyst appear adherent?",an intramural-subserosal leiomyoma,(C),"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", ultrasound evaluation of a pregnant patient with two large cystic abdominal masses suggested that the caudal cyst was linked to a lesion in the posterior uterine wall. To what did the caudal cyst appear adherent?
(A) a mature cystic teratoma of the ovary
(B) a unilocular adnexal cyst with hypertrophied vessels
(C) an intramural-subserosal leiomyoma
(D) a pedunculated subserosal fibroid of the uterine fundus
(E) a posterior-wall decidualised endometrioma",a mature cystic teratoma of the ovary,a unilocular adnexal cyst with hypertrophied vessels,an intramural-subserosal leiomyoma,a pedunculated subserosal fibroid of the uterine fundus,a posterior-wall decidualised endometrioma,"[""a posterior-wall decidualised endometrioma"", ""a pedunculated subserosal fibroid of the uterine fundus"", ""a unilocular adnexal cyst with hypertrophied vessels"", ""a mature cystic teratoma of the ovary""]","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", ultrasound evaluation of a pregnant patient with two large cystic abdominal masses suggested that the caudal cyst was linked to a lesion in the posterior uterine wall and appeared adherent to an intramural-subserosal leiomyoma","At the US evaluation, the cystic neoformations mimicked two huge decidualised endometriomas, while the caudal cyst appeared adherent to an intramural-subserosal leiomyoma of the posterior uterus wall measuring 58×71 mm.",Differential diagnosis,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", ultrasound evaluation of a pregnant patient with two large cystic abdominal masses suggested that the caudal cyst was linked to a lesion in the posterior uterine wall. To what did the caudal cyst appear adherent?
(A) a mature cystic teratoma of the ovary
(B) a unilocular adnexal cyst with hypertrophied vessels
(C) an intramural-subserosal leiomyoma
(D) a pedunculated subserosal fibroid of the uterine fundus
(E) a posterior-wall decidualised endometrioma"
"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI in the second-trimester pregnant patient showed a caudal adnexal mass adherent to a posterior intramural-subserosal uterine myoma with cystic degeneration. What was the size of that uterine myoma?",58×71 mm.,(C),"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI in the second-trimester pregnant patient showed a caudal adnexal mass adherent to a posterior intramural-subserosal uterine myoma with cystic degeneration. What was the size of that uterine myoma?
(A) 64×79 mm.
(B) 52×74 mm.
(C) 58×71 mm.
(D) 61×68 mm.
(E) 56×73 mm.",64×79 mm.,52×74 mm.,58×71 mm.,61×68 mm.,56×73 mm.,"[""56\u00d773\u2009mm."", ""61\u00d768\u2009mm."", ""52\u00d774\u2009mm."", ""64\u00d779\u2009mm.""]","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI in the second-trimester pregnant patient showed a caudal adnexal mass adherent to a posterior intramural-subserosal uterine myoma with cystic degeneration measuring 58×71 mm.","MRI showed two rounded, unilocular adnexal cysts with hypertrophied vessels and inhomogeneous fluid content (see figure 1): the caudal mass seemed adherent to a posterior intramural-subserosal myoma of the uterus with cystic degeneration of 58×71 mm.",Differential diagnosis,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI in the second-trimester pregnant patient showed a caudal adnexal mass adherent to a posterior intramural-subserosal uterine myoma with cystic degeneration. What was the size of that uterine myoma?
(A) 64×79 mm.
(B) 52×74 mm.
(C) 58×71 mm.
(D) 61×68 mm.
(E) 56×73 mm."
