probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,formatted_question_5shot
"According to the opinion in ""Williams v. GoAuto Insurance"", the court concluded that Louisiana law does not require a signature on the notice sent to the insurer, and in that notice process the notice is sent to the insurer by",the premium finance company.,(A),"According to the opinion in ""Williams v. GoAuto Insurance"", the court concluded that Louisiana law does not require a signature on the notice sent to the insurer, and in that notice process the notice is sent to the insurer by
(A) the premium finance company.
(B) the insured.
(C) the insurance agent or broker.
(D) a named employee of the premium finance company.
(E) the lienholder or loss payee.",the premium finance company.,the insured.,the insurance agent or broker.,a named employee of the premium finance company.,the lienholder or loss payee.,"[""the insured."", ""a named employee of the premium finance company."", ""the insurance agent or broker."", ""the lienholder or loss payee.""]","According to the opinion in ""Williams v. GoAuto Insurance"", the court concluded that Louisiana law does not require a signature on the notice sent to the insurer, and in that notice process the notice is sent to the insurer by the premium finance company.",We conclude that Louisiana law does not require a signature on the notice sent by the premium finance company to the insurer.,I. Strict Adherence to the Statute,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Williams v. GoAuto Insurance"", the court concluded that Louisiana law does not require a signature on the notice sent to the insurer, and in that notice process the notice is sent to the insurer by
(A) the premium finance company.
(B) the insured.
(C) the insurance agent or broker.
(D) a named employee of the premium finance company.
(E) the lienholder or loss payee."
"According to the opinion in ""Williams v. GoAuto Insurance"", each financing agreement between the insureds and American Premium Assistance Company, LLC (APAC) gave APAC a power of attorney to cancel the insurance policies upon",a failure to pay the premiums,(E),"According to the opinion in ""Williams v. GoAuto Insurance"", each financing agreement between the insureds and American Premium Assistance Company, LLC (APAC) gave APAC a power of attorney to cancel the insurance policies upon
(A) a failure to pay covered-loss deductibles
(B) the insured vehicle’s involvement in an accident
(C) the expiration of the policy term without renewal
(D) a material misrepresentation in the insurance application
(E) a failure to pay the premiums",a failure to pay covered-loss deductibles,the insured vehicle’s involvement in an accident,the expiration of the policy term without renewal,a material misrepresentation in the insurance application,a failure to pay the premiums,"[""a material misrepresentation in the insurance application"", ""the insured vehicle\u2019s involvement in an accident"", ""a failure to pay covered-loss deductibles"", ""the expiration of the policy term without renewal""]","According to the opinion in ""Williams v. GoAuto Insurance"", each financing agreement between the insureds and American Premium Assistance Company, LLC (APAC) gave APAC a power of attorney to cancel the insurance policies upon a failure to pay the premiums",Each financing agreement granted APAC a power of attorney authorizing it to cancel the insurance policies upon a failure to pay the premiums.,FACTUAL AND PROCEDURAL BACKGROUND,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Williams v. GoAuto Insurance"", each financing agreement between the insureds and American Premium Assistance Company, LLC (APAC) gave APAC a power of attorney to cancel the insurance policies upon
(A) a failure to pay covered-loss deductibles
(B) the insured vehicle’s involvement in an accident
(C) the expiration of the policy term without renewal
(D) a material misrepresentation in the insurance application
(E) a failure to pay the premiums"
"According to the opinion in ""Williams v. GoAuto Insurance"", after removal from Louisiana state court and the parties' cross-motions for summary judgment in federal district court, GoAuto’s procedure for cancelling the financed insurance policies had to satisfy",Louisiana law.,(C),"According to the opinion in ""Williams v. GoAuto Insurance"", after removal from Louisiana state court and the parties' cross-motions for summary judgment in federal district court, GoAuto’s procedure for cancelling the financed insurance policies had to satisfy
(A) the insurance policies’ good-faith requirements.
(B) federal law.
(C) Louisiana law.
(D) the financing agreements’ power-of-attorney provisions.
(E) the Federal Rules of Civil Procedure.",the insurance policies’ good-faith requirements.,federal law.,Louisiana law.,the financing agreements’ power-of-attorney provisions.,the Federal Rules of Civil Procedure.,"[""federal law."", ""the financing agreements\u2019 power-of-attorney provisions."", ""the insurance policies\u2019 good-faith requirements."", ""the Federal Rules of Civil Procedure.""]","According to the opinion in ""Williams v. GoAuto Insurance"", after removal from Louisiana state court and the parties' cross-motions for summary judgment in federal district court, GoAuto’s procedure for cancelling the financed insurance policies had to satisfy Louisiana law.",The parties filed motions for summary judgment related solely to whether GoAuto’s procedure for cancelling the financed insurance policies satisfied Louisiana law.,FACTUAL AND PROCEDURAL BACKGROUND,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Williams v. GoAuto Insurance"", after removal from Louisiana state court and the parties' cross-motions for summary judgment in federal district court, GoAuto’s procedure for cancelling the financed insurance policies had to satisfy
(A) the insurance policies’ good-faith requirements.
(B) federal law.
(C) Louisiana law.
(D) the financing agreements’ power-of-attorney provisions.
(E) the Federal Rules of Civil Procedure."
"According to the opinion in ""Williams v. GoAuto Insurance"", prior to 2017, after the cancellation documents were printed, an APAC employee would physically take them to",a filing cabinet shared by GoAuto and APAC.,(E),"According to the opinion in ""Williams v. GoAuto Insurance"", prior to 2017, after the cancellation documents were printed, an APAC employee would physically take them to
(A) GoAuto’s underwriting department for inclusion in the insured’s policy file.
(B) a GoAuto employee, who would stamp the documents as ""received"" and place them in a shared file.
(C) the clerk’s office to be entered into the official cancellation record.
(D) APAC’s affidavit proof-of-mailing file for retention with the cancellation records.
(E) a filing cabinet shared by GoAuto and APAC.",GoAuto’s underwriting department for inclusion in the insured’s policy file.,"a GoAuto employee, who would stamp the documents as ""received"" and place them in a shared file.",the clerk’s office to be entered into the official cancellation record.,APAC’s affidavit proof-of-mailing file for retention with the cancellation records.,a filing cabinet shared by GoAuto and APAC.,"[""a GoAuto employee, who would stamp the documents as \""received\"" and place them in a shared file."", ""APAC\u2019s affidavit proof-of-mailing file for retention with the cancellation records."", ""GoAuto\u2019s underwriting department for inclusion in the insured\u2019s policy file."", ""the clerk\u2019s office to be entered into the official cancellation record.""]","According to the opinion in ""Williams v. GoAuto Insurance"", prior to 2017, after the cancellation documents were printed, an APAC employee would physically take them to a filing cabinet shared by GoAuto and APAC.","Prior to 2017, an APAC employee would physically take the documents to a filing cabinet shared by GoAuto and APAC.",DISCUSSION,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Williams v. GoAuto Insurance"", prior to 2017, after the cancellation documents were printed, an APAC employee would physically take them to
(A) GoAuto’s underwriting department for inclusion in the insured’s policy file.
(B) a GoAuto employee, who would stamp the documents as ""received"" and place them in a shared file.
(C) the clerk’s office to be entered into the official cancellation record.
(D) APAC’s affidavit proof-of-mailing file for retention with the cancellation records.
(E) a filing cabinet shared by GoAuto and APAC."
"According to the opinion in ""Williams v. GoAuto Insurance"", when discussing Benitez v. Elsayed, the court explained that the defect that would not by itself disqualify cancellation if the other elements were present was",the absence of a signature,(D),"According to the opinion in ""Williams v. GoAuto Insurance"", when discussing Benitez v. Elsayed, the court explained that the defect that would not by itself disqualify cancellation if the other elements were present was
(A) the absence of proof that the notice was properly mailed
(B) the omission of the policy number from the notice of cancellation
(C) the lack of any certification of the statements in the notice
(D) the absence of a signature
(E) the failure to identify the employee who prepared the notice",the absence of proof that the notice was properly mailed,the omission of the policy number from the notice of cancellation,the lack of any certification of the statements in the notice,the absence of a signature,the failure to identify the employee who prepared the notice,"[""the failure to identify the employee who prepared the notice"", ""the lack of any certification of the statements in the notice"", ""the omission of the policy number from the notice of cancellation"", ""the absence of proof that the notice was properly mailed""]","According to the opinion in ""Williams v. GoAuto Insurance"", when discussing Benitez v. Elsayed, the court explained that the defect that would not by itself disqualify cancellation if the other elements were present was the absence of a signature",That court did not hold the absence of a signature would by itself disqualify the cancellation if other elements were present.,I. Strict Adherence to the Statute,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Williams v. GoAuto Insurance"", when discussing Benitez v. Elsayed, the court explained that the defect that would not by itself disqualify cancellation if the other elements were present was
(A) the absence of proof that the notice was properly mailed
(B) the omission of the policy number from the notice of cancellation
(C) the lack of any certification of the statements in the notice
(D) the absence of a signature
(E) the failure to identify the employee who prepared the notice"
"According to the opinion in ""Williams v. GoAuto Insurance"", after a financed insurance policy is canceled under GoAuto’s and APAC’s cancellation procedures, the printed cancellation documents later in the morning receive a signature stamp affixed by",an APAC employee.,(B),"According to the opinion in ""Williams v. GoAuto Insurance"", after a financed insurance policy is canceled under GoAuto’s and APAC’s cancellation procedures, the printed cancellation documents later in the morning receive a signature stamp affixed by
(A) GoAuto’s computer system automatically.
(B) an APAC employee.
(C) a GoAuto employee.
(D) the insured’s insurance agent.
(E) a notary public.",GoAuto’s computer system automatically.,an APAC employee.,a GoAuto employee.,the insured’s insurance agent.,a notary public.,"[""a GoAuto employee."", ""GoAuto\u2019s computer system automatically."", ""the insured\u2019s insurance agent."", ""a notary public.""]","According to the opinion in ""Williams v. GoAuto Insurance"", after a financed insurance policy is canceled under GoAuto’s and APAC’s cancellation procedures, the printed cancellation documents later in the morning receive a signature stamp affixed by an APAC employee.","Later in the morning after cancellation, an APAC employee affixes a signature stamp to the printed cancellation documents.",DISCUSSION,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Williams v. GoAuto Insurance"", after a financed insurance policy is canceled under GoAuto’s and APAC’s cancellation procedures, the printed cancellation documents later in the morning receive a signature stamp affixed by
(A) GoAuto’s computer system automatically.
(B) an APAC employee.
(C) a GoAuto employee.
(D) the insured’s insurance agent.
(E) a notary public."
"According to the opinion in ""Williams v. GoAuto Insurance"", the Louisiana statute provides that when the insurer receives the notice of cancellation and statement, those documents must come from",the premium finance company.,(E),"According to the opinion in ""Williams v. GoAuto Insurance"", the Louisiana statute provides that when the insurer receives the notice of cancellation and statement, those documents must come from
(A) the insured policyholder.
(B) the insurance agent or broker.
(C) a named employee of the premium finance company.
(D) GoAuto Management Services.
(E) the premium finance company.",the insured policyholder.,the insurance agent or broker.,a named employee of the premium finance company.,GoAuto Management Services.,the premium finance company.,"[""a named employee of the premium finance company."", ""GoAuto Management Services."", ""the insured policyholder."", ""the insurance agent or broker.""]","According to the opinion in ""Williams v. GoAuto Insurance"", the Louisiana statute provides that when the insurer receives the notice of cancellation and statement, those documents must come from the premium finance company.","The statute provides that “[u]pon receipt of such notice of cancellation and statement from the premium finance company, the insurer shall consider that cancellation . . . has been requested . . . and the insurer may proceed to cancel such contract.”",I. Strict Adherence to the Statute,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Williams v. GoAuto Insurance"", the Louisiana statute provides that when the insurer receives the notice of cancellation and statement, those documents must come from
(A) the insured policyholder.
(B) the insurance agent or broker.
(C) a named employee of the premium finance company.
(D) GoAuto Management Services.
(E) the premium finance company."
"According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to",the United States District Court for the Middle District of Louisiana.,(A),"According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to
(A) the United States District Court for the Middle District of Louisiana.
(B) the United States Court of Appeals for the Fifth Circuit.
(C) the United States District Court for the Southern District of Texas.
(D) the United States District Court for the Western District of Louisiana.
(E) the United States District Court for the Eastern District of Louisiana.",the United States District Court for the Middle District of Louisiana.,the United States Court of Appeals for the Fifth Circuit.,the United States District Court for the Southern District of Texas.,the United States District Court for the Western District of Louisiana.,the United States District Court for the Eastern District of Louisiana.,"[""the United States District Court for the Eastern District of Louisiana."", ""the United States District Court for the Western District of Louisiana."", ""the United States Court of Appeals for the Fifth Circuit."", ""the United States District Court for the Southern District of Texas.""]","According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to the United States District Court for the Middle District of Louisiana.",GoAuto removed the case to the United States District Court for the Middle District of Louisiana.,FACTUAL AND PROCEDURAL BACKGROUND,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to
(A) the United States District Court for the Middle District of Louisiana.
(B) the United States Court of Appeals for the Fifth Circuit.
(C) the United States District Court for the Southern District of Texas.
(D) the United States District Court for the Western District of Louisiana.
(E) the United States District Court for the Eastern District of Louisiana."
"According to the opinion in ""Williams v. GoAuto Insurance"", the United States Court of Appeals for the Fifth Circuit considered a Louisiana statute governing cancellation of insurance policies for nonpayment, and the nonpayment that triggered the cancellation issue was to",the company that financed the premiums,(E),"According to the opinion in ""Williams v. GoAuto Insurance"", the United States Court of Appeals for the Fifth Circuit considered a Louisiana statute governing cancellation of insurance policies for nonpayment, and the nonpayment that triggered the cancellation issue was to
(A) the Louisiana Department of Insurance
(B) the local insurance agent who collected the installments
(C) the lienholder that financed the vehicle purchase
(D) the insurance company that issued the policy
(E) the company that financed the premiums",the Louisiana Department of Insurance,the local insurance agent who collected the installments,the lienholder that financed the vehicle purchase,the insurance company that issued the policy,the company that financed the premiums,"[""the insurance company that issued the policy"", ""the local insurance agent who collected the installments"", ""the lienholder that financed the vehicle purchase"", ""the Louisiana Department of Insurance""]","According to the opinion in ""Williams v. GoAuto Insurance"", the United States Court of Appeals for the Fifth Circuit considered a Louisiana statute governing cancellation of insurance policies for nonpayment, and the nonpayment that triggered the cancellation issue was to the company that financed the premiums",This appeal requires us to analyze a Louisiana statute governing the cancellation of insurance policies because of nonpayment to the company that financed the premiums.,Header,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Williams v. GoAuto Insurance"", the United States Court of Appeals for the Fifth Circuit considered a Louisiana statute governing cancellation of insurance policies for nonpayment, and the nonpayment that triggered the cancellation issue was to
(A) the Louisiana Department of Insurance
(B) the local insurance agent who collected the installments
(C) the lienholder that financed the vehicle purchase
(D) the insurance company that issued the policy
(E) the company that financed the premiums"
"According to the opinion in ""Williams v. GoAuto Insurance"", because GoAuto’s procedures complied with the statute, the Fifth Circuit held that the district court did not err in denying",their motion for summary judgment.,(D),"According to the opinion in ""Williams v. GoAuto Insurance"", because GoAuto’s procedures complied with the statute, the Fifth Circuit held that the district court did not err in denying
(A) their request to certify the question to the Louisiana Supreme Court.
(B) their motion for judgment as a matter of law.
(C) their motion for judgment on the pleadings.
(D) their motion for summary judgment.
(E) their motion to dismiss for failure to state a claim.",their request to certify the question to the Louisiana Supreme Court.,their motion for judgment as a matter of law.,their motion for judgment on the pleadings.,their motion for summary judgment.,their motion to dismiss for failure to state a claim.,"[""their request to certify the question to the Louisiana Supreme Court."", ""their motion to dismiss for failure to state a claim."", ""their motion for judgment on the pleadings."", ""their motion for judgment as a matter of law.""]","According to the opinion in ""Williams v. GoAuto Insurance"", because GoAuto’s procedures complied with the statute, the Fifth Circuit held that the district court did not err in denying their motion for summary judgment.","Because GoAuto’s procedures comply with the statute, the district court did not err in denying their motion for summary judgment.",II. Certification,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Williams v. GoAuto Insurance"", because GoAuto’s procedures complied with the statute, the Fifth Circuit held that the district court did not err in denying
(A) their request to certify the question to the Louisiana Supreme Court.
(B) their motion for judgment as a matter of law.
(C) their motion for judgment on the pleadings.
(D) their motion for summary judgment.
(E) their motion to dismiss for failure to state a claim."
