target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
 the pretrained weight matrix,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', after BOFT initializes all butterfly components as identity, the effective weight matrix used in the modified forward pass at the very start of finetuning is","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', after BOFT initializes all butterfly components as identity, the effective weight matrix used in the modified forward pass at the very start of finetuning is the pretrained weight matrix",Multi-Fact Integration,"['Concretely, OFT optimizes an orthogonal matrix $\\bm{R}\\in\\mathbb{R}^{d\\times d}$ for a pretrained linear layer $\\bm{W}^0\\in\\mathbb{R}^{d\\times n}$, and modifies the forward pass from $\\bm{z}=(\\bm{W}^0)^\\top\\bm{x}$ to $\\bm{z}=(\\bm{R}\\bm{W}^0)^\\top\\bm{x}$', 'The orthogonal matrix $\\bm{R}(m,b)\\in\\mathbb{R}^{d\\times d}$ is composed of a product of multiple orthogonal butterfly components.', 'In BOFT, we initialize all the butterfly components with identity matrices (\\emph{i.e.}, the skew-symmetric matrix is initialized as zeros in Cayley transform).']","If every butterfly component starts as identity, their product $\bm{R}$ is identity, so the effective weight in $\bm{R}\bm{W}^0$ is just the original pretrained matrix.","After BOFT initializes all butterfly components as identity, what is the effective weight matrix used in the modified forward pass at the very start of finetuning?",the pretrained weight matrix,"['Concretely, OFT optimizes an orthogonal matrix $\\bm{R}\\in\\mathbb{R}^{d\\times d}$ for a pretrained linear layer $\\bm{W}^0\\in\\mathbb{R}^{d\\times n}$, and modifies the forward pass from $\\bm{z}=(\\bm{W}^0)^\\top\\bm{x}$ to $\\bm{z}=(\\bm{R}\\bm{W}^0)^\\top\\bm{x}$', 'The orthogonal matrix $\\bm{R}(m,b)\\in\\mathbb{R}^{d\\times d}$ is composed of a product of multiple orthogonal butterfly components.', 'In BOFT, we initialize all the butterfly components with identity matrices (\\emph{i.e.}, the skew-symmetric matrix is initialized as zeros in Cayley transform).']","['Concretely, OFT optimizes an orthogonal matrix $\\bm{R}\\in\\mathbb{R}^{d\\times d}$ for a pretrained linear layer $\\bm{W}^0\\in\\mathbb{R}^{d\\times n}$, and modifies the forward pass from $\\bm{z}=(\\bm{W}^0)^\\top\\bm{x}$ to $\\bm{z}=(\\bm{R}\\bm{W}^0)^\\top\\bm{x}$', 'The orthogonal matrix $\\bm{R}(m,b)\\in\\mathbb{R}^{d\\times d}$ is composed of a product of multiple orthogonal butterfly components.', 'In BOFT, we initialize all the butterfly components with identity matrices (\\emph{i.e.}, the skew-symmetric matrix is initialized as zeros in Cayley transform).']"
 expressiveness,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the block-diagonal sparsity pattern of OFT is said to reduce a key model quality, namely","In the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the block-diagonal sparsity pattern of OFT is said to reduce a key model quality, namely expressiveness",Synthesized Insight,"['To achieve parameter-efficiency, LoRA uses a low-rank structure, and in contrast, the original OFT uses a block-diagonal orthogonal structure~\\cite{qiu2023controlling} (the smaller the size of diagonal blocks is, the more parameter-efficient OFT is).', 'However, the parameter efficiency also comes at a price -- the orthogonal matrix has a fixed sparsity pattern and the orthogonal transformation is applied independently in different blocks. This block-diagonal sparsity pattern, despite saving parameters, may introduce some undesirable inductive biases (e.g., the block-diagonal orthogonal matrix reduces expressiveness and cannot approximate classic linear transforms)']",The paper states that making OFT more parameter-efficient with smaller block-diagonal structure reduces what the matrix can express.,"As OFT makes its diagonal blocks smaller to save parameters, what capability is it explicitly said to lose?",expressiveness,"['To achieve parameter-efficiency, LoRA uses a low-rank structure, and in contrast, the original OFT uses a block-diagonal orthogonal structure~\\cite{qiu2023controlling} (the smaller the size of diagonal blocks is, the more parameter-efficient OFT is).', 'However, the parameter efficiency also comes at a price -- the orthogonal matrix has a fixed sparsity pattern and the orthogonal transformation is applied independently in different blocks. This block-diagonal sparsity pattern, despite saving parameters, may introduce some undesirable inductive biases (e.g., the block-diagonal orthogonal matrix reduces expressiveness and cannot approximate classic linear transforms)']","['To achieve parameter-efficiency, LoRA uses a low-rank structure, and in contrast, the original OFT uses a block-diagonal orthogonal structure~\\cite{qiu2023controlling} (the smaller the size of diagonal blocks is, the more parameter-efficient OFT is).', 'However, the parameter efficiency also comes at a price -- the orthogonal matrix has a fixed sparsity pattern and the orthogonal transformation is applied independently in different blocks. This block-diagonal sparsity pattern, despite saving parameters, may introduce some undesirable inductive biases (e.g., the block-diagonal orthogonal matrix reduces expressiveness and cannot approximate classic linear transforms)']"
 BOFT,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the method that can still produce a dense orthogonal matrix even when the block size is kept smaller than $d$ is","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the method that can still produce a dense orthogonal matrix even when the block size is kept smaller than $d$ is BOFT",Multi-Fact Integration,"['BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.', 'Therefore, the original OFT has to use the block size $b=d$ to generate a dense orthogonal matrix, while BOFT can use any $b$ to achieve this.']","Since original OFT needs b=d for density but BOFT can stay dense with any b, BOFT is the one that keeps small blocks without losing density.",Which method can still produce a dense orthogonal matrix even when the block size is kept smaller than d?,BOFT,"['BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.', 'Therefore, the original OFT has to use the block size $b=d$ to generate a dense orthogonal matrix, while BOFT can use any $b$ to achieve this.']","['BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.', 'Therefore, the original OFT has to use the block size $b=d$ to generate a dense orthogonal matrix, while BOFT can use any $b$ to achieve this.']"
 butterfly structure,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the structure inspired by the Cooley-Tukey algorithm that can densely connect $d$ source nodes and $d$ receiver nodes with $\\mathcal{O}(d\log d)$ edges, thereby meeting the graph desiderata of dense connectivity and minimum free edges, is the","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the structure inspired by the Cooley-Tukey algorithm that can densely connect $d$ source nodes and $d$ receiver nodes with $\\mathcal{O}(d\log d)$ edges, thereby meeting the graph desiderata of dense connectivity and minimum free edges, is the butterfly structure",Multi-Fact Integration,"['Under the information transmission view, the general desiderata towards our goal are (i) dense connectivity: every node in the first level has at least one path to every node in the last level, and (ii) minimum free edges: the total number of edges should be as small as possible under the orthogonality constraint.', 'We draw inspiration from an interesting topology from the Cooley-Tukey algorithm, called butterfly graphs~\\cite{cooley1965algorithm}, which can densely connect $d$ source nodes and $d$ receiver nodes efficiently with $\\mathcal{O}(d\\log d)$ edges.']","Because butterfly graphs keep full source-to-receiver connectivity while using only O(d log d) edges, they match both dense connectivity and minimal free-edge goals.",Which structure is implied to meet the paper's graph desiderata by keeping full reachability while using far fewer edges than a dense matrix?,butterfly structure,"['Under the information transmission view, the general desiderata towards our goal are (i) dense connectivity: every node in the first level has at least one path to every node in the last level, and (ii) minimum free edges: the total number of edges should be as small as possible under the orthogonality constraint.', 'We draw inspiration from an interesting topology from the Cooley-Tukey algorithm, called butterfly graphs~\\cite{cooley1965algorithm}, which can densely connect $d$ source nodes and $d$ receiver nodes efficiently with $\\mathcal{O}(d\\log d)$ edges.']","['Under the information transmission view, the general desiderata towards our goal are (i) dense connectivity: every node in the first level has at least one path to every node in the last level, and (ii) minimum free edges: the total number of edges should be as small as possible under the orthogonality constraint.', 'We draw inspiration from an interesting topology from the Cooley-Tukey algorithm, called butterfly graphs~\\cite{cooley1965algorithm}, which can densely connect $d$ source nodes and $d$ receiver nodes efficiently with $\\mathcal{O}(d\\log d)$ edges.']"
 dense orthogonal matrix,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if a finetuning method should avoid treating neuron dimensions as separate index-based groups, then a preferable choice is a","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if a finetuning method should avoid treating neuron dimensions as separate index-based groups, then a preferable choice is a dense orthogonal matrix",Synthesized Insight,"['The parameter-efficiency brought by the block-diagonal structure comes at a price -- it introduces an assumption that the dimensions of a neuron (i.e., a column vector of the weight matrix $\\bm{W}^0$) are divided by $r$ groups and dimensions in different groups are transformed separately using different orthogonal matrices.', 'Despite the empirical effectiveness of the block-diagonal structure, it makes no sense to divide the dimensions of a neuron into $r$ groups based on their indices, which makes dense orthogonal matrices desirable.']","If index-based grouping is the problem with block-diagonal OFT, the preferred alternative is an orthogonal matrix that does not split dimensions into separate groups.","If a finetuning method should avoid treating neuron dimensions as separate index-based groups, what kind of orthogonal matrix is implied to be preferable?",dense orthogonal matrix,"['The parameter-efficiency brought by the block-diagonal structure comes at a price -- it introduces an assumption that the dimensions of a neuron (i.e., a column vector of the weight matrix $\\bm{W}^0$) are divided by $r$ groups and dimensions in different groups are transformed separately using different orthogonal matrices.', 'Despite the empirical effectiveness of the block-diagonal structure, it makes no sense to divide the dimensions of a neuron into $r$ groups based on their indices, which makes dense orthogonal matrices desirable.']","['The parameter-efficiency brought by the block-diagonal structure comes at a price -- it introduces an assumption that the dimensions of a neuron (i.e., a column vector of the weight matrix $\\bm{W}^0$) are divided by $r$ groups and dimensions in different groups are transformed separately using different orthogonal matrices.', 'Despite the empirical effectiveness of the block-diagonal structure, it makes no sense to divide the dimensions of a neuron into $r$ groups based on their indices, which makes dense orthogonal matrices desirable.']"
 from $d^2$ to $d\log d$,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', when BOFT uses the butterfly matrix instead of a full dense orthogonal matrix, the parameter scaling changes with dimension $d$","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', when BOFT uses the butterfly matrix instead of a full dense orthogonal matrix, the parameter scaling changes with dimension $d$ from $d^2$ to $d\log d$",Reasoning Step,"['If we use the butterfly matrix, \\emph{i.e.}, $m=\\log d,b=2$, BOFT uses $\\mathcal{O}(d\\log d)$ parameters.', 'In contrast, the original OFT with a full dense orthogonal matrix uses $\\mathcal{O}(d^2)$ parameters']",Comparing the two asymptotic counts shows that butterfly BOFT reduces parameter growth from quadratic in $d$ to $d\log d$.,"When BOFT uses the butterfly matrix instead of a full dense orthogonal matrix, how does the parameter scaling change with dimension $d$?",from $d^2$ to $d\log d$,"['If we use the butterfly matrix, \\emph{i.e.}, $m=\\log d,b=2$, BOFT uses $\\mathcal{O}(d\\log d)$ parameters.', 'In contrast, the original OFT with a full dense orthogonal matrix uses $\\mathcal{O}(d^2)$ parameters']","['If we use the butterfly matrix, \\emph{i.e.}, $m=\\log d,b=2$, BOFT uses $\\mathcal{O}(d\\log d)$ parameters.', 'In contrast, the original OFT with a full dense orthogonal matrix uses $\\mathcal{O}(d^2)$ parameters']"
 training stability and generalization,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', from the spectral argument, orthogonal finetuning methods like BOFT should have an advantage over LoRA in","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', from the spectral argument, orthogonal finetuning methods like BOFT should have an advantage over LoRA in training stability and generalization",Multi-Fact Integration,"['Both OFT and BOFT multiply an orthogonal matrix $\\bm{R}$ to the left and obtain the finetuned weights $\\bm{R}\\bm{U}\\bm{\\Sigma}\\bm{V}^\\top$, which does not affect the largest singular value (i.e., the spectral norm of $\\bm{W}^0$).', 'Such a preservation has been shown to greatly benefit training stability and generalization~\\cite{miyato2018spectral,yoshida2017spectral}.', 'Orthogonal finetuning generally yields better spectral property than LoRA, because it perfectly preserves the spectral norm of the pretrained weight matrix $\\bm{W}^0$.']","If BOFT preserves the spectral norm while the paper links that preservation to better stability and generalization, BOFT should inherit those advantages over LoRA.","From the paper's spectral argument, what advantage should orthogonal finetuning methods like BOFT have over LoRA?",training stability and generalization,"['Both OFT and BOFT multiply an orthogonal matrix $\\bm{R}$ to the left and obtain the finetuned weights $\\bm{R}\\bm{U}\\bm{\\Sigma}\\bm{V}^\\top$, which does not affect the largest singular value (i.e., the spectral norm of $\\bm{W}^0$).', 'Such a preservation has been shown to greatly benefit training stability and generalization~\\cite{miyato2018spectral,yoshida2017spectral}.', 'Orthogonal finetuning generally yields better spectral property than LoRA, because it perfectly preserves the spectral norm of the pretrained weight matrix $\\bm{W}^0$.']","['Both OFT and BOFT multiply an orthogonal matrix $\\bm{R}$ to the left and obtain the finetuned weights $\\bm{R}\\bm{U}\\bm{\\Sigma}\\bm{V}^\\top$, which does not affect the largest singular value (i.e., the spectral norm of $\\bm{W}^0$).', 'Such a preservation has been shown to greatly benefit training stability and generalization~\\cite{miyato2018spectral,yoshida2017spectral}.', 'Orthogonal finetuning generally yields better spectral property than LoRA, because it perfectly preserves the spectral norm of the pretrained weight matrix $\\bm{W}^0$.']"
 index-based groups,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', what questionable assumption of block-diagonal OFT is avoided when BOFT uses a dense orthogonal transformation instead? the assumption of","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', what questionable assumption of block-diagonal OFT is avoided when BOFT uses a dense orthogonal transformation instead? the assumption of index-based groups",Synthesized Insight,"['the block-diagonal structure comes at a price -- it introduces an assumption that the dimensions of a neuron (\\emph{i.e.}, a column vector of the weight matrix $\\bm{W}^0$) are divided by $r$ groups and dimensions in different groups are transformed separately using different orthogonal matrices.', 'Despite the empirical effectiveness of the block-diagonal structure, it makes no sense to divide the dimensions of a neuron into $r$ groups based on their indices, which makes dense orthogonal matrices desirable.']","Since block-diagonal OFT separates dimensions by fixed groups based on their positions, using a dense orthogonal matrix removes that index-based grouping assumption.",What questionable assumption of block-diagonal OFT is avoided when BOFT uses a dense orthogonal transformation instead?,index-based groups,"['the block-diagonal structure comes at a price -- it introduces an assumption that the dimensions of a neuron (\\emph{i.e.}, a column vector of the weight matrix $\\bm{W}^0$) are divided by $r$ groups and dimensions in different groups are transformed separately using different orthogonal matrices.', 'Despite the empirical effectiveness of the block-diagonal structure, it makes no sense to divide the dimensions of a neuron into $r$ groups based on their indices, which makes dense orthogonal matrices desirable.']","['the block-diagonal structure comes at a price -- it introduces an assumption that the dimensions of a neuron (\\emph{i.e.}, a column vector of the weight matrix $\\bm{W}^0$) are divided by $r$ groups and dimensions in different groups are transformed separately using different orthogonal matrices.', 'Despite the empirical effectiveness of the block-diagonal structure, it makes no sense to divide the dimensions of a neuron into $r$ groups based on their indices, which makes dense orthogonal matrices desirable.']"
 dense,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', under the information-transmission view, if every first-level node can reach every last-level node, then the composed matrix must be","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', under the information-transmission view, if every first-level node can reach every last-level node, then the composed matrix must be dense",Reasoning Step,"['For the matrix $\\bm{R}$, if the element $R_{ij}$ is zero, then it indicates that information from the $j$-th node cannot flow to the $i$-th node. If $R_{ij}$ is non-zero, then the information can be transmitted.', 'Generally, for a matrix $\\bm{R}\\in\\mathbb{R}^{d\\times d}$ to be dense, the $m$ factorization matrices $\\bm{B}_m,\\cdots,\\bm{B}_1$ needs to correspond to a set of directed edges on a $d\\times (m+1)$ grid where one directed edge can only connect two nodes between adjacent levels (\\emph{i.e.}, columns), such that information from every node in the first level can be transmitted to every node in the $(m+1)$-th level.']","If every source node can reach every receiver node, then every entry can be non-zero, which means the composed matrix is dense.","Under the paper's information-transmission view, if every first-level node can reach every last-level node, what must the composed matrix be?",dense,"['For the matrix $\\bm{R}$, if the element $R_{ij}$ is zero, then it indicates that information from the $j$-th node cannot flow to the $i$-th node. If $R_{ij}$ is non-zero, then the information can be transmitted.', 'Generally, for a matrix $\\bm{R}\\in\\mathbb{R}^{d\\times d}$ to be dense, the $m$ factorization matrices $\\bm{B}_m,\\cdots,\\bm{B}_1$ needs to correspond to a set of directed edges on a $d\\times (m+1)$ grid where one directed edge can only connect two nodes between adjacent levels (\\emph{i.e.}, columns), such that information from every node in the first level can be transmitted to every node in the $(m+1)$-th level.']","['For the matrix $\\bm{R}$, if the element $R_{ij}$ is zero, then it indicates that information from the $j$-th node cannot flow to the $i$-th node. If $R_{ij}$ is non-zero, then the information can be transmitted.', 'Generally, for a matrix $\\bm{R}\\in\\mathbb{R}^{d\\times d}$ to be dense, the $m$ factorization matrices $\\bm{B}_m,\\cdots,\\bm{B}_1$ needs to correspond to a set of directed edges on a $d\\times (m+1)$ grid where one directed edge can only connect two nodes between adjacent levels (\\emph{i.e.}, columns), such that information from every node in the first level can be transmitted to every node in the $(m+1)$-th level.']"
 identity matrices,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', in BOFT, selected blocks must be replaced with blocks so they behave like dropout without breaking the multiplicative update,","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', in BOFT, selected blocks must be replaced with blocks so they behave like dropout without breaking the multiplicative update, identity matrices",Reasoning Step,"['The conventional Dropout~\\cite{srivastava2014dropout} naturally works for LoRA, but not for BOFT due to our multiplicative weight update.', 'The multiplicative Dropout first randomly picks $p_1$ percent of the butterfly components and $p_2$ percent of the diagonal blocks in each butterfly component, and then replaces these blocks as identity matrices.']","Because BOFT updates weights multiplicatively, dropping a block must preserve multiplicative structure, which is done by replacing the selected block with identity.","In BOFT, what must selected blocks be replaced with so they behave like dropout without breaking the multiplicative update?",identity matrices,"['The conventional Dropout~\\cite{srivastava2014dropout} naturally works for LoRA, but not for BOFT due to our multiplicative weight update.', 'The multiplicative Dropout first randomly picks $p_1$ percent of the butterfly components and $p_2$ percent of the diagonal blocks in each butterfly component, and then replaces these blocks as identity matrices.']","['The conventional Dropout~\\cite{srivastava2014dropout} naturally works for LoRA, but not for BOFT due to our multiplicative weight update.', 'The multiplicative Dropout first randomly picks $p_1$ percent of the butterfly components and $p_2$ percent of the diagonal blocks in each butterfly component, and then replaces these blocks as identity matrices.']"
