step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,1.0,4,E,4
0,1,1.0,4,E,4
0,2,0.0,3,D,4
4,0,1.0,4,E,4
4,1,1.0,4,E,4
4,2,0.0,3,D,4
8,0,1.0,4,E,4
8,1,0.0,0,A,4
8,2,0.0,3,D,4
12,0,1.0,4,E,4
12,1,0.0,2,C,4
12,2,0.0,3,D,4
16,0,1.0,4,E,4
16,1,0.0,0,A,4
16,2,0.0,3,D,4
20,0,1.0,4,E,4
20,1,0.0,1,B,4
20,2,0.0,3,D,4
24,0,1.0,4,E,4
24,1,0.0,1,B,4
24,2,0.0,3,D,4
28,0,1.0,4,E,4
28,1,0.0,1,B,4
28,2,0.0,3,D,4
32,0,1.0,4,E,4
32,1,0.0,1,B,4
32,2,0.0,3,D,4
36,0,1.0,4,E,4
36,1,0.0,1,B,4
36,2,0.0,3,D,4
40,0,1.0,4,E,4
40,1,0.0,1,B,4
40,2,0.0,3,D,4
44,0,1.0,4,E,4
44,1,0.0,1,B,4
44,2,0.0,3,D,4
48,0,1.0,4,E,4
48,1,0.0,1,B,4
48,2,0.0,3,D,4
52,0,1.0,4,E,4
52,1,0.0,1,B,4
52,2,0.0,3,D,4
56,0,1.0,4,E,4
56,1,0.0,1,B,4
56,2,0.0,3,D,4
60,0,1.0,4,E,4
60,1,0.0,1,B,4
60,2,0.0,3,D,4
64,0,1.0,4,E,4
64,1,0.0,1,B,4
64,2,0.0,3,D,4
68,0,1.0,4,E,4
68,1,0.0,1,B,4
68,2,0.0,3,D,4
72,0,1.0,4,E,4
72,1,0.0,1,B,4
72,2,0.0,3,D,4
76,0,1.0,4,E,4
76,1,0.0,1,B,4
76,2,0.0,3,D,4
80,0,1.0,4,E,4
80,1,0.0,1,B,4
80,2,0.0,3,D,4
84,0,1.0,4,E,4
84,1,0.0,1,B,4
84,2,0.0,3,D,4
88,0,1.0,4,E,4
88,1,0.0,1,B,4
88,2,0.0,3,D,4
92,0,1.0,4,E,4
92,1,0.0,1,B,4
92,2,0.0,3,D,4
96,0,1.0,4,E,4
96,1,0.0,1,B,4
96,2,0.0,3,D,4
100,0,1.0,4,E,4
100,1,0.0,1,B,4
100,2,0.0,3,D,4
