probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,formatted_question_5shot
"According to the opinion in ""United States v. Jaison L. Coleman,"" after Lisa opened the door for Officer Kizer and his colleagues to enter the home, she facilitated their entry",by brushing her dogs away.,(A),"According to the opinion in ""United States v. Jaison L. Coleman,"" after Lisa opened the door for Officer Kizer and his colleagues to enter the home, she facilitated their entry
(A) by brushing her dogs away.
(B) by signing a written consent-to-search form at the doorway.
(C) by leading them straight to the back bedroom where she thought Coleman was.
(D) by locking the dogs in her bedroom before letting them pass.
(E) by pointing out where the children were and telling the officers to check on them first.",by brushing her dogs away.,by signing a written consent-to-search form at the doorway.,by leading them straight to the back bedroom where she thought Coleman was.,by locking the dogs in her bedroom before letting them pass.,by pointing out where the children were and telling the officers to check on them first.,"[""by locking the dogs in her bedroom before letting them pass."", ""by leading them straight to the back bedroom where she thought Coleman was."", ""by pointing out where the children were and telling the officers to check on them first."", ""by signing a written consent-to-search form at the doorway.""]","According to the opinion in ""United States v. Jaison L. Coleman,"" after Lisa opened the door for Officer Kizer and his colleagues to enter the home, she facilitated their entry by brushing her dogs away.",Lisa then opened the door for Officer Kizer and his colleagues and facilitated their entry by brushing her dogs away.,I,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""United States v. Jaison L. Coleman,"" after Lisa opened the door for Officer Kizer and his colleagues to enter the home, she facilitated their entry
(A) by brushing her dogs away.
(B) by signing a written consent-to-search form at the doorway.
(C) by leading them straight to the back bedroom where she thought Coleman was.
(D) by locking the dogs in her bedroom before letting them pass.
(E) by pointing out where the children were and telling the officers to check on them first."
"According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and spoke with the two children, the children said that the people who had been fighting were",Lisa and Coleman.,(D),"According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and spoke with the two children, the children said that the people who had been fighting were
(A) the officers and Lisa.
(B) Lisa and Officer Kizer.
(C) Coleman and a neighbor.
(D) Lisa and Coleman.
(E) Coleman and one of the children.",the officers and Lisa.,Lisa and Officer Kizer.,Coleman and a neighbor.,Lisa and Coleman.,Coleman and one of the children.,"[""Lisa and Officer Kizer."", ""Coleman and one of the children."", ""the officers and Lisa."", ""Coleman and a neighbor.""]","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and spoke with the two children, the children said that the people who had been fighting were Lisa and Coleman.","In talking to the two children, the officers learned that Lisa and Coleman had been fighting, with Coleman reportedly being loud, aggressive, and mean.",I,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and spoke with the two children, the children said that the people who had been fighting were
(A) the officers and Lisa.
(B) Lisa and Officer Kizer.
(C) Coleman and a neighbor.
(D) Lisa and Coleman.
(E) Coleman and one of the children."
"According to the opinion in ""United States v. Jaison L. Coleman,"" while responding to a 911 domestic-violence call, Officer Jamie Kizer asked Lisa Coleman",whether her kids were okay.,(C),"According to the opinion in ""United States v. Jaison L. Coleman,"" while responding to a 911 domestic-violence call, Officer Jamie Kizer asked Lisa Coleman
(A) whether Jaison Coleman was still inside the home.
(B) whether she wanted to press charges.
(C) whether her kids were okay.
(D) whether there were any weapons in the house.
(E) whether anyone in the house needed medical attention.",whether Jaison Coleman was still inside the home.,whether she wanted to press charges.,whether her kids were okay.,whether there were any weapons in the house.,whether anyone in the house needed medical attention.,"[""whether Jaison Coleman was still inside the home."", ""whether anyone in the house needed medical attention."", ""whether there were any weapons in the house."", ""whether she wanted to press charges.""]","According to the opinion in ""United States v. Jaison L. Coleman,"" while responding to a 911 domestic-violence call, Officer Jamie Kizer asked Lisa Coleman whether her kids were okay.","Officer Kizer knocked on the door and spoke to Lisa, who balked when asked whether her kids were okay.",Header,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""United States v. Jaison L. Coleman,"" while responding to a 911 domestic-violence call, Officer Jamie Kizer asked Lisa Coleman
(A) whether Jaison Coleman was still inside the home.
(B) whether she wanted to press charges.
(C) whether her kids were okay.
(D) whether there were any weapons in the house.
(E) whether anyone in the house needed medical attention."
"According to the opinion in ""United States v. Jaison L. Coleman,"" the court explained that Lisa understood she did not have to allow Officer Kizer into her home partly because she",initially denied his request.,(D),"According to the opinion in ""United States v. Jaison L. Coleman,"" the court explained that Lisa understood she did not have to allow Officer Kizer into her home partly because she
(A) had been explicitly told she could refuse consent.
(B) signed a written consent-to-search form.
(C) was not in custody during the encounter.
(D) initially denied his request.
(E) received Miranda warnings before speaking with him.",had been explicitly told she could refuse consent.,signed a written consent-to-search form.,was not in custody during the encounter.,initially denied his request.,received Miranda warnings before speaking with him.,"[""had been explicitly told she could refuse consent."", ""was not in custody during the encounter."", ""received Miranda warnings before speaking with him."", ""signed a written consent-to-search form.""]","According to the opinion in ""United States v. Jaison L. Coleman,"" the court explained that Lisa understood she did not have to allow Officer Kizer into her home partly because she initially denied his request.","While Officer Kizer did not explicitly tell her that she did not need to consent to his entry, the fact that he asked for permission implied as much, as did the fact that she initially denied his request.",II,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""United States v. Jaison L. Coleman,"" the court explained that Lisa understood she did not have to allow Officer Kizer into her home partly because she
(A) had been explicitly told she could refuse consent.
(B) signed a written consent-to-search form.
(C) was not in custody during the encounter.
(D) initially denied his request.
(E) received Miranda warnings before speaking with him."
"According to the opinion in ""United States v. Jaison L. Coleman,"" after reviewing the record concerning whether Lisa consented to police officers entering her home, the appellate court said the district court did not commit",clear error.,(D),"According to the opinion in ""United States v. Jaison L. Coleman,"" after reviewing the record concerning whether Lisa consented to police officers entering her home, the appellate court said the district court did not commit
(A) reversible error.
(B) plain error.
(C) abuse of discretion.
(D) clear error.
(E) a due process violation.",reversible error.,plain error.,abuse of discretion.,clear error.,a due process violation.,"[""plain error."", ""abuse of discretion."", ""reversible error."", ""a due process violation.""]","According to the opinion in ""United States v. Jaison L. Coleman,"" after reviewing the record concerning whether Lisa consented to police officers entering her home, the appellate court said the district court did not commit clear error.","On this record, the district court committed no clear error in finding that Lisa consented to the police entry.",II,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""United States v. Jaison L. Coleman,"" after reviewing the record concerning whether Lisa consented to police officers entering her home, the appellate court said the district court did not commit
(A) reversible error.
(B) plain error.
(C) abuse of discretion.
(D) clear error.
(E) a due process violation."
"According to the opinion in ""United States v. Jaison L. Coleman,"" when Officer Kizer asked if he could enter the home, Lisa said",“um … I’d prefer you not.”,(A),"According to the opinion in ""United States v. Jaison L. Coleman,"" when Officer Kizer asked if he could enter the home, Lisa said
(A) “um … I’d prefer you not.”
(B) “they’re in my bedroom.”
(C) “I need to go inside to get my shoes first.”
(D) “um … I hope so.”
(E) “um … not unless you have a warrant.”",“um … I’d prefer you not.”,“they’re in my bedroom.”,“I need to go inside to get my shoes first.”,“um … I hope so.”,“um … not unless you have a warrant.”,"[""\u201cum \u2026 I hope so.\u201d"", ""\u201cthey\u2019re in my bedroom.\u201d"", ""\u201cI need to go inside to get my shoes first.\u201d"", ""\u201cum \u2026 not unless you have a warrant.\u201d""]","According to the opinion in ""United States v. Jaison L. Coleman,"" when Officer Kizer asked if he could enter the home, Lisa said “um … I’d prefer you not.”","Lisa, who had just turned back to the door, paused before saying, “um … I’d prefer you not.”",I,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""United States v. Jaison L. Coleman,"" when Officer Kizer asked if he could enter the home, Lisa said
(A) “um … I’d prefer you not.”
(B) “they’re in my bedroom.”
(C) “I need to go inside to get my shoes first.”
(D) “um … I hope so.”
(E) “um … not unless you have a warrant.”"
"According to the opinion in ""United States v. Jaison L. Coleman,"" Officer Jamie Kizer was with","the Marshfield, Wisconsin police department.",(D),"According to the opinion in ""United States v. Jaison L. Coleman,"" Officer Jamie Kizer was with
(A) the Wood County, Wisconsin sheriff's department.
(B) the Wausau, Wisconsin police department.
(C) the Federal Bureau of Investigation.
(D) the Marshfield, Wisconsin police department.
(E) the Wisconsin State Patrol.","the Wood County, Wisconsin sheriff's department.","the Wausau, Wisconsin police department.",the Federal Bureau of Investigation.,"the Marshfield, Wisconsin police department.",the Wisconsin State Patrol.,"[""the Wood County, Wisconsin sheriff's department."", ""the Wausau, Wisconsin police department."", ""the Wisconsin State Patrol."", ""the Federal Bureau of Investigation.""]","According to the opinion in ""United States v. Jaison L. Coleman,"" Officer Jamie Kizer was with the Marshfield, Wisconsin police department.","Just after 4:00 a.m. on April 20, 2023, Officer Jamie Kizer of the Marshfield, Wisconsin police department, responded to a caller reporting that her stepfather (Jaison Coleman) threatened to kill her mother (Lisa Coleman) and was still inside the home.",Header,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""United States v. Jaison L. Coleman,"" Officer Jamie Kizer was with
(A) the Wood County, Wisconsin sheriff's department.
(B) the Wausau, Wisconsin police department.
(C) the Federal Bureau of Investigation.
(D) the Marshfield, Wisconsin police department.
(E) the Wisconsin State Patrol."
"According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court said the district court committed no clear error in finding on this record regarding Officer Kizer's entry into the home",that Lisa consented to the police entry.,(C),"According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court said the district court committed no clear error in finding on this record regarding Officer Kizer's entry into the home
(A) that Officer Kizer had probable cause to enter the residence and arrest Coleman without a warrant.
(B) that the officers were entitled to conduct a protective sweep of the home upon entry.
(C) that Lisa consented to the police entry.
(D) that exigent circumstances justified Officer Kizer’s warrantless entry into the home.
(E) that Lisa’s later acquiescence was mere submission to police pressure, not voluntary consent.",that Officer Kizer had probable cause to enter the residence and arrest Coleman without a warrant.,that the officers were entitled to conduct a protective sweep of the home upon entry.,that Lisa consented to the police entry.,that exigent circumstances justified Officer Kizer’s warrantless entry into the home.,"that Lisa’s later acquiescence was mere submission to police pressure, not voluntary consent.","[""that Lisa\u2019s later acquiescence was mere submission to police pressure, not voluntary consent."", ""that exigent circumstances justified Officer Kizer\u2019s warrantless entry into the home."", ""that Officer Kizer had probable cause to enter the residence and arrest Coleman without a warrant."", ""that the officers were entitled to conduct a protective sweep of the home upon entry.""]","According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court said the district court committed no clear error in finding on this record regarding Officer Kizer's entry into the home that Lisa consented to the police entry.","On this record, the district court committed no clear error in finding that Lisa consented to the police entry.",II,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court said the district court committed no clear error in finding on this record regarding Officer Kizer's entry into the home
(A) that Officer Kizer had probable cause to enter the residence and arrest Coleman without a warrant.
(B) that the officers were entitled to conduct a protective sweep of the home upon entry.
(C) that Lisa consented to the police entry.
(D) that exigent circumstances justified Officer Kizer’s warrantless entry into the home.
(E) that Lisa’s later acquiescence was mere submission to police pressure, not voluntary consent."
"According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court reviews a district court's ruling on a challenge to the scope of consent under the Fourth Amendment for",clear error.,(E),"According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court reviews a district court's ruling on a challenge to the scope of consent under the Fourth Amendment for
(A) plain error.
(B) objective reasonableness.
(C) abuse of discretion.
(D) de novo review.
(E) clear error.",plain error.,objective reasonableness.,abuse of discretion.,de novo review.,clear error.,"[""de novo review."", ""abuse of discretion."", ""objective reasonableness."", ""plain error.""]","According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court reviews a district court's ruling on a challenge to the scope of consent under the Fourth Amendment for clear error.",We review a district court’s finding of voluntary consent and any challenge to its scope for clear error.,II,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court reviews a district court's ruling on a challenge to the scope of consent under the Fourth Amendment for
(A) plain error.
(B) objective reasonableness.
(C) abuse of discretion.
(D) de novo review.
(E) clear error."
"According to the opinion in ""United States v. Jaison L. Coleman,"" the district court found that Lisa Coleman's exchange with Officer Jamie Kizer during his response to a 911 domestic-violence call supplied him with",the consent necessary to enter the home.,(E),"According to the opinion in ""United States v. Jaison L. Coleman,"" the district court found that Lisa Coleman's exchange with Officer Jamie Kizer during his response to a 911 domestic-violence call supplied him with
(A) the exigent circumstances necessary to enter the home.
(B) a protective-sweep justification to search the bedrooms.
(C) probable cause necessary to arrest Jaison Coleman.
(D) the community-caretaking authority to secure the residence.
(E) the consent necessary to enter the home.",the exigent circumstances necessary to enter the home.,a protective-sweep justification to search the bedrooms.,probable cause necessary to arrest Jaison Coleman.,the community-caretaking authority to secure the residence.,the consent necessary to enter the home.,"[""the exigent circumstances necessary to enter the home."", ""probable cause necessary to arrest Jaison Coleman."", ""a protective-sweep justification to search the bedrooms."", ""the community-caretaking authority to secure the residence.""]","According to the opinion in ""United States v. Jaison L. Coleman,"" the district court found that Lisa Coleman's exchange with Officer Jamie Kizer during his response to a 911 domestic-violence call supplied him with the consent necessary to enter the home.","The district court found that this exchange supplied Officer Kizer with the consent necessary to enter the home and, further, that he and his colleagues did not exceed the scope of Lisa’s consent once inside.",Header,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""United States v. Jaison L. Coleman,"" the district court found that Lisa Coleman's exchange with Officer Jamie Kizer during his response to a 911 domestic-violence call supplied him with
(A) the exigent circumstances necessary to enter the home.
(B) a protective-sweep justification to search the bedrooms.
(C) probable cause necessary to arrest Jaison Coleman.
(D) the community-caretaking authority to secure the residence.
(E) the consent necessary to enter the home."
