source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v13.csv,0,False,3,absolute lexical overlap still too high (new token Jaccard 0.349 > 0.250 or new LCS 7 > 6; jaccard drop 0.232),0.580645,0.348837,0.738786,0.426859,10,7,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the core layer of the ubiquitous Transformer architecture and the bottleneck for large language models and long-context applications is","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the component described as the chief limiting factor for large language models and long-context use, while also serving as a central part of the widely used Transformer architecture, is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the core layer of the ubiquitous Transformer architecture and the bottleneck for large language models and long-context applications is Attention.","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the component described as the chief limiting factor for large language models and long-context use, while also serving as a central part of the widely used Transformer architecture, is Attention."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v13.csv,1,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v14_low_overlap_strict.audit.csv,0.218750,0.181818,0.302564,0.275618,3,1,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" attention is described as the bottleneck for","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" attention is presented as the limiting factor for","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" attention is described as the bottleneck for large language models and long-context applications.","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" attention is presented as the limiting factor for large language models and long-context applications."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v13.csv,2,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v14_low_overlap_strict.audit.csv,0.241379,0.100000,0.374532,0.350195,4,2,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", \textsc{FlashAttention} sped up attention on GPUs by","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", \textsc{FlashAttention} accelerated GPU attention by","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", \textsc{FlashAttention} sped up attention on GPUs by minimizing memory reads/writes.","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", \textsc{FlashAttention} accelerated GPU attention by minimizing memory reads/writes."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v13.csv,3,True,1,accepted,0.205128,0.157895,0.456973,0.389776,4,2,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the earlier IO-aware GPU method described in the abstract speeds up GPU computation by minimizing memory reads/writes for","In the abstract of ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the earlier IO-aware GPU technique increases attention speed on GPUs by reducing memory transfers for","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the earlier IO-aware GPU method described in the abstract speeds up GPU computation by minimizing memory reads/writes for attention.","In the abstract of ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the earlier IO-aware GPU technique increases attention speed on GPUs by reducing memory transfers for attention."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v13.csv,4,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v14_low_overlap_strict.audit.csv,0.289474,0.205128,0.413953,0.339869,5,3,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" \textsc{FlashAttention-2} achieves a utilization on the H100 GPU of","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" it is noted that \textsc{FlashAttention-2} reaches only","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" \textsc{FlashAttention-2} achieves a utilization on the H100 GPU of 35\%.","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" it is noted that \textsc{FlashAttention-2} reaches only 35\%."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v13.csv,5,True,1,accepted,0.270270,0.243243,0.544892,0.455128,5,4,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", \textsc{FlashAttention-2} achieves only 35\% utilization on the","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", \textsc{FlashAttention-2} reaches just 35\% utilization on the","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", \textsc{FlashAttention-2} achieves only 35\% utilization on the H100 GPU.","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", \textsc{FlashAttention-2} reaches just 35\% utilization on the H100 GPU."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v13.csv,6,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v14_low_overlap_strict.audit.csv,0.327586,0.229508,0.020583,0.018215,9,2,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the mechanism the authors exploit on Hopper GPUs to overlap overall computation and data movement via warp-specialization is","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the Hopper-GPU approach used to hide computation behind data movement through warp-specialization is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the mechanism the authors exploit on Hopper GPUs to overlap overall computation and data movement via warp-specialization is asynchrony of the Tensor Cores and TMA","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the Hopper-GPU approach used to hide computation behind data movement through warp-specialization is asynchrony of the Tensor Cores and TMA"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v13.csv,7,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v14_low_overlap_strict.audit.csv,0.322581,0.203390,0.022544,0.025000,7,2,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the set of techniques developed to speed up attention on Hopper GPUs, the hardware-supported format leveraged by block quantization and incoherent processing is","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the low-precision format supported by the hardware and used in block quantization with incoherent processing is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the set of techniques developed to speed up attention on Hopper GPUs, the hardware-supported format leveraged by block quantization and incoherent processing is FP8 low-precision","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the low-precision format supported by the hardware and used in block quantization with incoherent processing is FP8 low-precision"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v13.csv,8,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v14_low_overlap_strict.audit.csv,0.340909,0.250000,0.057441,0.143959,5,5,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the authors' method \textsc{FlashAttention-3} achieves a 1.5-2.0$\times$ speedup on","In the paper titled ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the authors report that \textsc{FlashAttention-3} delivers a 1.5-2.0$\times$ improvement on","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the authors' method \textsc{FlashAttention-3} achieves a 1.5-2.0$\times$ speedup on H100 GPUs.","In the paper titled ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the authors report that \textsc{FlashAttention-3} delivers a 1.5-2.0$\times$ improvement on H100 GPUs."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v13.csv,9,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/fa3/facts/probes_v14_low_overlap_strict.audit.csv,0.272727,0.195652,0.050104,0.142077,4,3,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the FP16 throughput that \textsc{FlashAttention-3} achieves on H100 GPUs is","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the reported FP16 performance of \textsc{FlashAttention-3} on H100 GPUs is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the FP16 throughput that \textsc{FlashAttention-3} achieves on H100 GPUs is 740 TFLOPs/s.","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the reported FP16 performance of \textsc{FlashAttention-3} on H100 GPUs is 740 TFLOPs/s."
