step,probe_index,mcqa_accuracy
0,0,1.0
0,1,1.0
0,2,0.0
0,3,1.0
0,4,1.0
0,5,1.0
0,6,0.0
0,7,0.0
0,8,1.0
0,9,1.0
0,10,0.0
0,11,0.0
0,12,0.0
0,13,1.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,18,1.0
0,19,0.0
0,20,0.0
0,21,0.0
0,22,0.0
0,23,0.0
4,0,1.0
4,1,1.0
4,2,0.0
4,3,1.0
4,4,1.0
4,5,1.0
4,6,0.0
4,7,0.0
4,8,1.0
4,9,1.0
4,10,0.0
4,11,0.0
4,12,0.0
4,13,1.0
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.0
4,18,1.0
4,19,0.0
4,20,0.0
4,21,0.0
4,22,0.0
4,23,0.0
8,0,1.0
8,1,1.0
8,2,0.0
8,3,1.0
8,4,1.0
8,5,1.0
8,6,0.0
8,7,0.0
8,8,1.0
8,9,1.0
8,10,0.0
8,11,0.0
8,12,0.0
8,13,1.0
8,14,0.0
8,15,0.0
8,16,0.0
8,17,0.0
8,18,1.0
8,19,0.0
8,20,0.0
8,21,0.0
8,22,0.0
8,23,0.0
12,0,1.0
12,1,1.0
12,2,0.0
12,3,1.0
12,4,1.0
12,5,1.0
12,6,0.0
12,7,0.0
12,8,1.0
12,9,1.0
12,10,0.0
12,11,0.0
12,12,0.0
12,13,1.0
12,14,0.0
12,15,0.0
12,16,0.0
12,17,0.0
12,18,1.0
12,19,0.0
12,20,0.0
12,21,0.0
12,22,1.0
12,23,0.0
16,0,1.0
16,1,1.0
16,2,1.0
16,3,1.0
16,4,1.0
16,5,0.0
16,6,0.0
16,7,1.0
16,8,1.0
16,9,1.0
16,10,0.0
16,11,0.0
16,12,1.0
16,13,1.0
16,14,0.0
16,15,0.0
16,16,0.0
16,17,0.0
16,18,1.0
16,19,0.0
16,20,0.0
16,21,0.0
16,22,1.0
16,23,0.0
20,0,1.0
20,1,1.0
20,2,1.0
20,3,1.0
20,4,1.0
20,5,0.0
20,6,0.0
20,7,1.0
