probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,inference_type,source_fact(s),source_facts,text_sentences,derivation,question,answer
"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT should retain pretrained semantic generation ability during finetuning because it preserves the pairwise neuron relationship on the unit hypersphere, called",hyperspherical energy,(E),"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT should retain pretrained semantic generation ability during finetuning because it preserves the pairwise neuron relationship on the unit hypersphere, called
(A) cross-modal alignment score
(B) pairwise cosine similarity
(C) feature covariance structure
(D) orthogonal weight norm
(E) hyperspherical energy",cross-modal alignment score,pairwise cosine similarity,feature covariance structure,orthogonal weight norm,hyperspherical energy,"[""pairwise cosine similarity"", ""feature covariance structure"", ""cross-modal alignment score"", ""orthogonal weight norm""]","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT should retain pretrained semantic generation ability during finetuning because it preserves the pairwise neuron relationship on the unit hypersphere, called hyperspherical energy",,,Synthesized Insight,"['OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.', 'We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models.']","['OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.', 'We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models.']","['OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.', 'We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models.']","Since preserving hyperspherical energy is stated to be crucial for semantic generation ability and OFT preserves it, that preserved quantity is the reason OFT should better retain pretrained semantics.",What preserved quantity is the paper's main reason that OFT should retain pretrained semantic generation ability during finetuning?,hyperspherical energy
"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', COFT yields even better finetuning stability than OFT due to its explicit",constrained deviation from the pretrained model,(D),"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', COFT yields even better finetuning stability than OFT due to its explicit
(A) preservation of the pretrained model's semantic knowledge
(B) a stricter hyperspherical energy regularization term
(C) orthogonal parameterization of the finetuning updates
(D) constrained deviation from the pretrained model
(E) minimal hyperspherical energy difference",preservation of the pretrained model's semantic knowledge,a stricter hyperspherical energy regularization term,orthogonal parameterization of the finetuning updates,constrained deviation from the pretrained model,minimal hyperspherical energy difference,"[""minimal hyperspherical energy difference"", ""orthogonal parameterization of the finetuning updates"", ""preservation of the pretrained model's semantic knowledge"", ""a stricter hyperspherical energy regularization term""]","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', COFT yields even better finetuning stability than OFT due to its explicit constrained deviation from the pretrained model",,,Multi-Fact Integration,"['COFT can be viewed as a combination of two explicit constraints: minimal hyperspherical energy difference and constrained deviation from the pretrained model.', 'Despite the excellent performance of OFT, we observe that COFT yields even better finetuning stability than OFT due to this explicit deviation constraint.']","['COFT can be viewed as a combination of two explicit constraints: minimal hyperspherical energy difference and constrained deviation from the pretrained model.', 'Despite the excellent performance of OFT, we observe that COFT yields even better finetuning stability than OFT due to this explicit deviation constraint.']","['COFT can be viewed as a combination of two explicit constraints: minimal hyperspherical energy difference and constrained deviation from the pretrained model.', 'Despite the excellent performance of OFT, we observe that COFT yields even better finetuning stability than OFT due to this explicit deviation constraint.']",The paper attributes COFT's extra stability specifically to the added explicit limit on how far the finetuned model may move from the pretrained one.,What extra ingredient gives COFT better finetuning stability than OFT?,constrained deviation from the pretrained model
"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if COFT sets its deviation budget to \(\epsilon=0\), it reduces to",the pretrained model,(D),"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if COFT sets its deviation budget to \(\epsilon=0\), it reduces to
(A) an orthogonally constrained finetuned model
(B) a randomly initialized orthogonal model
(C) the COFT rotation module alone
(D) the pretrained model
(E) the identity matrix",an orthogonally constrained finetuned model,a randomly initialized orthogonal model,the COFT rotation module alone,the pretrained model,the identity matrix,"[""the identity matrix"", ""an orthogonally constrained finetuned model"", ""the COFT rotation module alone"", ""a randomly initialized orthogonal model""]","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if COFT sets its deviation budget to \(\epsilon=0\), it reduces to the pretrained model",,,Reasoning Step,"['COFT uses the following forward pass: $\\bm{z}=\\bm{W}^\\top\\bm{x}=(\\bm{R}\\cdot\\bm{W}^0)^\\top\\bm{x},~~~\\text{s.t.}~\\bm{R}^\\top\\bm{R}=\\bm{R}\\bm{R}^\\top=\\bm{I},~\\norm{\\bm{R}-\\bm{I}}\\leq \\epsilon$', 'which has an orthogonality constraint and an $\\epsilon$-deviation constraint to an identity matrix.']","['COFT uses the following forward pass: $\\bm{z}=\\bm{W}^\\top\\bm{x}=(\\bm{R}\\cdot\\bm{W}^0)^\\top\\bm{x},~~~\\text{s.t.}~\\bm{R}^\\top\\bm{R}=\\bm{R}\\bm{R}^\\top=\\bm{I},~\\norm{\\bm{R}-\\bm{I}}\\leq \\epsilon$', 'which has an orthogonality constraint and an $\\epsilon$-deviation constraint to an identity matrix.']","['COFT uses the following forward pass: $\\bm{z}=\\bm{W}^\\top\\bm{x}=(\\bm{R}\\cdot\\bm{W}^0)^\\top\\bm{x},~~~\\text{s.t.}~\\bm{R}^\\top\\bm{R}=\\bm{R}\\bm{R}^\\top=\\bm{I},~\\norm{\\bm{R}-\\bm{I}}\\leq \\epsilon$', 'which has an orthogonality constraint and an $\\epsilon$-deviation constraint to an identity matrix.']","If $\epsilon=0$, the deviation constraint forces $\bm{R}=\bm{I}$, so the forward pass uses $\bm{W}^0$ exactly and COFT reduces to the original pretrained model.","If COFT sets its deviation budget to $\epsilon=0$, what model does it reduce to?",the pretrained model
"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', for finetuning diffusion models, preserving hyperspherical energy is safer than minimizing it because it helps",avoid destroying pretrained structure,(B),"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', for finetuning diffusion models, preserving hyperspherical energy is safer than minimizing it because it helps
(A) reduce parameter count while matching full-model finetuning performance
(B) avoid destroying pretrained structure
(C) maintain strict orthogonality of the finetuning update across layers
(D) speed up convergence by keeping weights closer to the pretrained initialization
(E) improve image diversity by spreading features more uniformly on the hypersphere",reduce parameter count while matching full-model finetuning performance,avoid destroying pretrained structure,maintain strict orthogonality of the finetuning update across layers,speed up convergence by keeping weights closer to the pretrained initialization,improve image diversity by spreading features more uniformly on the hypersphere,"[""maintain strict orthogonality of the finetuning update across layers"", ""improve image diversity by spreading features more uniformly on the hypersphere"", ""speed up convergence by keeping weights closer to the pretrained initialization"", ""reduce parameter count while matching full-model finetuning performance""]","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', for finetuning diffusion models, preserving hyperspherical energy is safer than minimizing it because it helps avoid destroying pretrained structure",,,Synthesized Insight,"['""In contrast, OFT aims to preserve the same hyperspherical energy as the pretrained model so that the intrinsic pretrained structure will not be destroyed by finetuning.""', '""In the case of finetuning diffusion models, minimizing hyperspherical energy could destroy the original semantic structures.""']","['""In contrast, OFT aims to preserve the same hyperspherical energy as the pretrained model so that the intrinsic pretrained structure will not be destroyed by finetuning.""', '""In the case of finetuning diffusion models, minimizing hyperspherical energy could destroy the original semantic structures.""']","['""In contrast, OFT aims to preserve the same hyperspherical energy as the pretrained model so that the intrinsic pretrained structure will not be destroyed by finetuning.""', '""In the case of finetuning diffusion models, minimizing hyperspherical energy could destroy the original semantic structures.""']","If minimizing hyperspherical energy can destroy original semantics, then preserving it is safer because it protects the pretrained structure.","For finetuning diffusion models, why is preserving hyperspherical energy safer than minimizing it?",avoid destroying pretrained structure
"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if OFT uses as many blocks as the number of input channels in a convolution layer, its transform resembles",depth-wise convolution kernels,(B),"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if OFT uses as many blocks as the number of input channels in a convolution layer, its transform resembles
(A) LoRA-style low-rank convolution adapters
(B) depth-wise convolution kernels
(C) grouped convolution kernels
(D) point-wise 1×1 convolution kernels
(E) standard convolution kernels spanning all input channels",LoRA-style low-rank convolution adapters,depth-wise convolution kernels,grouped convolution kernels,point-wise 1×1 convolution kernels,standard convolution kernels spanning all input channels,"[""grouped convolution kernels"", ""point-wise 1\u00d71 convolution kernels"", ""standard convolution kernels spanning all input channels"", ""LoRA-style low-rank convolution adapters""]","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if OFT uses as many blocks as the number of input channels in a convolution layer, its transform resembles depth-wise convolution kernels",,,Reasoning Step,"['OFT is also well suited for finetuning convolution layers, because the block-diagonal structure of $\\bm{R}$ has interesting interpretations in convolution layers (unlike LoRA).', 'When we use the same number of blocks as the number of input channels, each block only transforms a unique neuron channel, similar to learning depth-wise convolution kernels~\\cite{chollet2017xception}.']","['OFT is also well suited for finetuning convolution layers, because the block-diagonal structure of $\\bm{R}$ has interesting interpretations in convolution layers (unlike LoRA).', 'When we use the same number of blocks as the number of input channels, each block only transforms a unique neuron channel, similar to learning depth-wise convolution kernels~\\cite{chollet2017xception}.']","['OFT is also well suited for finetuning convolution layers, because the block-diagonal structure of $\\bm{R}$ has interesting interpretations in convolution layers (unlike LoRA).', 'When we use the same number of blocks as the number of input channels, each block only transforms a unique neuron channel, similar to learning depth-wise convolution kernels~\\cite{chollet2017xception}.']","Matching the number of blocks to the number of input channels isolates each channel's transform, which the paper likens to depth-wise convolution kernels.","If OFT uses as many blocks as input channels in a convolution layer, what kind of convolution behavior does its transform resemble?",depth-wise convolution kernels
"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT achieves zero hyperspherical-energy difference from the pretrained layer by making a layer’s weights undergo",a rotation or reflection,(B),"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT achieves zero hyperspherical-energy difference from the pretrained layer by making a layer’s weights undergo
(A) a uniform scaling of the pretrained weights
(B) a rotation or reflection
(C) a low-rank additive perturbation
(D) a shear transformation of the weight matrix
(E) an orthogonal projection onto a lower-dimensional subspace",a uniform scaling of the pretrained weights,a rotation or reflection,a low-rank additive perturbation,a shear transformation of the weight matrix,an orthogonal projection onto a lower-dimensional subspace,"[""a low-rank additive perturbation"", ""a uniform scaling of the pretrained weights"", ""an orthogonal projection onto a lower-dimensional subspace"", ""a shear transformation of the weight matrix""]","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT achieves zero hyperspherical-energy difference from the pretrained layer by making a layer’s weights undergo a rotation or reflection",,,Reasoning Step,"['""One can easily observe that the attainable minimum is zero for Eq.~\\eqref{eq:oft_principle}.""', '""The minimum can be achieved as long as $\\bm{W}$ and $\\bm{W}^0$ differ only up to a rotation or reflection, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu \\bm{W}=\\bm{R}\\bm{W}^0$ in which $\\thickmuskip=2mu \\medmuskip=2mu \\bm{R}\\in\\mathbb{R}^{d\\times d}$ is an orthogonal matrix""']","['""One can easily observe that the attainable minimum is zero for Eq.~\\eqref{eq:oft_principle}.""', '""The minimum can be achieved as long as $\\bm{W}$ and $\\bm{W}^0$ differ only up to a rotation or reflection, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu \\bm{W}=\\bm{R}\\bm{W}^0$ in which $\\thickmuskip=2mu \\medmuskip=2mu \\bm{R}\\in\\mathbb{R}^{d\\times d}$ is an orthogonal matrix""']","['""One can easily observe that the attainable minimum is zero for Eq.~\\eqref{eq:oft_principle}.""', '""The minimum can be achieved as long as $\\bm{W}$ and $\\bm{W}^0$ differ only up to a rotation or reflection, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu \\bm{W}=\\bm{R}\\bm{W}^0$ in which $\\thickmuskip=2mu \\medmuskip=2mu \\bm{R}\\in\\mathbb{R}^{d\\times d}$ is an orthogonal matrix""']",The paper states that zero hyperspherical-energy difference is attained exactly when the finetuned weights are related to pretrained weights by an orthogonal rotation or reflection.,What kind of change to a layer's weights lets OFT achieve zero hyperspherical-energy difference from the pretrained layer?,a rotation or reflection
"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', Re-scaled OFT can learn per-neuron scaling without altering the hyperspherical-energy property because",magnitudes are normalized out,(C),"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', Re-scaled OFT can learn per-neuron scaling without altering the hyperspherical-energy property because
(A) the per-neuron scale factors are constrained to keep the layer's total energy fixed
(B) the diagonal scaling is absorbed into the denoising objective as a layerwise constant
(C) magnitudes are normalized out
(D) hyperspherical energy is evaluated before the learned re-scaling coefficients are applied
(E) the orthogonal rotation already preserves the pairwise angular geometry",the per-neuron scale factors are constrained to keep the layer's total energy fixed,the diagonal scaling is absorbed into the denoising objective as a layerwise constant,magnitudes are normalized out,hyperspherical energy is evaluated before the learned re-scaling coefficients are applied,the orthogonal rotation already preserves the pairwise angular geometry,"[""the orthogonal rotation already preserves the pairwise angular geometry"", ""the diagonal scaling is absorbed into the denoising objective as a layerwise constant"", ""hyperspherical energy is evaluated before the learned re-scaling coefficients are applied"", ""the per-neuron scale factors are constrained to keep the layer's total energy fixed""]","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', Re-scaled OFT can learn per-neuron scaling without altering the hyperspherical-energy property because magnitudes are normalized out",,,Reasoning Step,"['We propose a simple extension to the original OFT by additionally learning a magnitude scaling coefficient for each neuron.', 'This is motivated by the fact that re-scaling neurons does not change the hyperspherical energy (the magnitude will be normalized out).']","['We propose a simple extension to the original OFT by additionally learning a magnitude scaling coefficient for each neuron.', 'This is motivated by the fact that re-scaling neurons does not change the hyperspherical energy (the magnitude will be normalized out).']","['We propose a simple extension to the original OFT by additionally learning a magnitude scaling coefficient for each neuron.', 'This is motivated by the fact that re-scaling neurons does not change the hyperspherical energy (the magnitude will be normalized out).']","Because hyperspherical energy depends on normalized neurons, changing only magnitudes through a diagonal scaling does not alter it.",Why can re-scaled OFT learn per-neuron scaling without altering the hyperspherical-energy property?,magnitudes are normalized out
"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if a user cannot carefully tune the iteration count and may run many iterations, the safer choices are",OFT and COFT,(B),"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if a user cannot carefully tune the iteration count and may run many iterations, the safer choices are
(A) DreamBooth and OFT
(B) OFT and COFT
(C) DreamBooth and LoRA
(D) DreamBooth and COFT
(E) LoRA and COFT",DreamBooth and OFT,OFT and COFT,DreamBooth and LoRA,DreamBooth and COFT,LoRA and COFT,"[""DreamBooth and LoRA"", ""DreamBooth and OFT"", ""LoRA and COFT"", ""DreamBooth and COFT""]","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if a user cannot carefully tune the iteration count and may run many iterations, the safer choices are OFT and COFT",,,Synthesized Insight,"['After 2000 iterations, DreamBooth starts to generate collapsed images, and LoRA fails to generate yellow shirt (and instead generates yellow fur). In contrast, both OFT and COFT are still able to achieve stable and consistent control over the generated image.', 'We note that the insensitivity to the number of finetuning iteration is quite important, since it can effectively alleviate the trouble of tuning the iteration number for different subjects. For both OFT and COFT, we can directly set a relatively large iteration number without carefully tuning it.']","['After 2000 iterations, DreamBooth starts to generate collapsed images, and LoRA fails to generate yellow shirt (and instead generates yellow fur). In contrast, both OFT and COFT are still able to achieve stable and consistent control over the generated image.', 'We note that the insensitivity to the number of finetuning iteration is quite important, since it can effectively alleviate the trouble of tuning the iteration number for different subjects. For both OFT and COFT, we can directly set a relatively large iteration number without carefully tuning it.']","['After 2000 iterations, DreamBooth starts to generate collapsed images, and LoRA fails to generate yellow shirt (and instead generates yellow fur). In contrast, both OFT and COFT are still able to achieve stable and consistent control over the generated image.', 'We note that the insensitivity to the number of finetuning iteration is quite important, since it can effectively alleviate the trouble of tuning the iteration number for different subjects. For both OFT and COFT, we can directly set a relatively large iteration number without carefully tuning it.']","Since DreamBooth and LoRA degrade at high iteration counts while OFT variants stay stable and are described as insensitive to iteration number, the safer methods under uncertain large iteration counts are OFT and COFT.","If a user cannot carefully tune iteration count and may run many iterations, which methods are the safer choices?",OFT and COFT
"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if orthogonal matrices learned from several OFT finetuning tasks are multiplied together before being applied to a layer, the quantity that would still be guaranteed to stay preserved is",hyperspherical energy,(D),"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if orthogonal matrices learned from several OFT finetuning tasks are multiplied together before being applied to a layer, the quantity that would still be guaranteed to stay preserved is
(A) cross-layer hyperspherical similarity
(B) individual task update norms
(C) denoising loss
(D) hyperspherical energy
(E) prompt-conditioned feature alignment",cross-layer hyperspherical similarity,individual task update norms,denoising loss,hyperspherical energy,prompt-conditioned feature alignment,"[""cross-layer hyperspherical similarity"", ""prompt-conditioned feature alignment"", ""individual task update norms"", ""denoising loss""]","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if orthogonal matrices learned from several OFT finetuning tasks are multiplied together before being applied to a layer, the quantity that would still be guaranteed to stay preserved is hyperspherical energy",,,Multi-Fact Integration,"['Hyperspherical energy is defined as the sum of hyperspherical similarity (e.g., cosine similarity) between all pairwise neurons in the same layer', 'the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.', 'OFT has unique potential in compositionality, in the sense that the orthogonal matrices produced by multiple OFT finetuning tasks can be multiplied together and remains an orthogonal matrix.']","['Hyperspherical energy is defined as the sum of hyperspherical similarity (e.g., cosine similarity) between all pairwise neurons in the same layer', 'the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.', 'OFT has unique potential in compositionality, in the sense that the orthogonal matrices produced by multiple OFT finetuning tasks can be multiplied together and remains an orthogonal matrix.']","['Hyperspherical energy is defined as the sum of hyperspherical similarity (e.g., cosine similarity) between all pairwise neurons in the same layer', 'the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.', 'OFT has unique potential in compositionality, in the sense that the orthogonal matrices produced by multiple OFT finetuning tasks can be multiplied together and remains an orthogonal matrix.']","If multiple task matrices are multiplied and the result is still orthogonal, then applying that shared orthogonal transform still preserves all pairwise hyperspherical similarities, so their sum is preserved too.","If orthogonal matrices learned from several OFT finetuning tasks are multiplied together before being applied to a layer, what quantity would still be guaranteed to stay preserved?",hyperspherical energy
"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if the block count $r$ is increased in OFT's block-diagonal parameterization, what decreases without sacrificing the preservation guarantee is",trainable parameters,(D),"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if the block count $r$ is increased in OFT's block-diagonal parameterization, what decreases without sacrificing the preservation guarantee is
(A) matrix orthogonality
(B) hyperspherical energy
(C) sample fidelity
(D) trainable parameters
(E) adaptation capacity",matrix orthogonality,hyperspherical energy,sample fidelity,trainable parameters,adaptation capacity,"[""hyperspherical energy"", ""matrix orthogonality"", ""adaptation capacity"", ""sample fidelity""]","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if the block count $r$ is increased in OFT's block-diagonal parameterization, what decreases without sacrificing the preservation guarantee is trainable parameters",,,Reasoning Step,"['For an $r$-block diagonal orthogonal matrix, the number of parameter is $d(d/r-1)/2$, resulting in a complexity of $\\mathcal{O}(d^2/r)$.', 'Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.']","['For an $r$-block diagonal orthogonal matrix, the number of parameter is $d(d/r-1)/2$, resulting in a complexity of $\\mathcal{O}(d^2/r)$.', 'Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.']","['For an $r$-block diagonal orthogonal matrix, the number of parameter is $d(d/r-1)/2$, resulting in a complexity of $\\mathcal{O}(d^2/r)$.', 'Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.']","Increasing $r$ lowers the stated $\mathcal{O}(d^2/r)$ cost, while orthogonality—and thus the preservation guarantee—still holds.","If the block count $r$ is increased in OFT's block-diagonal parameterization, what decreases without sacrificing the preservation guarantee?",trainable parameters
