row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,keep,,, 65B parameter., 65B parameter.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", QLoRA can finetune on a single 48GB GPU, while preserving full 16-bit finetuning task performance, a model of size","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", QLoRA can finetune on a single 48GB GPU, while preserving full 16-bit finetuning task performance, a model of size","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", QLoRA can finetune on a single 48GB GPU, while preserving full 16-bit finetuning task performance, a model of size 65B parameter.","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", QLoRA can finetune on a single 48GB GPU, while preserving full 16-bit finetuning task performance, a model of size 65B parameter."
2,keep,,, full 16-bit finetuning task performance., full 16-bit finetuning task performance.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", QLoRA reduces memory usage enough to finetune a 65B parameter model on a single 48GB GPU while preserving","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", QLoRA reduces memory usage enough to finetune a 65B parameter model on a single 48GB GPU while preserving","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", QLoRA reduces memory usage enough to finetune a 65B parameter model on a single 48GB GPU while preserving full 16-bit finetuning task performance.","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", QLoRA reduces memory usage enough to finetune a 65B parameter model on a single 48GB GPU while preserving full 16-bit finetuning task performance."
3,keep,,," frozen, 4-bit quantized pretrained language model"," frozen, 4-bit quantized pretrained language model","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", \textsc{QLoRA} backpropagates gradients into Low Rank Adapters (LoRA) through a","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", \textsc{QLoRA} backpropagates gradients into Low Rank Adapters (LoRA) through a","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", \textsc{QLoRA} backpropagates gradients into Low Rank Adapters (LoRA) through a frozen, 4-bit quantized pretrained language model","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", \textsc{QLoRA} backpropagates gradients into Low Rank Adapters (LoRA) through a frozen, 4-bit quantized pretrained language model"
4,keep,,, Low Rank Adapters~(LoRA)., Low Rank Adapters~(LoRA).,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", QLoRA backpropagates gradients from the frozen, 4-bit quantized pretrained language model during finetuning through","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", QLoRA backpropagates gradients from the frozen, 4-bit quantized pretrained language model during finetuning through","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", QLoRA backpropagates gradients from the frozen, 4-bit quantized pretrained language model during finetuning through Low Rank Adapters~(LoRA).","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", QLoRA backpropagates gradients from the frozen, 4-bit quantized pretrained language model during finetuning through Low Rank Adapters~(LoRA)."
5,repair,poor_wording,Reworded a colon-before-target cloze into a grammatical answerable formulation., 99.3\%, 99.3\%,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors state that their best model family, Guanaco, reaches this share of ChatGPT's performance level on the Vicuna benchmark:","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the percentage of ChatGPT's performance level that the authors state their best model family, Guanaco, reaches on the Vicuna benchmark is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors state that their best model family, Guanaco, reaches this share of ChatGPT's performance level on the Vicuna benchmark: 99.3\%","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the percentage of ChatGPT's performance level that the authors state their best model family, Guanaco, reaches on the Vicuna benchmark is 99.3\%"
6,keep,,, 4-bit NormalFloat (NF4)., 4-bit NormalFloat (NF4).,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the new data type introduced as part of its memory-saving innovations and described as information theoretically optimal for normally distributed weights is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the new data type introduced as part of its memory-saving innovations and described as information theoretically optimal for normally distributed weights is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the new data type introduced as part of its memory-saving innovations and described as information theoretically optimal for normally distributed weights is 4-bit NormalFloat (NF4).","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the new data type introduced as part of its memory-saving innovations and described as information theoretically optimal for normally distributed weights is 4-bit NormalFloat (NF4)."
7,keep,,, Double Quantization., Double Quantization.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the QLoRA innovation described as reducing the average memory footprint by quantizing the quantization constants is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the QLoRA innovation described as reducing the average memory footprint by quantizing the quantization constants is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the QLoRA innovation described as reducing the average memory footprint by quantizing the quantization constants is Double Quantization.","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the QLoRA innovation described as reducing the average memory footprint by quantizing the quantization constants is Double Quantization."
8,keep,,, Paged Optimizers., Paged Optimizers.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the QLoRA innovation introduced to manage memory spikes among the listed memory-saving techniques is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the QLoRA innovation introduced to manage memory spikes among the listed memory-saving techniques is","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the QLoRA innovation introduced to manage memory spikes among the listed memory-saving techniques is Paged Optimizers.","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the QLoRA innovation introduced to manage memory spikes among the listed memory-saving techniques is Paged Optimizers."
9,keep,,, 8 instruction datasets., 8 instruction datasets.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors provide a detailed analysis of instruction following and chatbot performance using \textsc{QLoRA} to finetune more than 1,000 models across multiple model types and scales on","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors provide a detailed analysis of instruction following and chatbot performance using \textsc{QLoRA} to finetune more than 1,000 models across multiple model types and scales on","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors provide a detailed analysis of instruction following and chatbot performance using \textsc{QLoRA} to finetune more than 1,000 models across multiple model types and scales on 8 instruction datasets.","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors provide a detailed analysis of instruction following and chatbot performance using \textsc{QLoRA} to finetune more than 1,000 models across multiple model types and scales on 8 instruction datasets."
10,keep,,," LLaMA, T5"," LLaMA, T5","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the model types included in the detailed analysis of instruction following and chatbot performance across 8 instruction datasets are","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the model types included in the detailed analysis of instruction following and chatbot performance across 8 instruction datasets are","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the model types included in the detailed analysis of instruction following and chatbot performance across 8 instruction datasets are LLaMA, T5","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the model types included in the detailed analysis of instruction following and chatbot performance across 8 instruction datasets are LLaMA, T5"
