probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,formatted_question_5shot
"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", Orthogonal Finetuning (OFT) still uses a fairly large number of trainable parameters even though it demonstrates good generalizability because of",the high dimensionality of orthogonal matrices.,(E),"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", Orthogonal Finetuning (OFT) still uses a fairly large number of trainable parameters even though it demonstrates good generalizability because of
(A) the computational complexity of butterfly structures.
(B) the need for efficient information transmission across layers.
(C) the large scale of modern foundation model architectures.
(D) the requirement to finetune all parameters of the base model.
(E) the high dimensionality of orthogonal matrices.",the computational complexity of butterfly structures.,the need for efficient information transmission across layers.,the large scale of modern foundation model architectures.,the requirement to finetune all parameters of the base model.,the high dimensionality of orthogonal matrices.,"[""the computational complexity of butterfly structures."", ""the need for efficient information transmission across layers."", ""the requirement to finetune all parameters of the base model."", ""the large scale of modern foundation model architectures.""]","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", Orthogonal Finetuning (OFT) still uses a fairly large number of trainable parameters even though it demonstrates good generalizability because of the high dimensionality of orthogonal matrices.","Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices.",Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", Orthogonal Finetuning (OFT) still uses a fairly large number of trainable parameters even though it demonstrates good generalizability because of
(A) the computational complexity of butterfly structures.
(B) the need for efficient information transmission across layers.
(C) the large scale of modern foundation model architectures.
(D) the requirement to finetune all parameters of the base model.
(E) the high dimensionality of orthogonal matrices."
"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors' extensive empirical study of adapting models to various downstream tasks in vision and language includes",large vision transformers.,(C),"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors' extensive empirical study of adapting models to various downstream tasks in vision and language includes
(A) graph neural networks
(B) models with butterfly structures
(C) large vision transformers.
(D) speech recognition transformers
(E) large convolutional networks",graph neural networks,models with butterfly structures,large vision transformers.,speech recognition transformers,large convolutional networks,"[""large convolutional networks"", ""graph neural networks"", ""speech recognition transformers"", ""models with butterfly structures""]","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors' extensive empirical study of adapting models to various downstream tasks in vision and language includes large vision transformers.","Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.",Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors' extensive empirical study of adapting models to various downstream tasks in vision and language includes
(A) graph neural networks
(B) models with butterfly structures
(C) large vision transformers.
(D) speech recognition transformers
(E) large convolutional networks"
"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT introduces a generalized framework that subsumes the previously proposed method as a special case, namely",OFT.,(D),"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT introduces a generalized framework that subsumes the previously proposed method as a special case, namely
(A) prefix tuning
(B) LoRA
(C) adapter tuning
(D) OFT.
(E) Orthogonal Butterfly (BOFT)",prefix tuning,LoRA,adapter tuning,OFT.,Orthogonal Butterfly (BOFT),"[""Orthogonal Butterfly (BOFT)"", ""LoRA"", ""prefix tuning"", ""adapter tuning""]","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT introduces a generalized framework that subsumes the previously proposed method as a special case, namely OFT.","By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework.",Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT introduces a generalized framework that subsumes the previously proposed method as a special case, namely
(A) prefix tuning
(B) LoRA
(C) adapter tuning
(D) OFT.
(E) Orthogonal Butterfly (BOFT)"
"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient orthogonal parameterization inspired by the Cooley-Tukey fast Fourier transform algorithm uses",butterfly structures.,(E),"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient orthogonal parameterization inspired by the Cooley-Tukey fast Fourier transform algorithm uses
(A) Householder reflections.
(B) Givens rotations.
(C) orthogonal matrices.
(D) Kronecker factorizations.
(E) butterfly structures.",Householder reflections.,Givens rotations.,orthogonal matrices.,Kronecker factorizations.,butterfly structures.,"[""orthogonal matrices."", ""Householder reflections."", ""Givens rotations."", ""Kronecker factorizations.""]","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient orthogonal parameterization inspired by the Cooley-Tukey fast Fourier transform algorithm uses butterfly structures.","Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures.",Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient orthogonal parameterization inspired by the Cooley-Tukey fast Fourier transform algorithm uses
(A) Householder reflections.
(B) Givens rotations.
(C) orthogonal matrices.
(D) Kronecker factorizations.
(E) butterfly structures."
"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the novel parameter-efficient finetuning method the authors create by applying the butterfly-structure parameterization to OFT is",Orthogonal Butterfly~(BOFT),(D),"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the novel parameter-efficient finetuning method the authors create by applying the butterfly-structure parameterization to OFT is
(A) Low-Rank Adaptation (LoRA)
(B) Orthogonal Finetuning (OFT)
(C) Prefix Tuning
(D) Orthogonal Butterfly~(BOFT)
(E) Adapter Tuning",Low-Rank Adaptation (LoRA),Orthogonal Finetuning (OFT),Prefix Tuning,Orthogonal Butterfly~(BOFT),Adapter Tuning,"[""Orthogonal Finetuning (OFT)"", ""Low-Rank Adaptation (LoRA)"", ""Adapter Tuning"", ""Prefix Tuning""]","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the novel parameter-efficient finetuning method the authors create by applying the butterfly-structure parameterization to OFT is Orthogonal Butterfly~(BOFT)","We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT).",Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the novel parameter-efficient finetuning method the authors create by applying the butterfly-structure parameterization to OFT is
(A) Low-Rank Adaptation (LoRA)
(B) Orthogonal Finetuning (OFT)
(C) Prefix Tuning
(D) Orthogonal Butterfly~(BOFT)
(E) Adapter Tuning"
"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient orthogonal parameterization that uses butterfly structures is inspired by the",Cooley-Tukey fast Fourier transform algorithm,(A),"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient orthogonal parameterization that uses butterfly structures is inspired by the
(A) Cooley-Tukey fast Fourier transform algorithm
(B) Orthogonal Finetuning (OFT) paradigm
(C) fast Walsh-Hadamard transform
(D) low-rank adaptation (LoRA) method
(E) Strassen matrix multiplication algorithm",Cooley-Tukey fast Fourier transform algorithm,Orthogonal Finetuning (OFT) paradigm,fast Walsh-Hadamard transform,low-rank adaptation (LoRA) method,Strassen matrix multiplication algorithm,"[""Orthogonal Finetuning (OFT) paradigm"", ""fast Walsh-Hadamard transform"", ""low-rank adaptation (LoRA) method"", ""Strassen matrix multiplication algorithm""]","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient orthogonal parameterization that uses butterfly structures is inspired by the Cooley-Tukey fast Fourier transform algorithm","Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures.",Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient orthogonal parameterization that uses butterfly structures is inspired by the
(A) Cooley-Tukey fast Fourier transform algorithm
(B) Orthogonal Finetuning (OFT) paradigm
(C) fast Walsh-Hadamard transform
(D) low-rank adaptation (LoRA) method
(E) Strassen matrix multiplication algorithm"
"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", OFT still uses a fairly large number of trainable parameters because of the high dimensionality of",orthogonal matrices.,(A),"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", OFT still uses a fairly large number of trainable parameters because of the high dimensionality of
(A) orthogonal matrices.
(B) low-rank adaptation matrices.
(C) dense weight matrices.
(D) attention projection matrices.
(E) butterfly-structured matrices.",orthogonal matrices.,low-rank adaptation matrices.,dense weight matrices.,attention projection matrices.,butterfly-structured matrices.,"[""butterfly-structured matrices."", ""attention projection matrices."", ""low-rank adaptation matrices."", ""dense weight matrices.""]","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", OFT still uses a fairly large number of trainable parameters because of the high dimensionality of orthogonal matrices.","Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices.",Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", OFT still uses a fairly large number of trainable parameters because of the high dimensionality of
(A) orthogonal matrices.
(B) low-rank adaptation matrices.
(C) dense weight matrices.
(D) attention projection matrices.
(E) butterfly-structured matrices."
"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the extensive empirical study of adapting models to downstream tasks in vision and language, the diffusion models examined alongside large vision transformers and large language models are",text-to-image diffusion models.,(D),"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the extensive empirical study of adapting models to downstream tasks in vision and language, the diffusion models examined alongside large vision transformers and large language models are
(A) large vision transformers.
(B) text-to-video diffusion models.
(C) image-to-image diffusion models.
(D) text-to-image diffusion models.
(E) class-conditional diffusion models.",large vision transformers.,text-to-video diffusion models.,image-to-image diffusion models.,text-to-image diffusion models.,class-conditional diffusion models.,"[""large vision transformers."", ""image-to-image diffusion models."", ""text-to-video diffusion models."", ""class-conditional diffusion models.""]","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the extensive empirical study of adapting models to downstream tasks in vision and language, the diffusion models examined alongside large vision transformers and large language models are text-to-image diffusion models.","Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.",Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the extensive empirical study of adapting models to downstream tasks in vision and language, the diffusion models examined alongside large vision transformers and large language models are
(A) large vision transformers.
(B) text-to-video diffusion models.
(C) image-to-image diffusion models.
(D) text-to-image diffusion models.
(E) class-conditional diffusion models."
"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the rapid increase in the performance of large foundation models is paired with a dramatic increase in",the number of parameters.,(A),"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the rapid increase in the performance of large foundation models is paired with a dramatic increase in
(A) the number of parameters.
(B) the amount of inference latency.
(C) the memory requirements for deployment.
(D) the computational cost of training.
(E) the number of trainable parameters in OFT.",the number of parameters.,the amount of inference latency.,the memory requirements for deployment.,the computational cost of training.,the number of trainable parameters in OFT.,"[""the computational cost of training."", ""the amount of inference latency."", ""the number of trainable parameters in OFT."", ""the memory requirements for deployment.""]","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the rapid increase in the performance of large foundation models is paired with a dramatic increase in the number of parameters.","The rapid increase in the performance of such models is paired with a dramatic increase in the number of parameters

(\emph{e.g.}, GPT-3 has around 175B parameters).",Introduction,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the rapid increase in the performance of large foundation models is paired with a dramatic increase in
(A) the number of parameters.
(B) the amount of inference latency.
(C) the memory requirements for deployment.
(D) the computational cost of training.
(E) the number of trainable parameters in OFT."
"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", one recent model given as an example that demonstrates the remarkable generalization ability of large foundation models is",ChatGPT,(D),"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", one recent model given as an example that demonstrates the remarkable generalization ability of large foundation models is
(A) LLaMA
(B) BERT
(C) GPT-3
(D) ChatGPT
(E) PaLM",LLaMA,BERT,GPT-3,ChatGPT,PaLM,"[""GPT-3"", ""BERT"", ""PaLM"", ""LLaMA""]","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", one recent model given as an example that demonstrates the remarkable generalization ability of large foundation models is ChatGPT","Recent models such as ChatGPT~\cite{brown2020language,chen2021evaluating} and Stable Diffusion~\cite{rombach2022high}, demonstrate the remarkable generalization ability of large foundation models.",Introduction,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", one recent model given as an example that demonstrates the remarkable generalization ability of large foundation models is
(A) LLaMA
(B) BERT
(C) GPT-3
(D) ChatGPT
(E) PaLM"
