review_id,distractor_index,option_label,judged_equivalent,judge_reason,regenerated,attempts,success,failure_reason,original,final,candidate_history
arxiv/BOFT/3,0,(A),False,,False,0,True,,Householder reflections.,Householder reflections.,[]
arxiv/BOFT/3,1,(B),False,,False,0,True,,Givens rotations.,Givens rotations.,[]
arxiv/BOFT/3,2,(C),False,,False,0,True,,orthogonal matrices.,orthogonal matrices.,[]
arxiv/BOFT/3,3,(D),False,,False,0,True,,Kronecker factorizations.,Kronecker factorizations.,[]
arxiv/BOFT/4,0,(A),False,,False,0,True,,Low-Rank Adaptation (LoRA),Low-Rank Adaptation (LoRA),[]
arxiv/BOFT/4,1,(B),False,,False,0,True,,Orthogonal Finetuning (OFT),Orthogonal Finetuning (OFT),[]
arxiv/BOFT/4,2,(C),False,,False,0,True,,Prefix Tuning,Prefix Tuning,[]
arxiv/BOFT/4,3,(E),False,,False,0,True,,Adapter Tuning,Adapter Tuning,[]
arxiv/BOFT/7,0,(A),False,,False,0,True,,large vision transformers.,large vision transformers.,[]
arxiv/BOFT/7,1,(B),False,,False,0,True,,text-to-video diffusion models.,text-to-video diffusion models.,[]
arxiv/BOFT/7,2,(C),False,,False,0,True,,image-to-image diffusion models.,image-to-image diffusion models.,[]
arxiv/BOFT/7,3,(E),False,,False,0,True,,class-conditional diffusion models.,class-conditional diffusion models.,[]
arxiv/BOFT/0,0,(A),False,,False,0,True,,the computational complexity of butterfly structures.,the computational complexity of butterfly structures.,[]
arxiv/BOFT/0,1,(B),False,,False,0,True,,the need for efficient information transmission across layers.,the need for efficient information transmission across layers.,[]
arxiv/BOFT/0,2,(C),False,,False,0,True,,the large scale of modern foundation model architectures.,the large scale of modern foundation model architectures.,[]
arxiv/BOFT/0,3,(D),False,,False,0,True,,the requirement to finetune all parameters of the base model.,the requirement to finetune all parameters of the base model.,[]
arxiv/BOFT/2,0,(A),False,,False,0,True,,prefix tuning,prefix tuning,[]
arxiv/BOFT/2,1,(B),False,,False,0,True,,LoRA,LoRA,[]
arxiv/BOFT/2,2,(C),False,,False,0,True,,adapter tuning,adapter tuning,[]
arxiv/BOFT/2,3,(E),False,,False,0,True,,Orthogonal Butterfly (BOFT),Orthogonal Butterfly (BOFT),[]
arxiv/BOFT/5,0,(B),False,,False,0,True,,Orthogonal Finetuning (OFT) paradigm,Orthogonal Finetuning (OFT) paradigm,[]
arxiv/BOFT/5,1,(C),False,,False,0,True,,fast Walsh-Hadamard transform,fast Walsh-Hadamard transform,[]
arxiv/BOFT/5,2,(D),False,,False,0,True,,low-rank adaptation (LoRA) method,low-rank adaptation (LoRA) method,[]
arxiv/BOFT/5,3,(E),False,,False,0,True,,Strassen matrix multiplication algorithm,Strassen matrix multiplication algorithm,[]
arxiv/BOFT/1,0,(A),False,,False,0,True,,graph neural networks,graph neural networks,[]
arxiv/BOFT/1,1,(B),False,,False,0,True,,models with butterfly structures,models with butterfly structures,[]
arxiv/BOFT/1,2,(D),False,,False,0,True,,speech recognition transformers,speech recognition transformers,[]
arxiv/BOFT/1,3,(E),False,,False,0,True,,large convolutional networks,large convolutional networks,[]
arxiv/BOFT/6,0,(B),False,,False,0,True,,low-rank adaptation matrices.,low-rank adaptation matrices.,[]
arxiv/BOFT/6,1,(C),False,,False,0,True,,dense weight matrices.,dense weight matrices.,[]
arxiv/BOFT/6,2,(D),False,,False,0,True,,attention projection matrices.,attention projection matrices.,[]
arxiv/BOFT/6,3,(E),False,,False,0,True,,butterfly-structured matrices.,butterfly-structured matrices.,[]
arxiv/BOFT/8,0,(B),False,,False,0,True,,the amount of inference latency.,the amount of inference latency.,[]
arxiv/BOFT/8,1,(C),False,,False,0,True,,the memory requirements for deployment.,the memory requirements for deployment.,[]
arxiv/BOFT/8,2,(D),False,,False,0,True,,the computational cost of training.,the computational cost of training.,[]
arxiv/BOFT/8,3,(E),False,,False,0,True,,the number of trainable parameters in OFT.,the number of trainable parameters in OFT.,[]
arxiv/BOFT/14,0,(B),False,,False,0,True,,low-rank adaptation (LoRA),low-rank adaptation (LoRA),[]
arxiv/BOFT/14,1,(C),False,,False,0,True,,model finetuning,model finetuning,[]
arxiv/BOFT/14,2,(D),False,,False,0,True,,instruction tuning,instruction tuning,[]
arxiv/BOFT/14,3,(E),False,,False,0,True,,adapter tuning,adapter tuning,[]
arxiv/BOFT/12,0,(B),False,,False,0,True,,model compression and acceleration.,model compression and acceleration.,[]
arxiv/BOFT/12,1,(C),False,,False,0,True,,training large foundation models from scratch.,training large foundation models from scratch.,[]
arxiv/BOFT/12,2,(D),False,,False,0,True,,efficient information transmission.,efficient information transmission.,[]
arxiv/BOFT/12,3,(E),False,,False,0,True,,adapting large vision transformers and diffusion models.,adapting large vision transformers and diffusion models.,[]
arxiv/BOFT/11,0,(A),False,,False,0,True,,a parameter-efficiency perspective.,a parameter-efficiency perspective.,[]
arxiv/BOFT/11,1,(B),False,,False,0,True,,a generalizability perspective.,a generalizability perspective.,[]
arxiv/BOFT/11,2,(C),False,,False,0,True,,the high-dimensional geometry of orthogonal matrices.,the high-dimensional geometry of orthogonal matrices.,[]
arxiv/BOFT/11,3,(E),False,,False,0,True,,a low-rank adaptation perspective.,a low-rank adaptation perspective.,[]
arxiv/BOFT/9,0,(A),False,,False,0,True,,LLaMA,LLaMA,[]
arxiv/BOFT/9,1,(B),False,,False,0,True,,BERT,BERT,[]
arxiv/BOFT/9,2,(C),False,,False,0,True,,GPT-3,GPT-3,[]
arxiv/BOFT/9,3,(E),False,,False,0,True,,PaLM,PaLM,[]
arxiv/BOFT/10,0,(A),False,,False,0,True,,large language models,large language models,[]
arxiv/BOFT/10,1,(B),False,,False,0,True,,text-to-image diffusion models,text-to-image diffusion models,[]
arxiv/BOFT/10,2,(C),False,,False,0,True,,large vision transformers,large vision transformers,[]
arxiv/BOFT/10,3,(E),False,,False,0,True,,large vision-language models,large vision-language models,[]
arxiv/BOFT/15,0,(A),False,,False,0,True,,the need to preserve the pairwise angles between neurons during finetuning,the need to preserve the pairwise angles between neurons during finetuning,[]
arxiv/BOFT/15,1,(B),False,,False,0,True,,the block-diagonal structure introduced to control the orthogonal updates,the block-diagonal structure introduced to control the orthogonal updates,[]
arxiv/BOFT/15,2,(C),False,,False,0,True,,the extra trainable parameters added to the original model by adapter tuning,the extra trainable parameters added to the original model by adapter tuning,[]
arxiv/BOFT/15,3,(E),False,,False,0,True,,the need to finetune all backbone parameters end-to-end,the need to finetune all backbone parameters end-to-end,[]
arxiv/BOFT/13,0,(A),False,,False,0,True,,the ability to train ever-larger foundation models from scratch at scale.,the ability to train ever-larger foundation models from scratch at scale.,[]
arxiv/BOFT/13,1,(B),False,,False,0,True,,the ability to preserve pairwise angles between neurons during the finetuning process.,the ability to preserve pairwise angles between neurons during the finetuning process.,[]
arxiv/BOFT/13,2,(C),False,,False,0,True,,the ability to add trainable adapters to the original model for downstream tasks.,the ability to add trainable adapters to the original model for downstream tasks.,[]
arxiv/BOFT/13,3,(E),False,,False,0,True,,the ability to attach trainable prefix tokens to the input for task adaptation.,the ability to attach trainable prefix tokens to the input for task adaptation.,[]
arxiv/BOFT/16,0,(A),False,,False,0,True,,540B parameters.,540B parameters.,[]
arxiv/BOFT/16,1,(C),False,,False,0,True,,1.75B parameters.,1.75B parameters.,[]
arxiv/BOFT/16,2,(D),False,,False,0,True,,17.5B parameters.,17.5B parameters.,[]
arxiv/BOFT/16,3,(E),False,,False,0,True,,O(d\log d) parameters.,O(d\log d) parameters.,[]
arxiv/BOFT/19,0,(A),False,,False,0,True,,the source domain and the downstream task distribution.,the source domain and the downstream task distribution.,[]
arxiv/BOFT/19,1,(B),False,,False,0,True,,the input embeddings and the trainable prefix tokens.,the input embeddings and the trainable prefix tokens.,[]
arxiv/BOFT/19,2,(C),False,,False,0,True,,the original model and the adapter modules.,the original model and the adapter modules.,[]
arxiv/BOFT/19,3,(E),False,,False,0,True,,neurons in the same layer.,neurons in the same layer.,[]
arxiv/BOFT/17,0,(B),False,,False,0,True,,butterfly matrix.,butterfly matrix.,[]
arxiv/BOFT/17,1,(C),False,,False,0,True,,invertible matrix.,invertible matrix.,[]
arxiv/BOFT/17,2,(D),False,,False,0,True,,block-diagonal matrix.,block-diagonal matrix.,[]
arxiv/BOFT/17,3,(E),False,,False,0,True,,low-rank matrix.,low-rank matrix.,[]
arxiv/BOFT/18,0,(A),False,,False,0,True,,activation magnitudes across neurons,activation magnitudes across neurons,[]
arxiv/BOFT/18,1,(B),False,,False,0,True,,relational information of the weight matrices,relational information of the weight matrices,[]
arxiv/BOFT/18,2,(D),False,,False,0,True,,pairwise correlations between neurons,pairwise correlations between neurons,[]
arxiv/BOFT/18,3,(E),False,,False,0,True,,low-rank dependencies between neurons,low-rank dependencies between neurons,[]
arxiv/BOFT/20,0,(A),False,,False,0,True,,the pairwise angles between neurons.,the pairwise angles between neurons.,[]
arxiv/BOFT/20,1,(B),False,,False,0,True,,the relational information of the weight matrices.,the relational information of the weight matrices.,[]
arxiv/BOFT/20,2,(C),False,,False,0,True,,the original model architecture.,the original model architecture.,[]
arxiv/BOFT/20,3,(D),False,,False,0,True,,the downstream task generalization performance.,the downstream task generalization performance.,[]
arxiv/BOFT/21,0,(A),False,,False,0,True,,a low-rank structure,a low-rank structure,[]
arxiv/BOFT/21,1,(C),False,,False,0,True,,a Givens-rotation factorization,a Givens-rotation factorization,[]
arxiv/BOFT/21,2,(D),False,,False,0,True,,a Householder-reflection parameterization,a Householder-reflection parameterization,[]
arxiv/BOFT/21,3,(E),False,,False,0,True,,a butterfly structure,a butterfly structure,[]
arxiv/BOFT/22,0,(A),False,,False,0,True,,image classification transformers,image classification transformers,[]
arxiv/BOFT/22,1,(C),False,,False,0,True,,large language models,large language models,[]
arxiv/BOFT/22,2,(D),False,,False,0,True,,computer vision and natural language processing tasks,computer vision and natural language processing tasks,[]
arxiv/BOFT/22,3,(E),False,,False,0,True,,vision and language foundation models,vision and language foundation models,[]
arxiv/BOFT/23,0,(B),False,,False,0,True,,a dense orthogonal parameterization,a dense orthogonal parameterization,[]
arxiv/BOFT/23,1,(C),False,,False,0,True,,a low-rank structure,a low-rank structure,[]
arxiv/BOFT/23,2,(D),False,,False,0,True,,only O(d log d) parameters,only O(d log d) parameters,[]
arxiv/BOFT/23,3,(E),False,,False,0,True,,limited expressive power,limited expressive power,[]
arxiv/BOFT/24,0,(A),False,,False,0,True,,convergence,convergence,[]
arxiv/BOFT/24,1,(C),False,,False,0,True,,training stability,training stability,[]
arxiv/BOFT/24,2,(D),False,,False,0,True,,robustness,robustness,[]
arxiv/BOFT/24,3,(E),False,,False,0,True,,generalizability,generalizability,[]
arxiv/BOFT/29,0,(A),False,,False,0,True,,a block-diagonal orthogonal matrix,a block-diagonal orthogonal matrix,[]
arxiv/BOFT/29,1,(B),False,,False,0,True,,a low-rank update matrix,a low-rank update matrix,[]
arxiv/BOFT/29,2,(C),False,,False,0,True,,a single dense orthogonal matrix,a single dense orthogonal matrix,[]
arxiv/BOFT/29,3,(E),False,,False,0,True,,additional trainable adapter matrices,additional trainable adapter matrices,[]
arxiv/BOFT/26,0,(A),False,,False,0,True,,additional inference latency.,additional inference latency.,[]
arxiv/BOFT/26,1,(B),False,,False,0,True,,catastrophic forgetting of pretraining knowledge.,catastrophic forgetting of pretraining knowledge.,[]
arxiv/BOFT/26,2,(D),False,,False,0,True,,independent blockwise transformations.,independent blockwise transformations.,[]
