source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v13.csv,0,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v14_low_overlap_strict.audit.csv,0.200000,0.083333,0.356481,0.323383,5,3,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s developed sepsis after a dog bite and initially improved with antibiotics and supportive care, but despite that improvement she developed","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s became septic after a dog bite and showed early recovery on antibiotics and supportive treatment, yet later developed","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s developed sepsis after a dog bite and initially improved with antibiotics and supportive care, but despite that improvement she developed persistent thrombocytopaenia.","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s became septic after a dog bite and showed early recovery on antibiotics and supportive treatment, yet later developed persistent thrombocytopaenia."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v13.csv,1,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v14_low_overlap_strict.audit.csv,0.166667,0.150000,0.278960,0.327078,3,3,"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient later developed thrombotic microangiopathy and was treated with plasma exchange, the therapy initiated along with plasma exchange to achieve haematological remission was","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", once thrombotic microangiopathy had developed and plasma exchange was started, the treatment added to secure haematological remission was","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient later developed thrombotic microangiopathy and was treated with plasma exchange, the therapy initiated along with plasma exchange to achieve haematological remission was eculizumab therapy.","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", once thrombotic microangiopathy had developed and plasma exchange was started, the treatment added to secure haematological remission was eculizumab therapy."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v13.csv,2,True,1,accepted,0.178571,0.166667,0.007533,0.007797,3,3,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed thrombotic microangiopathy during the course of her illness after a dog bite and C. canimorsus infection, and it occurred","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the presentation describes thrombotic microangiopathy arising in the setting of a dog bite and C. canimorsus infection, and it occurred","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed thrombotic microangiopathy during the course of her illness after a dog bite and C. canimorsus infection, and it occurred following sepsis.","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the presentation describes thrombotic microangiopathy arising in the setting of a dog bite and C. canimorsus infection, and it occurred following sepsis."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v13.csv,3,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v14_low_overlap_strict.audit.csv,0.028571,0.029412,0.231660,0.236287,1,1,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus can be transmitted to humans through","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus may spread to people via","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus can be transmitted to humans through bites, scratches or even close contact.","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus may spread to people via bites, scratches or even close contact."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v13.csv,4,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v14_low_overlap_strict.audit.csv,0.163636,0.063492,0.419214,0.298947,3,1,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", diagnosis of Capnocytophaga canimorsus infection can be delayed because the organism is fastidious and grows slowly in culture, and an increasingly used diagnostic approach in this setting is","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", identification of Capnocytophaga canimorsus infection may take longer because the organism is difficult to cultivate and proliferates slowly in culture, so one diagnostic method being used more often in this setting is","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", diagnosis of Capnocytophaga canimorsus infection can be delayed because the organism is fastidious and grows slowly in culture, and an increasingly used diagnostic approach in this setting is real-time nanopore sequencing.","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", identification of Capnocytophaga canimorsus infection may take longer because the organism is difficult to cultivate and proliferates slowly in culture, so one diagnostic method being used more often in this setting is real-time nanopore sequencing."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v13.csv,5,False,3,absolute lexical overlap still too high (new token Jaccard 0.314 > 0.250 or new LCS 3 > 6; jaccard drop 0.080),0.393939,0.314286,0.645533,0.545455,11,3,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s C. canimorsus infection presented with septic shock, severe leukopaenia, and coagulopathy, which was consistent with","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the C. canimorsus infection was described as causing septic shock together with marked leukopaenia and coagulopathy, in keeping with","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s C. canimorsus infection presented with septic shock, severe leukopaenia, and coagulopathy, which was consistent with DIC.","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the C. canimorsus infection was described as causing septic shock together with marked leukopaenia and coagulopathy, in keeping with DIC."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v13.csv,6,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v14_low_overlap_strict.audit.csv,0.315789,0.200000,0.535627,0.443878,6,2,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's Capnocytophaga canimorsus infection initially presented in the setting of severe leukopaenia and coagulopathy consistent with disseminated intravascular coagulation (DIC) and","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the Capnocytophaga canimorsus infection first manifested with marked leukopaenia and a coagulopathic picture in keeping with disseminated intravascular coagulation (DIC), together with","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's Capnocytophaga canimorsus infection initially presented in the setting of severe leukopaenia and coagulopathy consistent with disseminated intravascular coagulation (DIC) and septic shock","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the Capnocytophaga canimorsus infection first manifested with marked leukopaenia and a coagulopathic picture in keeping with disseminated intravascular coagulation (DIC), together with septic shock"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v13.csv,7,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v14_low_overlap_strict.audit.csv,0.278689,0.206349,0.022047,0.016447,6,5,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's later haematologic finding, together with thrombocytopenia and worsening acute kidney injury, suggested a superimposed thrombotic microangiopathy and was","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the later blood abnormality, along with thrombocytopenia and deteriorating acute kidney injury, pointed to an added thrombotic microangiopathy and was","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's later haematologic finding, together with thrombocytopenia and worsening acute kidney injury, suggested a superimposed thrombotic microangiopathy and was microangiopathic haemolytic anaemia (MAHA)","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the later blood abnormality, along with thrombocytopenia and deteriorating acute kidney injury, pointed to an added thrombotic microangiopathy and was microangiopathic haemolytic anaemia (MAHA)"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v13.csv,8,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v14_low_overlap_strict.audit.csv,0.351351,0.205128,0.525301,0.475410,8,2,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was prescribed phenoxymethylpenicillin (Apocillin) on the day of her dog bite, but the antibiotic treatment was not started because","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", phenoxymethylpenicillin (Apocillin) was ordered the same day as the bite, yet it was not started because","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was prescribed phenoxymethylpenicillin (Apocillin) on the day of her dog bite, but the antibiotic treatment was not started because she was unable to collect her prescription.","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", phenoxymethylpenicillin (Apocillin) was ordered the same day as the bite, yet it was not started because she was unable to collect her prescription."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v13.csv,9,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/facts/probes_v14_low_overlap_strict.audit.csv,0.363636,0.166667,0.566775,0.401515,8,5,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", on admission, when she was alert and responsive but appeared septic, the patient's lower extremities were","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", at presentation she was alert and responsive, yet her lower limbs had a","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", on admission, when she was alert and responsive but appeared septic, the patient's lower extremities were mottled and cool.","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", at presentation she was alert and responsive, yet her lower limbs had a mottled and cool."
