review_id,distractor_index,option_label,judged_equivalent,judge_reason,regenerated,attempts,success,failure_reason,original,final,candidate_history
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/0,0,(A),False,,False,0,True,,"contaminated food, water or unpasteurised dairy products.","contaminated food, water or unpasteurised dairy products.",[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/0,1,(C),False,,False,0,True,,"blood transfusion, dialysis equipment or other nosocomial exposure.","blood transfusion, dialysis equipment or other nosocomial exposure.",[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/0,2,(D),False,,False,0,True,,respiratory droplets from infected animals or people.,respiratory droplets from infected animals or people.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/0,3,(E),False,,False,0,True,,tick or flea bites after contact with dogs or cats.,tick or flea bites after contact with dogs or cats.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/3,0,(A),False,,False,0,True,,matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry.,matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/3,1,(B),False,,False,0,True,,ADAMTS13 activity assay.,ADAMTS13 activity assay.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/3,2,(C),False,,False,0,True,,complement factor H autoantibody testing.,complement factor H autoantibody testing.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/3,3,(E),False,,False,0,True,,multiplex respiratory pathogen PCR.,multiplex respiratory pathogen PCR.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/6,0,(A),False,,False,0,True,,HUS.,HUS.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/6,1,(B),False,,False,0,True,,TTP.,TTP.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/6,2,(C),False,,False,0,True,,HLH.,HLH.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/6,3,(D),False,,False,0,True,,TMA.,TMA.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/5,0,(A),False,,False,0,True,,severe leukopaenia,severe leukopaenia,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/5,1,(B),False,,False,0,True,,disseminated intravascular coagulation (DIC),disseminated intravascular coagulation (DIC),[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/5,2,(D),False,,False,0,True,,heparin-induced thrombocytopenia (HIT),heparin-induced thrombocytopenia (HIT),[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/5,3,(E),False,,False,0,True,,autoimmune haemolytic anaemia (AIHA),autoimmune haemolytic anaemia (AIHA),[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/1,0,(A),False,,False,0,True,,rituximab therapy.,rituximab therapy.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/1,1,(C),False,,False,0,True,,haemodialysis support.,haemodialysis support.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/1,2,(D),False,,False,0,True,,broad-spectrum antibiotic therapy.,broad-spectrum antibiotic therapy.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/1,3,(E),False,,False,0,True,,high-dose corticosteroid therapy.,high-dose corticosteroid therapy.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/7,0,(A),False,,False,0,True,,the wound was considered too superficial to require antibiotics.,the wound was considered too superficial to require antibiotics.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/7,1,(B),False,,False,0,True,,she had reduced oral intake and could not tolerate tablets.,she had reduced oral intake and could not tolerate tablets.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/7,2,(D),False,,False,0,True,,she assumed the tetanus vaccination was sufficient prophylaxis.,she assumed the tetanus vaccination was sufficient prophylaxis.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/7,3,(E),False,,False,0,True,,treatment was deferred until microbiological cultures could be obtained.,treatment was deferred until microbiological cultures could be obtained.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/4,0,(A),False,,False,0,True,,worsening acute kidney injury,worsening acute kidney injury,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/4,1,(B),False,,False,0,True,,microangiopathic haemolytic anaemia,microangiopathic haemolytic anaemia,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/4,2,(C),False,,False,0,True,,acute respiratory distress syndrome,acute respiratory distress syndrome,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/4,3,(E),False,,False,0,True,,thrombotic microangiopathy,thrombotic microangiopathy,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/8,0,(A),False,,False,0,True,,microbiological and blood culture evaluation.,microbiological and blood culture evaluation.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/8,1,(C),False,,False,0,True,,qSOFA scoring and septic screening.,qSOFA scoring and septic screening.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/8,2,(D),False,,False,0,True,,haematological and coagulation evaluation.,haematological and coagulation evaluation.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/8,3,(E),False,,False,0,True,,complement and ADAMTS13 evaluation.,complement and ADAMTS13 evaluation.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/10,0,(A),False,,False,0,True,,high-dose intravenous methylprednisolone.,high-dose intravenous methylprednisolone.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/10,1,(B),False,,False,0,True,,therapeutic plasma exchange.,therapeutic plasma exchange.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/10,2,(D),False,,False,0,True,,veno-venous extracorporeal membrane oxygenation.,veno-venous extracorporeal membrane oxygenation.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/10,3,(E),False,,False,0,True,,intermittent haemodialysis.,intermittent haemodialysis.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/9,0,(A),False,,False,0,True,,pale and clammy.,pale and clammy.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/9,1,(B),False,,False,0,True,,erythematous and oedematous.,erythematous and oedematous.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/9,2,(D),False,,False,0,True,,numb and discoloured.,numb and discoloured.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/9,3,(E),False,,False,0,True,,warm and well perfused.,warm and well perfused.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/11,0,(A),False,,False,0,True,,catastrophic antiphospholipid syndrome.,catastrophic antiphospholipid syndrome.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/11,1,(B),False,,False,0,True,,complement-mediated haemolytic uraemic syndrome.,complement-mediated haemolytic uraemic syndrome.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/11,2,(C),False,,False,0,True,,thrombotic thrombocytopenic purpura.,thrombotic thrombocytopenic purpura.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/11,3,(D),False,,False,0,True,,disseminated intravascular coagulation.,disseminated intravascular coagulation.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/12,0,(B),False,,False,0,True,,management of disseminated intravascular coagulation and ongoing blood product support.,management of disseminated intravascular coagulation and ongoing blood product support.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/12,1,(C),False,,False,0,True,,evaluation of complement-mediated thrombotic microangiopathy and initiation of eculizumab therapy.,evaluation of complement-mediated thrombotic microangiopathy and initiation of eculizumab therapy.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/12,2,(D),False,,False,0,True,,continued treatment of septic cardiomyopathy with fluid restriction and inotropic support.,continued treatment of septic cardiomyopathy with fluid restriction and inotropic support.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/12,3,(E),False,,False,0,True,,renal biopsy for suspected rapidly progressive glomerulonephritis and high-dose corticosteroid therapy.,renal biopsy for suspected rapidly progressive glomerulonephritis and high-dose corticosteroid therapy.,[]
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/13,0,(A),False,,False,0,True,,in the 40%–50% range.,in the 40%–50% range.,[]
