probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,formatted_question_5shot
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus is described as a rare human infection associated with dog and cat flora. Through what routes can this organism be transmitted to humans?","bites, scratches or even close contact.",(B),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus is described as a rare human infection associated with dog and cat flora. Through what routes can this organism be transmitted to humans?
(A) contaminated food, water or unpasteurised dairy products.
(B) bites, scratches or even close contact.
(C) blood transfusion, dialysis equipment or other nosocomial exposure.
(D) respiratory droplets from infected animals or people.
(E) tick or flea bites after contact with dogs or cats.","contaminated food, water or unpasteurised dairy products.","bites, scratches or even close contact.","blood transfusion, dialysis equipment or other nosocomial exposure.",respiratory droplets from infected animals or people.,tick or flea bites after contact with dogs or cats.,"[""respiratory droplets from infected animals or people."", ""contaminated food, water or unpasteurised dairy products."", ""tick or flea bites after contact with dogs or cats."", ""blood transfusion, dialysis equipment or other nosocomial exposure.""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus can be transmitted to humans through bites, scratches or even close contact.","Human infections are rare, and transmission can occur via bites, scratches or even close contact.",Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus is described as a rare human infection associated with dog and cat flora. Through what routes can this organism be transmitted to humans?
(A) contaminated food, water or unpasteurised dairy products.
(B) bites, scratches or even close contact.
(C) blood transfusion, dialysis equipment or other nosocomial exposure.
(D) respiratory droplets from infected animals or people.
(E) tick or flea bites after contact with dogs or cats."
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient later developed thrombotic microangiopathy and was treated after plasma exchange. According to the report, what therapy was initiated along with plasma exchange to achieve haematological remission?",eculizumab therapy.,(B),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient later developed thrombotic microangiopathy and was treated after plasma exchange. According to the report, what therapy was initiated along with plasma exchange to achieve haematological remission?
(A) rituximab therapy.
(B) eculizumab therapy.
(C) haemodialysis support.
(D) broad-spectrum antibiotic therapy.
(E) high-dose corticosteroid therapy.",rituximab therapy.,eculizumab therapy.,haemodialysis support.,broad-spectrum antibiotic therapy.,high-dose corticosteroid therapy.,"[""high-dose corticosteroid therapy."", ""rituximab therapy."", ""haemodialysis support."", ""broad-spectrum antibiotic therapy.""]","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient later developed thrombotic microangiopathy and was treated with plasma exchange, the therapy initiated along with plasma exchange to achieve haematological remission was eculizumab therapy.","Following plasma exchange and initiation of eculizumab therapy, haematological remission was achieved, and her kidney function partially recovered.",Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient later developed thrombotic microangiopathy and was treated after plasma exchange. According to the report, what therapy was initiated along with plasma exchange to achieve haematological remission?
(A) rituximab therapy.
(B) eculizumab therapy.
(C) haemodialysis support.
(D) broad-spectrum antibiotic therapy.
(E) high-dose corticosteroid therapy."
"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s developed sepsis after a dog bite and initially improved with antibiotics and supportive care. Despite that improvement, what persistent hematologic abnormality did she develop?",persistent thrombocytopaenia,(D),"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s developed sepsis after a dog bite and initially improved with antibiotics and supportive care. Despite that improvement, what persistent hematologic abnormality did she develop?
(A) persistent anaemia
(B) persistent leukopaenia
(C) persistent neutropaenia
(D) persistent thrombocytopaenia
(E) persistent pancytopaenia",persistent anaemia,persistent leukopaenia,persistent neutropaenia,persistent thrombocytopaenia,persistent pancytopaenia,"[""persistent anaemia"", ""persistent leukopaenia"", ""persistent neutropaenia"", ""persistent pancytopaenia""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s developed sepsis after a dog bite and initially improved with antibiotics and supportive care, but despite that improvement she developed persistent thrombocytopaenia.","Despite an initial clinical improvement with antibiotics and supportive care, she developed sudden isolated haemolysis and persistent thrombocytopaenia.",Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s developed sepsis after a dog bite and initially improved with antibiotics and supportive care. Despite that improvement, what persistent hematologic abnormality did she develop?
(A) persistent anaemia
(B) persistent leukopaenia
(C) persistent neutropaenia
(D) persistent thrombocytopaenia
(E) persistent pancytopaenia"
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", diagnosis of Capnocytophaga canimorsus infection can be delayed because the organism is fastidious and grows slowly in culture. What molecular method is mentioned as an example of an increasingly used diagnostic approach in this setting?",real-time nanopore sequencing.,(D),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", diagnosis of Capnocytophaga canimorsus infection can be delayed because the organism is fastidious and grows slowly in culture. What molecular method is mentioned as an example of an increasingly used diagnostic approach in this setting?
(A) matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry.
(B) ADAMTS13 activity assay.
(C) complement factor H autoantibody testing.
(D) real-time nanopore sequencing.
(E) multiplex respiratory pathogen PCR.",matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry.,ADAMTS13 activity assay.,complement factor H autoantibody testing.,real-time nanopore sequencing.,multiplex respiratory pathogen PCR.,"[""matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry."", ""ADAMTS13 activity assay."", ""complement factor H autoantibody testing."", ""multiplex respiratory pathogen PCR.""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", diagnosis of Capnocytophaga canimorsus infection can be delayed because the organism is fastidious and grows slowly in culture, and an increasingly used diagnostic approach in this setting is real-time nanopore sequencing.","Diagnosis can be delayed due to its fastidious nature and slow growth in cultures, prompting increasing use of molecular methods, such as real-time nanopore sequencing.",Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", diagnosis of Capnocytophaga canimorsus infection can be delayed because the organism is fastidious and grows slowly in culture. What molecular method is mentioned as an example of an increasingly used diagnostic approach in this setting?
(A) matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry.
(B) ADAMTS13 activity assay.
(C) complement factor H autoantibody testing.
(D) real-time nanopore sequencing.
(E) multiplex respiratory pathogen PCR."
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", how did the patient's Capnocytophaga canimorsus infection initially present?",septic shock,(D),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", how did the patient's Capnocytophaga canimorsus infection initially present?
(A) worsening acute kidney injury
(B) microangiopathic haemolytic anaemia
(C) acute respiratory distress syndrome
(D) septic shock
(E) thrombotic microangiopathy",worsening acute kidney injury,microangiopathic haemolytic anaemia,acute respiratory distress syndrome,septic shock,thrombotic microangiopathy,"[""thrombotic microangiopathy"", ""microangiopathic haemolytic anaemia"", ""worsening acute kidney injury"", ""acute respiratory distress syndrome""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's Capnocytophaga canimorsus infection initially presented in the setting of severe leukopaenia and coagulopathy consistent with disseminated intravascular coagulation (DIC) and septic shock","In our case, C. canimorsus infection presented with septic shock, severe leukopaenia and coagulopathy consistent with DIC.",Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", how did the patient's Capnocytophaga canimorsus infection initially present?
(A) worsening acute kidney injury
(B) microangiopathic haemolytic anaemia
(C) acute respiratory distress syndrome
(D) septic shock
(E) thrombotic microangiopathy"
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s initial course was dominated by sepsis-related multiorgan involvement and DIC after a dog bite. What later haematologic finding, together with thrombocytopenia and worsening acute kidney injury, suggested a superimposed thrombotic microangiopathy?",microangiopathic haemolytic anaemia (MAHA),(C),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s initial course was dominated by sepsis-related multiorgan involvement and DIC after a dog bite. What later haematologic finding, together with thrombocytopenia and worsening acute kidney injury, suggested a superimposed thrombotic microangiopathy?
(A) severe leukopaenia
(B) disseminated intravascular coagulation (DIC)
(C) microangiopathic haemolytic anaemia (MAHA)
(D) heparin-induced thrombocytopenia (HIT)
(E) autoimmune haemolytic anaemia (AIHA)",severe leukopaenia,disseminated intravascular coagulation (DIC),microangiopathic haemolytic anaemia (MAHA),heparin-induced thrombocytopenia (HIT),autoimmune haemolytic anaemia (AIHA),"[""disseminated intravascular coagulation (DIC)"", ""severe leukopaenia"", ""autoimmune haemolytic anaemia (AIHA)"", ""heparin-induced thrombocytopenia (HIT)""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient's later haematologic finding, together with thrombocytopenia and worsening acute kidney injury, suggested a superimposed thrombotic microangiopathy and was microangiopathic haemolytic anaemia (MAHA)","Although the initial clinical course was dominated by sepsis-related multiorgan involvement, the later development of microangiopathic haemolytic anaemia (MAHA), thrombocytopenia and worsening acute kidney injury (AKI) suggested a superimposed TMA, highlighting how complement-mediated haemolytic uraemic syndrome (CM-HUS) may be obscured during the early sepsis and DIC phase.",Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s initial course was dominated by sepsis-related multiorgan involvement and DIC after a dog bite. What later haematologic finding, together with thrombocytopenia and worsening acute kidney injury, suggested a superimposed thrombotic microangiopathy?
(A) severe leukopaenia
(B) disseminated intravascular coagulation (DIC)
(C) microangiopathic haemolytic anaemia (MAHA)
(D) heparin-induced thrombocytopenia (HIT)
(E) autoimmune haemolytic anaemia (AIHA)"
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s C. canimorsus infection presented with septic shock, severe leukopaenia, and coagulopathy. What syndrome was the coagulopathy consistent with in this case?",DIC.,(E),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s C. canimorsus infection presented with septic shock, severe leukopaenia, and coagulopathy. What syndrome was the coagulopathy consistent with in this case?
(A) HUS.
(B) TTP.
(C) HLH.
(D) TMA.
(E) DIC.",HUS.,TTP.,HLH.,TMA.,DIC.,"[""TMA."", ""HUS."", ""TTP."", ""HLH.""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s C. canimorsus infection presented with septic shock, severe leukopaenia, and coagulopathy, which was consistent with DIC.","In our case, C. canimorsus infection presented with septic shock, severe leukopaenia and coagulopathy consistent with DIC.",Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s C. canimorsus infection presented with septic shock, severe leukopaenia, and coagulopathy. What syndrome was the coagulopathy consistent with in this case?
(A) HUS.
(B) TTP.
(C) HLH.
(D) TMA.
(E) DIC."
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was prescribed phenoxymethylpenicillin (Apocillin) on the day of her dog bite. Why was the antibiotic treatment not started?",she was unable to collect her prescription.,(C),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was prescribed phenoxymethylpenicillin (Apocillin) on the day of her dog bite. Why was the antibiotic treatment not started?
(A) the wound was considered too superficial to require antibiotics.
(B) she had reduced oral intake and could not tolerate tablets.
(C) she was unable to collect her prescription.
(D) she assumed the tetanus vaccination was sufficient prophylaxis.
(E) treatment was deferred until microbiological cultures could be obtained.",the wound was considered too superficial to require antibiotics.,she had reduced oral intake and could not tolerate tablets.,she was unable to collect her prescription.,she assumed the tetanus vaccination was sufficient prophylaxis.,treatment was deferred until microbiological cultures could be obtained.,"[""she had reduced oral intake and could not tolerate tablets."", ""she assumed the tetanus vaccination was sufficient prophylaxis."", ""the wound was considered too superficial to require antibiotics."", ""treatment was deferred until microbiological cultures could be obtained.""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was prescribed phenoxymethylpenicillin (Apocillin) on the day of her dog bite, but the antibiotic treatment was not started because she was unable to collect her prescription.","She was prescribed phenoxymethylpenicillin (Apocillin) on the day of the incident; however, antibiotic treatment was not initiated, as she was unable to collect her prescription.",Case presentation,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was prescribed phenoxymethylpenicillin (Apocillin) on the day of her dog bite. Why was the antibiotic treatment not started?
(A) the wound was considered too superficial to require antibiotics.
(B) she had reduced oral intake and could not tolerate tablets.
(C) she was unable to collect her prescription.
(D) she assumed the tetanus vaccination was sufficient prophylaxis.
(E) treatment was deferred until microbiological cultures could be obtained."
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed mottled, cool lower extremities during her initial septic presentation after a dog bite. After what type of assessment was a surgical cause such as necrotising fasciitis ruled out?",clinical and radiological evaluation.,(B),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed mottled, cool lower extremities during her initial septic presentation after a dog bite. After what type of assessment was a surgical cause such as necrotising fasciitis ruled out?
(A) microbiological and blood culture evaluation.
(B) clinical and radiological evaluation.
(C) qSOFA scoring and septic screening.
(D) haematological and coagulation evaluation.
(E) complement and ADAMTS13 evaluation.",microbiological and blood culture evaluation.,clinical and radiological evaluation.,qSOFA scoring and septic screening.,haematological and coagulation evaluation.,complement and ADAMTS13 evaluation.,"[""haematological and coagulation evaluation."", ""microbiological and blood culture evaluation."", ""qSOFA scoring and septic screening."", ""complement and ADAMTS13 evaluation.""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a surgical cause such as necrotising fasciitis was ruled out after clinical and radiological evaluation.",A surgical cause of her mottled extremities—including necrotising fasciitis—was ruled out after clinical and radiological evaluation.,Case presentation,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed mottled, cool lower extremities during her initial septic presentation after a dog bite. After what type of assessment was a surgical cause such as necrotising fasciitis ruled out?
(A) microbiological and blood culture evaluation.
(B) clinical and radiological evaluation.
(C) qSOFA scoring and septic screening.
(D) haematological and coagulation evaluation.
(E) complement and ADAMTS13 evaluation."
"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", what was observed in the patient's lower extremities on admission, when she was alert and responsive but appeared septic?",mottled and cool.,(C),"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", what was observed in the patient's lower extremities on admission, when she was alert and responsive but appeared septic?
(A) pale and clammy.
(B) erythematous and oedematous.
(C) mottled and cool.
(D) numb and discoloured.
(E) warm and well perfused.",pale and clammy.,erythematous and oedematous.,mottled and cool.,numb and discoloured.,warm and well perfused.,"[""numb and discoloured."", ""pale and clammy."", ""erythematous and oedematous."", ""warm and well perfused.""]","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", on admission, when she was alert and responsive but appeared septic, the patient's lower extremities were mottled and cool.","On admission, she was alert and responsive but appeared septic with mottled and cool lower extremities.",Case presentation,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", what was observed in the patient's lower extremities on admission, when she was alert and responsive but appeared septic?
(A) pale and clammy.
(B) erythematous and oedematous.
(C) mottled and cool.
(D) numb and discoloured.
(E) warm and well perfused."
