target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
receipt of notice of cancellation,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer applying the panel’s definition of “receipt,” what did GoAuto have before its system canceled the policy when the email reached GoAuto’s web service, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer applying the panel’s definition of “receipt,” what did GoAuto have before its system canceled the policy when the email reached GoAuto’s web service, the answer is receipt of notice of cancellation",Multi-Fact Integration,"['A leading law dictionary defines “receipt” as ""[t]he act of receiving something, esp[ecially] by taking physical possession,"" and ""receive"" as ""[t]o take (something offered, given, sent, etc.); to come into possession of or get from some outside source.""', 'We accept these definitions and conclude that GoAuto may cancel a policy once it takes possession, delivery, or custody of a request for cancellation.', 'As we explained, once the e-mailed notice is received in early morning hours by GoAuto’s computer system, that computer system cancels the policy.']","The court treated the email reaching GoAuto’s computer system as GoAuto’s taking possession, delivery, or custody of the request, which satisfies receipt before cancellation.","Applying the panel’s definition of “receipt,” what did GoAuto have before its system canceled the policy when the email reached GoAuto’s web service?",receipt of notice of cancellation,"['A leading law dictionary defines “receipt” as ""[t]he act of receiving something, esp[ecially] by taking physical possession,"" and ""receive"" as ""[t]o take (something offered, given, sent, etc.); to come into possession of or get from some outside source.""', 'We accept these definitions and conclude that GoAuto may cancel a policy once it takes possession, delivery, or custody of a request for cancellation.', 'As we explained, once the e-mailed notice is received in early morning hours by GoAuto’s computer system, that computer system cancels the policy.']","['A leading law dictionary defines “receipt” as ""[t]he act of receiving something, esp[ecially] by taking physical possession,"" and ""receive"" as ""[t]o take (something offered, given, sent, etc.); to come into possession of or get from some outside source.""', 'We accept these definitions and conclude that GoAuto may cancel a policy once it takes possession, delivery, or custody of a request for cancellation.', 'As we explained, once the e-mailed notice is received in early morning hours by GoAuto’s computer system, that computer system cancels the policy.']"
private carrier definition,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer after the panel concluded the email transmission satisfied the statute, what issue from the district court’s reasoning became unnecessary to decide, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer after the panel concluded the email transmission satisfied the statute, what issue from the district court’s reasoning became unnecessary to decide, the answer is private carrier definition",Multi-Fact Integration,"['The district court held GoAuto’s cancellation procedures complied with the statute in a different way: “the APAC employee who delivers the notices of cancellation neatly fits the definition of private carrier.”', 'The district court’s definition of “private carrier” was both imaginative and unconventional.', 'Because we find the e-mail satisfies the statute, we will not consider the validity of the definition.']","Once the email independently satisfied the statute, the district court’s separate private-carrier theory no longer mattered to the result.","After the panel concluded the email transmission satisfied the statute, what issue from the district court’s reasoning became unnecessary to decide?",private carrier definition,"['The district court held GoAuto’s cancellation procedures complied with the statute in a different way: “the APAC employee who delivers the notices of cancellation neatly fits the definition of private carrier.”', 'The district court’s definition of “private carrier” was both imaginative and unconventional.', 'Because we find the e-mail satisfies the statute, we will not consider the validity of the definition.']","['The district court held GoAuto’s cancellation procedures complied with the statute in a different way: “the APAC employee who delivers the notices of cancellation neatly fits the definition of private carrier.”', 'The district court’s definition of “private carrier” was both imaginative and unconventional.', 'Because we find the e-mail satisfies the statute, we will not consider the validity of the definition.']"
properly denied,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer given the panel’s conclusion that GoAuto complied with the statute, what follows about plaintiffs’ appellate challenge to the denial of their own summary-judgment motion, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer given the panel’s conclusion that GoAuto complied with the statute, what follows about plaintiffs’ appellate challenge to the denial of their own summary-judgment motion, the answer is properly denied",Multi-Fact Integration,"['The parties filed motions for summary judgment related solely to whether GoAuto’s procedure for cancelling the financed insurance policies satisfied Louisiana law.', 'The district court granted GoAuto’s motion for summary judgment, holding that GoAuto’s procedures complied with state law.', 'The Plaintiffs contend the district court erred by (1) finding that the statutory procedures for delivery of the notice of cancellation were followed, (2) finding GoAuto properly received the cancellation requests, and (3) denying their motion for partial summary judgment.']","Because both sides’ summary-judgment motions turned only on statutory compliance and the court concluded GoAuto complied, plaintiffs’ competing motion necessarily failed.","Given the panel’s conclusion that GoAuto complied with the statute, what follows about plaintiffs’ appellate challenge to the denial of their own summary-judgment motion?",properly denied,"['The parties filed motions for summary judgment related solely to whether GoAuto’s procedure for cancelling the financed insurance policies satisfied Louisiana law.', 'The district court granted GoAuto’s motion for summary judgment, holding that GoAuto’s procedures complied with state law.', 'The Plaintiffs contend the district court erred by (1) finding that the statutory procedures for delivery of the notice of cancellation were followed, (2) finding GoAuto properly received the cancellation requests, and (3) denying their motion for partial summary judgment.']","['The parties filed motions for summary judgment related solely to whether GoAuto’s procedure for cancelling the financed insurance policies satisfied Louisiana law.', 'The district court granted GoAuto’s motion for summary judgment, holding that GoAuto’s procedures complied with state law.', 'The Plaintiffs contend the district court erred by (1) finding that the statutory procedures for delivery of the notice of cancellation were followed, (2) finding GoAuto properly received the cancellation requests, and (3) denying their motion for partial summary judgment.']"
the insurance premium finance company,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer under the panel’s reading of the statute, whose certification mattered even though no individual employee was named on the notice, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer under the panel’s reading of the statute, whose certification mattered even though no individual employee was named on the notice, the answer is the insurance premium finance company",Reasoning Step,"['The statutory section itself states it is “the insurance premium finance company” who effects cancellation by “certifying” certain information in a notice. La. Rev. Stat. § 9:3550(G)(3)(a).', 'Without clearer Louisiana authority, we see no reason that a company cannot certify information without a named employee being identified.']","The statute locates certification in the company itself, so the absence of an identified employee does not defeat who is doing the certifying.","Under the panel’s reading of the statute, whose certification mattered even though no individual employee was named on the notice?",the insurance premium finance company,"['The statutory section itself states it is “the insurance premium finance company” who effects cancellation by “certifying” certain information in a notice. La. Rev. Stat. § 9:3550(G)(3)(a).', 'Without clearer Louisiana authority, we see no reason that a company cannot certify information without a named employee being identified.']","['The statutory section itself states it is “the insurance premium finance company” who effects cancellation by “certifying” certain information in a notice. La. Rev. Stat. § 9:3550(G)(3)(a).', 'Without clearer Louisiana authority, we see no reason that a company cannot certify information without a named employee being identified.']"
no signature requirement,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer when APAC's notice certified the required information but named no employee and bore no signature before automatic cancellation, what conclusion follows about the Plaintiffs’ signature-based objection, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer when APAC's notice certified the required information but named no employee and bore no signature before automatic cancellation, what conclusion follows about the Plaintiffs’ signature-based objection, the answer is no signature requirement",Multi-Fact Integration,"['The statute makes no explicit reference to a signature.', 'As in Benitez, the notices in this record do not identify any particular employee by printed name or by signature. Unlike in Benitez, each notice “certifies” the relevant information.', 'We conclude that Louisiana law does not require a signature on the notice sent by the premium finance company to the insurer.']","Because the statute does not mention signatures and the notices still certified the required information, the absence of a named signer does not defeat compliance.","When APAC's notice certified the required information but named no employee and bore no signature before automatic cancellation, what conclusion follows about the Plaintiffs’ signature-based objection?",no signature requirement,"['The statute makes no explicit reference to a signature.', 'As in Benitez, the notices in this record do not identify any particular employee by printed name or by signature. Unlike in Benitez, each notice “certifies” the relevant information.', 'We conclude that Louisiana law does not require a signature on the notice sent by the premium finance company to the insurer.']","['The statute makes no explicit reference to a signature.', 'As in Benitez, the notices in this record do not identify any particular employee by printed name or by signature. Unlike in Benitez, each notice “certifies” the relevant information.', 'We conclude that Louisiana law does not require a signature on the notice sent by the premium finance company to the insurer.']"
not required before cancellation,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer because cancellation occurred before any human action and the law did not require a signature, what was the status of the later signature stamp in relation to cancellation, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer because cancellation occurred before any human action and the law did not require a signature, what was the status of the later signature stamp in relation to cancellation, the answer is not required before cancellation",Synthesized Insight,"['No person is involved until later in the morning after the GoAuto computer system effects cancellation.', 'Later in the morning after cancellation, an APAC employee affixes a signature stamp to the printed cancellation documents.', 'We conclude that Louisiana law does not require a signature on the notice sent by the premium finance company to the insurer.']","Since cancellation occurred before any human action and the law did not require a signature, the later stamp could not be necessary to authorize cancellation.","Because cancellation occurred before any human action and the law did not require a signature, what was the status of the later signature stamp in relation to cancellation?",not required before cancellation,"['No person is involved until later in the morning after the GoAuto computer system effects cancellation.', 'Later in the morning after cancellation, an APAC employee affixes a signature stamp to the printed cancellation documents.', 'We conclude that Louisiana law does not require a signature on the notice sent by the premium finance company to the insurer.']","['No person is involved until later in the morning after the GoAuto computer system effects cancellation.', 'Later in the morning after cancellation, an APAC employee affixes a signature stamp to the printed cancellation documents.', 'We conclude that Louisiana law does not require a signature on the notice sent by the premium finance company to the insurer.']"
receipt of the e-mailed notice,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer under the court’s reading of ""receipt,"" what gave GoAuto authority to cancel before any employee handled the printed documents, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer under the court’s reading of ""receipt,"" what gave GoAuto authority to cancel before any employee handled the printed documents, the answer is receipt of the e-mailed notice",Multi-Fact Integration,"['We accept these definitions and conclude that GoAuto may cancel a policy once it takes possession, delivery, or custody of a request for cancellation.', 'As we explained, once the e-mailed notice is received in early morning hours by GoAuto’s computer system, that computer system cancels the policy.', 'GoAuto’s method of receiving the notice and reacting to it satisfies the statute.']","The court equated receipt with possession, delivery, or custody, and found that standard met when GoAuto’s computer system received the e-mail.","Under the court’s reading of ""receipt,"" what gave GoAuto authority to cancel before any employee handled the printed documents?",receipt of the e-mailed notice,"['We accept these definitions and conclude that GoAuto may cancel a policy once it takes possession, delivery, or custody of a request for cancellation.', 'As we explained, once the e-mailed notice is received in early morning hours by GoAuto’s computer system, that computer system cancels the policy.', 'GoAuto’s method of receiving the notice and reacting to it satisfies the statute.']","['We accept these definitions and conclude that GoAuto may cancel a policy once it takes possession, delivery, or custody of a request for cancellation.', 'As we explained, once the e-mailed notice is received in early morning hours by GoAuto’s computer system, that computer system cancels the policy.', 'GoAuto’s method of receiving the notice and reacting to it satisfies the statute.']"
private carrier definition,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer once the court held the e-mail itself satisfied the statute, what issue from the district court’s alternative reasoning became unnecessary to decide, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer once the court held the e-mail itself satisfied the statute, what issue from the district court’s alternative reasoning became unnecessary to decide, the answer is private carrier definition",Reasoning Step,"['Because we find the e-mail satisfies the statute, we will not consider the validity of the definition.', 'the district court held GoAuto’s cancellation procedures complied with the statute in a different way: “the APAC employee who delivers the notices of cancellation neatly fits the definition of private carrier.”']","Once the court held the e-mail alone satisfied the statute, the district court’s alternative private-carrier rationale no longer mattered to the outcome.","Once the court held the e-mail itself satisfied the statute, what issue from the district court’s alternative reasoning became unnecessary to decide?",private carrier definition,"['Because we find the e-mail satisfies the statute, we will not consider the validity of the definition.', 'the district court held GoAuto’s cancellation procedures complied with the statute in a different way: “the APAC employee who delivers the notices of cancellation neatly fits the definition of private carrier.”']","['Because we find the e-mail satisfies the statute, we will not consider the validity of the definition.', 'the district court held GoAuto’s cancellation procedures complied with the statute in a different way: “the APAC employee who delivers the notices of cancellation neatly fits the definition of private carrier.”']"
exact time and date of cancellation,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer which statutory function is advanced by APAC's automatic early-morning e-mail and immediate computer cancellation, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer which statutory function is advanced by APAC's automatic early-morning e-mail and immediate computer cancellation, the answer is exact time and date of cancellation",Reasoning Step,"['Strict adherence to the statute “serves two functions: (1) it provides a clear method of fixing the exact time and date of cancellation, and (2) it grants a minimum time during which the default may be cured.”', 'If no payment is submitted by midnight on the tenth day, APAC’s computer system automatically sends GoAuto an e-mail with a copy of the notice of cancellation along with a request for cancellation.', 'As we explained, once the e-mailed notice is received in early morning hours by GoAuto’s computer system, that computer system cancels the policy.']",An automatic e-mail followed by immediate computer cancellation fixes a precise cancellation moment rather than leaving the timing to later human discretion.,Which statutory function is advanced by APAC's automatic early-morning e-mail and immediate computer cancellation?,exact time and date of cancellation,"['Strict adherence to the statute “serves two functions: (1) it provides a clear method of fixing the exact time and date of cancellation, and (2) it grants a minimum time during which the default may be cured.”', 'If no payment is submitted by midnight on the tenth day, APAC’s computer system automatically sends GoAuto an e-mail with a copy of the notice of cancellation along with a request for cancellation.', 'As we explained, once the e-mailed notice is received in early morning hours by GoAuto’s computer system, that computer system cancels the policy.']","['Strict adherence to the statute “serves two functions: (1) it provides a clear method of fixing the exact time and date of cancellation, and (2) it grants a minimum time during which the default may be cured.”', 'If no payment is submitted by midnight on the tenth day, APAC’s computer system automatically sends GoAuto an e-mail with a copy of the notice of cancellation along with a request for cancellation.', 'As we explained, once the e-mailed notice is received in early morning hours by GoAuto’s computer system, that computer system cancels the policy.']"
dismissed with prejudice,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer because the summary-judgment motions addressed only statutory compliance and GoAuto prevailed on that issue, what was the case-level consequence for the claims against GoAuto, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer because the summary-judgment motions addressed only statutory compliance and GoAuto prevailed on that issue, what was the case-level consequence for the claims against GoAuto, the answer is dismissed with prejudice",Multi-Fact Integration,"['The parties filed motions for summary judgment related solely to whether GoAuto’s procedure for cancelling the financed insurance policies satisfied Louisiana law.', 'The district court granted GoAuto’s motion for summary judgment, holding that GoAuto’s procedures complied with state law. As a result, the district court dismissed all claims against GoAuto with prejudice.', 'Because GoAuto’s procedures comply with the statute, the district court did not err in denying their motion for summary judgment.']","Because statutory compliance was the only summary-judgment issue and GoAuto prevailed on it, all claims against GoAuto fell with that ruling.","Because the summary-judgment motions addressed only statutory compliance and GoAuto prevailed on that issue, what was the case-level consequence for the claims against GoAuto?",dismissed with prejudice,"['The parties filed motions for summary judgment related solely to whether GoAuto’s procedure for cancelling the financed insurance policies satisfied Louisiana law.', 'The district court granted GoAuto’s motion for summary judgment, holding that GoAuto’s procedures complied with state law. As a result, the district court dismissed all claims against GoAuto with prejudice.', 'Because GoAuto’s procedures comply with the statute, the district court did not err in denying their motion for summary judgment.']","['The parties filed motions for summary judgment related solely to whether GoAuto’s procedure for cancelling the financed insurance policies satisfied Louisiana law.', 'The district court granted GoAuto’s motion for summary judgment, holding that GoAuto’s procedures complied with state law. As a result, the district court dismissed all claims against GoAuto with prejudice.', 'Because GoAuto’s procedures comply with the statute, the district court did not err in denying their motion for summary judgment.']"
certification denied,"According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer given the court’s stated reluctance to certify absent more than undefined state-law terms, what happened to the Plaintiffs’ certification request, the answer is","According to the opinion 'Williams v. GoAuto Insurance,' when asked to infer given the court’s stated reluctance to certify absent more than undefined state-law terms, what happened to the Plaintiffs’ certification request, the answer is certification denied",Multi-Fact Integration,"['“As a general proposition we are chary about certifying questions of law absent a compelling reason to do so; the availability of certification is such an important resource to this court that we will not risk its continued availability by going to that well too often.”', 'That a term has not yet been defined by a state supreme court “is not sufficient to warrant certification.”', 'We decline to certify the question.']","Because undefined state-law terms alone do not supply the compelling reason the court requires, the request for certification was rejected.","Given the court’s stated reluctance to certify absent more than undefined state-law terms, what happened to the Plaintiffs’ certification request?",certification denied,"['“As a general proposition we are chary about certifying questions of law absent a compelling reason to do so; the availability of certification is such an important resource to this court that we will not risk its continued availability by going to that well too often.”', 'That a term has not yet been defined by a state supreme court “is not sufficient to warrant certification.”', 'We decline to certify the question.']","['“As a general proposition we are chary about certifying questions of law absent a compelling reason to do so; the availability of certification is such an important resource to this court that we will not risk its continued availability by going to that well too often.”', 'That a term has not yet been defined by a state supreme court “is not sufficient to warrant certification.”', 'We decline to certify the question.']"
