row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,keep,,No v13 issue found; retained probe and target.," January 20, 2025."," January 20, 2025.","In the case ""Pacito v. Trump,"" according to the opinion, President Trump issued the executive order entitled ""Realigning the United States Refugee Admissions Program"" on","In the case ""Pacito v. Trump,"" according to the opinion, President Trump issued the executive order entitled ""Realigning the United States Refugee Admissions Program"" on","In the case ""Pacito v. Trump,"" according to the opinion, President Trump issued the executive order entitled ""Realigning the United States Refugee Admissions Program"" on January 20, 2025.","In the case ""Pacito v. Trump,"" according to the opinion, President Trump issued the executive order entitled ""Realigning the United States Refugee Admissions Program"" on January 20, 2025."
2,keep,,No v13 issue found; retained probe and target., Reevaluating and Realigning United States Foreign Aid., Reevaluating and Realigning United States Foreign Aid.,"In Pacito v. Trump, the opinion states that on January 24, 2025, the Department of State suspended all funding for the U.S. Refugee Admissions Program (USRAP) and purportedly relied on the executive order titled","In Pacito v. Trump, the opinion states that on January 24, 2025, the Department of State suspended all funding for the U.S. Refugee Admissions Program (USRAP) and purportedly relied on the executive order titled","In Pacito v. Trump, the opinion states that on January 24, 2025, the Department of State suspended all funding for the U.S. Refugee Admissions Program (USRAP) and purportedly relied on the executive order titled Reevaluating and Realigning United States Foreign Aid.","In Pacito v. Trump, the opinion states that on January 24, 2025, the Department of State suspended all funding for the U.S. Refugee Admissions Program (USRAP) and purportedly relied on the executive order titled Reevaluating and Realigning United States Foreign Aid."
3,keep,,No v13 issue found; retained probe and target., refugees admitted to the United States., refugees admitted to the United States.,"In Pacito v. Trump, the opinion states that on January 24, 2025, the Department of State suspended all funding of the U.S. Refugee Admissions Program pending further review, including funding for domestic resettlement services for","In Pacito v. Trump, the opinion states that on January 24, 2025, the Department of State suspended all funding of the U.S. Refugee Admissions Program pending further review, including funding for domestic resettlement services for","In Pacito v. Trump, the opinion states that on January 24, 2025, the Department of State suspended all funding of the U.S. Refugee Admissions Program pending further review, including funding for domestic resettlement services for refugees admitted to the United States.","In Pacito v. Trump, the opinion states that on January 24, 2025, the Department of State suspended all funding of the U.S. Refugee Admissions Program pending further review, including funding for domestic resettlement services for refugees admitted to the United States."
4,keep,,No v13 issue found; retained probe and target., cooperative agreements., cooperative agreements.,"In Pacito v. Trump, the plaintiffs included three organizations involved in refugee processing and resettlement, and according to the opinion those organizational plaintiffs had","In Pacito v. Trump, the plaintiffs included three organizations involved in refugee processing and resettlement, and according to the opinion those organizational plaintiffs had","In Pacito v. Trump, the plaintiffs included three organizations involved in refugee processing and resettlement, and according to the opinion those organizational plaintiffs had cooperative agreements.","In Pacito v. Trump, the plaintiffs included three organizations involved in refugee processing and resettlement, and according to the opinion those organizational plaintiffs had cooperative agreements."
5,keep,,No v13 issue found; retained probe and target., April 21 and May 9., April 21 and May 9.,"According to the opinion in ""Pacito v. Trump,"" the court stated that it was vacating its stay of March 25, which had later been amended on","According to the opinion in ""Pacito v. Trump,"" the court stated that it was vacating its stay of March 25, which had later been amended on","According to the opinion in ""Pacito v. Trump,"" the court stated that it was vacating its stay of March 25, which had later been amended on April 21 and May 9.","According to the opinion in ""Pacito v. Trump,"" the court stated that it was vacating its stay of March 25, which had later been amended on April 21 and May 9."
6,keep,,No v13 issue found; retained probe and target., in their entirety., in their entirety.,"According to the opinion in Pacito v. Trump, when the court issued a stay pending final resolution of the appeal, it stayed the district court’s orders of February 28 and March 24, 2025,","According to the opinion in Pacito v. Trump, when the court issued a stay pending final resolution of the appeal, it stayed the district court’s orders of February 28 and March 24, 2025,","According to the opinion in Pacito v. Trump, when the court issued a stay pending final resolution of the appeal, it stayed the district court’s orders of February 28 and March 24, 2025, in their entirety.","According to the opinion in Pacito v. Trump, when the court issued a stay pending final resolution of the appeal, it stayed the district court’s orders of February 28 and March 24, 2025, in their entirety."
7,keep,,No v13 issue found; retained probe and target., except as noted below., except as noted below.,"In Pacito v. Trump, after the court submitted the appeal for decision and issued a stay pending final resolution of the appeal, it stated that the district court’s orders of February 28 and March 24, 2025 were stayed in their entirety,","In Pacito v. Trump, after the court submitted the appeal for decision and issued a stay pending final resolution of the appeal, it stated that the district court’s orders of February 28 and March 24, 2025 were stayed in their entirety,","In Pacito v. Trump, after the court submitted the appeal for decision and issued a stay pending final resolution of the appeal, it stated that the district court’s orders of February 28 and March 24, 2025 were stayed in their entirety, except as noted below.","In Pacito v. Trump, after the court submitted the appeal for decision and issued a stay pending final resolution of the appeal, it stated that the district court’s orders of February 28 and March 24, 2025 were stayed in their entirety, except as noted below."
8,repair,source_framing_issue,Added opinion/case framing while preserving the statutory resettlement-services cloze., public or private nonprofit agencies., public or private nonprofit agencies.,"Under 8 U.S.C. § 1522(b)(1)(A)(ii), the statutory refugee resettlement, or “reception and placement,” services may be provided through","According to the opinion in ""Pacito v. Trump,"" statutory refugee resettlement, or “reception and placement,” services under 8 U.S.C. § 1522(b)(1)(A)(ii) may be provided through","Under 8 U.S.C. § 1522(b)(1)(A)(ii), the statutory refugee resettlement, or “reception and placement,” services may be provided through public or private nonprofit agencies.","According to the opinion in ""Pacito v. Trump,"" statutory refugee resettlement, or “reception and placement,” services under 8 U.S.C. § 1522(b)(1)(A)(ii) may be provided through public or private nonprofit agencies."
9,repair,target_source_repair,Repaired the paraphrased target to a conservative source span found in the opinion.,unaccompanied refugee children were at issue in the case., there are any unaccompanied refugee children at issue here.,"In Judge Lee’s separate opinion in Pacito v. Trump, after discussing 8 U.S.C. § 1522(d)(2)(B), the opinion noted that the record did not clearly show whether","In Judge Lee’s separate opinion in Pacito v. Trump, after discussing 8 U.S.C. § 1522(d)(2)(B), the opinion noted that the record did not clearly show whether","In Judge Lee’s separate opinion in Pacito v. Trump, after discussing 8 U.S.C. § 1522(d)(2)(B), the opinion noted that the record did not clearly show whether unaccompanied refugee children were at issue in the case.","In Judge Lee’s separate opinion in Pacito v. Trump, after discussing 8 U.S.C. § 1522(d)(2)(B), the opinion noted that the record did not clearly show whether there are any unaccompanied refugee children at issue here."
10,keep,,No v13 issue found; retained probe and target., hardly a congressional mandate., hardly a congressional mandate.,"According to Judge Lee’s concurring-in-part and dissenting-in-part opinion in ""Pacito v. Trump,"" after stating that the refugee assistance programs’ metes and bounds are up to executive discretion, he characterizes them as","According to Judge Lee’s concurring-in-part and dissenting-in-part opinion in ""Pacito v. Trump,"" after stating that the refugee assistance programs’ metes and bounds are up to executive discretion, he characterizes them as","According to Judge Lee’s concurring-in-part and dissenting-in-part opinion in ""Pacito v. Trump,"" after stating that the refugee assistance programs’ metes and bounds are up to executive discretion, he characterizes them as hardly a congressional mandate.","According to Judge Lee’s concurring-in-part and dissenting-in-part opinion in ""Pacito v. Trump,"" after stating that the refugee assistance programs’ metes and bounds are up to executive discretion, he characterizes them as hardly a congressional mandate."
