source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v13.csv,0,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v14_low_overlap_strict.audit.csv,0.048780,0.048780,0.132231,0.144928,1,1,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented with progressive fatigue and generalised weakness, and her examination showed several abnormalities, including","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had worsening fatigue and widespread weakness, and on examination she had multiple abnormal findings, among them","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented with progressive fatigue and generalised weakness, and her examination showed several abnormalities, including hepatosplenomegaly.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had worsening fatigue and widespread weakness, and on examination she had multiple abnormal findings, among them hepatosplenomegaly."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v13.csv,1,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v14_low_overlap_strict.audit.csv,0.204082,0.196078,0.309811,0.291525,5,5,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s with a 5-year history of progressive fatigue and generalised weakness, along with signs of premature ageing, anaemia, neuropathy, and hepatosplenomegaly, had investigations showing pancytopenia, dimorphic anaemia, hepatic fibrosis, and pulmonary fibrosis, and the vitamin deficiency identified on those investigations was","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s with a 5-year history of worsening fatigue and generalized weakness, together with features of premature ageing, anaemia, neuropathy, and hepatosplenomegaly, underwent testing that revealed pancytopenia, dimorphic anaemia, hepatic fibrosis, and pulmonary fibrosis, and the vitamin deficiency identified on those investigations was","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s with a 5-year history of progressive fatigue and generalised weakness, along with signs of premature ageing, anaemia, neuropathy, and hepatosplenomegaly, had investigations showing pancytopenia, dimorphic anaemia, hepatic fibrosis, and pulmonary fibrosis, and the vitamin deficiency identified on those investigations was severe vitamin B12 deficiency.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s with a 5-year history of worsening fatigue and generalized weakness, together with features of premature ageing, anaemia, neuropathy, and hepatosplenomegaly, underwent testing that revealed pancytopenia, dimorphic anaemia, hepatic fibrosis, and pulmonary fibrosis, and the vitamin deficiency identified on those investigations was severe vitamin B12 deficiency."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v13.csv,2,True,1,accepted,0.295455,0.243902,0.524715,0.545073,5,4,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", after the patient's nutritional deficiencies were corrected, she still had cytopenia, premature greying, osteoporosis, hepatic fibrosis, and pulmonary fibrosis, and this constellation of findings led clinicians to suspect","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", once the nutritional deficits had been addressed, the ongoing cytopenia together with premature greying, osteoporosis, hepatic fibrosis, and pulmonary fibrosis prompted concern for","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", after the patient's nutritional deficiencies were corrected, she still had cytopenia, premature greying, osteoporosis, hepatic fibrosis, and pulmonary fibrosis, and this constellation of findings led clinicians to suspect a genetic disorder.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", once the nutritional deficits had been addressed, the ongoing cytopenia together with premature greying, osteoporosis, hepatic fibrosis, and pulmonary fibrosis prompted concern for a genetic disorder."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v13.csv,3,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v14_low_overlap_strict.audit.csv,0.405405,0.250000,0.457265,0.288172,11,5,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), which was classified as","In the report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", an exome-based clinical analysis in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis found a single-copy PARN missense change (c.613T>C; p.Cys205Arg), and it was designated as","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), which was classified as Variant of Uncertain Significance.","In the report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", an exome-based clinical analysis in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis found a single-copy PARN missense change (c.613T>C; p.Cys205Arg), and it was designated as Variant of Uncertain Significance."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v13.csv,4,False,3,absolute lexical overlap still too high (new token Jaccard 0.333 > 0.250 or new LCS 8 > 6; jaccard drop 0.106),0.439024,0.333333,0.507277,0.478747,7,8,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", germline pathogenic variants in PARN have been linked to dyskeratosis congenita, autosomal recessive 6 (DKCB6), and besides DKCB6, they have also been associated with","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", pathogenic germline changes in PARN are noted for their association with dyskeratosis congenita, autosomal recessive 6 (DKCB6), and also with","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", germline pathogenic variants in PARN have been linked to dyskeratosis congenita, autosomal recessive 6 (DKCB6), and besides DKCB6, they have also been associated with telomere-related pulmonary fibrosis and/or bone marrow failure 4.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", pathogenic germline changes in PARN are noted for their association with dyskeratosis congenita, autosomal recessive 6 (DKCB6), and also with telomere-related pulmonary fibrosis and/or bone marrow failure 4."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v13.csv,5,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v14_low_overlap_strict.audit.csv,0.300000,0.177778,0.384428,0.433962,6,5,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", Mendelian defects in telomere-related genes lead to telomere biology disorders (TBDs) characterized by","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", telomere biology disorders (TBDs) are described as resulting from inherited changes in telomere-associated genes that produce","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", Mendelian defects in telomere-related genes lead to telomere biology disorders (TBDs) characterized by abnormally short or dysfunctional telomeres.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", telomere biology disorders (TBDs) are described as resulting from inherited changes in telomere-associated genes that produce abnormally short or dysfunctional telomeres."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v13.csv,6,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v14_low_overlap_strict.audit.csv,0.200000,0.192982,0.039711,0.014599,3,2,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the background section explains that PARN variants have a distinct phenotype, and biallelic PARN variants cause","In the background of the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", PARN changes are described as having a characteristic pattern, with the biallelic form leading to","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the background section explains that PARN variants have a distinct phenotype, and biallelic PARN variants cause autosomal recessive dyskeratosis congenita (DKCB6)","In the background of the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", PARN changes are described as having a characteristic pattern, with the biallelic form leading to autosomal recessive dyskeratosis congenita (DKCB6)"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v13.csv,7,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v14_low_overlap_strict.audit.csv,0.200000,0.178571,0.036496,0.014599,4,2,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the background section notes that monoallelic PARN variants more often underlie the disorder spectrum of","In the background discussion of the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors indicate that monoallelic PARN variants are most commonly associated with","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the background section notes that monoallelic PARN variants more often underlie the disorder spectrum of telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4)","In the background discussion of the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors indicate that monoallelic PARN variants are most commonly associated with telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4)"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v13.csv,8,False,3,absolute lexical overlap still too high (new token Jaccard 0.261 > 0.250 or new LCS 6 > 6; jaccard drop 0.227),0.487805,0.260870,0.611111,0.475248,9,6,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented to a tertiary care centre after a 5-year history of progressively worsening generalised weakness accompanied by","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s arrived at a tertiary care centre following five years of steadily increasing generalized weakness plus","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented to a tertiary care centre after a 5-year history of progressively worsening generalised weakness accompanied by early fatigability.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s arrived at a tertiary care centre following five years of steadily increasing generalized weakness plus early fatigability."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v13.csv,9,True,1,accepted,0.244444,0.111111,0.411899,0.262069,6,2,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had a 5-year history of progressively worsening generalised weakness and reduced functional capacity, and her ability to perform daily activities was reduced compared with","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had a 5-year history of progressively worsening generalised weakness and reduced functional capacity, and over time she became less able to carry out everyday tasks than","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had a 5-year history of progressively worsening generalised weakness and reduced functional capacity, and her ability to perform daily activities was reduced compared with her peers.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had a 5-year history of progressively worsening generalised weakness and reduced functional capacity, and over time she became less able to carry out everyday tasks than her peers."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/facts/probes_v13.csv,10,True,1,accepted,0.261905,0.173913,0.349367,0.313625,4,2,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the woman in her late 20s had worsening generalized weakness over the last 3 months, and as the weakness began to impair her self-care, she started requiring","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the woman in her late 20s experienced a decline in generalized weakness over the preceding 3 months, and once it interfered with her self-care, she began needing","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the woman in her late 20s had worsening generalized weakness over the last 3 months, and as the weakness began to impair her self-care, she started requiring assistance.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the woman in her late 20s experienced a decline in generalized weakness over the preceding 3 months, and once it interfered with her self-care, she began needing assistance."
