source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/OFT/facts/probes_v14.csv,0,True,1,accepted,0.242424,0.135135,0.266304,0.216066,4,2,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when adapting text-to-image diffusion models to downstream tasks, Orthogonal Finetuning (OFT) can provably preserve, unlike existing methods,","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when text-to-image diffusion models are adapted to downstream tasks, Orthogonal Finetuning (OFT) can, unlike prior approaches, provably maintain","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when adapting text-to-image diffusion models to downstream tasks, Orthogonal Finetuning (OFT) can provably preserve, unlike existing methods, hyperspherical energy.","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when text-to-image diffusion models are adapted to downstream tasks, Orthogonal Finetuning (OFT) can, unlike prior approaches, provably maintain hyperspherical energy."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/OFT/facts/probes_v14.csv,1,True,1,accepted,0.464286,0.222222,0.668657,0.551515,13,2,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT can provably preserve hyperspherical energy, which characterizes the pairwise neuron relationship on","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT is shown to provably retain hyperspherical energy, a quantity that describes pairwise neuron relations on","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT can provably preserve hyperspherical energy, which characterizes the pairwise neuron relationship on the unit hypersphere.","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT is shown to provably retain hyperspherical energy, a quantity that describes pairwise neuron relations on the unit hypersphere."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/OFT/facts/probes_v14.csv,2,True,1,accepted,0.333333,0.235294,0.277419,0.270968,4,4,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy during Orthogonal Finetuning is crucial for preserving","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors report that keeping hyperspherical energy intact during Orthogonal Finetuning is essential for maintaining","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy during Orthogonal Finetuning is crucial for preserving the semantic generation ability.","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors report that keeping hyperspherical energy intact during Orthogonal Finetuning is essential for maintaining the semantic generation ability."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/OFT/facts/probes_v14.csv,3,True,1,accepted,0.433333,0.235294,0.490251,0.494186,4,5,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors further propose a method to improve finetuning stability by imposing an additional radius constraint on the hypersphere,","Within ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning,"" the authors also introduce a stability-oriented variant that adds a radius constraint to the hypersphere, thereby proposing","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors further propose a method to improve finetuning stability by imposing an additional radius constraint on the hypersphere, Constrained Orthogonal Finetuning (COFT).","Within ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning,"" the authors also introduce a stability-oriented variant that adds a radius constraint to the hypersphere, thereby proposing Constrained Orthogonal Finetuning (COFT)."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/OFT/facts/probes_v14.csv,4,True,2,accepted,0.326087,0.240000,0.103131,0.107692,10,4,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the finetuning text-to-image task discussed by the authors that aims to generate subject-specific images from a few images of a subject and a text prompt is","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", which finetuning text-to-image task refers to producing images of a particular subject from only a handful of reference photos plus a prompt is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the finetuning text-to-image task discussed by the authors that aims to generate subject-specific images from a few images of a subject and a text prompt is subject-driven generation.","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", which finetuning text-to-image task refers to producing images of a particular subject from only a handful of reference photos plus a prompt is subject-driven generation."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/OFT/facts/probes_v14.csv,5,True,2,accepted,0.333333,0.250000,0.118812,0.059880,6,3,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the subject-driven generation finetuning task, the additional input provided along with a few images of a subject is","In the subject-specific image synthesis finetuning setup described in ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the extra input paired with a small set of images of one subject is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the subject-driven generation finetuning task, the additional input provided along with a few images of a subject is a text prompt.","In the subject-specific image synthesis finetuning setup described in ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the extra input paired with a small set of images of one subject is a text prompt."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/OFT/facts/probes_v14.csv,6,True,2,accepted,0.260870,0.229167,0.109375,0.107784,5,4,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", among the two finetuning text-to-image tasks discussed, the one intended to let the model accept additional control signals is","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", of the two finetuning text-to-image settings described, the one designed so the model can incorporate extra control inputs is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", among the two finetuning text-to-image tasks discussed, the one intended to let the model accept additional control signals is controllable generation","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", of the two finetuning text-to-image settings described, the one designed so the model can incorporate extra control inputs is controllable generation"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/OFT/facts/probes_v14.csv,7,True,1,accepted,0.310345,0.161290,0.500000,0.370656,6,2,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors empirically show that their OFT framework outperforms existing methods in","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors report that their OFT framework surpasses prior methods in","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors empirically show that their OFT framework outperforms existing methods in generation quality and convergence speed.","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors report that their OFT framework surpasses prior methods in generation quality and convergence speed."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/OFT/facts/probes_v14.csv,8,True,2,accepted,0.464286,0.187500,0.525773,0.285714,6,4,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", recent text-to-image diffusion models achieve impressive performance in high-fidelity image generation with","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the newest text-to-image diffusion systems have shown strong results for","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", recent text-to-image diffusion models achieve impressive performance in high-fidelity image generation with text-guided control.","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the newest text-to-image diffusion systems have shown strong results for text-guided control."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/OFT/facts/probes_v14.csv,9,True,1,accepted,0.481481,0.250000,0.505319,0.354223,8,6,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", recent text-to-image diffusion models achieve impressive performance in text-guided control for","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", recent text-to-image diffusion models have shown strong results in text-conditioned steering for","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", recent text-to-image diffusion models achieve impressive performance in text-guided control for high-fidelity image generation.","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", recent text-to-image diffusion models have shown strong results in text-conditioned steering for high-fidelity image generation."
