probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,formatted_question_5shot
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT can provably preserve hyperspherical energy. Hyperspherical energy characterizes the pairwise neuron relationship on what?",the unit hypersphere.,(E),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT can provably preserve hyperspherical energy. Hyperspherical energy characterizes the pairwise neuron relationship on what?
(A) the normalized parameter space.
(B) the constrained hypersphere.
(C) the text-prompt embedding space.
(D) the latent feature manifold.
(E) the unit hypersphere.",the normalized parameter space.,the constrained hypersphere.,the text-prompt embedding space.,the latent feature manifold.,the unit hypersphere.,"[""the normalized parameter space."", ""the constrained hypersphere."", ""the text-prompt embedding space."", ""the latent feature manifold.""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT can provably preserve hyperspherical energy, which characterizes the pairwise neuron relationship on the unit hypersphere.","Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.",Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT can provably preserve hyperspherical energy. Hyperspherical energy characterizes the pairwise neuron relationship on what?
(A) the normalized parameter space.
(B) the constrained hypersphere.
(C) the text-prompt embedding space.
(D) the latent feature manifold.
(E) the unit hypersphere."
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", which of the two finetuning text-to-image tasks discussed by the authors aims to generate subject-specific images from a few images of a subject and a text prompt?",subject-driven generation.,(A),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", which of the two finetuning text-to-image tasks discussed by the authors aims to generate subject-specific images from a few images of a subject and a text prompt?
(A) subject-driven generation.
(B) controllable generation.
(C) class-conditional generation.
(D) text-guided image editing.
(E) image inpainting.",subject-driven generation.,controllable generation.,class-conditional generation.,text-guided image editing.,image inpainting.,"[""controllable generation."", ""class-conditional generation."", ""text-guided image editing."", ""image inpainting.""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the finetuning text-to-image task discussed by the authors that aims to generate subject-specific images from a few images of a subject and a text prompt is subject-driven generation.","Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals.",Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", which of the two finetuning text-to-image tasks discussed by the authors aims to generate subject-specific images from a few images of a subject and a text prompt?
(A) subject-driven generation.
(B) controllable generation.
(C) class-conditional generation.
(D) text-guided image editing.
(E) image inpainting."
"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what method do the authors further propose to improve finetuning stability by imposing an additional radius constraint to the hypersphere?",Constrained Orthogonal Finetuning (COFT).,(B),"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what method do the authors further propose to improve finetuning stability by imposing an additional radius constraint to the hypersphere?
(A) Orthogonal Finetuning (OFT).
(B) Constrained Orthogonal Finetuning (COFT).
(C) Textual Inversion.
(D) Low-Rank Adaptation (LoRA).
(E) DreamBooth finetuning.",Orthogonal Finetuning (OFT).,Constrained Orthogonal Finetuning (COFT).,Textual Inversion.,Low-Rank Adaptation (LoRA).,DreamBooth finetuning.,"[""Orthogonal Finetuning (OFT)."", ""Textual Inversion."", ""Low-Rank Adaptation (LoRA)."", ""DreamBooth finetuning.""]","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors further propose a method to improve finetuning stability by imposing an additional radius constraint on the hypersphere, Constrained Orthogonal Finetuning (COFT).","To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere.",Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what method do the authors further propose to improve finetuning stability by imposing an additional radius constraint to the hypersphere?
(A) Orthogonal Finetuning (OFT).
(B) Constrained Orthogonal Finetuning (COFT).
(C) Textual Inversion.
(D) Low-Rank Adaptation (LoRA).
(E) DreamBooth finetuning."
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the controllable generation task, what is provided together with the text prompt to guide image generation?",an additional control signal.,(C),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the controllable generation task, what is provided together with the text prompt to guide image generation?
(A) the same subject in a different context.
(B) just a few images of a subject.
(C) an additional control signal.
(D) a latent noise code.
(E) a class-conditioning label.",the same subject in a different context.,just a few images of a subject.,an additional control signal.,a latent noise code.,a class-conditioning label.,"[""the same subject in a different context."", ""just a few images of a subject."", ""a latent noise code."", ""a class-conditioning label.""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the controllable generation task, the item provided together with the text prompt to guide image generation is an additional control signal.","\item \textbf{Controllable generation}~\cite{zhang2023adding,mou2023t2i}: Given an additional control signal (\emph{e.g.}, canny edges, segmentation maps), the task is to generate images following such a control signal and a text prompt.",Introduction,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the controllable generation task, what is provided together with the text prompt to guide image generation?
(A) the same subject in a different context.
(B) just a few images of a subject.
(C) an additional control signal.
(D) a latent noise code.
(E) a class-conditioning label."
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what is the first desideratum the authors summarize for an effective finetuning method for text-to-image diffusion models?",training efficiency.,(E),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what is the first desideratum the authors summarize for an effective finetuning method for text-to-image diffusion models?
(A) inference efficiency.
(B) fine-grained controllability.
(C) generalizability preservation.
(D) sample efficiency.
(E) training efficiency.",inference efficiency.,fine-grained controllability.,generalizability preservation.,sample efficiency.,training efficiency.,"[""inference efficiency."", ""fine-grained controllability."", ""generalizability preservation."", ""sample efficiency.""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the first desideratum the authors summarize for an effective finetuning method for text-to-image diffusion models is training efficiency.","We summarize the desiderata for an effective finetuning method as: (1) \emph{training efficiency}: having fewer trainable parameters and number of training epochs, and (2) \emph{generalizability preservation}: preserving the high-fidelity and diverse generative performance.",Introduction,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what is the first desideratum the authors summarize for an effective finetuning method for text-to-image diffusion models?
(A) inference efficiency.
(B) fine-grained controllability.
(C) generalizability preservation.
(D) sample efficiency.
(E) training efficiency."
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy during Orthogonal Finetuning is crucial for preserving what ability of text-to-image diffusion models?",the semantic generation ability.,(E),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy during Orthogonal Finetuning is crucial for preserving what ability of text-to-image diffusion models?
(A) the photorealistic image quality of the outputs.
(B) the diversity of generated samples.
(C) the pairwise neuron relationship on the unit hypersphere.
(D) the finetuning stability of the adapted model.
(E) the semantic generation ability.",the photorealistic image quality of the outputs.,the diversity of generated samples.,the pairwise neuron relationship on the unit hypersphere.,the finetuning stability of the adapted model.,the semantic generation ability.,"[""the photorealistic image quality of the outputs."", ""the diversity of generated samples."", ""the pairwise neuron relationship on the unit hypersphere."", ""the finetuning stability of the adapted model.""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy during Orthogonal Finetuning is crucial for preserving the semantic generation ability.",We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models.,Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy during Orthogonal Finetuning is crucial for preserving what ability of text-to-image diffusion models?
(A) the photorealistic image quality of the outputs.
(B) the diversity of generated samples.
(C) the pairwise neuron relationship on the unit hypersphere.
(D) the finetuning stability of the adapted model.
(E) the semantic generation ability."
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what should be preserved when effectively finetuning text-to-image diffusion models for both subject-driven generation and controllable generation with additional control signals?",the pretraining generative performance.,(C),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what should be preserved when effectively finetuning text-to-image diffusion models for both subject-driven generation and controllable generation with additional control signals?
(A) the training efficiency of the finetuning method.
(B) the pretrained text-image alignment.
(C) the pretraining generative performance.
(D) the fidelity of the additional control signal.
(E) the learned subject identity embedding.",the training efficiency of the finetuning method.,the pretrained text-image alignment.,the pretraining generative performance.,the fidelity of the additional control signal.,the learned subject identity embedding.,"[""the training efficiency of the finetuning method."", ""the pretrained text-image alignment."", ""the fidelity of the additional control signal."", ""the learned subject identity embedding.""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the thing that should be preserved when effectively finetuning text-to-image diffusion models for both subject-driven generation and controllable generation with additional control signals is the pretraining generative performance.",Both tasks essentially boil down to how to effectively finetune text-to-image diffusion models without losing the pretraining generative performance.,Introduction,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what should be preserved when effectively finetuning text-to-image diffusion models for both subject-driven generation and controllable generation with additional control signals?
(A) the training efficiency of the finetuning method.
(B) the pretrained text-image alignment.
(C) the pretraining generative performance.
(D) the fidelity of the additional control signal.
(E) the learned subject identity embedding."
"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what are two examples of the additional control signal used in the controllable generation task?","canny edges, segmentation maps",(A),"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what are two examples of the additional control signal used in the controllable generation task?
(A) canny edges, segmentation maps
(B) subject images, text prompts
(C) bounding boxes, sketch outlines
(D) depth maps, human pose keypoints
(E) class labels, reference images","canny edges, segmentation maps","subject images, text prompts","bounding boxes, sketch outlines","depth maps, human pose keypoints","class labels, reference images","[""subject images, text prompts"", ""bounding boxes, sketch outlines"", ""depth maps, human pose keypoints"", ""class labels, reference images""]","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", two examples of the additional control signal used in the controllable generation task are canny edges, segmentation maps","\item \textbf{Controllable generation}~\cite{zhang2023adding,mou2023t2i}: Given an additional control signal (\emph{e.g.}, canny edges, segmentation maps), the task is to generate images following such a control signal and a text prompt.",Introduction,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what are two examples of the additional control signal used in the controllable generation task?
(A) canny edges, segmentation maps
(B) subject images, text prompts
(C) bounding boxes, sketch outlines
(D) depth maps, human pose keypoints
(E) class labels, reference images"
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the subject-driven generation finetuning task, what additional input is provided along with a few images of a subject?",a text prompt.,(C),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the subject-driven generation finetuning task, what additional input is provided along with a few images of a subject?
(A) a class label.
(B) an additional control signal.
(C) a text prompt.
(D) a style reference image.
(E) a segmentation mask.",a class label.,an additional control signal.,a text prompt.,a style reference image.,a segmentation mask.,"[""a class label."", ""an additional control signal."", ""a style reference image."", ""a segmentation mask.""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the subject-driven generation finetuning task, the additional input provided along with a few images of a subject is a text prompt.","Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals.",Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the subject-driven generation finetuning task, what additional input is provided along with a few images of a subject?
(A) a class label.
(B) an additional control signal.
(C) a text prompt.
(D) a style reference image.
(E) a segmentation mask."
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what is said to be lacking with respect to designing a good finetuning strategy and finding suitable hyperparameters such as the number of training epochs?",principled understanding.,(A),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what is said to be lacking with respect to designing a good finetuning strategy and finding suitable hyperparameters such as the number of training epochs?
(A) principled understanding.
(B) theoretical convergence guarantees
(C) a universally optimal learning rate schedule
(D) guarantees of preserving the pretraining generative performance
(E) systematic empirical validation",principled understanding.,theoretical convergence guarantees,a universally optimal learning rate schedule,guarantees of preserving the pretraining generative performance,systematic empirical validation,"[""theoretical convergence guarantees"", ""a universally optimal learning rate schedule"", ""guarantees of preserving the pretraining generative performance"", ""systematic empirical validation""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that designing a good finetuning strategy and finding suitable hyperparameters such as the number of training epochs still lack principled understanding.",There is also a lack of principled understanding towards designing a good finetuning strategy and finding suitable hyperparameters such as the number of training epochs.,Introduction,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what is said to be lacking with respect to designing a good finetuning strategy and finding suitable hyperparameters such as the number of training epochs?
(A) principled understanding.
(B) theoretical convergence guarantees
(C) a universally optimal learning rate schedule
(D) guarantees of preserving the pretraining generative performance
(E) systematic empirical validation"
