review_id,domain_group,document,v15_row_index,question_stem,target,correct_label,option_a,option_b,option_c,option_d,option_e,distractors,formatted_question,fact,raw_knowledge_statement,section,v14_cloze_probe,v14_formatted_question
arxiv/1_58/0,arxiv,1_58,0,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", which 1-bit model architecture is cited as an example of a promising direction for reducing the cost of LLMs while maintaining their performance?",BitNet.,(E),QLoRA,SmoothQuant,GPTQ,AWQ,BitNet.,"[""GPTQ"", ""AWQ"", ""SmoothQuant"", ""QLoRA""]","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", which 1-bit model architecture is cited as an example of a promising direction for reducing the cost of LLMs while maintaining their performance?
(A) QLoRA
(B) SmoothQuant
(C) GPTQ
(D) AWQ
(E) BitNet.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the 1-bit model architecture cited as an example of a promising direction for reducing the cost of LLMs while maintaining their performance is BitNet.","Recent work on 1-bit model architectures, such as BitNet~\cite{bitnet}, presents a promising direction for reducing the cost of LLMs while maintaining their performance.",The Era of 1-bit LLMs,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the 1-bit model architecture cited as an example of a promising direction for reducing the cost of LLMs while maintaining their performance is","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the 1-bit model architecture cited as an example of a promising direction for reducing the cost of LLMs while maintaining their performance is
(A) QLoRA
(B) SmoothQuant
(C) GPTQ
(D) AWQ
(E) BitNet."
arxiv/1_58/28,arxiv,1_58,28,"In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", what gives BitNet b1.58 explicit support for feature filtering, thereby strengthening its modeling capability?",the inclusion of 0 in the model weights,(D),scaling the model to a 3B size to match FP16 baselines on perplexity and end-task performance,post-training quantization that reduces weights and activations to low-bit precision,its new computation paradigm that requires almost no multiplication operations for matrix multiplication,the inclusion of 0 in the model weights,the much lower memory footprint from both a capacity and bandwidth standpoint,"[""its new computation paradigm that requires almost no multiplication operations for matrix multiplication"", ""the much lower memory footprint from both a capacity and bandwidth standpoint"", ""post-training quantization that reduces weights and activations to low-bit precision"", ""scaling the model to a 3B size to match FP16 baselines on perplexity and end-task performance""]","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", what gives BitNet b1.58 explicit support for feature filtering, thereby strengthening its modeling capability?
(A) scaling the model to a 3B size to match FP16 baselines on perplexity and end-task performance
(B) post-training quantization that reduces weights and activations to low-bit precision
(C) its new computation paradigm that requires almost no multiplication operations for matrix multiplication
(D) the inclusion of 0 in the model weights
(E) the much lower memory footprint from both a capacity and bandwidth standpoint","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" what gives BitNet b1.58 explicit support for feature filtering and thereby strengthens its modeling capability is the inclusion of 0 in the model weights","Firstly, its modeling capability is stronger due to its explicit support for feature filtering, made possible by the inclusion of 0 in the model weights, which can significantly improve the performance of 1-bit LLMs.",The Era of 1-bit LLMs,"In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" what gives BitNet b1.58 explicit support for feature filtering and thereby strengthens its modeling capability is","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" what gives BitNet b1.58 explicit support for feature filtering and thereby strengthens its modeling capability is
(A) scaling the model to a 3B size to match FP16 baselines on perplexity and end-task performance
(B) post-training quantization that reduces weights and activations to low-bit precision
(C) its new computation paradigm that requires almost no multiplication operations for matrix multiplication
(D) the inclusion of 0 in the model weights
(E) the much lower memory footprint from both a capacity and bandwidth standpoint"
arxiv/1_58/34,arxiv,1_58,34,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the activation quantization scheme where activations are scaled to $[-Q_b, Q_b]$ per token, what is being removed?",the zero-point quantization.,(C),the need for calibration-based activation clipping,the average-absolute-value normalization factor γ,the zero-point quantization.,all bias terms in the Transformer layers,"the scaling of activations to the range [0, Q_b] before the non-linear functions","[""the scaling of activations to the range [0, Q_b] before the non-linear functions"", ""the average-absolute-value normalization factor \u03b3"", ""all bias terms in the Transformer layers"", ""the need for calibration-based activation clipping""]","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the activation quantization scheme where activations are scaled to $[-Q_b, Q_b]$ per token, what is being removed?
(A) the need for calibration-based activation clipping
(B) the average-absolute-value normalization factor γ
(C) the zero-point quantization.
(D) all bias terms in the Transformer layers
(E) the scaling of activations to the range [0, Q_b] before the non-linear functions","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the activation quantization scheme where activations are scaled to $[-Q_b, Q_b]$ per token, what is removed is the zero-point quantization.","Instead, the activations are all scaled to $[-Q_b, Q_b]$ per token to get rid of the zero-point quantization.",BitNet b1.58,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the activation quantization scheme where activations are scaled to $[-Q_b, Q_b]$ per token, what is removed is","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the activation quantization scheme where activations are scaled to $[-Q_b, Q_b]$ per token, what is removed is
(A) the need for calibration-based activation clipping
(B) the average-absolute-value normalization factor γ
(C) the zero-point quantization.
(D) all bias terms in the Transformer layers
(E) the scaling of activations to the range [0, Q_b] before the non-linear functions"
arxiv/1_58/39,arxiv,1_58,39,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the comparison between BitNet b1.58 and the reproduced FP16 LLaMA LLM, on what dataset did the authors pre-train the models for 100 billion tokens to ensure a fair comparison?",RedPajama dataset.,(A),RedPajama dataset.,WikiText2 dataset.,OpenWebText corpus.,The Pile dataset.,C4 dataset.,"[""C4 dataset."", ""WikiText2 dataset."", ""The Pile dataset."", ""OpenWebText corpus.""]","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the comparison between BitNet b1.58 and the reproduced FP16 LLaMA LLM, on what dataset did the authors pre-train the models for 100 billion tokens to ensure a fair comparison?
(A) RedPajama dataset.
(B) WikiText2 dataset.
(C) OpenWebText corpus.
(D) The Pile dataset.
(E) C4 dataset.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", to ensure a fair comparison between BitNet b1.58 and the reproduced FP16 LLaMA LLM, the authors pre-trained the models for 100 billion tokens on the RedPajama dataset.","To ensure a fair comparison, we pre-trained the models on the RedPajama dataset~\cite{redpajama} for 100 billion tokens.",Results,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", to ensure a fair comparison between BitNet b1.58 and the reproduced FP16 LLaMA LLM, the authors pre-trained the models for 100 billion tokens on the","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", to ensure a fair comparison between BitNet b1.58 and the reproduced FP16 LLaMA LLM, the authors pre-trained the models for 100 billion tokens on the
(A) RedPajama dataset.
(B) WikiText2 dataset.
(C) OpenWebText corpus.
(D) The Pile dataset.
(E) C4 dataset."
arxiv/1_58/73,arxiv,1_58,73,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the discussion of why \text{BitNet b1.58} becomes increasingly more energy efficient than the FP16 \text{LLaMA LLM} baseline as model size scales, what grows with the model size?",the percentage of \emph{nn.Linear},(B),the proportion of FP16 multiplication,the percentage of \emph{nn.Linear},the size of the KV cache during inference,the memory proportion of the embedding layer,the time cost for \emph{nn.Linear},"[""the time cost for \\emph{nn.Linear}"", ""the memory proportion of the embedding layer"", ""the proportion of FP16 multiplication"", ""the size of the KV cache during inference""]","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the discussion of why \text{BitNet b1.58} becomes increasingly more energy efficient than the FP16 \text{LLaMA LLM} baseline as model size scales, what grows with the model size?
(A) the proportion of FP16 multiplication
(B) the percentage of \emph{nn.Linear}
(C) the size of the KV cache during inference
(D) the memory proportion of the embedding layer
(E) the time cost for \emph{nn.Linear}","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in explaining why \text{BitNet b1.58} becomes increasingly more energy efficient than the FP16 \text{LLaMA LLM} baseline as model size scales, what grows with the model size is the percentage of \emph{nn.Linear}","This is due to the fact that the percentage of \emph{nn.Linear} grows with the model size, while the cost from other components is smaller for larger models.",Results,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in explaining why \text{BitNet b1.58} becomes increasingly more energy efficient than the FP16 \text{LLaMA LLM} baseline as model size scales, what grows with the model size is","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in explaining why \text{BitNet b1.58} becomes increasingly more energy efficient than the FP16 \text{LLaMA LLM} baseline as model size scales, what grows with the model size is
(A) the proportion of FP16 multiplication
(B) the percentage of \emph{nn.Linear}
(C) the size of the KV cache during inference
(D) the memory proportion of the embedding layer
(E) the time cost for \emph{nn.Linear}"
arxiv/1_58/80,arxiv,1_58,80,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the efficiency comparison reported for BitNet b1.58 models versus FP16 LLMs, in what aspects is the 70B BitNet b1.58 more efficient than the 13B FP16 LLM?","latency, memory usage and energy consumption.",(A),"latency, memory usage and energy consumption.","throughput, maximum batch size and zero-shot accuracy.","training stability, convergence speed and sample efficiency.","latency, throughput and model generalization.","perplexity, validation loss and end-task accuracy.","[""throughput, maximum batch size and zero-shot accuracy."", ""perplexity, validation loss and end-task accuracy."", ""training stability, convergence speed and sample efficiency."", ""latency, throughput and model generalization.""]","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the efficiency comparison reported for BitNet b1.58 models versus FP16 LLMs, in what aspects is the 70B BitNet b1.58 more efficient than the 13B FP16 LLM?
(A) latency, memory usage and energy consumption.
(B) throughput, maximum batch size and zero-shot accuracy.
(C) training stability, convergence speed and sample efficiency.
(D) latency, throughput and model generalization.
(E) perplexity, validation loss and end-task accuracy.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the efficiency comparison reported for BitNet b1.58 models versus FP16 LLMs, the 70B BitNet b1.58 is more efficient than the 13B FP16 LLM in terms of latency, memory usage and energy consumption.","\item 70B BitNet b1.58 is more efficient, in terms of latency, memory usage and energy consumption, than 13B FP16 LLM.",Results,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the efficiency comparison reported for BitNet b1.58 models versus FP16 LLMs, the 70B BitNet b1.58 is more efficient than the 13B FP16 LLM in terms of","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the efficiency comparison reported for BitNet b1.58 models versus FP16 LLMs, the 70B BitNet b1.58 is more efficient than the 13B FP16 LLM in terms of
(A) latency, memory usage and energy consumption.
(B) throughput, maximum batch size and zero-shot accuracy.
(C) training stability, convergence speed and sample efficiency.
(D) latency, throughput and model generalization.
(E) perplexity, validation loss and end-task accuracy."
arxiv/1_58/86,arxiv,1_58,86,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", what limits the deployment and application of Mixture-of-Experts models despite their reduced computation FLOPs?",high memory consumption and inter-chip communication overhead.,(C),limited memory and computational power on edge and mobile devices.,load-balancing difficulties and routing instability across experts.,high memory consumption and inter-chip communication overhead.,the memory consumption introduced by the KV caches.,the lack of hardware specifically optimized for 1-bit LLMs.,"[""the memory consumption introduced by the KV caches."", ""limited memory and computational power on edge and mobile devices."", ""the lack of hardware specifically optimized for 1-bit LLMs."", ""load-balancing difficulties and routing instability across experts.""]","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", what limits the deployment and application of Mixture-of-Experts models despite their reduced computation FLOPs?
(A) limited memory and computational power on edge and mobile devices.
(B) load-balancing difficulties and routing instability across experts.
(C) high memory consumption and inter-chip communication overhead.
(D) the memory consumption introduced by the KV caches.
(E) the lack of hardware specifically optimized for 1-bit LLMs.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the deployment and application of Mixture-of-Experts models despite their reduced computation FLOPs are limited by high memory consumption and inter-chip communication overhead.","While it significantly reduces the computation FLOPs, the high memory consumption and inter-chip communication overhead limit its deployment and application.",Discussion and Future Work,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the deployment and application of Mixture-of-Experts models despite their reduced computation FLOPs are limited by","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the deployment and application of Mixture-of-Experts models despite their reduced computation FLOPs are limited by
(A) limited memory and computational power on edge and mobile devices.
(B) load-balancing difficulties and routing instability across experts.
(C) high memory consumption and inter-chip communication overhead.
(D) the memory consumption introduced by the KV caches.
(E) the lack of hardware specifically optimized for 1-bit LLMs."
arxiv/1_58/93,arxiv,1_58,93,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the discussion of native support for long sequences, to how many bits does \text{BitNet b1.58} reduce the activations from 16 bits?",8 bits.,(B),1.58 bits.,8 bits.,4 bits.,1 bit.,2 bits.,"[""4 bits."", ""1.58 bits."", ""2 bits."", ""1 bit.""]","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the discussion of native support for long sequences, to how many bits does \text{BitNet b1.58} reduce the activations from 16 bits?
(A) 1.58 bits.
(B) 8 bits.
(C) 4 bits.
(D) 1 bit.
(E) 2 bits.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the discussion of native support for long sequences, \text{BitNet b1.58} reduces the activations from 16 bits to 8 bits.","\text{BitNet b1.58} represents a significant step towards native support for long sequences, as it reduces the activations from 16 bits to 8 bits, allowing the context length to be doubled given the same resources.",Discussion and Future Work,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the discussion of native support for long sequences, \text{BitNet b1.58} reduces the activations from 16 bits to","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the discussion of native support for long sequences, \text{BitNet b1.58} reduces the activations from 16 bits to
(A) 1.58 bits.
(B) 8 bits.
(C) 4 bits.
(D) 1 bit.
(E) 2 bits."
arxiv/1_58/100,arxiv,1_58,100,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", on what kinds of devices does the use of 1.58-bit LLMs have the potential to greatly improve the performance of language models?",edge and mobile devices.,(E),specialized LPU hardware.,long-context inputs.,single-chip systems.,cloud and data-center servers.,edge and mobile devices.,"[""long-context inputs."", ""single-chip systems."", ""specialized LPU hardware."", ""cloud and data-center servers.""]","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", on what kinds of devices does the use of 1.58-bit LLMs have the potential to greatly improve the performance of language models?
(A) specialized LPU hardware.
(B) long-context inputs.
(C) single-chip systems.
(D) cloud and data-center servers.
(E) edge and mobile devices.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the use of 1.58-bit LLMs has the potential to greatly improve the performance of language models on edge and mobile devices.",The use of 1.58-bit LLMs has the potential to greatly improve the performance of language models on edge and mobile devices.,Discussion and Future Work,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the use of 1.58-bit LLMs has the potential to greatly improve the performance of language models on","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the use of 1.58-bit LLMs has the potential to greatly improve the performance of language models on
(A) specialized LPU hardware.
(B) long-context inputs.
(C) single-chip systems.
(D) cloud and data-center servers.
(E) edge and mobile devices."
arxiv/1_58/105,arxiv,1_58,105,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", which model’s arithmetic operations energy consumption do the authors estimate alongside \text{BitNet b1.58}?",\text{LLaMA LLM}.,(A),\text{LLaMA LLM}.,\text{Mistral 7B}.,\text{GPT-3}.,\text{StableLM-3B}.,\text{OPT-13B}.,"[""\\text{StableLM-3B}."", ""\\text{GPT-3}."", ""\\text{OPT-13B}."", ""\\text{Mistral 7B}.""]","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", which model’s arithmetic operations energy consumption do the authors estimate alongside \text{BitNet b1.58}?
(A) \text{LLaMA LLM}.
(B) \text{Mistral 7B}.
(C) \text{GPT-3}.
(D) \text{StableLM-3B}.
(E) \text{OPT-13B}.","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" the authors estimate the arithmetic operations energy consumption of both \text{BitNet b1.58} and \text{LLaMA LLM}.",We also estimate the arithmetic operations energy consumption of both \text{BitNet b1.58} and \text{LLaMA LLM}.,Results,"In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" the authors estimate the arithmetic operations energy consumption of both \text{BitNet b1.58} and","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" the authors estimate the arithmetic operations energy consumption of both \text{BitNet b1.58} and
(A) \text{LLaMA LLM}.
(B) \text{Mistral 7B}.
(C) \text{GPT-3}.
(D) \text{StableLM-3B}.
(E) \text{OPT-13B}."
