review_id,domain_group,document,v15_row_index,question_stem,target,correct_label,option_a,option_b,option_c,option_d,option_e,distractors,formatted_question,fact,raw_knowledge_statement,section,v14_cloze_probe,v14_formatted_question
legal/United_States_v_Jaison_Coleman/1,legal,United_States_v_Jaison_Coleman,1,"In the case ""United States v. Jaison L. Coleman,"" after officers entered the home and spoke with the two children, who did the children say had been fighting?",Lisa and Coleman.,(D),the officers and Lisa.,Lisa and Officer Kizer.,Coleman and a neighbor.,Lisa and Coleman.,Coleman and one of the children.,"[""Lisa and Officer Kizer."", ""Coleman and one of the children."", ""the officers and Lisa."", ""Coleman and a neighbor.""]","In the case ""United States v. Jaison L. Coleman,"" after officers entered the home and spoke with the two children, who did the children say had been fighting?
(A) the officers and Lisa.
(B) Lisa and Officer Kizer.
(C) Coleman and a neighbor.
(D) Lisa and Coleman.
(E) Coleman and one of the children.","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and spoke with the two children, the children said that the people who had been fighting were Lisa and Coleman.","In talking to the two children, the officers learned that Lisa and Coleman had been fighting, with Coleman reportedly being loud, aggressive, and mean.",I,"According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and spoke with the two children, the children said that the people who had been fighting were","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and spoke with the two children, the children said that the people who had been fighting were
(A) the officers and Lisa.
(B) Lisa and Officer Kizer.
(C) Coleman and a neighbor.
(D) Lisa and Coleman.
(E) Coleman and one of the children."
legal/United_States_v_Jaison_Coleman/3,legal,United_States_v_Jaison_Coleman,3,"According to the opinion in ""United States v. Jaison L. Coleman,"" what did Lisa initially do that, along with Officer Kizer asking for permission to enter, implied she did not have to consent to his entry?",initially denied his request.,(D),had been explicitly told she could refuse consent.,signed a written consent-to-search form.,was not in custody during the encounter.,initially denied his request.,received Miranda warnings before speaking with him.,"[""had been explicitly told she could refuse consent."", ""was not in custody during the encounter."", ""received Miranda warnings before speaking with him."", ""signed a written consent-to-search form.""]","According to the opinion in ""United States v. Jaison L. Coleman,"" what did Lisa initially do that, along with Officer Kizer asking for permission to enter, implied she did not have to consent to his entry?
(A) had been explicitly told she could refuse consent.
(B) signed a written consent-to-search form.
(C) was not in custody during the encounter.
(D) initially denied his request.
(E) received Miranda warnings before speaking with him.","According to the opinion in ""United States v. Jaison L. Coleman,"" the court explained that Lisa understood she did not have to allow Officer Kizer into her home partly because she initially denied his request.","While Officer Kizer did not explicitly tell her that she did not need to consent to his entry, the fact that he asked for permission implied as much, as did the fact that she initially denied his request.",II,"According to the opinion in ""United States v. Jaison L. Coleman,"" the court explained that Lisa understood she did not have to allow Officer Kizer into her home partly because she","According to the opinion in ""United States v. Jaison L. Coleman,"" the court explained that Lisa understood she did not have to allow Officer Kizer into her home partly because she
(A) had been explicitly told she could refuse consent.
(B) signed a written consent-to-search form.
(C) was not in custody during the encounter.
(D) initially denied his request.
(E) received Miranda warnings before speaking with him."
legal/United_States_v_Jaison_Coleman/10,legal,United_States_v_Jaison_Coleman,10,"In the case ""United States v. Jaison L. Coleman,"" after Officer Jamie Kizer of the Marshfield, Wisconsin police department knocked on the door while responding to a 911 domestic-violence call, whom did Officer Kizer speak to?",Lisa.,(D),Jaison.,her daughter.,dispatch.,Lisa.,the caller.,"[""Jaison."", ""the caller."", ""her daughter."", ""dispatch.""]","In the case ""United States v. Jaison L. Coleman,"" after Officer Jamie Kizer of the Marshfield, Wisconsin police department knocked on the door while responding to a 911 domestic-violence call, whom did Officer Kizer speak to?
(A) Jaison.
(B) her daughter.
(C) dispatch.
(D) Lisa.
(E) the caller.","According to the opinion in ""United States v. Jaison L. Coleman,"" after Officer Jamie Kizer of the Marshfield, Wisconsin police department knocked on the door while responding to a 911 domestic-violence call, Officer Kizer spoke to Lisa.","Officer Kizer knocked on the door and spoke to Lisa, who balked when asked whether her kids were okay.",Header,"According to the opinion in ""United States v. Jaison L. Coleman,"" after Officer Jamie Kizer of the Marshfield, Wisconsin police department knocked on the door while responding to a 911 domestic-violence call, Officer Kizer spoke to","According to the opinion in ""United States v. Jaison L. Coleman,"" after Officer Jamie Kizer of the Marshfield, Wisconsin police department knocked on the door while responding to a 911 domestic-violence call, Officer Kizer spoke to
(A) Jaison.
(B) her daughter.
(C) dispatch.
(D) Lisa.
(E) the caller."
legal/United_States_v_Jaison_Coleman/15,legal,United_States_v_Jaison_Coleman,15,"In the case ""United States v. Jaison L. Coleman"", what source provided the pertinent facts described in the opinion?",body camera footage recorded by Officer Kizer and his colleagues at the Coleman home.,(E),911 call recordings and dispatcher logs documenting the officers' response to the Coleman home.,dashboard-camera footage from the patrol vehicles that responded to the Coleman home.,the police incident reports and arrest affidavit prepared after the officers' search of the residence.,sworn testimony from Officer Kizer and the other responding officers at the suppression hearing.,body camera footage recorded by Officer Kizer and his colleagues at the Coleman home.,"[""sworn testimony from Officer Kizer and the other responding officers at the suppression hearing."", ""dashboard-camera footage from the patrol vehicles that responded to the Coleman home."", ""the police incident reports and arrest affidavit prepared after the officers' search of the residence."", ""911 call recordings and dispatcher logs documenting the officers' response to the Coleman home.""]","In the case ""United States v. Jaison L. Coleman"", what source provided the pertinent facts described in the opinion?
(A) 911 call recordings and dispatcher logs documenting the officers' response to the Coleman home.
(B) dashboard-camera footage from the patrol vehicles that responded to the Coleman home.
(C) the police incident reports and arrest affidavit prepared after the officers' search of the residence.
(D) sworn testimony from Officer Kizer and the other responding officers at the suppression hearing.
(E) body camera footage recorded by Officer Kizer and his colleagues at the Coleman home.","According to the opinion in ""United States v. Jaison L. Coleman,"" the pertinent facts described in the opinion were provided by body camera footage recorded by Officer Kizer and his colleagues at the Coleman home.",The pertinent facts come from body camera footage recorded by Officer Kizer and his colleagues at the Coleman home.,I,"According to the opinion in ""United States v. Jaison L. Coleman,"" the pertinent facts described in the opinion were provided by","According to the opinion in ""United States v. Jaison L. Coleman,"" the pertinent facts described in the opinion were provided by
(A) 911 call recordings and dispatcher logs documenting the officers' response to the Coleman home.
(B) dashboard-camera footage from the patrol vehicles that responded to the Coleman home.
(C) the police incident reports and arrest affidavit prepared after the officers' search of the residence.
(D) sworn testimony from Officer Kizer and the other responding officers at the suppression hearing.
(E) body camera footage recorded by Officer Kizer and his colleagues at the Coleman home."
legal/United_States_v_Jaison_Coleman/32,legal,United_States_v_Jaison_Coleman,32,"According to the opinion in ""United States v. Jaison L. Coleman,"" what may a defendant challenge when a third party gives consent to search a place in which both the third party and the defendant have legitimate expectations of privacy?",the validity of the consent given by the third party.,(A),the validity of the consent given by the third party.,the admissibility of evidence seized in plain view during the search.,the officers’ probable cause to search the home.,the voluntariness of his own post-arrest statements.,the third party’s standing to invoke Fourth Amendment protections.,"[""the officers\u2019 probable cause to search the home."", ""the admissibility of evidence seized in plain view during the search."", ""the voluntariness of his own post-arrest statements."", ""the third party\u2019s standing to invoke Fourth Amendment protections.""]","According to the opinion in ""United States v. Jaison L. Coleman,"" what may a defendant challenge when a third party gives consent to search a place in which both the third party and the defendant have legitimate expectations of privacy?
(A) the validity of the consent given by the third party.
(B) the admissibility of evidence seized in plain view during the search.
(C) the officers’ probable cause to search the home.
(D) the voluntariness of his own post-arrest statements.
(E) the third party’s standing to invoke Fourth Amendment protections.","According to the opinion in ""United States v. Jaison L. Coleman,"" when a third party gives consent to search a place in which both the third party and the defendant have legitimate expectations of privacy, a defendant may challenge the validity of the consent given by the third party.","So too do both sides agree that consent need not come from the defendant: “[a] third party may give consent to search a place in which both she and the defendant have legitimate expectations of privacy, and the defendant can challenge the validity of the consent given by the third party.” United States v. Cellitti, 387 F.3d 618, 621 (7th Cir. 2004) (citing United States v. Matlock, 415 U.S. 164 (1974)).",II,"According to the opinion in ""United States v. Jaison L. Coleman,"" when a third party gives consent to search a place in which both the third party and the defendant have legitimate expectations of privacy, a defendant may challenge","According to the opinion in ""United States v. Jaison L. Coleman,"" when a third party gives consent to search a place in which both the third party and the defendant have legitimate expectations of privacy, a defendant may challenge
(A) the validity of the consent given by the third party.
(B) the admissibility of evidence seized in plain view during the search.
(C) the officers’ probable cause to search the home.
(D) the voluntariness of his own post-arrest statements.
(E) the third party’s standing to invoke Fourth Amendment protections."
legal/United_States_v_Jaison_Coleman/35,legal,United_States_v_Jaison_Coleman,35,"According to the opinion in ""United States v. Jaison L. Coleman,"" what inquiry do courts use to evaluate the scope of consent under the Fourth Amendment consent exception?",objective reasonableness.,(E),the subjective understanding of the defendant.,probable cause.,the totality of the circumstances.,clear-error review.,objective reasonableness.,"[""the totality of the circumstances."", ""probable cause."", ""clear-error review."", ""the subjective understanding of the defendant.""]","According to the opinion in ""United States v. Jaison L. Coleman,"" what inquiry do courts use to evaluate the scope of consent under the Fourth Amendment consent exception?
(A) the subjective understanding of the defendant.
(B) probable cause.
(C) the totality of the circumstances.
(D) clear-error review.
(E) objective reasonableness.","According to the opinion in ""United States v. Jaison L. Coleman,"" courts evaluate the scope of consent under the Fourth Amendment consent exception using the standard of objective reasonableness.","The proper inquiry for evaluating the scope of consent is “objective reasonableness,” with courts asking, “what would the typical reasonable person have understood by the exchange between the officer” and the person giving consent?",II,"According to the opinion in ""United States v. Jaison L. Coleman,"" courts evaluate the scope of consent under the Fourth Amendment consent exception using the standard of","According to the opinion in ""United States v. Jaison L. Coleman,"" courts evaluate the scope of consent under the Fourth Amendment consent exception using the standard of
(A) the subjective understanding of the defendant.
(B) probable cause.
(C) the totality of the circumstances.
(D) clear-error review.
(E) objective reasonableness."
legal/United_States_v_Jaison_Coleman/37,legal,United_States_v_Jaison_Coleman,37,"According to the opinion in ""United States v. Jaison L. Coleman,"" in the Fourth Amendment consent-search context, what do courts determine by looking at the totality of the circumstances?",the voluntariness of consent.,(D),the defendant’s legitimate expectation of privacy in the place searched.,the third party’s common authority over the premises.,whether the investigatory stop was supported by reasonable suspicion.,the voluntariness of consent.,whether the officers had probable cause to search the residence.,"[""the third party\u2019s common authority over the premises."", ""the defendant\u2019s legitimate expectation of privacy in the place searched."", ""whether the officers had probable cause to search the residence."", ""whether the investigatory stop was supported by reasonable suspicion.""]","According to the opinion in ""United States v. Jaison L. Coleman,"" in the Fourth Amendment consent-search context, what do courts determine by looking at the totality of the circumstances?
(A) the defendant’s legitimate expectation of privacy in the place searched.
(B) the third party’s common authority over the premises.
(C) whether the investigatory stop was supported by reasonable suspicion.
(D) the voluntariness of consent.
(E) whether the officers had probable cause to search the residence.","According to the opinion in ""United States v. Jaison L. Coleman,"" in the Fourth Amendment consent-search context, courts assess the voluntariness of consent.",Courts assess the voluntariness of consent by considering the totality of the circumstances.,II,"According to the opinion in ""United States v. Jaison L. Coleman,"" in the Fourth Amendment consent-search context, courts assess","According to the opinion in ""United States v. Jaison L. Coleman,"" in the Fourth Amendment consent-search context, courts assess
(A) the defendant’s legitimate expectation of privacy in the place searched.
(B) the third party’s common authority over the premises.
(C) whether the investigatory stop was supported by reasonable suspicion.
(D) the voluntariness of consent.
(E) whether the officers had probable cause to search the residence."
legal/United_States_v_Jaison_Coleman/40,legal,United_States_v_Jaison_Coleman,40,"In the case ""United States v. Jaison L. Coleman,"" the reviewing court said it saw no clear error in the district court’s finding about Lisa’s consent. What did the district court find that Lisa had consented to?",the police officers entering her home.,(B),a search incident to arrest within the home.,the police officers entering her home.,a warrantless search of every room in her home.,the seizure of evidence they discovered inside the house.,the officers conducting a protective sweep of the residence.,"[""a warrantless search of every room in her home."", ""the officers conducting a protective sweep of the residence."", ""the seizure of evidence they discovered inside the house."", ""a search incident to arrest within the home.""]","In the case ""United States v. Jaison L. Coleman,"" the reviewing court said it saw no clear error in the district court’s finding about Lisa’s consent. What did the district court find that Lisa had consented to?
(A) a search incident to arrest within the home.
(B) the police officers entering her home.
(C) a warrantless search of every room in her home.
(D) the seizure of evidence they discovered inside the house.
(E) the officers conducting a protective sweep of the residence.","According to the opinion in ""United States v. Jaison L. Coleman,"" the reviewing court said it saw no clear error in the district court’s finding that Lisa had consented to the police officers entering her home.","Having viewed the complete interaction between Officer Kizer and Lisa, we see no clear error in the district court’s finding that she consented to the police officers entering her home.",II,"According to the opinion in ""United States v. Jaison L. Coleman,"" the reviewing court said it saw no clear error in the district court’s finding that Lisa had consented to","According to the opinion in ""United States v. Jaison L. Coleman,"" the reviewing court said it saw no clear error in the district court’s finding that Lisa had consented to
(A) a search incident to arrest within the home.
(B) the police officers entering her home.
(C) a warrantless search of every room in her home.
(D) the seizure of evidence they discovered inside the house.
(E) the officers conducting a protective sweep of the residence."
legal/United_States_v_Jaison_Coleman/44,legal,United_States_v_Jaison_Coleman,44,"In the case ""United States v. Jaison L. Coleman,"" when the opinion discussed Officer Kizer asking Lisa twice for permission to enter her home, how long did it say their entire conversation lasted?",but a few minutes.,(A),but a few minutes.,until Lisa was placed in custody.,for roughly fifteen minutes.,only until Miranda warnings were administered.,nearly half an hour.,"[""for roughly fifteen minutes."", ""nearly half an hour."", ""until Lisa was placed in custody."", ""only until Miranda warnings were administered.""]","In the case ""United States v. Jaison L. Coleman,"" when the opinion discussed Officer Kizer asking Lisa twice for permission to enter her home, how long did it say their entire conversation lasted?
(A) but a few minutes.
(B) until Lisa was placed in custody.
(C) for roughly fifteen minutes.
(D) only until Miranda warnings were administered.
(E) nearly half an hour.","According to the opinion in ""United States v. Jaison L. Coleman,"" when the opinion discussed Officer Kizer asking Lisa twice for permission to enter her home, it said their entire conversation lasted but a few minutes.","And while Officer Kizer did ask twice for permission to enter, their entire conversation lasted but a few minutes.",II,"According to the opinion in ""United States v. Jaison L. Coleman,"" when the opinion discussed Officer Kizer asking Lisa twice for permission to enter her home, it said their entire conversation lasted","According to the opinion in ""United States v. Jaison L. Coleman,"" when the opinion discussed Officer Kizer asking Lisa twice for permission to enter her home, it said their entire conversation lasted
(A) but a few minutes.
(B) until Lisa was placed in custody.
(C) for roughly fifteen minutes.
(D) only until Miranda warnings were administered.
(E) nearly half an hour."
legal/United_States_v_Jaison_Coleman/49,legal,United_States_v_Jaison_Coleman,49,"In the case ""United States v. Jaison L. Coleman,"" when the court discussed whether Lisa's consent to Officer Kizer's entry was coerced, what did Officer Kizer say he was concerned about when asking for permission to enter?",the safety of Lisa’s children.,(A),the safety of Lisa’s children.,the safety of everyone inside the apartment.,his own safety and that of the other officers.,Lisa’s own well-being after the disturbance.,the possible destruction of evidence in the home.,"[""the safety of everyone inside the apartment."", ""his own safety and that of the other officers."", ""Lisa\u2019s own well-being after the disturbance."", ""the possible destruction of evidence in the home.""]","In the case ""United States v. Jaison L. Coleman,"" when the court discussed whether Lisa's consent to Officer Kizer's entry was coerced, what did Officer Kizer say he was concerned about when asking for permission to enter?
(A) the safety of Lisa’s children.
(B) the safety of everyone inside the apartment.
(C) his own safety and that of the other officers.
(D) Lisa’s own well-being after the disturbance.
(E) the possible destruction of evidence in the home.","According to the opinion in ""United States v. Jaison L. Coleman,"" when the court discussed whether Lisa’s consent to Officer Kizer’s entry was coerced, Officer Kizer said he was concerned for the safety of Lisa’s children.","Officer Kizer asked for permission to enter by expressing concern for the safety of Lisa’s children and relayed that concern with some urgency and intensity, but the district court did not clearly err by finding that he did so without overstepping and coercing her consent.",II,"According to the opinion in ""United States v. Jaison L. Coleman,"" when the court discussed whether Lisa’s consent to Officer Kizer’s entry was coerced, Officer Kizer said he was concerned for","According to the opinion in ""United States v. Jaison L. Coleman,"" when the court discussed whether Lisa’s consent to Officer Kizer’s entry was coerced, Officer Kizer said he was concerned for
(A) the safety of Lisa’s children.
(B) the safety of everyone inside the apartment.
(C) his own safety and that of the other officers.
(D) Lisa’s own well-being after the disturbance.
(E) the possible destruction of evidence in the home."
