review_id,domain_group,document,v15_row_index,question_stem,target,correct_label,option_a,option_b,option_c,option_d,option_e,distractors,formatted_question,fact,raw_knowledge_statement,section,v14_cloze_probe,v14_formatted_question
medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/12,medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,12,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", what medication was started on day 8 after the patient was diagnosed with systemic Behçet's disease and acute neuro-Behçet's disease?",colchicine.,(B),azathioprine.,colchicine.,cefepime.,methylprednisolone.,acyclovir.,"[""cefepime."", ""acyclovir."", ""methylprednisolone."", ""azathioprine.""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", what medication was started on day 8 after the patient was diagnosed with systemic Behçet's disease and acute neuro-Behçet's disease?
(A) azathioprine.
(B) colchicine.
(C) cefepime.
(D) methylprednisolone.
(E) acyclovir.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 8 after the patient was diagnosed with systemic Behçet's disease and acute neuro-Behçet's disease, the medication started was colchicine.","On day 8, colchicine was started following the diagnosis of systemic BD and acute neuro-BD.",Treatment,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 8 after the patient was diagnosed with systemic Behçet's disease and acute neuro-Behçet's disease, the medication started was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 8 after the patient was diagnosed with systemic Behçet's disease and acute neuro-Behçet's disease, the medication started was
(A) azathioprine.
(B) colchicine.
(C) cefepime.
(D) methylprednisolone.
(E) acyclovir."
medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/15,medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,15,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", what two categories of findings supported the simultaneous diagnosis of systemic Behçet's disease and acute neuro-Behçet's disease in this patient?",mucocutaneous lesions and CNS involvement.,(A),mucocutaneous lesions and CNS involvement.,hyponatraemia and headache.,uveitis and a positive pathergy test.,HLA-B51 positivity and elevated inflammatory markers.,SIADH and response to colchicine monotherapy.,"[""hyponatraemia and headache."", ""SIADH and response to colchicine monotherapy."", ""uveitis and a positive pathergy test."", ""HLA-B51 positivity and elevated inflammatory markers.""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", what two categories of findings supported the simultaneous diagnosis of systemic Behçet's disease and acute neuro-Behçet's disease in this patient?
(A) mucocutaneous lesions and CNS involvement.
(B) hyponatraemia and headache.
(C) uveitis and a positive pathergy test.
(D) HLA-B51 positivity and elevated inflammatory markers.
(E) SIADH and response to colchicine monotherapy.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the simultaneous diagnosis of systemic Behçet's disease and acute neuro-Behçet's disease in this patient was supported by mucocutaneous lesions and CNS involvement.","This case is notable for the simultaneous diagnosis of systemic BD and acute neuro-BD, supported by mucocutaneous lesions and CNS involvement.",Discussion,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the simultaneous diagnosis of systemic Behçet's disease and acute neuro-Behçet's disease in this patient was supported by","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the simultaneous diagnosis of systemic Behçet's disease and acute neuro-Behçet's disease in this patient was supported by
(A) mucocutaneous lesions and CNS involvement.
(B) hyponatraemia and headache.
(C) uveitis and a positive pathergy test.
(D) HLA-B51 positivity and elevated inflammatory markers.
(E) SIADH and response to colchicine monotherapy."
medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/28,medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,28,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", what conditions or agents is syndrome of inappropriate antidiuretic hormone secretion (SIADH) often the result of, as noted in the background discussion of its cause of hyponatraemia?","central nervous system (CNS) inflammation, malignancy or certain medications.",(A),"central nervous system (CNS) inflammation, malignancy or certain medications.","recurrent oral and genital ulcers, uveitis or skin lesions.","adrenal insufficiency, hypothyroidism or renal salt wasting.","congestive heart failure, liver cirrhosis or nephrotic syndrome.","headaches, behavioural changes or focal neurological deficits.","[""recurrent oral and genital ulcers, uveitis or skin lesions."", ""headaches, behavioural changes or focal neurological deficits."", ""adrenal insufficiency, hypothyroidism or renal salt wasting."", ""congestive heart failure, liver cirrhosis or nephrotic syndrome.""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", what conditions or agents is syndrome of inappropriate antidiuretic hormone secretion (SIADH) often the result of, as noted in the background discussion of its cause of hyponatraemia?
(A) central nervous system (CNS) inflammation, malignancy or certain medications.
(B) recurrent oral and genital ulcers, uveitis or skin lesions.
(C) adrenal insufficiency, hypothyroidism or renal salt wasting.
(D) congestive heart failure, liver cirrhosis or nephrotic syndrome.
(E) headaches, behavioural changes or focal neurological deficits.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", syndrome of inappropriate antidiuretic hormone secretion (SIADH) is often the result of central nervous system (CNS) inflammation, malignancy or certain medications.","The syndrome of inappropriate antidiuretic hormone secretion (SIADH) is a well-known cause of hyponatraemia and is often the result of central nervous system (CNS) inflammation, malignancy or certain medications.",Background,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", syndrome of inappropriate antidiuretic hormone secretion (SIADH) is often the result of","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", syndrome of inappropriate antidiuretic hormone secretion (SIADH) is often the result of
(A) central nervous system (CNS) inflammation, malignancy or certain medications.
(B) recurrent oral and genital ulcers, uveitis or skin lesions.
(C) adrenal insufficiency, hypothyroidism or renal salt wasting.
(D) congestive heart failure, liver cirrhosis or nephrotic syndrome.
(E) headaches, behavioural changes or focal neurological deficits."
medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/32,medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,32,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", what skin lesion type was observed on physical examination of the man in his 60s, in addition to oral aphthae, on the face and trunk?",folliculitis-like rashes on the face and trunk,(C),erythema nodosum-like lesions on the lower legs,pitting oedema of the lower extremities,folliculitis-like rashes on the face and trunk,genital ulceration with scrotal tenderness,malar rash across the cheeks and nasal bridge,"[""erythema nodosum-like lesions on the lower legs"", ""genital ulceration with scrotal tenderness"", ""malar rash across the cheeks and nasal bridge"", ""pitting oedema of the lower extremities""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", what skin lesion type was observed on physical examination of the man in his 60s, in addition to oral aphthae, on the face and trunk?
(A) erythema nodosum-like lesions on the lower legs
(B) pitting oedema of the lower extremities
(C) folliculitis-like rashes on the face and trunk
(D) genital ulceration with scrotal tenderness
(E) malar rash across the cheeks and nasal bridge","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", physical examination of the man in his 60s showed oral aphthae and folliculitis-like rashes on the face and trunk","Physical examination revealed oral aphthae and folliculitis-like rashes on the face and trunk (figure 1A, B and C).",Case presentation,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", physical examination of the man in his 60s showed oral aphthae and","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", physical examination of the man in his 60s showed oral aphthae and
(A) erythema nodosum-like lesions on the lower legs
(B) pitting oedema of the lower extremities
(C) folliculitis-like rashes on the face and trunk
(D) genital ulceration with scrotal tenderness
(E) malar rash across the cheeks and nasal bridge"
medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/42,medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,42,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 when the patient’s headache and vertigo worsened, what was suspected despite the absence of neck stiffness or cranial nerve involvement?",CNS inflammation was suspected.,(B),an acute cerebrovascular event was suspected.,CNS inflammation was suspected.,a peripheral vestibular disorder was suspected.,cranial neuropathy related to Behçet’s disease was suspected.,hypothalamic dysfunction causing SIADH was suspected.,"[""hypothalamic dysfunction causing SIADH was suspected."", ""a peripheral vestibular disorder was suspected."", ""an acute cerebrovascular event was suspected."", ""cranial neuropathy related to Beh\u00e7et\u2019s disease was suspected.""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 when the patient’s headache and vertigo worsened, what was suspected despite the absence of neck stiffness or cranial nerve involvement?
(A) an acute cerebrovascular event was suspected.
(B) CNS inflammation was suspected.
(C) a peripheral vestibular disorder was suspected.
(D) cranial neuropathy related to Behçet’s disease was suspected.
(E) hypothalamic dysfunction causing SIADH was suspected.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 when the patient’s headache and vertigo worsened, despite the absence of neck stiffness or cranial nerve involvement, CNS inflammation was suspected.","Although there was no neck stiffness or cranial nerve involvement, CNS inflammation was suspected.",Investigations,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 when the patient’s headache and vertigo worsened, despite the absence of neck stiffness or cranial nerve involvement,","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 when the patient’s headache and vertigo worsened, despite the absence of neck stiffness or cranial nerve involvement,
(A) an acute cerebrovascular event was suspected.
(B) CNS inflammation was suspected.
(C) a peripheral vestibular disorder was suspected.
(D) cranial neuropathy related to Behçet’s disease was suspected.
(E) hypothalamic dysfunction causing SIADH was suspected."
medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/47,medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,47,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the cerebrospinal fluid evaluation performed after the patient's headache and vertigo worsened on day 3, which fungal test was reported as negative?",cryptococcal antigen,(C),Candida mannan antigen,Mycobacterium tuberculosis PCR,cryptococcal antigen,herpes simplex virus PCR,aspergillus galactomannan antigen,"[""aspergillus galactomannan antigen"", ""Candida mannan antigen"", ""herpes simplex virus PCR"", ""Mycobacterium tuberculosis PCR""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the cerebrospinal fluid evaluation performed after the patient's headache and vertigo worsened on day 3, which fungal test was reported as negative?
(A) Candida mannan antigen
(B) Mycobacterium tuberculosis PCR
(C) cryptococcal antigen
(D) herpes simplex virus PCR
(E) aspergillus galactomannan antigen","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the cerebrospinal fluid evaluation performed after the patient's headache and vertigo worsened on day 3, the fungal test reported as negative was cryptococcal antigen","CSF cultures and tests for bacterial and mycobacterial pathogens, as well as herpes simplex virus (HSV), varicella zoster virus (VZV) and cryptococcal antigen, were all negative.",Investigations,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the cerebrospinal fluid evaluation performed after the patient's headache and vertigo worsened on day 3, the fungal test reported as negative was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the cerebrospinal fluid evaluation performed after the patient's headache and vertigo worsened on day 3, the fungal test reported as negative was
(A) Candida mannan antigen
(B) Mycobacterium tuberculosis PCR
(C) cryptococcal antigen
(D) herpes simplex virus PCR
(E) aspergillus galactomannan antigen"
medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/68,medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,68,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", what does acute neuro-BD most commonly present as, with or without focal neurological deficits?",as a self-limiting meningoencephalitis,(A),as a self-limiting meningoencephalitis,as a peripheral neuropathy with distal sensory loss,as an isolated hyponatraemic headache syndrome,as a large-vessel ischemic stroke syndrome,as an optic neuritis mimicking multiple sclerosis,"[""as an isolated hyponatraemic headache syndrome"", ""as a peripheral neuropathy with distal sensory loss"", ""as an optic neuritis mimicking multiple sclerosis"", ""as a large-vessel ischemic stroke syndrome""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", what does acute neuro-BD most commonly present as, with or without focal neurological deficits?
(A) as a self-limiting meningoencephalitis
(B) as a peripheral neuropathy with distal sensory loss
(C) as an isolated hyponatraemic headache syndrome
(D) as a large-vessel ischemic stroke syndrome
(E) as an optic neuritis mimicking multiple sclerosis","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", acute neuro-BD most commonly presents as a self-limiting meningoencephalitis","Acute neuro-BD most commonly presents as a self-limiting meningoencephalitis, with or without focal neurological deficits.",Discussion,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", acute neuro-BD most commonly presents","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", acute neuro-BD most commonly presents
(A) as a self-limiting meningoencephalitis
(B) as a peripheral neuropathy with distal sensory loss
(C) as an isolated hyponatraemic headache syndrome
(D) as a large-vessel ischemic stroke syndrome
(E) as an optic neuritis mimicking multiple sclerosis"
medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/73,medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,73,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", what marker do the international Behçet’s disease criteria not require, as they rely mainly on clinical features?",HLA-B51,(D),ocular lesions,recurrent oral ulceration,mucocutaneous findings,HLA-B51,genital ulceration,"[""recurrent oral ulceration"", ""genital ulceration"", ""ocular lesions"", ""mucocutaneous findings""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", what marker do the international Behçet’s disease criteria not require, as they rely mainly on clinical features?
(A) ocular lesions
(B) recurrent oral ulceration
(C) mucocutaneous findings
(D) HLA-B51
(E) genital ulceration","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the international Behçet’s disease criteria do not require HLA-B51","This aligns with international BD criteria, which do not require HLA-B51 and rely mainly on clinical features.",Discussion,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the international Behçet’s disease criteria do not require","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the international Behçet’s disease criteria do not require
(A) ocular lesions
(B) recurrent oral ulceration
(C) mucocutaneous findings
(D) HLA-B51
(E) genital ulceration"
medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/74,medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,74,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when evaluating other causes of the patient's central nervous system inflammation, which specific condition was included in the differential diagnosis alongside haematologic malignancy?",sarcoidosis,(D),systemic lupus erythematosus,multiple sclerosis,viral encephalitis,sarcoidosis,central nervous system vasculitis,"[""systemic lupus erythematosus"", ""viral encephalitis"", ""multiple sclerosis"", ""central nervous system vasculitis""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when evaluating other causes of the patient's central nervous system inflammation, which specific condition was included in the differential diagnosis alongside haematologic malignancy?
(A) systemic lupus erythematosus
(B) multiple sclerosis
(C) viral encephalitis
(D) sarcoidosis
(E) central nervous system vasculitis","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when evaluating other causes of the patient's central nervous system inflammation, the differential diagnosis included haematologic malignancy and sarcoidosis","We also considered other causes of CNS inflammation, including connective tissue diseases and malignancies, and included sarcoidosis and haematologic malignancy in the differential diagnosis.",Discussion,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when evaluating other causes of the patient's central nervous system inflammation, the differential diagnosis included haematologic malignancy and","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when evaluating other causes of the patient's central nervous system inflammation, the differential diagnosis included haematologic malignancy and
(A) systemic lupus erythematosus
(B) multiple sclerosis
(C) viral encephalitis
(D) sarcoidosis
(E) central nervous system vasculitis"
medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/76,medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,76,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", as part of the initial broad evaluation for screening investigations in this man in his 60s with fever, headache, and hyponatraemia, which serum marker was measured along with autoimmune serological markers and sIL-2R?",serum ACE,(A),serum ACE,serum lysozyme,serum interleukin-6,serum ferritin,serum calcium,"[""serum lysozyme"", ""serum calcium"", ""serum ferritin"", ""serum interleukin-6""]","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", as part of the initial broad evaluation for screening investigations in this man in his 60s with fever, headache, and hyponatraemia, which serum marker was measured along with autoimmune serological markers and sIL-2R?
(A) serum ACE
(B) serum lysozyme
(C) serum interleukin-6
(D) serum ferritin
(E) serum calcium","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", as part of the initial broad evaluation for screening investigations in this man in his 60s with fever, headache, and hyponatraemia, the serum marker measured along with autoimmune serological markers and sIL-2R was serum ACE","Therefore, as part of an initial broad evaluation, we measured autoimmune serological markers, serum ACE and sIL-2R as screening investigations.",Discussion,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", as part of the initial broad evaluation for screening investigations in this man in his 60s with fever, headache, and hyponatraemia, the serum marker measured along with autoimmune serological markers and sIL-2R was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", as part of the initial broad evaluation for screening investigations in this man in his 60s with fever, headache, and hyponatraemia, the serum marker measured along with autoimmune serological markers and sIL-2R was
(A) serum ACE
(B) serum lysozyme
(C) serum interleukin-6
(D) serum ferritin
(E) serum calcium"
