review_id,domain_group,document,v15_row_index,question_stem,target,correct_label,option_a,option_b,option_c,option_d,option_e,distractors,formatted_question,fact,raw_knowledge_statement,section,v14_cloze_probe,v14_formatted_question
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/1,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,1,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement. Which U.S. Patent numbers contained the asserted claims at issue?","7,346,134 and 9,548,775.",(E),"7,346,143 and 9,548,775.","7,643,134 and 9,548,577.","7,218,760 and 8,971,279.","7,346,134 and 9,458,775.","7,346,134 and 9,548,775.","[""7,346,143 and 9,548,775."", ""7,346,134 and 9,458,775."", ""7,643,134 and 9,548,577."", ""7,218,760 and 8,971,279.""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement. Which U.S. Patent numbers contained the asserted claims at issue?
(A) 7,346,143 and 9,548,775.
(B) 7,643,134 and 9,548,577.
(C) 7,218,760 and 8,971,279.
(D) 7,346,134 and 9,458,775.
(E) 7,346,134 and 9,548,775.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement, and the asserted claims at issue were contained in U.S. Patent Nos. 7,346,134 and 9,548,775.","AT&T Mobility LLC (AT&T) and Nokia of America Corporation (Nokia; collectively, Appellants) appeal the United States District Court for the Eastern District of Texas’ denial of judgment as a matter of law (JMOL) of noninfringement for the asserted claims of U.S. Patent Nos. 7,346,134 and 9,548,775.",Header,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement, and the asserted claims at issue were contained in U.S. Patent Nos.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement, and the asserted claims at issue were contained in U.S. Patent Nos.
(A) 7,346,143 and 9,548,775.
(B) 7,643,134 and 9,548,577.
(C) 7,218,760 and 8,971,279.
(D) 7,346,134 and 9,458,775.
(E) 7,346,134 and 9,548,775."
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/3,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,3,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC"", according to the opinion, what claimed category of signals causing interference did Dr. Wells fail to map x1 or x2 onto?",interference generating signals.,(C),signals of interest.,the downlink TX reference.,interference generating signals.,the modeled PIM path.,background noise components.,"[""signals of interest."", ""the modeled PIM path."", ""the downlink TX reference."", ""background noise components.""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC"", according to the opinion, what claimed category of signals causing interference did Dr. Wells fail to map x1 or x2 onto?
(A) signals of interest.
(B) the downlink TX reference.
(C) interference generating signals.
(D) the modeled PIM path.
(E) background noise components.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit discussed Dr. Jonathan Wells’s infringement testimony concerning the ’134 patent’s requirement that sampled received signals include both “signals of interest” and another category of signals, and Dr. Wells failed to map x1 or x2 onto interference generating signals.","Again, he did not map x1 or x2 onto either the “signals of interest” or the “interference generating signals” as required by the claims.",I. JMOL of Noninfringement,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit discussed Dr. Jonathan Wells’s infringement testimony concerning the ’134 patent’s requirement that sampled received signals include both “signals of interest” and another category of signals, and Dr. Wells failed to map x1 or x2 onto","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit discussed Dr. Jonathan Wells’s infringement testimony concerning the ’134 patent’s requirement that sampled received signals include both “signals of interest” and another category of signals, and Dr. Wells failed to map x1 or x2 onto
(A) signals of interest.
(B) the downlink TX reference.
(C) interference generating signals.
(D) the modeled PIM path.
(E) background noise components."
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/10,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,10,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" according to the opinion's discussion of the ’775 patent infringement theory, Finesse argued that three distinct multiplications shown in Nokia documents corresponded to a larger set of claim-required operations. What did Finesse map those three distinct multiplications onto?",the seven claimed multiplications.,(C),the baseband modulation operations used for channel equalization,"the three signal mappings of S3 onto x2, x2', and |x2|",the seven claimed multiplications.,the ten multiplications listed in the Nokia document,the coefficients p(n) = a0 through a9 referenced in J.A. 26486,"[""the ten multiplications listed in the Nokia document"", ""the three signal mappings of S3 onto x2, x2', and |x2|"", ""the coefficients p(n) = a0 through a9 referenced in J.A. 26486"", ""the baseband modulation operations used for channel equalization""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" according to the opinion's discussion of the ’775 patent infringement theory, Finesse argued that three distinct multiplications shown in Nokia documents corresponded to a larger set of claim-required operations. What did Finesse map those three distinct multiplications onto?
(A) the baseband modulation operations used for channel equalization
(B) the three signal mappings of S3 onto x2, x2', and |x2|
(C) the seven claimed multiplications.
(D) the ten multiplications listed in the Nokia document
(E) the coefficients p(n) = a0 through a9 referenced in J.A. 26486","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in the opinion’s discussion of the ’775 patent infringement theory, Finesse argued that three distinct multiplications shown in Nokia documents corresponded to the seven claimed multiplications.",Nor do they provide a mapping from the ten multiplications to the three distinct multiplications that Finesse mapped onto the seven claimed multiplications. Finesse Br. 17–18.,I. JMOL of Noninfringement,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in the opinion’s discussion of the ’775 patent infringement theory, Finesse argued that three distinct multiplications shown in Nokia documents corresponded to","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in the opinion’s discussion of the ’775 patent infringement theory, Finesse argued that three distinct multiplications shown in Nokia documents corresponded to
(A) the baseband modulation operations used for channel equalization
(B) the three signal mappings of S3 onto x2, x2', and |x2|
(C) the seven claimed multiplications.
(D) the ten multiplications listed in the Nokia document
(E) the coefficients p(n) = a0 through a9 referenced in J.A. 26486"
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/23,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,23,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" what amount did the jury award in lump-sum damages after finding all asserted claims of the ’134 and ’775 patents valid and infringed?","$166,303,391",(D),"$498,910,173","$169,303,391","$163,303,391","$166,303,391","$166,033,391","[""$163,303,391"", ""$166,033,391"", ""$169,303,391"", ""$498,910,173""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" what amount did the jury award in lump-sum damages after finding all asserted claims of the ’134 and ’775 patents valid and infringed?
(A) $498,910,173
(B) $169,303,391
(C) $163,303,391
(D) $166,303,391
(E) $166,033,391","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after finding all asserted claims of the ’134 and ’775 patents valid and infringed, the jury awarded lump-sum damages of $166,303,391","The jury found all asserted claims valid and infringed, and awarded $166,303,391 in lump-sum damages for the remaining life of the ’134 and ’775 patents.",BACKGROUND,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after finding all asserted claims of the ’134 and ’775 patents valid and infringed, the jury awarded lump-sum damages of","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after finding all asserted claims of the ’134 and ’775 patents valid and infringed, the jury awarded lump-sum damages of
(A) $498,910,173
(B) $169,303,391
(C) $163,303,391
(D) $166,303,391
(E) $166,033,391"
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/40,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,40,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in representative claim 1 of the ’775 patent describing a method for performing interference cancellation in a co-located transmitter and receiver, where is the transmitter filter coupled?",between the HPA and an antenna used by the transmitter,(A),between the HPA and an antenna used by the transmitter,between the baseband processing circuitry and the HPA of the transmitter,between the HPA and the receiver components of the co-located receiver,between a duplexer and a shared antenna used by both the transmitter and receiver,after the antenna and before a low-noise amplifier in the receiver path,"[""between the HPA and the receiver components of the co-located receiver"", ""between the baseband processing circuitry and the HPA of the transmitter"", ""between a duplexer and a shared antenna used by both the transmitter and receiver"", ""after the antenna and before a low-noise amplifier in the receiver path""]","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in representative claim 1 of the ’775 patent describing a method for performing interference cancellation in a co-located transmitter and receiver, where is the transmitter filter coupled?
(A) between the HPA and an antenna used by the transmitter
(B) between the baseband processing circuitry and the HPA of the transmitter
(C) between the HPA and the receiver components of the co-located receiver
(D) between a duplexer and a shared antenna used by both the transmitter and receiver
(E) after the antenna and before a low-noise amplifier in the receiver path","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in representative claim 1 of the ’775 patent describing a method for performing interference cancellation in a co-located transmitter and receiver, the transmitter filter is coupled between the HPA and an antenna used by the transmitter","1. A method for performing interference cancellation

in a receiver, with a transmitter and the receiver being co-located with each other, the method comprising: [a] generating intermodulation product (IMP) cancellation signals (ICSs) to cancel passive IMPs in the receiver, continuously and near real time, using copies of transmitter signals of the transmitter, [b] wherein the passive IMPs are generated in passive transmitter components of the transmitter and receiver components of the receiver after a high powered amplifier (HPA) and transmitter filter of the transmitter, [c] wherein the transmitter filter is coupled between the HPA and an antenna used by the transmitter, [d] wherein generating the ICSs is based on a power series description of a non-linear process for generating the IMPs, and includes generating an n-th order ICS by, given three signals S1, S2 and S3, digitally multiplying and filtering S1×S1×S2 and S1×S2×S2 and S1×S2×S3 and S1×S1×S3 and S2×S2×S3 and S1×S3×S3 and S2×S3×S3, where n is an integer. Id. at 16:54–17:6 (emphases added).",I. JMOL of Noninfringement,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in representative claim 1 of the ’775 patent describing a method for performing interference cancellation in a co-located transmitter and receiver, the transmitter filter is coupled","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in representative claim 1 of the ’775 patent describing a method for performing interference cancellation in a co-located transmitter and receiver, the transmitter filter is coupled
(A) between the HPA and an antenna used by the transmitter
(B) between the baseband processing circuitry and the HPA of the transmitter
(C) between the HPA and the receiver components of the co-located receiver
(D) between a duplexer and a shared antenna used by both the transmitter and receiver
(E) after the antenna and before a low-noise amplifier in the receiver path"
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/41,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,41,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion discusses the ’775 patent and notes a claim-construction ruling made at summary judgment. According to the district court, how were the claim words ""three signals S1, S2 and S3"" construed with respect to identifiability?","“separately identifiable,” but not “unique.”",(A),"“separately identifiable,” but not “unique.”","“unique,” but not “separately identifiable.”","“distinct in frequency,” but not necessarily generated by separate channels.","“mutually orthogonal,” but not “necessarily unique.”","“limited to three unique input signals,” excluding repeated use of the same signal.","[""\u201cunique,\u201d but not \u201cseparately identifiable.\u201d"", ""\u201climited to three unique input signals,\u201d excluding repeated use of the same signal."", ""\u201cdistinct in frequency,\u201d but not necessarily generated by separate channels."", ""\u201cmutually orthogonal,\u201d but not \u201cnecessarily unique.\u201d""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion discusses the ’775 patent and notes a claim-construction ruling made at summary judgment. According to the district court, how were the claim words ""three signals S1, S2 and S3"" construed with respect to identifiability?
(A) “separately identifiable,” but not “unique.”
(B) “unique,” but not “separately identifiable.”
(C) “distinct in frequency,” but not necessarily generated by separate channels.
(D) “mutually orthogonal,” but not “necessarily unique.”
(E) “limited to three unique input signals,” excluding repeated use of the same signal.","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in the district court’s summary-judgment claim-construction ruling on the ’775 patent, the claim words “three signals S1, S2 and S3” were construed to be “separately identifiable,” but not “unique.”","At summary judgment, the district court construed “three signals S1, S2 and S3” to be “separately identifiable,” but not “unique.” J.A. 115.",I. JMOL of Noninfringement,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in the district court’s summary-judgment claim-construction ruling on the ’775 patent, the claim words “three signals S1, S2 and S3” were construed to be","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in the district court’s summary-judgment claim-construction ruling on the ’775 patent, the claim words “three signals S1, S2 and S3” were construed to be
(A) “separately identifiable,” but not “unique.”
(B) “unique,” but not “separately identifiable.”
(C) “distinct in frequency,” but not necessarily generated by separate channels.
(D) “mutually orthogonal,” but not “necessarily unique.”
(E) “limited to three unique input signals,” excluding repeated use of the same signal."
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/42,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,42,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal discussed the ’775 patent and identified a key claim limitation involving ""three signals S1, S2 and S3."" According to the opinion, what must take place to satisfy that claim limitation?",seven third order multiplications of the three signals,(E),three pairwise second-order cross-correlations in the frequency domain,a single third-order multiplication of the term S1×S2×S3,"ten third-order multiplications of the three signals, including self-cubic terms",seven filtering operations on three unique and separately identifiable signals,seven third order multiplications of the three signals,"[""seven filtering operations on three unique and separately identifiable signals"", ""a single third-order multiplication of the term S1\u00d7S2\u00d7S3"", ""ten third-order multiplications of the three signals, including self-cubic terms"", ""three pairwise second-order cross-correlations in the frequency domain""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal discussed the ’775 patent and identified a key claim limitation involving ""three signals S1, S2 and S3."" According to the opinion, what must take place to satisfy that claim limitation?
(A) three pairwise second-order cross-correlations in the frequency domain
(B) a single third-order multiplication of the term S1×S2×S3
(C) ten third-order multiplications of the three signals, including self-cubic terms
(D) seven filtering operations on three unique and separately identifiable signals
(E) seven third order multiplications of the three signals","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal concerning the ’775 patent held that to satisfy the claim limitation involving “three signals S1, S2 and S3,” there must take place seven third order multiplications of the three signals",The key claim limitation at issue on appeal is that seven third order multiplications of the three signals must take place to meet the claim limitation.,I. JMOL of Noninfringement,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal concerning the ’775 patent held that to satisfy the claim limitation involving “three signals S1, S2 and S3,” there must take place","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal concerning the ’775 patent held that to satisfy the claim limitation involving “three signals S1, S2 and S3,” there must take place
(A) three pairwise second-order cross-correlations in the frequency domain
(B) a single third-order multiplication of the term S1×S2×S3
(C) ten third-order multiplications of the three signals, including self-cubic terms
(D) seven filtering operations on three unique and separately identifiable signals
(E) seven third order multiplications of the three signals"
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/46,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,46,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" with respect to the ’775 patent and the dispute over whether the accused radios performed the seven claimed multiplications, how many multiplications did Appellants say Dr. Wells identified?",three multiplications,(A),three multiplications,two multiplications,three signals,three convolutions,seven multiplications,"[""two multiplications"", ""seven multiplications"", ""three signals"", ""three convolutions""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" with respect to the ’775 patent and the dispute over whether the accused radios performed the seven claimed multiplications, how many multiplications did Appellants say Dr. Wells identified?
(A) three multiplications
(B) two multiplications
(C) three signals
(D) three convolutions
(E) seven multiplications","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" with respect to the ’775 patent and the dispute over whether the accused radios performed the seven claimed multiplications, Appellants said Dr. Wells identified three multiplications",Appellants also argue no reasonable jury could have found the accused radios perform the seven claimed multiplications because Dr. Wells only identified three multiplications. Appellants Br. 55–58.,I. JMOL of Noninfringement,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" with respect to the ’775 patent and the dispute over whether the accused radios performed the seven claimed multiplications, Appellants said Dr. Wells identified","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" with respect to the ’775 patent and the dispute over whether the accused radios performed the seven claimed multiplications, Appellants said Dr. Wells identified
(A) three multiplications
(B) two multiplications
(C) three signals
(D) three convolutions
(E) seven multiplications"
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/48,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,48,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" when discussing the ’775 patent and whether Finesse had clearly disavowed claim scope during prosecution, what signals did Finesse amend the claims to require digitally multiplying in seven multiplications?","“three signals S1, S2 and S3”",(B),"“in-phase, quadrature, and carrier signals”","“three signals S1, S2 and S3”",“signals corresponding to active and passive IMPs”,“two unique input signals”,“two or three signals”,"[""\u201ctwo or three signals\u201d"", ""\u201ctwo unique input signals\u201d"", ""\u201cin-phase, quadrature, and carrier signals\u201d"", ""\u201csignals corresponding to active and passive IMPs\u201d""]","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" when discussing the ’775 patent and whether Finesse had clearly disavowed claim scope during prosecution, what signals did Finesse amend the claims to require digitally multiplying in seven multiplications?
(A) “in-phase, quadrature, and carrier signals”
(B) “three signals S1, S2 and S3”
(C) “signals corresponding to active and passive IMPs”
(D) “two unique input signals”
(E) “two or three signals”","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" when discussing the ’775 patent and whether Finesse had clearly disavowed claim scope during prosecution, Finesse amended the claims to require digitally multiplying “three signals S1, S2 and S3”","Although Finesse also amended claims to add the limitation of digitally multiplying “three signals S1, S2 and S3” in seven multiplications, that does not rise to the level of “clear and unambiguous” disavowal of claim scope over products, like the accused radios, with two unique input signals. Cont’l Circuits LLC v. Intel Corp., 915 F.3d 788, 798 (Fed. Cir. 2019); see also J.A. 110–11.",I. JMOL of Noninfringement,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" when discussing the ’775 patent and whether Finesse had clearly disavowed claim scope during prosecution, Finesse amended the claims to require digitally multiplying","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" when discussing the ’775 patent and whether Finesse had clearly disavowed claim scope during prosecution, Finesse amended the claims to require digitally multiplying
(A) “in-phase, quadrature, and carrier signals”
(B) “three signals S1, S2 and S3”
(C) “signals corresponding to active and passive IMPs”
(D) “two unique input signals”
(E) “two or three signals”"
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/50,legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,50,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit discussed prosecution-history arguments about the ’775 patent claim language requiring ""three signals S1, S2 and S3."" According to the opinion, what did Finesse’s amendment not require with respect to unique input signals?",any specific number of unique input signals,(D),three separately identifiable signals,three physically distinct RF input paths,three unique input signals,any specific number of unique input signals,seven multiplications using three different source signals,"[""three unique input signals"", ""three separately identifiable signals"", ""seven multiplications using three different source signals"", ""three physically distinct RF input paths""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit discussed prosecution-history arguments about the ’775 patent claim language requiring ""three signals S1, S2 and S3."" According to the opinion, what did Finesse’s amendment not require with respect to unique input signals?
(A) three separately identifiable signals
(B) three physically distinct RF input paths
(C) three unique input signals
(D) any specific number of unique input signals
(E) seven multiplications using three different source signals","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit held that Finesse’s amendment to the ’775 patent claim language requiring “three signals S1, S2 and S3” did not require any specific number of unique input signals","At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals. See J.A. 968–69.",I. JMOL of Noninfringement,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit held that Finesse’s amendment to the ’775 patent claim language requiring “three signals S1, S2 and S3” did not require","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit held that Finesse’s amendment to the ’775 patent claim language requiring “three signals S1, S2 and S3” did not require
(A) three separately identifiable signals
(B) three physically distinct RF input paths
(C) three unique input signals
(D) any specific number of unique input signals
(E) seven multiplications using three different source signals"
