review_id,domain_group,document,v15_row_index,question_stem,target,correct_label,option_a,option_b,option_c,option_d,option_e,distractors,formatted_question,fact,raw_knowledge_statement,section,v14_cloze_probe,v14_formatted_question
legal/America_First_Legal_Foundation_v_Jamieson_Greer/1,legal,America_First_Legal_Foundation_v_Jamieson_Greer,1,"In the case ""America First Legal Foundation v. Jamieson Greer,"" AFL separately sought an investigation into the Department of Justice's alleged FOIA policy of not searching employee emails without consent. What agency did AFL ask to conduct that investigation?",OSC.,(E),DOJ OIG.,OIP.,GAO.,MSPB.,OSC.,"[""DOJ OIG."", ""OIP."", ""MSPB."", ""GAO.""]","In the case ""America First Legal Foundation v. Jamieson Greer,"" AFL separately sought an investigation into the Department of Justice's alleged FOIA policy of not searching employee emails without consent. What agency did AFL ask to conduct that investigation?
(A) DOJ OIG.
(B) OIP.
(C) GAO.
(D) MSPB.
(E) OSC.","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" AFL separately sought an investigation into the Department of Justice's alleged FOIA policy of not searching employee emails without consent, and the agency it asked to conduct that investigation was OSC.",AFL also asked OSC to investigate DOJ’s alleged FOIA policy of not searching employee emails without consent.,I,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" AFL separately sought an investigation into the Department of Justice's alleged FOIA policy of not searching employee emails without consent, and the agency it asked to conduct that investigation was","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" AFL separately sought an investigation into the Department of Justice's alleged FOIA policy of not searching employee emails without consent, and the agency it asked to conduct that investigation was
(A) DOJ OIG.
(B) OIP.
(C) GAO.
(D) MSPB.
(E) OSC."
legal/America_First_Legal_Foundation_v_Jamieson_Greer/3,legal,America_First_Legal_Foundation_v_Jamieson_Greer,3,"In the case ""America First Legal Foundation v. Jamieson Greer,"" before reaching the merits the court considered whether AFL satisfied the requirements for Article III standing because that issue affected the district court's subject-matter jurisdiction. What issue did neither party initially address, prompting the court to order supplemental briefing?",standing.,(C),mootness.,personal jurisdiction.,standing.,exhaustion of administrative remedies.,ripeness.,"[""ripeness."", ""mootness."", ""personal jurisdiction."", ""exhaustion of administrative remedies.""]","In the case ""America First Legal Foundation v. Jamieson Greer,"" before reaching the merits the court considered whether AFL satisfied the requirements for Article III standing because that issue affected the district court's subject-matter jurisdiction. What issue did neither party initially address, prompting the court to order supplemental briefing?
(A) mootness.
(B) personal jurisdiction.
(C) standing.
(D) exhaustion of administrative remedies.
(E) ripeness.","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" before reaching the merits the court considered a jurisdictional issue affecting the district court’s subject-matter jurisdiction, and because neither party initially addressed it, the court ordered supplemental briefing on standing.","Neither party initially addressed standing, so we ordered supplemental briefing on that question.",II,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" before reaching the merits the court considered a jurisdictional issue affecting the district court’s subject-matter jurisdiction, and because neither party initially addressed it, the court ordered supplemental briefing on","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" before reaching the merits the court considered a jurisdictional issue affecting the district court’s subject-matter jurisdiction, and because neither party initially addressed it, the court ordered supplemental briefing on
(A) mootness.
(B) personal jurisdiction.
(C) standing.
(D) exhaustion of administrative remedies.
(E) ripeness."
legal/America_First_Legal_Foundation_v_Jamieson_Greer/10,legal,America_First_Legal_Foundation_v_Jamieson_Greer,10,"In the case ""America First Legal Foundation v. Jamieson Greer,"" how does the opinion describe the Office of Special Counsel (OSC)?",an investigative and prosecutorial agency,(E),an adjudicative and appellate agency,an advisory and rulemaking agency,an ombudsman and mediation office,a benefits-administration and compliance bureau,an investigative and prosecutorial agency,"[""an adjudicative and appellate agency"", ""an advisory and rulemaking agency"", ""an ombudsman and mediation office"", ""a benefits-administration and compliance bureau""]","In the case ""America First Legal Foundation v. Jamieson Greer,"" how does the opinion describe the Office of Special Counsel (OSC)?
(A) an adjudicative and appellate agency
(B) an advisory and rulemaking agency
(C) an ombudsman and mediation office
(D) a benefits-administration and compliance bureau
(E) an investigative and prosecutorial agency","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the opinion describes the Office of Special Counsel (OSC) as an investigative and prosecutorial agency","The Office of Special Counsel (OSC) is an investigative and prosecutorial agency established to seek “a fair, efficient, and lawfully-conducted Civil Service.”",I,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the opinion describes the Office of Special Counsel (OSC) as","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the opinion describes the Office of Special Counsel (OSC) as
(A) an adjudicative and appellate agency
(B) an advisory and rulemaking agency
(C) an ombudsman and mediation office
(D) a benefits-administration and compliance bureau
(E) an investigative and prosecutorial agency"
legal/America_First_Legal_Foundation_v_Jamieson_Greer/20,legal,America_First_Legal_Foundation_v_Jamieson_Greer,20,"In the case ""America First Legal Foundation v. Jamieson Greer,"" the court first considered whether AFL had Article III standing because that issue affected the district court's subject-matter jurisdiction. After noting that neither party had initially addressed standing, what did the court order on that issue?",supplemental briefing on that question,(A),supplemental briefing on that question,oral argument on the merits of AFL’s challenge,supplemental briefing on mootness and ripeness,dismissal of the action for lack of subject-matter jurisdiction,limited jurisdictional discovery into AFL’s alleged injury,"[""supplemental briefing on mootness and ripeness"", ""dismissal of the action for lack of subject-matter jurisdiction"", ""limited jurisdictional discovery into AFL\u2019s alleged injury"", ""oral argument on the merits of AFL\u2019s challenge""]","In the case ""America First Legal Foundation v. Jamieson Greer,"" the court first considered whether AFL had Article III standing because that issue affected the district court's subject-matter jurisdiction. After noting that neither party had initially addressed standing, what did the court order on that issue?
(A) supplemental briefing on that question
(B) oral argument on the merits of AFL’s challenge
(C) supplemental briefing on mootness and ripeness
(D) dismissal of the action for lack of subject-matter jurisdiction
(E) limited jurisdictional discovery into AFL’s alleged injury","In the case ""America First Legal Foundation v. Jamieson Greer,"" after noting that neither party had initially addressed Article III standing even though the issue affected the district court's subject-matter jurisdiction, the court ordered supplemental briefing on that question","Neither party initially addressed standing, so we ordered supplemental briefing on that question.",II,"In the case ""America First Legal Foundation v. Jamieson Greer,"" after noting that neither party had initially addressed Article III standing even though the issue affected the district court's subject-matter jurisdiction, the court ordered","In the case ""America First Legal Foundation v. Jamieson Greer,"" after noting that neither party had initially addressed Article III standing even though the issue affected the district court's subject-matter jurisdiction, the court ordered
(A) supplemental briefing on that question
(B) oral argument on the merits of AFL’s challenge
(C) supplemental briefing on mootness and ripeness
(D) dismissal of the action for lack of subject-matter jurisdiction
(E) limited jurisdictional discovery into AFL’s alleged injury"
legal/America_First_Legal_Foundation_v_Jamieson_Greer/29,legal,America_First_Legal_Foundation_v_Jamieson_Greer,29,"In the case ""America First Legal Foundation v. Jamieson Greer,"" what did the district court ultimately do to AFL's case, even though it ruled in part for AFL?",dismissed its case for failure to state a claim,(C),remanded the matter to OSC for further administrative proceedings under section 1216,ordered OSC to open an investigation into DOJ’s alleged FOIA policy,dismissed its case for failure to state a claim,granted summary judgment to DOJ on the ground that its ongoing FOIA production mooted AFL’s claims,held that section 552(a)(4)(F)(i) barred OSC from investigating because the statutory predicates were not met,"[""ordered OSC to open an investigation into DOJ\u2019s alleged FOIA policy"", ""held that section 552(a)(4)(F)(i) barred OSC from investigating because the statutory predicates were not met"", ""granted summary judgment to DOJ on the ground that its ongoing FOIA production mooted AFL\u2019s claims"", ""remanded the matter to OSC for further administrative proceedings under section 1216""]","In the case ""America First Legal Foundation v. Jamieson Greer,"" what did the district court ultimately do to AFL's case, even though it ruled in part for AFL?
(A) remanded the matter to OSC for further administrative proceedings under section 1216
(B) ordered OSC to open an investigation into DOJ’s alleged FOIA policy
(C) dismissed its case for failure to state a claim
(D) granted summary judgment to DOJ on the ground that its ongoing FOIA production mooted AFL’s claims
(E) held that section 552(a)(4)(F)(i) barred OSC from investigating because the statutory predicates were not met","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" although the district court ruled in part for AFL, it ultimately dismissed its case for failure to state a claim",The district court ruled in part for AFL but nonetheless dismissed its case for failure to state a claim.,I,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" although the district court ruled in part for AFL, it ultimately","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" although the district court ruled in part for AFL, it ultimately
(A) remanded the matter to OSC for further administrative proceedings under section 1216
(B) ordered OSC to open an investigation into DOJ’s alleged FOIA policy
(C) dismissed its case for failure to state a claim
(D) granted summary judgment to DOJ on the ground that its ongoing FOIA production mooted AFL’s claims
(E) held that section 552(a)(4)(F)(i) barred OSC from investigating because the statutory predicates were not met"
legal/America_First_Legal_Foundation_v_Jamieson_Greer/32,legal,America_First_Legal_Foundation_v_Jamieson_Greer,32,"In the case ""America First Legal Foundation v. Jamieson Greer,"" when the court evaluated AFL’s standing theory based on OSC’s failure to conduct a section 1216 investigation and DOJ’s failure to comply with AFL’s FOIA request, what did the court say the alleged causal connection was too speculative and attenuated to support?",Article III standing.,(A),Article III standing.,a cognizable informational injury under FOIA.,a cause of action under the Administrative Procedure Act.,prudential standing.,the relaxed standing requirements for procedural injuries.,"[""the relaxed standing requirements for procedural injuries."", ""a cognizable informational injury under FOIA."", ""prudential standing."", ""a cause of action under the Administrative Procedure Act.""]","In the case ""America First Legal Foundation v. Jamieson Greer,"" when the court evaluated AFL’s standing theory based on OSC’s failure to conduct a section 1216 investigation and DOJ’s failure to comply with AFL’s FOIA request, what did the court say the alleged causal connection was too speculative and attenuated to support?
(A) Article III standing.
(B) a cognizable informational injury under FOIA.
(C) a cause of action under the Administrative Procedure Act.
(D) prudential standing.
(E) the relaxed standing requirements for procedural injuries.","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when the court evaluated AFL’s standing theory based on OSC’s failure to conduct a section 1216 investigation and DOJ’s failure to comply with AFL’s FOIA request, it said the alleged causal connection was too speculative and attenuated to support Article III standing.",And any causal connection between OSC’s failure to conduct a section 1216 investigation and DOJ’s failure to comply with the FOIA request is too speculative and attenuated to support Article III standing.,II,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when the court evaluated AFL’s standing theory based on OSC’s failure to conduct a section 1216 investigation and DOJ’s failure to comply with AFL’s FOIA request, it said the alleged causal connection was too speculative and attenuated to support","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when the court evaluated AFL’s standing theory based on OSC’s failure to conduct a section 1216 investigation and DOJ’s failure to comply with AFL’s FOIA request, it said the alleged causal connection was too speculative and attenuated to support
(A) Article III standing.
(B) a cognizable informational injury under FOIA.
(C) a cause of action under the Administrative Procedure Act.
(D) prudential standing.
(E) the relaxed standing requirements for procedural injuries."
legal/America_First_Legal_Foundation_v_Jamieson_Greer/34,legal,America_First_Legal_Foundation_v_Jamieson_Greer,34,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court addressed Article III standing in connection with AFL’s claim that OSC’s inaction was linked to DOJ’s failure to comply with a FOIA request. What investigation did OSC allegedly fail to conduct?",Article III standing.,(A),Article III standing.,proximate-cause liability.,prudential standing.,subject-matter jurisdiction.,a finding of redressability.,"[""prudential standing."", ""a finding of redressability."", ""subject-matter jurisdiction."", ""proximate-cause liability.""]","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court addressed Article III standing in connection with AFL’s claim that OSC’s inaction was linked to DOJ’s failure to comply with a FOIA request. What investigation did OSC allegedly fail to conduct?
(A) Article III standing.
(B) proximate-cause liability.
(C) prudential standing.
(D) subject-matter jurisdiction.
(E) a finding of redressability.","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court said that any causal connection between OSC’s failure to conduct a section 1216 investigation and DOJ’s failure to comply with the FOIA request was too speculative and attenuated to support Article III standing.",And any causal connection between OSC’s failure to conduct a section 1216 investigation and DOJ’s failure to comply with the FOIA request is too speculative and attenuated to support Article III standing.,II,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court said that any causal connection between OSC’s failure to conduct a section 1216 investigation and DOJ’s failure to comply with the FOIA request was too speculative and attenuated to support","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court said that any causal connection between OSC’s failure to conduct a section 1216 investigation and DOJ’s failure to comply with the FOIA request was too speculative and attenuated to support
(A) Article III standing.
(B) proximate-cause liability.
(C) prudential standing.
(D) subject-matter jurisdiction.
(E) a finding of redressability."
legal/America_First_Legal_Foundation_v_Jamieson_Greer/35,legal,America_First_Legal_Foundation_v_Jamieson_Greer,35,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court described AFL's standing theory based on OSC's alleged failure to conduct a mandatory investigation under 5 U.S.C. § 1216. In that alleged causal chain, against whom might OSC have pursued a disciplinary action under § 1215?",offending DOJ employees,(E),the Merit Systems Protection Board,officials in the Office of Special Counsel,the Department of Justice itself,the federal district court handling the FOIA dispute,offending DOJ employees,"[""the Department of Justice itself"", ""the Merit Systems Protection Board"", ""officials in the Office of Special Counsel"", ""the federal district court handling the FOIA dispute""]","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court described AFL's standing theory based on OSC's alleged failure to conduct a mandatory investigation under 5 U.S.C. § 1216. In that alleged causal chain, against whom might OSC have pursued a disciplinary action under § 1215?
(A) the Merit Systems Protection Board
(B) officials in the Office of Special Counsel
(C) the Department of Justice itself
(D) the federal district court handling the FOIA dispute
(E) offending DOJ employees","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" AFL's standing theory based on OSC's alleged failure to conduct a mandatory investigation under 5 U.S.C. § 1216 posited that OSC might have pursued a disciplinary action under § 1215 against offending DOJ employees","The alleged causal chain is as follows: If OSC had conducted the assertedly mandatory section 1216 investigation, it might have decided to pursue a corrective action under section 1214, or a disciplinary action under section 1215, against offending DOJ employees.",II,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" AFL's standing theory based on OSC's alleged failure to conduct a mandatory investigation under 5 U.S.C. § 1216 posited that OSC might have pursued a disciplinary action under § 1215 against","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" AFL's standing theory based on OSC's alleged failure to conduct a mandatory investigation under 5 U.S.C. § 1216 posited that OSC might have pursued a disciplinary action under § 1215 against
(A) the Merit Systems Protection Board
(B) officials in the Office of Special Counsel
(C) the Department of Justice itself
(D) the federal district court handling the FOIA dispute
(E) offending DOJ employees"
legal/America_First_Legal_Foundation_v_Jamieson_Greer/37,legal,America_First_Legal_Foundation_v_Jamieson_Greer,37,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when discussing AFL’s standing theory based on OSC’s failure to investigate under 5 U.S.C. § 1216, who might have decided to sanction DOJ employees for arbitrary FOIA withholdings?",the MSPB,(A),the MSPB,the Office of Personnel Management,the Office of Government Information Services,the DOJ,OSC,"[""OSC"", ""the DOJ"", ""the Office of Government Information Services"", ""the Office of Personnel Management""]","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when discussing AFL’s standing theory based on OSC’s failure to investigate under 5 U.S.C. § 1216, who might have decided to sanction DOJ employees for arbitrary FOIA withholdings?
(A) the MSPB
(B) the Office of Personnel Management
(C) the Office of Government Information Services
(D) the DOJ
(E) OSC","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when discussing AFL’s standing theory based on OSC’s failure to investigate under 5 U.S.C. § 1216, the entity that might have decided to sanction DOJ employees for arbitrary FOIA withholdings was the MSPB","Then, the MSPB might have decided to sanction those employees for arbitrary FOIA withholdings.",II,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when discussing AFL’s standing theory based on OSC’s failure to investigate under 5 U.S.C. § 1216, the entity that might have decided to sanction DOJ employees for arbitrary FOIA withholdings was","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when discussing AFL’s standing theory based on OSC’s failure to investigate under 5 U.S.C. § 1216, the entity that might have decided to sanction DOJ employees for arbitrary FOIA withholdings was
(A) the MSPB
(B) the Office of Personnel Management
(C) the Office of Government Information Services
(D) the DOJ
(E) OSC"
legal/America_First_Legal_Foundation_v_Jamieson_Greer/40,legal,America_First_Legal_Foundation_v_Jamieson_Greer,40,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court rejected AFL's standing theory in part because redressability does not depend on whether a judgment's reasoning might persuade nonparties. Under the principle the court said AFL overlooked, what does redressability generally turn on?",how a judgment binds the parties,(E),whether its rationale is likely to persuade actors who are not before the court,whether independent agencies will voluntarily take the next steps necessary to provide relief,whether the challenged agency action is committed to enforcement discretion by law,whether the plaintiff's injury is fairly traceable to the defendant's challenged conduct,how a judgment binds the parties,"[""whether its rationale is likely to persuade actors who are not before the court"", ""whether independent agencies will voluntarily take the next steps necessary to provide relief"", ""whether the plaintiff's injury is fairly traceable to the defendant's challenged conduct"", ""whether the challenged agency action is committed to enforcement discretion by law""]","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court rejected AFL's standing theory in part because redressability does not depend on whether a judgment's reasoning might persuade nonparties. Under the principle the court said AFL overlooked, what does redressability generally turn on?
(A) whether its rationale is likely to persuade actors who are not before the court
(B) whether independent agencies will voluntarily take the next steps necessary to provide relief
(C) whether the challenged agency action is committed to enforcement discretion by law
(D) whether the plaintiff's injury is fairly traceable to the defendant's challenged conduct
(E) how a judgment binds the parties","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court rejected AFL's standing theory in part because redressability does not depend on whether a judgment's reasoning might persuade nonparties, and under the principle AFL overlooked, redressability generally turns on how a judgment binds the parties","And AFL overlooks the principle that redressability generally turns on how a judgment binds the parties, not whether its rationale “might persuade actors who are not before the court.”",II,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court rejected AFL's standing theory in part because redressability does not depend on whether a judgment's reasoning might persuade nonparties, and under the principle AFL overlooked, redressability generally turns on","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court rejected AFL's standing theory in part because redressability does not depend on whether a judgment's reasoning might persuade nonparties, and under the principle AFL overlooked, redressability generally turns on
(A) whether its rationale is likely to persuade actors who are not before the court
(B) whether independent agencies will voluntarily take the next steps necessary to provide relief
(C) whether the challenged agency action is committed to enforcement discretion by law
(D) whether the plaintiff's injury is fairly traceable to the defendant's challenged conduct
(E) how a judgment binds the parties"
