row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,repair,source_framing_issue,Repaired probe to use explicit legal opinion/case framing with the quoted case title.," 7,346,134 and 9,548,775."," 7,346,134 and 9,548,775.","In Finesse Wireless LLC v. AT&T Mobility LLC, the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement, and the asserted claims at issue were contained in U.S. Patent Nos.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement, and the asserted claims at issue were contained in U.S. Patent Nos.","In Finesse Wireless LLC v. AT&T Mobility LLC, the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement, and the asserted claims at issue were contained in U.S. Patent Nos. 7,346,134 and 9,548,775.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement, and the asserted claims at issue were contained in U.S. Patent Nos. 7,346,134 and 9,548,775."
2,repair,source_framing_issue,Repaired probe to use explicit legal opinion/case framing with the quoted case title., the remaining life of the ’134 and ’775 patents., the remaining life of the ’134 and ’775 patents.,"According to the opinion in Finesse Wireless LLC v. AT&T Mobility LLC, after the jury found all asserted claims of the ’134 and ’775 patents valid and infringed, it awarded lump-sum damages for","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after the jury found all asserted claims of the ’134 and ’775 patents valid and infringed, it awarded lump-sum damages for","According to the opinion in Finesse Wireless LLC v. AT&T Mobility LLC, after the jury found all asserted claims of the ’134 and ’775 patents valid and infringed, it awarded lump-sum damages for the remaining life of the ’134 and ’775 patents.","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after the jury found all asserted claims of the ’134 and ’775 patents valid and infringed, it awarded lump-sum damages for the remaining life of the ’134 and ’775 patents."
3,keep,,No v13 issue found; target is source-supported and meaningful., the Fifth Circuit., the Fifth Circuit.,"In the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the regional circuit law that applies when reviewing the district court’s denial of JMOL is","In the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the regional circuit law that applies when reviewing the district court’s denial of JMOL is","In the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the regional circuit law that applies when reviewing the district court’s denial of JMOL is the Fifth Circuit.","In the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the regional circuit law that applies when reviewing the district court’s denial of JMOL is the Fifth Circuit."
4,keep,,No v13 issue found; target is source-supported and meaningful., substantial evidence., substantial evidence.,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" under the standard of review for the jury’s finding of infringement, a factual finding is upheld if it is supported by","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" under the standard of review for the jury’s finding of infringement, a factual finding is upheld if it is supported by","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" under the standard of review for the jury’s finding of infringement, a factual finding is upheld if it is supported by substantial evidence.","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" under the standard of review for the jury’s finding of infringement, a factual finding is upheld if it is supported by substantial evidence."
5,repair,source_framing_issue,Repaired probe to use explicit legal opinion/case framing with the quoted case title., interference generating signals., interference generating signals.,"In Finesse Wireless LLC v. AT&T Mobility LLC, in discussing claim 1[a] of the ’134 patent and Finesse’s burden as the plaintiff, the opinion states that the passband sampled by the accused radios had to include both the “signals of interest” and","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in discussing claim 1[a] of the ’134 patent and Finesse’s burden as the plaintiff, the opinion states that the passband sampled by the accused radios had to include both the “signals of interest” and","In Finesse Wireless LLC v. AT&T Mobility LLC, in discussing claim 1[a] of the ’134 patent and Finesse’s burden as the plaintiff, the opinion states that the passband sampled by the accused radios had to include both the “signals of interest” and interference generating signals.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in discussing claim 1[a] of the ’134 patent and Finesse’s burden as the plaintiff, the opinion states that the passband sampled by the accused radios had to include both the “signals of interest” and interference generating signals."
6,repair,source_framing_issue,Repaired probe to use explicit legal opinion/case framing with the quoted case title., a bit stream., a bit stream.,"In Finesse Wireless LLC v. AT&T Mobility LLC, Dr. Jonathan Wells testified that when the radio frequency analog-to-digital converter (RF ADC) samples the claimed ""signals of interest"" and ""interference generating signals,"" it creates","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Dr. Jonathan Wells testified that when the radio frequency analog-to-digital converter (RF ADC) samples the claimed ""signals of interest"" and ""interference generating signals,"" it creates","In Finesse Wireless LLC v. AT&T Mobility LLC, Dr. Jonathan Wells testified that when the radio frequency analog-to-digital converter (RF ADC) samples the claimed ""signals of interest"" and ""interference generating signals,"" it creates a bit stream.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Dr. Jonathan Wells testified that when the radio frequency analog-to-digital converter (RF ADC) samples the claimed ""signals of interest"" and ""interference generating signals,"" it creates a bit stream."
7,repair,source_framing_issue,Repaired probe to use explicit legal opinion/case framing with the quoted case title., before they are generated, before they are generated,"In Finesse Wireless LLC v. AT&T Mobility LLC, Appellants' counsel cross-examined Finesse's expert about whether the RF ADC could sample the modeled PIM path, and according to that cross-examination, signals cannot be sampled","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Appellants' counsel cross-examined Finesse's expert about whether the RF ADC could sample the modeled PIM path, and according to that cross-examination, signals cannot be sampled","In Finesse Wireless LLC v. AT&T Mobility LLC, Appellants' counsel cross-examined Finesse's expert about whether the RF ADC could sample the modeled PIM path, and according to that cross-examination, signals cannot be sampled before they are generated","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Appellants' counsel cross-examined Finesse's expert about whether the RF ADC could sample the modeled PIM path, and according to that cross-examination, signals cannot be sampled before they are generated"
8,repair,source_framing_issue,Repaired probe to use explicit legal opinion/case framing with the quoted case title., the modeled PIM path., the modeled PIM path.,"In Finesse Wireless LLC v. AT&T Mobility LLC, the opinion concluded that, because it was generated downstream of the RF ADC after sampling occurred, the claimed ""interference generating signals"" could not be","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion concluded that, because it was generated downstream of the RF ADC after sampling occurred, the claimed ""interference generating signals"" could not be","In Finesse Wireless LLC v. AT&T Mobility LLC, the opinion concluded that, because it was generated downstream of the RF ADC after sampling occurred, the claimed ""interference generating signals"" could not be the modeled PIM path.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion concluded that, because it was generated downstream of the RF ADC after sampling occurred, the claimed ""interference generating signals"" could not be the modeled PIM path."
9,repair,source_framing_issue,Repaired probe to use explicit legal opinion/case framing with the quoted case title., two signals., two signals.,"In Finesse Wireless LLC v. AT&T Mobility LLC, after cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells pivoted to the dashed red path in the Nokia document and testified that it carried","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells pivoted to the dashed red path in the Nokia document and testified that it carried","In Finesse Wireless LLC v. AT&T Mobility LLC, after cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells pivoted to the dashed red path in the Nokia document and testified that it carried two signals.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells pivoted to the dashed red path in the Nokia document and testified that it carried two signals."
10,repair,source_framing_issue,Repaired probe to use explicit legal opinion/case framing with the quoted case title., the x1 and the x2., the x1 and the x2.,"In Finesse Wireless LLC v. AT&T Mobility LLC, during cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells changed course and said there were two signals on the red path, and he pointed to","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" during cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells changed course and said there were two signals on the red path, and he pointed to","In Finesse Wireless LLC v. AT&T Mobility LLC, during cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells changed course and said there were two signals on the red path, and he pointed to the x1 and the x2.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" during cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells changed course and said there were two signals on the red path, and he pointed to the x1 and the x2."
