step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,1.0,0,A,0
0,1,0.0,0,A,2
0,2,0.0,3,D,0
0,3,0.0,1,B,4
0,4,0.0,0,A,4
0,5,0.0,3,D,1
0,6,0.0,3,D,2
0,7,1.0,0,A,0
0,8,0.0,1,B,3
0,9,0.0,1,B,0
0,10,1.0,0,A,0
4,0,1.0,0,A,0
4,1,0.0,0,A,2
4,2,0.0,3,D,0
4,3,0.0,1,B,4
4,4,0.0,0,A,4
4,5,0.0,3,D,1
4,6,0.0,3,D,2
4,7,1.0,0,A,0
4,8,0.0,1,B,3
4,9,0.0,1,B,0
4,10,1.0,0,A,0
8,0,1.0,0,A,0
8,1,0.0,0,A,2
8,2,0.0,3,D,0
8,3,0.0,1,B,4
8,4,0.0,2,C,4
8,5,0.0,4,E,1
8,6,0.0,3,D,2
8,7,1.0,0,A,0
8,8,0.0,1,B,3
8,9,0.0,1,B,0
8,10,1.0,0,A,0
12,0,0.0,4,E,0
12,1,0.0,0,A,2
12,2,0.0,3,D,0
12,3,0.0,1,B,4
12,4,0.0,2,C,4
12,5,0.0,4,E,1
12,6,0.0,3,D,2
12,7,1.0,0,A,0
12,8,0.0,1,B,3
12,9,0.0,1,B,0
12,10,1.0,0,A,0
16,0,0.0,4,E,0
16,1,0.0,0,A,2
16,2,0.0,3,D,0
16,3,0.0,1,B,4
16,4,0.0,2,C,4
16,5,0.0,3,D,1
16,6,0.0,3,D,2
16,7,1.0,0,A,0
16,8,0.0,1,B,3
16,9,0.0,1,B,0
16,10,1.0,0,A,0
20,0,0.0,4,E,0
20,1,0.0,0,A,2
20,2,0.0,3,D,0
20,3,0.0,1,B,4
20,4,0.0,2,C,4
20,5,0.0,3,D,1
20,6,0.0,3,D,2
20,7,1.0,0,A,0
20,8,0.0,1,B,3
20,9,0.0,1,B,0
20,10,1.0,0,A,0
24,0,0.0,4,E,0
24,1,0.0,4,E,2
24,2,0.0,3,D,0
24,3,0.0,1,B,4
24,4,0.0,2,C,4
24,5,0.0,3,D,1
24,6,0.0,3,D,2
24,7,1.0,0,A,0
24,8,0.0,1,B,3
24,9,0.0,1,B,0
24,10,1.0,0,A,0
28,0,0.0,4,E,0
28,1,0.0,4,E,2
28,2,0.0,3,D,0
28,3,0.0,1,B,4
28,4,0.0,2,C,4
28,5,0.0,3,D,1
28,6,0.0,3,D,2
28,7,1.0,0,A,0
28,8,0.0,1,B,3
28,9,0.0,1,B,0
28,10,1.0,0,A,0
32,0,0.0,4,E,0
