review_id,distractor_index,option_label,judged_equivalent,judge_reason,regenerated,attempts,success,failure_reason,original,final,candidate_history
legal/Bruce_Cohen_v_Consilio_LLC/6,0,(A),False,,False,0,True,,a new overtime preapproval policy,a new overtime preapproval policy,[]
legal/Bruce_Cohen_v_Consilio_LLC/6,1,(C),False,,False,0,True,,a new timekeeping and billing policy,a new timekeeping and billing policy,[]
legal/Bruce_Cohen_v_Consilio_LLC/6,2,(D),False,,False,0,True,,a mandatory arbitration policy,a mandatory arbitration policy,[]
legal/Bruce_Cohen_v_Consilio_LLC/6,3,(E),False,,False,0,True,,a revised base-pay classification policy,a revised base-pay classification policy,[]
legal/Bruce_Cohen_v_Consilio_LLC/2,0,(A),False,,False,0,True,,the district court’s award of statutory civil penalties under the MWTA.,the district court’s award of statutory civil penalties under the MWTA.,[]
legal/Bruce_Cohen_v_Consilio_LLC/2,1,(B),False,,False,0,True,,the district court’s jurisdictional ruling on Cohen’s MFLSA claim.,the district court’s jurisdictional ruling on Cohen’s MFLSA claim.,[]
legal/Bruce_Cohen_v_Consilio_LLC/2,2,(C),False,,False,0,True,,the district court’s grant of summary judgment as to Cohen’s MFLSA claim.,the district court’s grant of summary judgment as to Cohen’s MFLSA claim.,[]
legal/Bruce_Cohen_v_Consilio_LLC/2,3,(E),False,,False,0,True,,the district court’s denial of class certification on the state-law wage claims.,the district court’s denial of class certification on the state-law wage claims.,[]
legal/Bruce_Cohen_v_Consilio_LLC/3,0,(B),False,,False,0,True,,June 2019,June 2019,[]
legal/Bruce_Cohen_v_Consilio_LLC/3,1,(C),False,,False,0,True,,July 2018,July 2018,[]
legal/Bruce_Cohen_v_Consilio_LLC/3,2,(D),False,,False,0,True,,August 2019,August 2019,[]
legal/Bruce_Cohen_v_Consilio_LLC/3,3,(E),False,,False,0,True,,March 2020,March 2020,[]
legal/Bruce_Cohen_v_Consilio_LLC/4,0,(A),False,,False,0,True,,statutory civil penalties for each pay-period violation,statutory civil penalties for each pay-period violation,[]
legal/Bruce_Cohen_v_Consilio_LLC/4,1,(B),False,,False,0,True,,reinstatement and front pay for wrongful termination,reinstatement and front pay for wrongful termination,[]
legal/Bruce_Cohen_v_Consilio_LLC/4,2,(D),False,,False,0,True,,liquidated damages equal to the amount of unpaid wages,liquidated damages equal to the amount of unpaid wages,[]
legal/Bruce_Cohen_v_Consilio_LLC/4,3,(E),False,,False,0,True,,treble damages for willful nonpayment of wages,treble damages for willful nonpayment of wages,[]
legal/Bruce_Cohen_v_Consilio_LLC/0,0,(A),False,,False,0,True,,minimum wages,minimum wages,[]
legal/Bruce_Cohen_v_Consilio_LLC/0,1,(B),False,,False,0,True,,severance benefits,severance benefits,[]
legal/Bruce_Cohen_v_Consilio_LLC/0,2,(C),False,,False,0,True,,prevailing wages,prevailing wages,[]
legal/Bruce_Cohen_v_Consilio_LLC/0,3,(E),False,,False,0,True,,earned commissions,earned commissions,[]
legal/Bruce_Cohen_v_Consilio_LLC/5,0,(A),False,,False,0,True,,after being admitted to the Minnesota bar,after being admitted to the Minnesota bar,[]
legal/Bruce_Cohen_v_Consilio_LLC/5,1,(B),False,,False,0,True,,in 2017,in 2017,[]
