source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v13.csv,0,True,1,accepted,0.413793,0.242424,0.533333,0.454829,9,2,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors describe dermatomyositis as a rare autoimmune disease that typically affects the skin and muscle, as well as the","Within the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is presented as an uncommon autoimmune disorder that usually involves the skin, muscles, and the","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors describe dermatomyositis as a rare autoimmune disease that typically affects the skin and muscle, as well as the respiratory system.","Within the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is presented as an uncommon autoimmune disorder that usually involves the skin, muscles, and the respiratory system."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v13.csv,1,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v14_low_overlap_strict.audit.csv,0.263158,0.228571,0.468468,0.410959,4,3,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s initially came to the emergency department before any diagnosis was made because of","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s with no prior illness first arrived at the emergency department with","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s initially came to the emergency department before any diagnosis was made because of severe neck swelling.","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s with no prior illness first arrived at the emergency department with severe neck swelling."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v13.csv,2,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v14_low_overlap_strict.audit.csv,0.239130,0.133333,0.350133,0.272727,6,1,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented with severe neck swelling and was first reviewed by ear, nose and throat surgeons, who were considering a probable diagnosis of","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented with severe neck swelling and was first assessed by ENT surgeons, who suspected","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented with severe neck swelling and was first reviewed by ear, nose and throat surgeons, who were considering a probable diagnosis of deep neck space infection.","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented with severe neck swelling and was first assessed by ENT surgeons, who suspected deep neck space infection."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v13.csv,3,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v14_low_overlap_strict.audit.csv,0.309524,0.239130,0.390135,0.192140,8,2,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the reported patient had non-histamine and non-bradykinin-mediated neck swelling accompanied by significant muscle involvement and","The case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"" describes a patient whose neck swelling was not driven by histamine or bradykinin and was also associated with substantial muscle involvement and","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the reported patient had non-histamine and non-bradykinin-mediated neck swelling accompanied by significant muscle involvement and dysphagia.","The case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"" describes a patient whose neck swelling was not driven by histamine or bradykinin and was also associated with substantial muscle involvement and dysphagia."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v13.csv,4,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v14_low_overlap_strict.audit.csv,0.272727,0.184211,0.390411,0.454849,3,2,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis has a bimodal age distribution, with peak onset in adults at","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis shows two incidence peaks, one in children ages 5–14 and another in adults at","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis has a bimodal age distribution, with peak onset in adults at 45–64 years.","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis shows two incidence peaks, one in children ages 5–14 and another in adults at 45–64 years."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v13.csv,5,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v14_low_overlap_strict.audit.csv,0.171429,0.121212,0.351438,0.130584,3,1,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a cited study found that pseudoangioedema was present in","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the cited study reported pseudoangioedema in","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a cited study found that pseudoangioedema was present in 8 out of 121","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the cited study reported pseudoangioedema in 8 out of 121"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v13.csv,6,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v14_low_overlap_strict.audit.csv,0.155556,0.062500,0.127536,0.092219,5,1,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the man in his 40s presented with 3 weeks of progressive neck swelling, proximal hip flexor weakness, and mild myalgia, and he had not been taking","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the man in his 40s arrived with 3 weeks of worsening neck swelling, proximal hip flexor weakness, and mild myalgia, and his medication history did not include","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the man in his 40s presented with 3 weeks of progressive neck swelling, proximal hip flexor weakness, and mild myalgia, and he had not been taking a 3-hydroxy-3-methyl-glutaryl-coenzyme A (HMG-CoA) reductase inhibitor.","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the man in his 40s arrived with 3 weeks of worsening neck swelling, proximal hip flexor weakness, and mild myalgia, and his medication history did not include a 3-hydroxy-3-methyl-glutaryl-coenzyme A (HMG-CoA) reductase inhibitor."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v13.csv,7,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v14_low_overlap_strict.audit.csv,0.205882,0.212121,0.313390,0.306306,4,4,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the investigation for suspected angioedema, the patient's C1 esterase function and C1 esterase quantification were","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", while evaluating the suspected angioedema, the patient's C1 esterase function and C1 esterase quantification were","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the investigation for suspected angioedema, the patient's C1 esterase function and C1 esterase quantification were within the normal range.","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", while evaluating the suspected angioedema, the patient's C1 esterase function and C1 esterase quantification were within the normal range."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v13.csv,8,True,1,accepted,0.416667,0.250000,0.587654,0.489691,15,4,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a myositis antibody panel consisting of 16 antigens linked to autoimmune inflammatory myopathy was performed during the patient’s investigation using a","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the patient’s workup included a myositis antibody panel covering 16 antigens associated with autoimmune inflammatory myopathy, carried out with a","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a myositis antibody panel consisting of 16 antigens linked to autoimmune inflammatory myopathy was performed during the patient’s investigation using a Euroimmun Euroline immunoassay","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the patient’s workup included a myositis antibody panel covering 16 antigens associated with autoimmune inflammatory myopathy, carried out with a Euroimmun Euroline immunoassay"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v13.csv,9,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/facts/probes_v14_low_overlap_strict.audit.csv,0.048780,0.139535,0.271955,0.361257,2,5,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", pulmonary function testing performed during the evaluation of the patient's progressive neck swelling and muscle weakness showed","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", lung function testing done as part of the workup for the patient’s worsening neck swelling and proximal weakness demonstrated an extrathoracic restrictive pattern, with","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", pulmonary function testing performed during the evaluation of the patient's progressive neck swelling and muscle weakness showed no significant bronchodilator response.","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", lung function testing done as part of the workup for the patient’s worsening neck swelling and proximal weakness demonstrated an extrathoracic restrictive pattern, with no significant bronchodilator response."
