probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,formatted_question_5shot
"In the case ""United States v. Justin Lyle Cutbank"", before trial Cutbank moved to exclude testimony under Federal Rule of Evidence 404(b). Which witnesses did he seek to prevent from testifying that they had previously seen him with the sawed-off Marlin .22 caliber rifle?",D.F. and C.F.,(B),"In the case ""United States v. Justin Lyle Cutbank"", before trial Cutbank moved to exclude testimony under Federal Rule of Evidence 404(b). Which witnesses did he seek to prevent from testifying that they had previously seen him with the sawed-off Marlin .22 caliber rifle?
(A) the government's firearms-identification expert
(B) D.F. and C.F.
(C) B.F. and C.B.
(D) the confidential informant and the case agent
(E) the arresting officers who recovered the sawed-off Marlin .22 caliber rifle",the government's firearms-identification expert,D.F. and C.F.,B.F. and C.B.,the confidential informant and the case agent,the arresting officers who recovered the sawed-off Marlin .22 caliber rifle,"[""the arresting officers who recovered the sawed-off Marlin .22 caliber rifle"", ""the government's firearms-identification expert"", ""the confidential informant and the case agent"", ""B.F. and C.B.""]","In the case ""United States v. Justin Cutbank"", before trial Cutbank moved under Federal Rule of Evidence 404(b) to prevent testimony from D.F. and C.F.","Before trial, Cutbank filed a motion to prevent D.F. and C.F. from testifying that they had previously observed him with the sawed-off Marlin .22 caliber rifle, arguing this would be propensity evidence violating Rule 404(b) of the Federal Rules of Evidence.",II. The Evidentiary and Procedural Issues,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""United States v. Justin Lyle Cutbank"", before trial Cutbank moved to exclude testimony under Federal Rule of Evidence 404(b). Which witnesses did he seek to prevent from testifying that they had previously seen him with the sawed-off Marlin .22 caliber rifle?
(A) the government's firearms-identification expert
(B) D.F. and C.F.
(C) B.F. and C.B.
(D) the confidential informant and the case agent
(E) the arresting officers who recovered the sawed-off Marlin .22 caliber rifle"
"According to the opinion in ""United States v. Justin Lyle Cutbank,"" which cited United States v. Battle on the relevance of prior firearm possession to a later possession charge, prior possession helps establish what with respect to the weapon?",ownership or control of the weapon.,(C),"According to the opinion in ""United States v. Justin Lyle Cutbank,"" which cited United States v. Battle on the relevance of prior firearm possession to a later possession charge, prior possession helps establish what with respect to the weapon?
(A) motive or intent to use the firearm during the incident.
(B) continuous possession of the firearm before the incident.
(C) ownership or control of the weapon.
(D) chain of custody for the rifle recovered after the incident.
(E) knowledge of the weapon’s altered, illegal characteristics.",motive or intent to use the firearm during the incident.,continuous possession of the firearm before the incident.,ownership or control of the weapon.,chain of custody for the rifle recovered after the incident.,"knowledge of the weapon’s altered, illegal characteristics.","[""continuous possession of the firearm before the incident."", ""knowledge of the weapon\u2019s altered, illegal characteristics."", ""motive or intent to use the firearm during the incident."", ""chain of custody for the rifle recovered after the incident.""]","In the case ""United States v. Justin Cutbank"", citing United States v. Battle on the relevance of prior firearm possession to a later possession charge, the court stated that prior possession helps establish ownership or control of the weapon.","“Prior possession of a firearm is directly relevant to proving later possession of that same weapon because it helps establish ownership or control of the weapon.” United States v. Battle, 774 F.3d 504, 511 (8th Cir. 2014), cert. denied, 575 U.S. 978 (2015).",II. The Evidentiary and Procedural Issues,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""United States v. Justin Lyle Cutbank,"" which cited United States v. Battle on the relevance of prior firearm possession to a later possession charge, prior possession helps establish what with respect to the weapon?
(A) motive or intent to use the firearm during the incident.
(B) continuous possession of the firearm before the incident.
(C) ownership or control of the weapon.
(D) chain of custody for the rifle recovered after the incident.
(E) knowledge of the weapon’s altered, illegal characteristics."
"In the case ""United States v. Justin Lyle Cutbank,"" the jury found Cutbank guilty of the charged felon-in-possession offense and also found that he had previously been convicted of at least three violent felonies. According to the opinion, what statute's enhanced penalty provisions were triggered by those prior convictions?",§ 924(e).,(B),"In the case ""United States v. Justin Lyle Cutbank,"" the jury found Cutbank guilty of the charged felon-in-possession offense and also found that he had previously been convicted of at least three violent felonies. According to the opinion, what statute's enhanced penalty provisions were triggered by those prior convictions?
(A) § 924(a)(2).
(B) § 924(e).
(C) § 3559(c).
(D) § 924(c)(1)(A).
(E) § 922(g)(1).",§ 924(a)(2).,§ 924(e).,§ 3559(c).,§ 924(c)(1)(A).,§ 922(g)(1).,"[""\u00a7 922(g)(1)."", ""\u00a7 924(a)(2)."", ""\u00a7 924(c)(1)(A)."", ""\u00a7 3559(c).""]","In the case ""United States v. Justin Cutbank"", the jury found Cutbank guilty of the charged felon-in-possession offense and also found that he had previously been convicted of at least three violent felonies, which triggered the enhanced penalty provisions of § 924(e).","The jury convicted Cutbank of the charged felon in possession offense and of being previously convicted of at least three violent felonies, triggering the enhanced penalty provisions of § 924(e).",I. Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""United States v. Justin Lyle Cutbank,"" the jury found Cutbank guilty of the charged felon-in-possession offense and also found that he had previously been convicted of at least three violent felonies. According to the opinion, what statute's enhanced penalty provisions were triggered by those prior convictions?
(A) § 924(a)(2).
(B) § 924(e).
(C) § 3559(c).
(D) § 924(c)(1)(A).
(E) § 922(g)(1)."
"In the case ""United States v. Justin Lyle Cutbank,"" what offense did the jury convict Justin Cutbank of under 18 U.S.C. §§ 922(g)(1) and 924(e)?",being a felon in possession of a firearm.,(E),"In the case ""United States v. Justin Lyle Cutbank,"" what offense did the jury convict Justin Cutbank of under 18 U.S.C. §§ 922(g)(1) and 924(e)?
(A) being an armed career criminal under the Armed Career Criminal Act.
(B) possessing methamphetamine with intent to distribute.
(C) using and carrying a firearm during and in relation to a drug trafficking crime.
(D) possessing a firearm with an obliterated serial number.
(E) being a felon in possession of a firearm.",being an armed career criminal under the Armed Career Criminal Act.,possessing methamphetamine with intent to distribute.,using and carrying a firearm during and in relation to a drug trafficking crime.,possessing a firearm with an obliterated serial number.,being a felon in possession of a firearm.,"[""being an armed career criminal under the Armed Career Criminal Act."", ""using and carrying a firearm during and in relation to a drug trafficking crime."", ""possessing a firearm with an obliterated serial number."", ""possessing methamphetamine with intent to distribute.""]","In the case ""United States v. Justin Cutbank"", the jury convicted Justin Cutbank under 18 U.S.C. §§ 922(g)(1) and 924(e) of being a felon in possession of a firearm.","A jury convicted Justin Cutbank, a felon with an extensive criminal history, of being a felon in possession of a firearm in violation of 18 U.S.C. §§ 922(g)(1) and 924(e).",Header,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""United States v. Justin Lyle Cutbank,"" what offense did the jury convict Justin Cutbank of under 18 U.S.C. §§ 922(g)(1) and 924(e)?
(A) being an armed career criminal under the Armed Career Criminal Act.
(B) possessing methamphetamine with intent to distribute.
(C) using and carrying a firearm during and in relation to a drug trafficking crime.
(D) possessing a firearm with an obliterated serial number.
(E) being a felon in possession of a firearm."
"In the case ""United States v. Justin Lyle Cutbank"", when officers attempted to detain Cutbank after he barricaded himself in a garage, where did he bite an officer during the struggle?",the face and neck,(B),"In the case ""United States v. Justin Lyle Cutbank"", when officers attempted to detain Cutbank after he barricaded himself in a garage, where did he bite an officer during the struggle?
(A) the face and chest
(B) the face and neck
(C) the arm and shoulder
(D) the leg and ankle
(E) the hand and forearm",the face and chest,the face and neck,the arm and shoulder,the leg and ankle,the hand and forearm,"[""the arm and shoulder"", ""the face and chest"", ""the hand and forearm"", ""the leg and ankle""]","In the case ""United States v. Justin Cutbank"", when officers attempted to detain Cutbank after he barricaded himself in a garage, he bit an officer during the struggle on the face and neck","Cutbank resisted when officers attempted to detain him, biting an officer in the face and neck and grabbing his gun.",I. Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""United States v. Justin Lyle Cutbank"", when officers attempted to detain Cutbank after he barricaded himself in a garage, where did he bite an officer during the struggle?
(A) the face and chest
(B) the face and neck
(C) the arm and shoulder
(D) the leg and ankle
(E) the hand and forearm"
"In the case ""United States v. Justin Lyle Cutbank,"" what standard of review applies on appeal to a district court’s decision not to give a limiting instruction?",abuse of discretion.,(B),"In the case ""United States v. Justin Lyle Cutbank,"" what standard of review applies on appeal to a district court’s decision not to give a limiting instruction?
(A) de novo review.
(B) abuse of discretion.
(C) harmless-error review.
(D) clear error review.
(E) plain error review.",de novo review.,abuse of discretion.,harmless-error review.,clear error review.,plain error review.,"[""de novo review."", ""plain error review."", ""clear error review."", ""harmless-error review.""]","In the case ""United States v. Justin Cutbank"", the standard of review that applies on appeal to a district court’s decision not to give a limiting instruction is abuse of discretion.","“We review a district court’s decision not to give a limiting instruction for abuse of discretion.” United States v. Bennett, 765 F.3d 887, 899 (8th Cir. 2014), cert. denied, 574 U.S. 1180 (2015).",II. The Evidentiary and Procedural Issues,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""United States v. Justin Lyle Cutbank,"" what standard of review applies on appeal to a district court’s decision not to give a limiting instruction?
(A) de novo review.
(B) abuse of discretion.
(C) harmless-error review.
(D) clear error review.
(E) plain error review."
"In the case ""United States v. Justin Lyle Cutbank,"" what did Cutbank direct his girlfriend, D.F., to do after he pointed a gun at her face during the night of November 19-20, 2020?",into a closet.,(B),"In the case ""United States v. Justin Lyle Cutbank,"" what did Cutbank direct his girlfriend, D.F., to do after he pointed a gun at her face during the night of November 19-20, 2020?
(A) to search the home for listening devices.
(B) into a closet.
(C) into the bathroom.
(D) into the bedroom.
(E) outside the house.",to search the home for listening devices.,into a closet.,into the bathroom.,into the bedroom.,outside the house.,"[""into the bathroom."", ""to search the home for listening devices."", ""outside the house."", ""into the bedroom.""]","In the case ""United States v. Justin Cutbank"", after Cutbank pointed a gun at his girlfriend D.F.’s face during the night of November 19-20, 2020, he directed her into a closet.","During the night of November 19-20, 2020, after drinking and using methamphetamine, Cutbank awakened his girlfriend, D.F., pointed a gun at her face, and directed her into a closet, making paranoid accusations about “listening devices” in the home and people outside waiting to harm him.",I. Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""United States v. Justin Lyle Cutbank,"" what did Cutbank direct his girlfriend, D.F., to do after he pointed a gun at her face during the night of November 19-20, 2020?
(A) to search the home for listening devices.
(B) into a closet.
(C) into the bathroom.
(D) into the bedroom.
(E) outside the house."
"According to the opinion in ""United States v. Justin Lyle Cutbank,"" when may a district court decline to instruct the jury about each item of evidence at the time that evidence is admitted?",if the court provides an appropriate instruction at the close of trial.,(D),"According to the opinion in ""United States v. Justin Lyle Cutbank,"" when may a district court decline to instruct the jury about each item of evidence at the time that evidence is admitted?
(A) if the evidence falls within a firmly rooted hearsay exception.
(B) so long as its probative value is not substantially outweighed by unfair prejudice under Rule 403.
(C) provided the declarant later testifies and is available for cross-examination.
(D) if the court provides an appropriate instruction at the close of trial.
(E) when the testimony is admitted only to explain the context for the officers’ actions.",if the evidence falls within a firmly rooted hearsay exception.,so long as its probative value is not substantially outweighed by unfair prejudice under Rule 403.,provided the declarant later testifies and is available for cross-examination.,if the court provides an appropriate instruction at the close of trial.,when the testimony is admitted only to explain the context for the officers’ actions.,"[""when the testimony is admitted only to explain the context for the officers\u2019 actions."", ""provided the declarant later testifies and is available for cross-examination."", ""if the evidence falls within a firmly rooted hearsay exception."", ""so long as its probative value is not substantially outweighed by unfair prejudice under Rule 403.""]","According to the opinion in ""United States v. Justin Cutbank"", a district court may decline to instruct the jury about each item of evidence at the time that evidence is admitted if the court provides an appropriate instruction at the close of trial.",The court “need not instruct the jury regarding each item of evidence at the time the evidence is admitted if the court provides an appropriate instruction at the close of trial.” Id.,II. The Evidentiary and Procedural Issues,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""United States v. Justin Lyle Cutbank,"" when may a district court decline to instruct the jury about each item of evidence at the time that evidence is admitted?
(A) if the evidence falls within a firmly rooted hearsay exception.
(B) so long as its probative value is not substantially outweighed by unfair prejudice under Rule 403.
(C) provided the declarant later testifies and is available for cross-examination.
(D) if the court provides an appropriate instruction at the close of trial.
(E) when the testimony is admitted only to explain the context for the officers’ actions."
"In the case ""United States v. Justin Lyle Cutbank,"" what drug had Cutbank used before he awakened his girlfriend, D.F., during the night of November 19-20, 2020?",methamphetamine,(E),"In the case ""United States v. Justin Lyle Cutbank,"" what drug had Cutbank used before he awakened his girlfriend, D.F., during the night of November 19-20, 2020?
(A) cocaine
(B) fentanyl
(C) phencyclidine (PCP)
(D) amphetamine
(E) methamphetamine",cocaine,fentanyl,phencyclidine (PCP),amphetamine,methamphetamine,"[""amphetamine"", ""cocaine"", ""phencyclidine (PCP)"", ""fentanyl""]","In the case ""United States v. Justin Cutbank"", the drug Cutbank had used before he awakened his girlfriend, D.F., during the night of November 19-20, 2020, was methamphetamine","During the night of November 19-20, 2020, after drinking and using methamphetamine, Cutbank awakened his girlfriend, D.F., pointed a gun at her face, and directed her into a closet, making paranoid accusations about “listening devices” in the home and people outside waiting to harm him.",I. Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""United States v. Justin Lyle Cutbank,"" what drug had Cutbank used before he awakened his girlfriend, D.F., during the night of November 19-20, 2020?
(A) cocaine
(B) fentanyl
(C) phencyclidine (PCP)
(D) amphetamine
(E) methamphetamine"
"In the case ""United States v. Justin Lyle Cutbank"", how did the defense try to undermine C.F.’s testimony that she had seen the gun used during the incident ""once or twice"" before?",cross-examining her about prior statements she made to a police investigator.,(C),"In the case ""United States v. Justin Lyle Cutbank"", how did the defense try to undermine C.F.’s testimony that she had seen the gun used during the incident ""once or twice"" before?
(A) impeaching her with evidence of prior convictions bearing on truthfulness.
(B) confronting her with D.F.’s account that she had never seen the weapon before the incident.
(C) cross-examining her about prior statements she made to a police investigator.
(D) attempting to read portions of the police report summarizing those statements into the record.
(E) introducing ballistic evidence to suggest the firearm recovered was not the one she described.",impeaching her with evidence of prior convictions bearing on truthfulness.,confronting her with D.F.’s account that she had never seen the weapon before the incident.,cross-examining her about prior statements she made to a police investigator.,attempting to read portions of the police report summarizing those statements into the record.,introducing ballistic evidence to suggest the firearm recovered was not the one she described.,"[""attempting to read portions of the police report summarizing those statements into the record."", ""confronting her with D.F.\u2019s account that she had never seen the weapon before the incident."", ""introducing ballistic evidence to suggest the firearm recovered was not the one she described."", ""impeaching her with evidence of prior convictions bearing on truthfulness.""]","In the case ""United States v. Justin Cutbank"", the defense tried to undermine C.F.’s testimony that she had seen the gun used during the incident “once or twice” before by cross-examining her about prior statements she made to a police investigator.",The defense sought to undermine C.F.’s testimony that she had seen the gun used during the incident “once or twice” before by cross-examining her about prior statements she made to a police investigator.,II. The Evidentiary and Procedural Issues,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""United States v. Justin Lyle Cutbank"", how did the defense try to undermine C.F.’s testimony that she had seen the gun used during the incident ""once or twice"" before?
(A) impeaching her with evidence of prior convictions bearing on truthfulness.
(B) confronting her with D.F.’s account that she had never seen the weapon before the incident.
(C) cross-examining her about prior statements she made to a police investigator.
(D) attempting to read portions of the police report summarizing those statements into the record.
(E) introducing ballistic evidence to suggest the firearm recovered was not the one she described."
