review_id,distractor_index,option_label,judged_equivalent,judge_reason,regenerated,attempts,success,failure_reason,original,final,candidate_history
legal/United_States_v_Justin_Cutbank/5,0,(A),False,,False,0,True,,de novo review.,de novo review.,[]
legal/United_States_v_Justin_Cutbank/5,1,(C),False,,False,0,True,,harmless-error review.,harmless-error review.,[]
legal/United_States_v_Justin_Cutbank/5,2,(D),False,,False,0,True,,clear error review.,clear error review.,[]
legal/United_States_v_Justin_Cutbank/5,3,(E),False,,False,0,True,,plain error review.,plain error review.,[]
legal/United_States_v_Justin_Cutbank/7,0,(A),False,,False,0,True,,if the evidence falls within a firmly rooted hearsay exception.,if the evidence falls within a firmly rooted hearsay exception.,[]
legal/United_States_v_Justin_Cutbank/7,1,(B),False,,False,0,True,,so long as its probative value is not substantially outweighed by unfair prejudice under Rule 403.,so long as its probative value is not substantially outweighed by unfair prejudice under Rule 403.,[]
legal/United_States_v_Justin_Cutbank/7,2,(C),False,,False,0,True,,provided the declarant later testifies and is available for cross-examination.,provided the declarant later testifies and is available for cross-examination.,[]
legal/United_States_v_Justin_Cutbank/7,3,(E),False,,False,0,True,,when the testimony is admitted only to explain the context for the officers’ actions.,when the testimony is admitted only to explain the context for the officers’ actions.,[]
legal/United_States_v_Justin_Cutbank/3,0,(A),False,,False,0,True,,being an armed career criminal under the Armed Career Criminal Act.,being an armed career criminal under the Armed Career Criminal Act.,[]
legal/United_States_v_Justin_Cutbank/3,1,(B),False,,False,0,True,,possessing methamphetamine with intent to distribute.,possessing methamphetamine with intent to distribute.,[]
legal/United_States_v_Justin_Cutbank/3,2,(C),False,,False,0,True,,using and carrying a firearm during and in relation to a drug trafficking crime.,using and carrying a firearm during and in relation to a drug trafficking crime.,[]
legal/United_States_v_Justin_Cutbank/3,3,(D),False,,False,0,True,,possessing a firearm with an obliterated serial number.,possessing a firearm with an obliterated serial number.,[]
legal/United_States_v_Justin_Cutbank/0,0,(A),False,,False,0,True,,the government's firearms-identification expert,the government's firearms-identification expert,[]
legal/United_States_v_Justin_Cutbank/0,1,(C),False,,False,0,True,,B.F. and C.B.,B.F. and C.B.,[]
legal/United_States_v_Justin_Cutbank/0,2,(D),False,,False,0,True,,the confidential informant and the case agent,the confidential informant and the case agent,[]
legal/United_States_v_Justin_Cutbank/0,3,(E),False,,False,0,True,,the arresting officers who recovered the sawed-off Marlin .22 caliber rifle,the arresting officers who recovered the sawed-off Marlin .22 caliber rifle,[]
legal/United_States_v_Justin_Cutbank/8,0,(A),False,,False,0,True,,cocaine,cocaine,[]
legal/United_States_v_Justin_Cutbank/8,1,(B),False,,False,0,True,,fentanyl,fentanyl,[]
legal/United_States_v_Justin_Cutbank/8,2,(C),False,,False,0,True,,phencyclidine (PCP),phencyclidine (PCP),[]
legal/United_States_v_Justin_Cutbank/8,3,(D),False,,False,0,True,,amphetamine,amphetamine,[]
legal/United_States_v_Justin_Cutbank/11,0,(A),False,,False,0,True,,180 months imprisonment,180 months imprisonment,[]
legal/United_States_v_Justin_Cutbank/11,1,(B),False,,False,0,True,,300 months imprisonment,300 months imprisonment,[]
legal/United_States_v_Justin_Cutbank/11,2,(C),False,,False,0,True,,five years of supervised release,five years of supervised release,[]
legal/United_States_v_Justin_Cutbank/11,3,(E),False,,False,0,True,,262 months imprisonment,262 months imprisonment,[]
legal/United_States_v_Justin_Cutbank/10,0,(A),False,,False,0,True,,binding her hands with duct tape and dragging her across the room,binding her hands with duct tape and dragging her across the room,[]
legal/United_States_v_Justin_Cutbank/10,1,(B),False,,False,0,True,,firing a warning shot into the wall to keep others from intervening,firing a warning shot into the wall to keep others from intervening,[]
