original_row_index,target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
1, the value model,"According to the paper 'Group Sequence Policy Optimization', compared with PPO, GSPO avoids needing the model used for advantage estimation, namely","According to the paper 'Group Sequence Policy Optimization', compared with PPO, GSPO avoids needing the model used for advantage estimation, namely the value model",Synthesized Insight,"['The core challenge of PPO in practice lies in its heavy reliance on the value model. Specifically, the value model usually has a similar size to the policy model, introducing a considerable memory and computational burden.', 'GRPO \\citep{grpo} bypasses the need for the value model by computing the relative advantage of each response within a group of responses to the same query.', 'where we adopt the group-based advantage estimation:']","Since GSPO also uses group-based advantage estimation rather than a learned value estimate, it inherits GRPO's avoidance of PPO's large value model.","Compared with PPO, what expensive model component does GSPO avoid needing for advantage estimation?",the value model,"['The core challenge of PPO in practice lies in its heavy reliance on the value model. Specifically, the value model usually has a similar size to the policy model, introducing a considerable memory and computational burden.', 'GRPO \\citep{grpo} bypasses the need for the value model by computing the relative advantage of each response within a group of responses to the same query.', 'where we adopt the group-based advantage estimation:']","['The core challenge of PPO in practice lies in its heavy reliance on the value model. Specifically, the value model usually has a similar size to the policy model, introducing a considerable memory and computational burden.', 'GRPO \\citep{grpo} bypasses the need for the value model by computing the relative advantage of each response within a group of responses to the same query.', 'where we adopt the group-based advantage estimation:']"
3, sequence-level importance ratios,"According to the paper 'Group Sequence Policy Optimization', the property of GSPO that makes extending the generation length compatible with continued improvement, unlike the GRPO failure mode described earlier, is","According to the paper 'Group Sequence Policy Optimization', the property of GSPO that makes extending the generation length compatible with continued improvement, unlike the GRPO failure mode described earlier, is sequence-level importance ratios",Reasoning Step,"['We observe that \\textbf{GSPO can deliver continuous performance improvement through increasing the training compute, regularly updating the query set, and extending the generation length}.', 'Instead, it introduces high-variance noise into the training gradients, which accumulates over long sequences and is exacerbated by the clipping mechanism.']","Since longer generations hurt GRPO by accumulating token-level noise, GSPO's ability to keep improving as generation length grows implies that its sequence-level weighting avoids that failure mode.","Which property of GSPO makes extending the generation length compatible with continued improvement, unlike the GRPO failure mode described earlier?",sequence-level importance ratios,"['We observe that \\textbf{GSPO can deliver continuous performance improvement through increasing the training compute, regularly updating the query set, and extending the generation length}.', 'Instead, it introduces high-variance noise into the training gradients, which accumulates over long sequences and is exacerbated by the clipping mechanism.']","['We observe that \\textbf{GSPO can deliver continuous performance improvement through increasing the training compute, regularly updating the query set, and extending the generation length}.', 'Instead, it introduces high-variance noise into the training gradients, which accumulates over long sequences and is exacerbated by the clipping mechanism.']"
6, GSPO-token,"According to the paper 'Group Sequence Policy Optimization', if every token in a response is assigned the same advantage, the objective variant that becomes numerically identical to GSPO in objective, clipping, and gradient is","According to the paper 'Group Sequence Policy Optimization', if every token in a response is assigned the same advantage, the objective variant that becomes numerically identical to GSPO in objective, clipping, and gradient is GSPO-token",Reasoning Step,"['Note that the term $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\mathrm{sg} \\left[ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) \\right] }$ has a numerical value of 1, so $s_{i,t}(\\theta)$ is numerically equal to $s_{i}(\\theta)$.', 'Comparing Equation~\\eqref{equ:gspo} and~\\eqref{equ:gspo-token}, and Equation~\\eqref{equ:gspo_grad} and~\\eqref{equ:gspo-token_grad}, GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when we set the advantages of all the tokens in the response $y_i$ to the same value (i.e., $\\widehat{A}_{i,t} = \\widehat{A}_{i}$), while GSPO-token enjoys the higher flexibility of adjusting the advantages per token.']","If all token advantages are tied to the same response-level value and s_{i,t} equals s_i numerically, the token variant collapses to the same behavior as GSPO.","If every token in a response is assigned the same advantage, which objective variant becomes numerically identical to GSPO in objective, clipping, and gradient?",GSPO-token,"['Note that the term $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\mathrm{sg} \\left[ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) \\right] }$ has a numerical value of 1, so $s_{i,t}(\\theta)$ is numerically equal to $s_{i}(\\theta)$.', 'Comparing Equation~\\eqref{equ:gspo} and~\\eqref{equ:gspo-token}, and Equation~\\eqref{equ:gspo_grad} and~\\eqref{equ:gspo-token_grad}, GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when we set the advantages of all the tokens in the response $y_i$ to the same value (i.e., $\\widehat{A}_{i,t} = \\widehat{A}_{i}$), while GSPO-token enjoys the higher flexibility of adjusting the advantages per token.']","['Note that the term $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\mathrm{sg} \\left[ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) \\right] }$ has a numerical value of 1, so $s_{i,t}(\\theta)$ is numerically equal to $s_{i}(\\theta)$.', 'Comparing Equation~\\eqref{equ:gspo} and~\\eqref{equ:gspo-token}, and Equation~\\eqref{equ:gspo_grad} and~\\eqref{equ:gspo-token_grad}, GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when we set the advantages of all the tokens in the response $y_i$ to the same value (i.e., $\\widehat{A}_{i,t} = \\widehat{A}_{i}$), while GSPO-token enjoys the higher flexibility of adjusting the advantages per token.']"
8, training-engine recomputation,"According to the paper 'Group Sequence Policy Optimization', because GSPO relies on sequence-level likelihoods that are more tolerant of precision discrepancies, the extra step that can be skipped is","According to the paper 'Group Sequence Policy Optimization', because GSPO relies on sequence-level likelihoods that are more tolerant of precision discrepancies, the extra step that can be skipped is training-engine recomputation",Multi-Fact Integration,"['Given the precision discrepancies between training engines (e.g., Megatron) and inference engines (e.g., SGLang and vLLM), in practice, we typically use the training engine to recompute the likelihoods of sampled responses under the old policy $\\pi_{\\theta_\\text{old}}$.', 'However, GSPO uses only sequence-level, rather than token-level, likelihoods for optimization, and intuitively, the former is much more tolerant of precision discrepancies.', 'Hence, GSPO makes it possible to directly use the likelihoods returned by the inference engine for optimization, thereby avoiding the need for recomputation with the training engine.']","If GSPO only needs sequence-level likelihoods and those are tolerant to engine precision differences, then the old-policy likelihoods no longer need to be recomputed by the training engine.","Because GSPO relies on sequence-level likelihoods that are more tolerant of precision discrepancies, what extra step can be skipped?",training-engine recomputation,"['Given the precision discrepancies between training engines (e.g., Megatron) and inference engines (e.g., SGLang and vLLM), in practice, we typically use the training engine to recompute the likelihoods of sampled responses under the old policy $\\pi_{\\theta_\\text{old}}$.', 'However, GSPO uses only sequence-level, rather than token-level, likelihoods for optimization, and intuitively, the former is much more tolerant of precision discrepancies.', 'Hence, GSPO makes it possible to directly use the likelihoods returned by the inference engine for optimization, thereby avoiding the need for recomputation with the training engine.']","['Given the precision discrepancies between training engines (e.g., Megatron) and inference engines (e.g., SGLang and vLLM), in practice, we typically use the training engine to recompute the likelihoods of sampled responses under the old policy $\\pi_{\\theta_\\text{old}}$.', 'However, GSPO uses only sequence-level, rather than token-level, likelihoods for optimization, and intuitively, the former is much more tolerant of precision discrepancies.', 'Hence, GSPO makes it possible to directly use the likelihoods returned by the inference engine for optimization, thereby avoiding the need for recomputation with the training engine.']"
9, varying clipping ranges,"According to the paper 'Group Sequence Policy Optimization', if GSPO removed length normalization while training on responses of different lengths, the extra tuning problem that would arise would be","According to the paper 'Group Sequence Policy Optimization', if GSPO removed length normalization while training on responses of different lengths, the extra tuning problem that would arise would be varying clipping ranges",Multi-Fact Integration,"['Note that we adopt length normalization in $s_{i}(\\theta)$ to reduce the variance and to control  $s_{i}(\\theta)$ within a unified numerical range.', 'Otherwise, the likelihood changes of a few tokens can result in dramatic fluctuations of the sequence-level importance ratio, and the importance ratios of responses with different lengths will require varying clipping ranges.']","Without length normalization, responses of different lengths would place their importance ratios on different scales, so one clipping range would no longer fit them all.","If GSPO removed length normalization while training on responses of different lengths, what extra tuning problem would arise?",varying clipping ranges,"['Note that we adopt length normalization in $s_{i}(\\theta)$ to reduce the variance and to control  $s_{i}(\\theta)$ within a unified numerical range.', 'Otherwise, the likelihood changes of a few tokens can result in dramatic fluctuations of the sequence-level importance ratio, and the importance ratios of responses with different lengths will require varying clipping ranges.']","['Note that we adopt length normalization in $s_{i}(\\theta)$ to reduce the variance and to control  $s_{i}(\\theta)$ within a unified numerical range.', 'Otherwise, the likelihood changes of a few tokens can result in dramatic fluctuations of the sequence-level importance ratio, and the importance ratios of responses with different lengths will require varying clipping ranges.']"
12, the sequence level,"According to the paper 'Group Sequence Policy Optimization', when rewards are assigned to whole responses, off-policy correction and clipping should operate at the appropriate level:","According to the paper 'Group Sequence Policy Optimization', when rewards are assigned to whole responses, off-policy correction and clipping should operate at the appropriate level: the sequence level",Synthesized Insight,"[""The above observation suggests a fundamental issue in GRPO's design. The failure of the token-level importance weight points to a core principle: \\textbf{the unit of optimization objective should match the unit of reward}. Since the reward is granted to the entire sequence, applying off-policy correction at the token level appears problematic."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation, which matches both the sequence-level rewarding and optimization.""]","If reward is assigned to whole sequences and the optimization unit should match the reward unit, then off-policy correction and clipping should also be done at the sequence level.","When rewards are assigned to whole responses, at what level should off-policy correction and clipping operate to match the paper's stated principle?",the sequence level,"[""The above observation suggests a fundamental issue in GRPO's design. The failure of the token-level importance weight points to a core principle: \\textbf{the unit of optimization objective should match the unit of reward}. Since the reward is granted to the entire sequence, applying off-policy correction at the token level appears problematic."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation, which matches both the sequence-level rewarding and optimization.""]","[""The above observation suggests a fundamental issue in GRPO's design. The failure of the token-level importance weight points to a core principle: \\textbf{the unit of optimization objective should match the unit of reward}. Since the reward is granted to the entire sequence, applying off-policy correction at the token level appears problematic."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation, which matches both the sequence-level rewarding and optimization.""]"
14, memory and communication overhead,"According to the paper 'Group Sequence Policy Optimization', by eliminating Routing Replay in MoE RL, GSPO avoids extra cost, namely","According to the paper 'Group Sequence Policy Optimization', by eliminating Routing Replay in MoE RL, GSPO avoids extra cost, namely memory and communication overhead",Multi-Fact Integration,"['GRPO necessitates the Routing Replay training strategy for the normal convergence of MoE RL, which we will additionally discuss in \\S~\\ref{subsec:routing_replay}, while \\textit{GSPO has obviated the need for this strategy}.', 'Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.']","Since GSPO removes the need for Routing Replay, it also removes the memory and communication costs that Routing Replay introduces.","By eliminating Routing Replay in MoE RL, what overhead does GSPO avoid?",memory and communication overhead,"['GRPO necessitates the Routing Replay training strategy for the normal convergence of MoE RL, which we will additionally discuss in \\S~\\ref{subsec:routing_replay}, while \\textit{GSPO has obviated the need for this strategy}.', 'Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.']","['GRPO necessitates the Routing Replay training strategy for the normal convergence of MoE RL, which we will additionally discuss in \\S~\\ref{subsec:routing_replay}, while \\textit{GSPO has obviated the need for this strategy}.', 'Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.']"
15, full capacity,"According to the paper 'Group Sequence Policy Optimization', besides avoiding extra overhead, GSPO also removes the need for Routing Replay, which allows the model to leverage its","According to the paper 'Group Sequence Policy Optimization', besides avoiding extra overhead, GSPO also removes the need for Routing Replay, which allows the model to leverage its full capacity",Multi-Fact Integration,"['Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.', 'In contrast, as shown in Figure~\\ref{fig:results}, GSPO eliminates the dependency on Routing Replay', 'This not only simplifies and stabilizes the training process but also allows the model to leverage its full capacity without artificial constraints.']","Since Routing Replay limits MoE capacity and GSPO removes the need for it, GSPO lets the model use the capacity that replay would otherwise constrain.","Besides avoiding extra overhead, what model-side benefit follows from GSPO removing the need for Routing Replay?",full capacity,"['Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.', 'In contrast, as shown in Figure~\\ref{fig:results}, GSPO eliminates the dependency on Routing Replay', 'This not only simplifies and stabilizes the training process but also allows the model to leverage its full capacity without artificial constraints.']","['Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.', 'In contrast, as shown in Figure~\\ref{fig:results}, GSPO eliminates the dependency on Routing Replay', 'This not only simplifies and stabilizes the training process but also allows the model to leverage its full capacity without artificial constraints.']"
16, distribution correction,"According to the paper 'Group Sequence Policy Optimization', because GRPO uses only one sampled token from each next-token distribution, the intended role of importance sampling at the token level is","According to the paper 'Group Sequence Policy Optimization', because GRPO uses only one sampled token from each next-token distribution, the intended role of importance sampling at the token level is distribution correction",Multi-Fact Integration,"['Crucially, this relies on averaging over multiple samples ($N \\gg 1$) from the behavior distribution $\\pi_\\text{beh}$ for the importance weight $\\frac{ \\pi_\\text{tar} (z) }{ \\pi_\\text{beh} (z)}$ to effectively correct for the distributional mismatch.', 'In contrast, GRPO applies the importance weight $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ at each token position $t$. Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.']","Importance correction needs many samples from the behavior distribution, but GRPO uses only one sample per next-token distribution, so its token ratio cannot actually do that correction.","Because GRPO uses only one sampled token from each next-token distribution, what intended job of importance sampling fails at the token level?",distribution correction,"['Crucially, this relies on averaging over multiple samples ($N \\gg 1$) from the behavior distribution $\\pi_\\text{beh}$ for the importance weight $\\frac{ \\pi_\\text{tar} (z) }{ \\pi_\\text{beh} (z)}$ to effectively correct for the distributional mismatch.', 'In contrast, GRPO applies the importance weight $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ at each token position $t$. Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.']","['Crucially, this relies on averaging over multiple samples ($N \\gg 1$) from the behavior distribution $\\pi_\\text{beh}$ for the importance weight $\\frac{ \\pi_\\text{tar} (z) }{ \\pi_\\text{beh} (z)}$ to effectively correct for the distributional mismatch.', 'In contrast, GRPO applies the importance weight $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ at each token position $t$. Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.']"
19, off-policy discrepancy,"According to the paper 'Group Sequence Policy Optimization', if rollout batches were not partitioned into multiple mini-batches for gradient updates, the main issue motivating clipping would be reduced:","According to the paper 'Group Sequence Policy Optimization', if rollout batches were not partitioned into multiple mini-batches for gradient updates, the main issue motivating clipping would be reduced: off-policy discrepancy",Reasoning Step,"['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation.""]","If splitting rollouts into mini-batches is what introduces the off-policy setting, then removing that split would lessen the off-policy mismatch that clipping is meant to control.","If rollout batches were not partitioned into multiple mini-batches for gradient updates, what main issue motivating clipping would be reduced?",off-policy discrepancy,"['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation.""]","['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation.""]"
20, different importance-ratio scales,"According to the paper 'Group Sequence Policy Optimization', reusing GRPO's clipping range for GSPO would be mismatched because the two methods use","According to the paper 'Group Sequence Policy Optimization', reusing GRPO's clipping range for GSPO would be mismatched because the two methods use different importance-ratio scales",Multi-Fact Integration,"['We also note that the clipping ranges in GSPO and in previous algorithms (e.g., GRPO) typically differ in order of magnitude due to the distinct definitions of importance ratios.', 'In GSPO, we set the left and right clipping ranges in Equation~\\eqref{equ:gspo} to 3e-4 and 4e-4, respectively.', 'We compare against GRPO as the baseline and set the left and right clipping ranges in Equation~\\eqref{equ:grpo} to 0.2 and 0.27, respectively']","Because GSPO and GRPO define their importance ratios differently, their clipping thresholds live on different numerical scales, so one algorithm's range is not directly suitable for the other.",Why would reusing GRPO's clipping range for GSPO be mismatched even before testing performance?,different importance-ratio scales,"['We also note that the clipping ranges in GSPO and in previous algorithms (e.g., GRPO) typically differ in order of magnitude due to the distinct definitions of importance ratios.', 'In GSPO, we set the left and right clipping ranges in Equation~\\eqref{equ:gspo} to 3e-4 and 4e-4, respectively.', 'We compare against GRPO as the baseline and set the left and right clipping ranges in Equation~\\eqref{equ:grpo} to 0.2 and 0.27, respectively']","['We also note that the clipping ranges in GSPO and in previous algorithms (e.g., GRPO) typically differ in order of magnitude due to the distinct definitions of importance ratios.', 'In GSPO, we set the left and right clipping ranges in Equation~\\eqref{equ:gspo} to 3e-4 and 4e-4, respectively.', 'We compare against GRPO as the baseline and set the left and right clipping ranges in Equation~\\eqref{equ:grpo} to 0.2 and 0.27, respectively']"
21, stable token-level importance ratios,"According to the paper 'Group Sequence Policy Optimization', Routing Replay helps GRPO converge on MoE models after expert activations change across updates because it makes $\pi_{\theta}(y_{i,t} \mid x, y_{i,<t})$ and $\pi_{\theta_{\mathrm{old}}}(y_{i,t} \mid x, y_{i,<t})$ share the same activated network, thereby preventing the drastic fluctuations that hinder normal RL convergence and producing","According to the paper 'Group Sequence Policy Optimization', Routing Replay helps GRPO converge on MoE models after expert activations change across updates because it makes $\pi_{\theta}(y_{i,t} \mid x, y_{i,<t})$ and $\pi_{\theta_{\mathrm{old}}}(y_{i,t} \mid x, y_{i,<t})$ share the same activated network, thereby preventing the drastic fluctuations that hinder normal RL convergence and producing stable token-level importance ratios",Multi-Fact Integration,"['This phenomenon, which becomes more prominent in deeper MoE models, makes the token-level importance ratios $w_{i,t}(\\theta) = \\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ fluctuate drastically and further invalidates them, as discussed in \\S~\\ref{sec:motivation} and~\\ref{subsec:gradient}, consequently hindering the normal convergence of RL training.', 'In this way, for each token $y_{i,t}$, $\\pi_{\\theta} (y_{i,t} | x, y_{i,<t})$ and $\\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})$ share the same activated network, so that we can restore the stability of the token-level importance ratios and ensure optimization of the consistent activated network across gradient updates.']","Expert changes break GRPO by destabilizing token-level ratios, so replaying the old routing helps precisely because it makes those ratios stable again across updates.",Why does Routing Replay help GRPO converge on MoE models after expert activations change across updates?,stable token-level importance ratios,"['This phenomenon, which becomes more prominent in deeper MoE models, makes the token-level importance ratios $w_{i,t}(\\theta) = \\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ fluctuate drastically and further invalidates them, as discussed in \\S~\\ref{sec:motivation} and~\\ref{subsec:gradient}, consequently hindering the normal convergence of RL training.', 'In this way, for each token $y_{i,t}$, $\\pi_{\\theta} (y_{i,t} | x, y_{i,<t})$ and $\\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})$ share the same activated network, so that we can restore the stability of the token-level importance ratios and ensure optimization of the consistent activated network across gradient updates.']","['This phenomenon, which becomes more prominent in deeper MoE models, makes the token-level importance ratios $w_{i,t}(\\theta) = \\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ fluctuate drastically and further invalidates them, as discussed in \\S~\\ref{sec:motivation} and~\\ref{subsec:gradient}, consequently hindering the normal convergence of RL training.', 'In this way, for each token $y_{i,t}$, $\\pi_{\\theta} (y_{i,t} | x, y_{i,<t})$ and $\\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})$ share the same activated network, so that we can restore the stability of the token-level importance ratios and ensure optimization of the consistent activated network across gradient updates.']"
24, overly off-policy responses,"According to the paper 'Group Sequence Policy Optimization', after rollout data are split into mini-batches for multiple updates, GSPO clips out the response samples that are","According to the paper 'Group Sequence Policy Optimization', after rollout data are split into mini-batches for multiple updates, GSPO clips out the response samples that are overly off-policy responses",Multi-Fact Integration,"['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation""]","Because multiple mini-batch updates make the data off-policy, GSPO must use its response-level clipping to remove samples that are too far from the current policy.","After rollout data are split into mini-batches for multiple updates, what kind of samples must GSPO clip out at the response level?",overly off-policy responses,"['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation""]","['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation""]"
