probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,inference_type,source_fact(s),source_facts,text_sentences,derivation,question,answer
"According to the paper 'Group Sequence Policy Optimization', GSPO's better efficiency despite training on fewer unclipped tokens implies that many of GRPO's token-level gradients are",noisy and inefficient,(A),"According to the paper 'Group Sequence Policy Optimization', GSPO's better efficiency despite training on fewer unclipped tokens implies that many of GRPO's token-level gradients are
(A) noisy and inefficient
(B) stable and sample-efficient
(C) primarily limited by token scarcity
(D) highly informative and underutilized
(E) concentrated in the clipped tokens",noisy and inefficient,stable and sample-efficient,primarily limited by token scarcity,highly informative and underutilized,concentrated in the clipped tokens,"[""highly informative and underutilized"", ""concentrated in the clipped tokens"", ""stable and sample-efficient"", ""primarily limited by token scarcity""]","According to the paper 'Group Sequence Policy Optimization', GSPO's better efficiency despite training on fewer unclipped tokens implies that many of GRPO's token-level gradients are noisy and inefficient",,,Synthesized Insight,"['However, despite clipping significantly more tokens and consequently using fewer for training (or gradient estimation), GSPO still achieves higher training efficiency than GRPO.', ""This counter-intuitive finding — that clipping a much larger fraction of tokens leads to superior training efficiency — further indicates that GRPO's token-level gradient estimates are inherently noisy and inefficient for sample exploitation.""]","['However, despite clipping significantly more tokens and consequently using fewer for training (or gradient estimation), GSPO still achieves higher training efficiency than GRPO.', ""This counter-intuitive finding — that clipping a much larger fraction of tokens leads to superior training efficiency — further indicates that GRPO's token-level gradient estimates are inherently noisy and inefficient for sample exploitation.""]","['However, despite clipping significantly more tokens and consequently using fewer for training (or gradient estimation), GSPO still achieves higher training efficiency than GRPO.', ""This counter-intuitive finding — that clipping a much larger fraction of tokens leads to superior training efficiency — further indicates that GRPO's token-level gradient estimates are inherently noisy and inefficient for sample exploitation.""]","If removing many more tokens still improves efficiency, the tokens GSPO discards were not providing useful signal and instead mostly contributed noisy, inefficient gradients in GRPO.",What does GSPO's better efficiency despite training on fewer unclipped tokens imply about many of GRPO's token-level gradients?,noisy and inefficient
"According to the paper 'Group Sequence Policy Optimization', the property of GSPO that makes extending the generation length compatible with continued improvement, unlike the GRPO failure mode described earlier, is",sequence-level importance ratios,(C),"According to the paper 'Group Sequence Policy Optimization', the property of GSPO that makes extending the generation length compatible with continued improvement, unlike the GRPO failure mode described earlier, is
(A) token-level importance ratios
(B) regularly updated query sets
(C) sequence-level importance ratios
(D) clipping the per-token policy ratios
(E) increasing the training compute budget",token-level importance ratios,regularly updated query sets,sequence-level importance ratios,clipping the per-token policy ratios,increasing the training compute budget,"[""token-level importance ratios"", ""regularly updated query sets"", ""increasing the training compute budget"", ""clipping the per-token policy ratios""]","According to the paper 'Group Sequence Policy Optimization', the property of GSPO that makes extending the generation length compatible with continued improvement, unlike the GRPO failure mode described earlier, is sequence-level importance ratios",,,Reasoning Step,"['We observe that \\textbf{GSPO can deliver continuous performance improvement through increasing the training compute, regularly updating the query set, and extending the generation length}.', 'Instead, it introduces high-variance noise into the training gradients, which accumulates over long sequences and is exacerbated by the clipping mechanism.']","['We observe that \\textbf{GSPO can deliver continuous performance improvement through increasing the training compute, regularly updating the query set, and extending the generation length}.', 'Instead, it introduces high-variance noise into the training gradients, which accumulates over long sequences and is exacerbated by the clipping mechanism.']","['We observe that \\textbf{GSPO can deliver continuous performance improvement through increasing the training compute, regularly updating the query set, and extending the generation length}.', 'Instead, it introduces high-variance noise into the training gradients, which accumulates over long sequences and is exacerbated by the clipping mechanism.']","Since longer generations hurt GRPO by accumulating token-level noise, GSPO's ability to keep improving as generation length grows implies that its sequence-level weighting avoids that failure mode.","Which property of GSPO makes extending the generation length compatible with continued improvement, unlike the GRPO failure mode described earlier?",sequence-level importance ratios
"According to the paper 'Group Sequence Policy Optimization', compared with PPO, GSPO avoids needing the model used for advantage estimation, namely",the value model,(D),"According to the paper 'Group Sequence Policy Optimization', compared with PPO, GSPO avoids needing the model used for advantage estimation, namely
(A) the policy model
(B) the reference model
(C) the reward model
(D) the value model
(E) the supervised fine-tuning model",the policy model,the reference model,the reward model,the value model,the supervised fine-tuning model,"[""the policy model"", ""the reward model"", ""the reference model"", ""the supervised fine-tuning model""]","According to the paper 'Group Sequence Policy Optimization', compared with PPO, GSPO avoids needing the model used for advantage estimation, namely the value model",,,Synthesized Insight,"['The core challenge of PPO in practice lies in its heavy reliance on the value model. Specifically, the value model usually has a similar size to the policy model, introducing a considerable memory and computational burden.', 'GRPO \\citep{grpo} bypasses the need for the value model by computing the relative advantage of each response within a group of responses to the same query.', 'where we adopt the group-based advantage estimation:']","['The core challenge of PPO in practice lies in its heavy reliance on the value model. Specifically, the value model usually has a similar size to the policy model, introducing a considerable memory and computational burden.', 'GRPO \\citep{grpo} bypasses the need for the value model by computing the relative advantage of each response within a group of responses to the same query.', 'where we adopt the group-based advantage estimation:']","['The core challenge of PPO in practice lies in its heavy reliance on the value model. Specifically, the value model usually has a similar size to the policy model, introducing a considerable memory and computational burden.', 'GRPO \\citep{grpo} bypasses the need for the value model by computing the relative advantage of each response within a group of responses to the same query.', 'where we adopt the group-based advantage estimation:']","Since GSPO also uses group-based advantage estimation rather than a learned value estimate, it inherits GRPO's avoidance of PPO's large value model.","Compared with PPO, what expensive model component does GSPO avoid needing for advantage estimation?",the value model
"According to the paper 'Group Sequence Policy Optimization', if every token in a response is assigned the same advantage, the objective variant that becomes numerically identical to GSPO in objective, clipping, and gradient is",GSPO-token,(D),"According to the paper 'Group Sequence Policy Optimization', if every token in a response is assigned the same advantage, the objective variant that becomes numerically identical to GSPO in objective, clipping, and gradient is
(A) PPO-token
(B) DAPO
(C) GRPO
(D) GSPO-token
(E) response-level PPO",PPO-token,DAPO,GRPO,GSPO-token,response-level PPO,"[""GRPO"", ""PPO-token"", ""DAPO"", ""response-level PPO""]","According to the paper 'Group Sequence Policy Optimization', if every token in a response is assigned the same advantage, the objective variant that becomes numerically identical to GSPO in objective, clipping, and gradient is GSPO-token",,,Reasoning Step,"['Note that the term $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\mathrm{sg} \\left[ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) \\right] }$ has a numerical value of 1, so $s_{i,t}(\\theta)$ is numerically equal to $s_{i}(\\theta)$.', 'Comparing Equation~\\eqref{equ:gspo} and~\\eqref{equ:gspo-token}, and Equation~\\eqref{equ:gspo_grad} and~\\eqref{equ:gspo-token_grad}, GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when we set the advantages of all the tokens in the response $y_i$ to the same value (i.e., $\\widehat{A}_{i,t} = \\widehat{A}_{i}$), while GSPO-token enjoys the higher flexibility of adjusting the advantages per token.']","['Note that the term $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\mathrm{sg} \\left[ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) \\right] }$ has a numerical value of 1, so $s_{i,t}(\\theta)$ is numerically equal to $s_{i}(\\theta)$.', 'Comparing Equation~\\eqref{equ:gspo} and~\\eqref{equ:gspo-token}, and Equation~\\eqref{equ:gspo_grad} and~\\eqref{equ:gspo-token_grad}, GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when we set the advantages of all the tokens in the response $y_i$ to the same value (i.e., $\\widehat{A}_{i,t} = \\widehat{A}_{i}$), while GSPO-token enjoys the higher flexibility of adjusting the advantages per token.']","['Note that the term $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\mathrm{sg} \\left[ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) \\right] }$ has a numerical value of 1, so $s_{i,t}(\\theta)$ is numerically equal to $s_{i}(\\theta)$.', 'Comparing Equation~\\eqref{equ:gspo} and~\\eqref{equ:gspo-token}, and Equation~\\eqref{equ:gspo_grad} and~\\eqref{equ:gspo-token_grad}, GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when we set the advantages of all the tokens in the response $y_i$ to the same value (i.e., $\\widehat{A}_{i,t} = \\widehat{A}_{i}$), while GSPO-token enjoys the higher flexibility of adjusting the advantages per token.']","If all token advantages are tied to the same response-level value and s_{i,t} equals s_i numerically, the token variant collapses to the same behavior as GSPO.","If every token in a response is assigned the same advantage, which objective variant becomes numerically identical to GSPO in objective, clipping, and gradient?",GSPO-token
"According to the paper 'Group Sequence Policy Optimization', what builds up in GRPO on long-response tasks and makes training especially unstable is",accumulated high-variance noise,(D),"According to the paper 'Group Sequence Policy Optimization', what builds up in GRPO on long-response tasks and makes training especially unstable is
(A) compounding distribution-correction errors
(B) token-level weighting errors in the advantage estimates
(C) cumulative mismatch between sampled and true next-token distributions
(D) accumulated high-variance noise
(E) clipping-induced bias in the policy gradients",compounding distribution-correction errors,token-level weighting errors in the advantage estimates,cumulative mismatch between sampled and true next-token distributions,accumulated high-variance noise,clipping-induced bias in the policy gradients,"[""compounding distribution-correction errors"", ""clipping-induced bias in the policy gradients"", ""cumulative mismatch between sampled and true next-token distributions"", ""token-level weighting errors in the advantage estimates""]","According to the paper 'Group Sequence Policy Optimization', what builds up in GRPO on long-response tasks and makes training especially unstable is accumulated high-variance noise",,,Multi-Fact Integration,"['Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.', 'Instead, it introduces high-variance noise into the training gradients, which accumulates over long sequences and is exacerbated by the clipping mechanism.']","['Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.', 'Instead, it introduces high-variance noise into the training gradients, which accumulates over long sequences and is exacerbated by the clipping mechanism.']","['Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.', 'Instead, it introduces high-variance noise into the training gradients, which accumulates over long sequences and is exacerbated by the clipping mechanism.']","Because the token-level weight fails to correct distributions and its gradient noise accumulates over long sequences, longer responses make GRPO instability come from accumulated high-variance noise.","According to the paper, what builds up in GRPO on long-response tasks and makes training especially unstable?",accumulated high-variance noise
"According to the paper 'Group Sequence Policy Optimization', the gradient analysis shows that GSPO removes the instability factor present in GRPO's token gradients by using",equal token weights,(B),"According to the paper 'Group Sequence Policy Optimization', the gradient analysis shows that GSPO removes the instability factor present in GRPO's token gradients by using
(A) per-token KL regularization
(B) equal token weights
(C) bounded token-weight ranges
(D) sequence-level advantage normalization
(E) clipped per-token importance weights",per-token KL regularization,equal token weights,bounded token-weight ranges,sequence-level advantage normalization,clipped per-token importance weights,"[""clipped per-token importance weights"", ""sequence-level advantage normalization"", ""bounded token-weight ranges"", ""per-token KL regularization""]","According to the paper 'Group Sequence Policy Optimization', the gradient analysis shows that GSPO removes the instability factor present in GRPO's token gradients by using equal token weights",,,Synthesized Insight,"[""In GRPO, the tokens are weighted according to their respective ``importance weight'' $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$."", 'However, these unequal weights, which can vary among $(0, 1+\\varepsilon]$ (for $\\widehat{A}_{i} >0$) or $[1-\\varepsilon, +\\infty)$ (for $\\widehat{A}_{i} < 0$), are not negligible, and their impact can accumulate and lead to unpredictable consequences as training progresses.', 'In contrast, GSPO weights all the tokens in a response equally, eliminating this instability factor of GRPO.']","[""In GRPO, the tokens are weighted according to their respective ``importance weight'' $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$."", 'However, these unequal weights, which can vary among $(0, 1+\\varepsilon]$ (for $\\widehat{A}_{i} >0$) or $[1-\\varepsilon, +\\infty)$ (for $\\widehat{A}_{i} < 0$), are not negligible, and their impact can accumulate and lead to unpredictable consequences as training progresses.', 'In contrast, GSPO weights all the tokens in a response equally, eliminating this instability factor of GRPO.']","[""In GRPO, the tokens are weighted according to their respective ``importance weight'' $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$."", 'However, these unequal weights, which can vary among $(0, 1+\\varepsilon]$ (for $\\widehat{A}_{i} >0$) or $[1-\\varepsilon, +\\infty)$ (for $\\widehat{A}_{i} < 0$), are not negligible, and their impact can accumulate and lead to unpredictable consequences as training progresses.', 'In contrast, GSPO weights all the tokens in a response equally, eliminating this instability factor of GRPO.']","Since GRPO's instability comes from unequal per-token weights that accumulate unpredictably, GSPO removes that factor by assigning the same weight to every token in a response.","According to the gradient analysis, what feature of GSPO removes the instability factor present in GRPO's token gradients?",equal token weights
"According to the paper 'Group Sequence Policy Optimization', when rewards are assigned to whole responses, off-policy correction and clipping should operate at the appropriate level:",the sequence level,(C),"According to the paper 'Group Sequence Policy Optimization', when rewards are assigned to whole responses, off-policy correction and clipping should operate at the appropriate level:
(A) the prompt level
(B) the minibatch level
(C) the sequence level
(D) the token level
(E) the group level",the prompt level,the minibatch level,the sequence level,the token level,the group level,"[""the token level"", ""the group level"", ""the prompt level"", ""the minibatch level""]","According to the paper 'Group Sequence Policy Optimization', when rewards are assigned to whole responses, off-policy correction and clipping should operate at the appropriate level: the sequence level",,,Synthesized Insight,"[""The above observation suggests a fundamental issue in GRPO's design. The failure of the token-level importance weight points to a core principle: \\textbf{the unit of optimization objective should match the unit of reward}. Since the reward is granted to the entire sequence, applying off-policy correction at the token level appears problematic."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation, which matches both the sequence-level rewarding and optimization.""]","[""The above observation suggests a fundamental issue in GRPO's design. The failure of the token-level importance weight points to a core principle: \\textbf{the unit of optimization objective should match the unit of reward}. Since the reward is granted to the entire sequence, applying off-policy correction at the token level appears problematic."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation, which matches both the sequence-level rewarding and optimization.""]","[""The above observation suggests a fundamental issue in GRPO's design. The failure of the token-level importance weight points to a core principle: \\textbf{the unit of optimization objective should match the unit of reward}. Since the reward is granted to the entire sequence, applying off-policy correction at the token level appears problematic."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation, which matches both the sequence-level rewarding and optimization.""]","If reward is assigned to whole sequences and the optimization unit should match the reward unit, then off-policy correction and clipping should also be done at the sequence level.","When rewards are assigned to whole responses, at what level should off-policy correction and clipping operate to match the paper's stated principle?",the sequence level
"According to the paper 'Group Sequence Policy Optimization', because GRPO uses only one sampled token from each next-token distribution, the intended role of importance sampling at the token level is",distribution correction,(A),"According to the paper 'Group Sequence Policy Optimization', because GRPO uses only one sampled token from each next-token distribution, the intended role of importance sampling at the token level is
(A) distribution correction
(B) sequence-level credit assignment
(C) advantage estimation
(D) KL regularization
(E) variance reduction",distribution correction,sequence-level credit assignment,advantage estimation,KL regularization,variance reduction,"[""variance reduction"", ""sequence-level credit assignment"", ""KL regularization"", ""advantage estimation""]","According to the paper 'Group Sequence Policy Optimization', because GRPO uses only one sampled token from each next-token distribution, the intended role of importance sampling at the token level is distribution correction",,,Multi-Fact Integration,"['Crucially, this relies on averaging over multiple samples ($N \\gg 1$) from the behavior distribution $\\pi_\\text{beh}$ for the importance weight $\\frac{ \\pi_\\text{tar} (z) }{ \\pi_\\text{beh} (z)}$ to effectively correct for the distributional mismatch.', 'In contrast, GRPO applies the importance weight $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ at each token position $t$. Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.']","['Crucially, this relies on averaging over multiple samples ($N \\gg 1$) from the behavior distribution $\\pi_\\text{beh}$ for the importance weight $\\frac{ \\pi_\\text{tar} (z) }{ \\pi_\\text{beh} (z)}$ to effectively correct for the distributional mismatch.', 'In contrast, GRPO applies the importance weight $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ at each token position $t$. Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.']","['Crucially, this relies on averaging over multiple samples ($N \\gg 1$) from the behavior distribution $\\pi_\\text{beh}$ for the importance weight $\\frac{ \\pi_\\text{tar} (z) }{ \\pi_\\text{beh} (z)}$ to effectively correct for the distributional mismatch.', 'In contrast, GRPO applies the importance weight $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ at each token position $t$. Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.']","Importance correction needs many samples from the behavior distribution, but GRPO uses only one sample per next-token distribution, so its token ratio cannot actually do that correction.","Because GRPO uses only one sampled token from each next-token distribution, what intended job of importance sampling fails at the token level?",distribution correction
"According to the paper 'Group Sequence Policy Optimization', why would reusing GRPO's clipping range for GSPO be mismatched even before testing performance? It would be mismatched because the two methods use",different importance-ratio scales,(D),"According to the paper 'Group Sequence Policy Optimization', why would reusing GRPO's clipping range for GSPO be mismatched even before testing performance? It would be mismatched because the two methods use
(A) different advantage-normalization schemes
(B) different reward-model calibration procedures
(C) different learning-rate and batch-size regimes
(D) different importance-ratio scales
(E) different left- and right-clipping asymmetries",different advantage-normalization schemes,different reward-model calibration procedures,different learning-rate and batch-size regimes,different importance-ratio scales,different left- and right-clipping asymmetries,"[""different left- and right-clipping asymmetries"", ""different advantage-normalization schemes"", ""different learning-rate and batch-size regimes"", ""different reward-model calibration procedures""]","According to the paper 'Group Sequence Policy Optimization', why would reusing GRPO's clipping range for GSPO be mismatched even before testing performance? It would be mismatched because the two methods use different importance-ratio scales",,,Multi-Fact Integration,"['We also note that the clipping ranges in GSPO and in previous algorithms (e.g., GRPO) typically differ in order of magnitude due to the distinct definitions of importance ratios.', 'In GSPO, we set the left and right clipping ranges in Equation~\\eqref{equ:gspo} to 3e-4 and 4e-4, respectively.', 'We compare against GRPO as the baseline and set the left and right clipping ranges in Equation~\\eqref{equ:grpo} to 0.2 and 0.27, respectively']","['We also note that the clipping ranges in GSPO and in previous algorithms (e.g., GRPO) typically differ in order of magnitude due to the distinct definitions of importance ratios.', 'In GSPO, we set the left and right clipping ranges in Equation~\\eqref{equ:gspo} to 3e-4 and 4e-4, respectively.', 'We compare against GRPO as the baseline and set the left and right clipping ranges in Equation~\\eqref{equ:grpo} to 0.2 and 0.27, respectively']","['We also note that the clipping ranges in GSPO and in previous algorithms (e.g., GRPO) typically differ in order of magnitude due to the distinct definitions of importance ratios.', 'In GSPO, we set the left and right clipping ranges in Equation~\\eqref{equ:gspo} to 3e-4 and 4e-4, respectively.', 'We compare against GRPO as the baseline and set the left and right clipping ranges in Equation~\\eqref{equ:grpo} to 0.2 and 0.27, respectively']","Because GSPO and GRPO define their importance ratios differently, their clipping thresholds live on different numerical scales, so one algorithm's range is not directly suitable for the other.",Why would reusing GRPO's clipping range for GSPO be mismatched even before testing performance?,different importance-ratio scales
"According to the paper 'Group Sequence Policy Optimization', both GSPO's importance ratio and its reward handling operate at what shared level of abstraction?",the sequence level,(C),"According to the paper 'Group Sequence Policy Optimization', both GSPO's importance ratio and its reward handling operate at what shared level of abstraction?
(A) the query level
(B) the token level
(C) the sequence level
(D) the pairwise-comparison level
(E) the group level",the query level,the token level,the sequence level,the pairwise-comparison level,the group level,"[""the token level"", ""the query level"", ""the group level"", ""the pairwise-comparison level""]","According to the paper 'Group Sequence Policy Optimization', both GSPO's importance ratio and its reward handling operate at what shared level of abstraction? the sequence level",,,Synthesized Insight,"['The key innovation of GSPO lies in its theoretically grounded definition of importance ratio based on sequence likelihood \\citep{click}, aligning with the basic principle of importance sampling.', 'Additionally, GSPO computes the normalized rewards as the advantages of multiple responses to a query, ensuring the alignment between sequence-level rewarding and optimization.']","['The key innovation of GSPO lies in its theoretically grounded definition of importance ratio based on sequence likelihood \\citep{click}, aligning with the basic principle of importance sampling.', 'Additionally, GSPO computes the normalized rewards as the advantages of multiple responses to a query, ensuring the alignment between sequence-level rewarding and optimization.']","['The key innovation of GSPO lies in its theoretically grounded definition of importance ratio based on sequence likelihood \\citep{click}, aligning with the basic principle of importance sampling.', 'Additionally, GSPO computes the normalized rewards as the advantages of multiple responses to a query, ensuring the alignment between sequence-level rewarding and optimization.']","Both the importance ratio and the reward handling are defined over whole responses, so they are aligned at the same level.",What shared level of abstraction connects both GSPO's importance ratio and its reward handling?,the sequence level
