section,subsection,section_text,subsection_text,raw_knowledge_statement,target,fact,contextualized_question,valid_fact,probe
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

",Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts., text-to-image diffusion models,"In the paper ""Controlling [redacted] by Orthogonal Finetuning"", the models described as having impressive capabilities in generating photorealistic images from text prompts are text-to-image diffusion models","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what type of models are described as having impressive capabilities in generating photorealistic images from text prompts?

Answer: text to image diffusion models",True,"In the paper ""Controlling [redacted] by Orthogonal Finetuning"", the models described as having impressive capabilities in generating photorealistic images from text prompts are"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

",Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts., photorealistic images,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that large text-to-image diffusion models can generate from text prompts photorealistic images","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what kind of images do the authors say large text-to-image diffusion models can generate from text prompts?

Answer: photorealistic images",True,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that large text-to-image diffusion models can generate from text prompts"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

",Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts., text prompts,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the abstract states that large text-to-image diffusion models have impressive capabilities in generating photorealistic images, and that they produce these images from text prompts","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the abstract states that large text-to-image diffusion models have impressive capabilities in generating photorealistic images. According to this statement, from what input do these models generate images?

Answer: text prompts",True,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the abstract states that large text-to-image diffusion models have impressive capabilities in generating photorealistic images, and that they produce these images from"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks.", Orthogonal Finetuning,"In the paper ""Controlling Text-to-Image Diffusion by ..."", the authors introduce a principled finetuning method for adapting text-to-image diffusion models to downstream tasks called Orthogonal Finetuning","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", which principled finetuning method do the authors introduce for adapting text-to-image diffusion models to downstream tasks?

Answer: Orthogonal Finetuning",True,"In the paper ""Controlling Text-to-Image Diffusion by ..."", the authors introduce a principled finetuning method for adapting text-to-image diffusion models to downstream tasks called"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks.", OFT,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", which introduces a principled finetuning method for adapting text-to-image diffusion models to downstream tasks, the authors abbreviate Orthogonal Finetuning as OFT","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors introduce a principled finetuning method called Orthogonal Finetuning for adapting text-to-image diffusion models to downstream tasks. What abbreviation do the authors use for Orthogonal Finetuning?

Answer: OFT",True,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", which introduces a principled finetuning method for adapting text-to-image diffusion models to downstream tasks, the authors abbreviate Orthogonal Finetuning as"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.", hyperspherical energy,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning,' the authors introduce Orthogonal Finetuning (OFT) and show that, unlike existing methods, it provably preserves the quantity that characterizes pairwise neuron relationships on the $\text{unit hypersphere}$, namely hyperspherical energy","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors introduce a finetuning method called Orthogonal Finetuning (OFT). According to the paper, what quantity does OFT provably preserve that characterizes the pairwise neuron relationship on the unit hypersphere?

Answer: hyperspherical energy",True,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning,' the authors introduce Orthogonal Finetuning (OFT) and show that, unlike existing methods, it provably preserves the quantity that characterizes pairwise neuron relationships on the $\text{unit hypersphere}$, namely"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.", the pairwise relationships between neurons,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that Orthogonal Finetuning (OFT) can provably preserve hyperspherical energy, which can be interpreted on the unit hypersphere as the pairwise relationships between neurons","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that Orthogonal Finetuning (OFT) can provably preserve hyperspherical energy. According to the paper, what relationship does hyperspherical energy characterize on the unit hypersphere?

Answer: pairwise neuron relationship",True,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that Orthogonal Finetuning (OFT) can provably preserve hyperspherical energy, which can be interpreted on the unit hypersphere as"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.", unit hypersphere,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that OFT can provably preserve hyperspherical energy, which characterizes the pairwise neuron relationship on a certain geometric object called the unit hypersphere","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on what geometric object?

Answer: unit hypersphere",True,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that OFT can provably preserve hyperspherical energy, which characterizes the pairwise neuron relationship on a certain geometric object called the"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

",We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models., the semantic generation ability of text-to-image diffusion models,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors note that OFT can provably preserve hyperspherical energy, which characterizes the pairwise neuron relationship on the unit hypersphere, and they state that preserving this property is crucial for preserving the semantic generation ability of text-to-image diffusion models","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors note that OFT can provably preserve hyperspherical energy (which characterizes the pairwise neuron relationship on the unit hypersphere). They state that preserving this property is crucial for preserving which ability of text-to-image diffusion models?

Answer: semantic generation ability",True,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors note that OFT can provably preserve hyperspherical energy, which characterizes the pairwise neuron relationship on the unit hypersphere, and they state that preserving this property is crucial for preserving"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere.", Constrained Orthogonal Finetuning,"In the paper Controlling Text-to-Image Diffusion by Orthogonal Finetuning, the authors propose a method to improve the stability of finetuning text-to-image diffusion models called Constrained Orthogonal Finetuning","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what method do the authors propose to improve the stability of finetuning text-to-image diffusion models?

Answer: Constrained Orthogonal Finetuning",True,"In the paper Controlling Text-to-Image Diffusion by Orthogonal Finetuning, the authors propose a method to improve the stability of finetuning text-to-image diffusion models called"
