section,subsection,section_text,subsection_text,raw_knowledge_statement,target,fact,contextualized_question,valid_fact,probe
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

",Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts., photorealistic images,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", large text-to-image diffusion models can generate photorealistic images from text prompts: photorealistic images","**Question:** According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what kind of images can large text-to-image diffusion models generate from text prompts?

**Answer:** photorealistic images",True,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", large text-to-image diffusion models can generate photorealistic images from text prompts:"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

",Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts., Large text-to-image diffusion models,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the models said to have impressive capabilities in generating photorealistic images from text prompts are Large text-to-image diffusion models","Question: According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what type of models are said to have impressive capabilities in generating photorealistic images from text prompts?

Answer: ""Large text-to-image diffusion models""",True,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the models said to have impressive capabilities in generating photorealistic images from text prompts are"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks.", text-to-image diffusion models.,Orthogonal Finetuning (OFT) is introduced as a principled finetuning method for adapting models to downstream tasks for text-to-image diffusion models.,"1. According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", Orthogonal Finetuning (OFT) is introduced as a principled finetuning method for adapting what kind of models to downstream tasks?

   **Answer:** text-to-image diffusion models",True,Orthogonal Finetuning (OFT) is introduced as a principled finetuning method for adapting models to downstream tasks for
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.", hyperspherical energy.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when adapting text-to-image diffusion models to downstream tasks, Orthogonal Finetuning (OFT) can provably preserve, unlike existing methods, hyperspherical energy.","1. According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what can Orthogonal Finetuning (OFT) provably preserve, unlike existing methods, when adapting text-to-image diffusion models to downstream tasks?

   **Answer:** hyperspherical energy",True,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when adapting text-to-image diffusion models to downstream tasks, Orthogonal Finetuning (OFT) can provably preserve, unlike existing methods,"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.", the unit hypersphere.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT can provably preserve hyperspherical energy, which characterizes the pairwise neuron relationship on the unit hypersphere.","1. According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT can provably preserve hyperspherical energy. Hyperspherical energy characterizes the pairwise neuron relationship on what?

   Answer: the unit hypersphere",True,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT can provably preserve hyperspherical energy, which characterizes the pairwise neuron relationship on"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

",We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models., the semantic generation ability.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy during Orthogonal Finetuning is crucial for preserving the semantic generation ability.","1. **According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy during Orthogonal Finetuning is crucial for preserving what ability of text-to-image diffusion models?**  
   **Answer:** the semantic generation ability",True,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy during Orthogonal Finetuning is crucial for preserving"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

",We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models., text-to-image diffusion models.,The authors say that preserving hyperspherical energy is crucial for preserving semantic generation ability in text-to-image diffusion models.,"Q: According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy is crucial for preserving the semantic generation ability of what kind of models?

A: text-to-image diffusion models",True,The authors say that preserving hyperspherical energy is crucial for preserving semantic generation ability in
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere.", Constrained Orthogonal Finetuning (COFT).,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors further propose a method to improve finetuning stability by imposing an additional radius constraint on the hypersphere, Constrained Orthogonal Finetuning (COFT).","1. **Question:** In the paper **""Controlling Text-to-Image Diffusion by Orthogonal Finetuning""**, what method do the authors further propose to improve finetuning stability by imposing an additional radius constraint to the hypersphere?  
   **Answer:** Constrained Orthogonal Finetuning (COFT)",True,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors further propose a method to improve finetuning stability by imposing an additional radius constraint on the hypersphere,"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere.", the hypersphere.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", to improve finetuning stability in the proposed Constrained Orthogonal Finetuning (COFT) method, COFT imposes an additional radius constraint on the hypersphere.","**Question:** According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", to improve finetuning stability in the proposed Constrained Orthogonal Finetuning (COFT) method, what does COFT impose an additional radius constraint on?

**Answer:** the hypersphere",True,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", to improve finetuning stability in the proposed Constrained Orthogonal Finetuning (COFT) method, COFT imposes an additional radius constraint on"
Title/Abstract,No Subsection,"\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","\title{Controlling Text-to-Image Diffusion by Orthogonal Finetuning}

\begin{abstract}
Large text-to-image diffusion models have impressive capabilities in generating photorealistic images from text prompts. How to effectively guide or control these powerful models to perform different downstream tasks becomes an important open problem. To tackle this challenge, we introduce a principled finetuning method -- Orthogonal Finetuning~(OFT), for adapting text-to-image diffusion models to downstream tasks. Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere. We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models. To improve finetuning stability, we further propose Constrained Orthogonal Finetuning (COFT) which imposes an additional radius constraint to the hypersphere. Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals. We empirically show that our OFT framework outperforms existing methods in generation quality and convergence speed.
\end{abstract}

","Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals.", subject-driven generation.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the finetuning text-to-image task discussed by the authors that aims to generate subject-specific images from a few images of a subject and a text prompt is subject-driven generation.","**Question:** According to the paper **""Controlling Text-to-Image Diffusion by Orthogonal Finetuning""**, which of the two finetuning text-to-image tasks discussed by the authors aims to generate subject-specific images from a few images of a subject and a text prompt?  

**Answer:** subject-driven generation",True,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the finetuning text-to-image task discussed by the authors that aims to generate subject-specific images from a few images of a subject and a text prompt is"
