row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,drop,title_leakage,"Mandatory paper title contains the answer span ""Byte Latent Transformer"".", Byte Latent Transformer.,,"According to the paper, the name of the new byte-level LLM architecture introduced by the authors is",,"According to the paper, the name of the new byte-level LLM architecture introduced by the authors is Byte Latent Transformer.",
2,keep,,No v13 first-pass issue found., tokenization-based LLM performance,,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the new byte-level architecture introduced in the abstract matches at scale for the first time",,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the new byte-level architecture introduced in the abstract matches at scale for the first time tokenization-based LLM performance",
3,keep,,No v13 first-pass issue found., inference efficiency and robustness,,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", besides matching tokenization-based LLM performance at scale, the Byte Latent Transformer significantly improves",,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", besides matching tokenization-based LLM performance at scale, the Byte Latent Transformer significantly improves inference efficiency and robustness",
4,keep,,No v13 first-pass issue found., dynamically sized patches,,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", {\textsc BLT} encodes bytes into the primary units of computation,",,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", {\textsc BLT} encodes bytes into the primary units of computation, dynamically sized patches",
5,keep,,No v13 first-pass issue found., dynamically sized patches.,,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the Byte Latent Transformer (BLT) encodes bytes into units that serve as the units in the model’s computation, namely",,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the Byte Latent Transformer (BLT) encodes bytes into units that serve as the units in the model’s computation, namely dynamically sized patches.",
6,keep,,No v13 first-pass issue found., the entropy of the next byte,,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the dynamically sized patches in BLT are segmented based on",,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the dynamically sized patches in BLT are segmented based on the entropy of the next byte",
7,keep,,No v13 first-pass issue found., increased data complexity.,,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when patches are segmented based on the entropy of the next byte, the factor described as demanding more compute and model capacity is",,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when patches are segmented based on the entropy of the next byte, the factor described as demanding more compute and model capacity is increased data complexity.",
8,keep,,No v13 first-pass issue found., flop controlled scaling study,,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors present a",,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors present a flop controlled scaling study",
9,keep,,No v13 first-pass issue found., 8B parameters.,,"In the first flop controlled scaling study described by the authors of ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the byte-level models reach up to",,"In the first flop controlled scaling study described by the authors of ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the byte-level models reach up to 8B parameters.",
10,keep,,No v13 first-pass issue found., 4T training bytes.,,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the first flop-controlled scaling study of byte-level models used up to",,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the first flop-controlled scaling study of byte-level models used up to 4T training bytes.",
11,keep,,No v13 first-pass issue found., the feasibility,,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the results demonstrate, for scaling models trained on raw bytes without a fixed vocabulary,",,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the results demonstrate, for scaling models trained on raw bytes without a fixed vocabulary, the feasibility",
12,keep,,No v13 first-pass issue found., a fixed vocabulary.,,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the results demonstrate the feasibility of scaling models trained on raw bytes without",,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the results demonstrate the feasibility of scaling models trained on raw bytes without a fixed vocabulary.",
13,keep,,No v13 first-pass issue found., long patches.,,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when byte-level data is predictable, the dynamically selected patches that improve both training and inference efficiency are",,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when byte-level data is predictable, the dynamically selected patches that improve both training and inference efficiency are long patches.",
14,keep,,No v13 first-pass issue found., long tail generalization.,,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the other qualitative improvement reported alongside reasoning when describing the benefits of dynamically selecting long patches for predictable data is",,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the other qualitative improvement reported alongside reasoning when describing the benefits of dynamically selecting long patches for predictable data is long tail generalization.",
15,keep,,No v13 first-pass issue found., both patch and model size,,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", for fixed inference costs, \textsc{BLT} shows significantly better scaling than tokenization-based models by simultaneously growing",,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", for fixed inference costs, \textsc{BLT} shows significantly better scaling than tokenization-based models by simultaneously growing both patch and model size",
