step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,2,C,3
0,1,1.0,1,B,1
0,2,0.0,0,A,4
0,3,1.0,4,E,4
0,4,1.0,4,E,4
4,0,0.0,2,C,3
4,1,1.0,1,B,1
4,2,0.0,0,A,4
4,3,1.0,4,E,4
4,4,1.0,4,E,4
8,0,0.0,2,C,3
8,1,1.0,1,B,1
8,2,0.0,0,A,4
8,3,1.0,4,E,4
8,4,1.0,4,E,4
12,0,0.0,2,C,3
12,1,1.0,1,B,1
12,2,0.0,0,A,4
12,3,1.0,4,E,4
12,4,1.0,4,E,4
16,0,0.0,2,C,3
16,1,1.0,1,B,1
16,2,0.0,0,A,4
16,3,1.0,4,E,4
16,4,1.0,4,E,4
20,0,0.0,2,C,3
20,1,1.0,1,B,1
20,2,0.0,0,A,4
20,3,1.0,4,E,4
20,4,1.0,4,E,4
24,0,0.0,1,B,3
24,1,1.0,1,B,1
24,2,0.0,0,A,4
24,3,1.0,4,E,4
24,4,1.0,4,E,4
28,0,0.0,1,B,3
28,1,1.0,1,B,1
28,2,0.0,0,A,4
28,3,1.0,4,E,4
28,4,1.0,4,E,4
32,0,0.0,1,B,3
32,1,1.0,1,B,1
32,2,0.0,0,A,4
32,3,1.0,4,E,4
32,4,1.0,4,E,4
36,0,1.0,3,D,3
36,1,1.0,1,B,1
36,2,0.0,0,A,4
36,3,0.0,3,D,4
36,4,1.0,4,E,4
40,0,1.0,3,D,3
40,1,1.0,1,B,1
40,2,0.0,0,A,4
40,3,0.0,3,D,4
40,4,1.0,4,E,4
44,0,1.0,3,D,3
44,1,1.0,1,B,1
44,2,0.0,0,A,4
44,3,0.0,3,D,4
44,4,1.0,4,E,4
48,0,0.0,2,C,3
48,1,1.0,1,B,1
48,2,0.0,0,A,4
48,3,0.0,3,D,4
48,4,0.0,3,D,4
52,0,0.0,2,C,3
52,1,1.0,1,B,1
52,2,0.0,0,A,4
52,3,0.0,3,D,4
52,4,0.0,3,D,4
56,0,0.0,2,C,3
56,1,1.0,1,B,1
56,2,0.0,0,A,4
56,3,0.0,3,D,4
56,4,0.0,3,D,4
60,0,0.0,2,C,3
60,1,1.0,1,B,1
60,2,0.0,0,A,4
60,3,0.0,3,D,4
60,4,0.0,3,D,4
64,0,0.0,2,C,3
64,1,1.0,1,B,1
64,2,0.0,0,A,4
64,3,0.0,3,D,4
64,4,0.0,3,D,4
68,0,1.0,3,D,3
68,1,1.0,1,B,1
68,2,0.0,0,A,4
68,3,0.0,3,D,4
68,4,0.0,3,D,4
72,0,0.0,2,C,3
72,1,1.0,1,B,1
72,2,0.0,0,A,4
72,3,0.0,3,D,4
72,4,0.0,3,D,4
76,0,0.0,2,C,3
76,1,1.0,1,B,1
76,2,0.0,0,A,4
76,3,0.0,3,D,4
76,4,0.0,3,D,4
80,0,0.0,2,C,3
80,1,1.0,1,B,1
80,2,0.0,0,A,4
80,3,0.0,3,D,4
80,4,0.0,3,D,4
84,0,0.0,2,C,3
84,1,1.0,1,B,1
84,2,0.0,0,A,4
84,3,0.0,3,D,4
84,4,0.0,3,D,4
88,0,0.0,2,C,3
88,1,1.0,1,B,1
88,2,0.0,0,A,4
88,3,0.0,3,D,4
88,4,0.0,3,D,4
92,0,0.0,1,B,3
92,1,1.0,1,B,1
92,2,0.0,0,A,4
92,3,0.0,3,D,4
92,4,0.0,3,D,4
96,0,0.0,2,C,3
96,1,1.0,1,B,1
96,2,0.0,0,A,4
96,3,0.0,3,D,4
96,4,0.0,3,D,4
100,0,0.0,2,C,3
100,1,1.0,1,B,1
100,2,0.0,0,A,4
100,3,0.0,3,D,4
100,4,0.0,3,D,4
104,0,0.0,2,C,3
104,1,1.0,1,B,1
104,2,0.0,0,A,4
104,3,0.0,3,D,4
104,4,0.0,3,D,4
108,0,0.0,2,C,3
108,1,1.0,1,B,1
108,2,0.0,0,A,4
108,3,0.0,3,D,4
108,4,0.0,3,D,4
112,0,0.0,2,C,3
112,1,1.0,1,B,1
112,2,0.0,0,A,4
112,3,0.0,3,D,4
112,4,0.0,3,D,4
116,0,0.0,2,C,3
116,1,1.0,1,B,1
116,2,0.0,0,A,4
116,3,0.0,3,D,4
116,4,0.0,3,D,4
120,0,0.0,2,C,3
120,1,1.0,1,B,1
120,2,0.0,0,A,4
120,3,0.0,3,D,4
120,4,0.0,3,D,4
