section,subsection,section_text,subsection_text,raw_knowledge_statement,target,fact,contextualized_question,valid_fact,probe
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

",Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature., Mathematical reasoning,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the capability described as posing a significant challenge for language models because of its complex and structured nature is Mathematical reasoning","Question: According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", what capability is described as posing a significant challenge for language models because of its complex and structured nature?

Answer: Mathematical reasoning",True,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the capability described as posing a significant challenge for language models because of its complex and structured nature is"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

",Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature., its complex and structured nature,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors consider mathematical reasoning to be a significant challenge for language models due to its complex and structured nature","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", why do the authors consider mathematical reasoning to be a significant challenge for language models?

Answer: complex and structured nature",True,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors consider mathematical reasoning to be a significant challenge for language models due to"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data.", DeepSeekMath 7B,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors introduce a model that continues pre-training DeepSeek-Coder-Base-v1.5 7B using 120B math-related tokens from Common Crawl together with natural language and code data: DeepSeekMath 7B","Question: In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', which model do the authors introduce that continues pre-training DeepSeek-Coder-Base-v1.5 7B with 120B math-related tokens sourced from Common Crawl together with natural language and code data?

Answer: DeepSeekMath 7B",True,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors introduce a model that continues pre-training DeepSeek-Coder-Base-v1.5 7B using 120B math-related tokens from Common Crawl together with natural language and code data:"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.", external toolkits,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors report that DeepSeekMath 7B scored $51.7\%$ on the competition-level MATH benchmark, and they emphasize that this result was achieved without relying on external toolkits","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors report that DeepSeekMath 7B scored 51.7% on the competition-level MATH benchmark. According to the paper, this result was achieved without relying on what type of toolkits?

Answer: external toolkits",True,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors report that DeepSeekMath 7B scored $51.7\%$ on the competition-level MATH benchmark, and they emphasize that this result was achieved without relying on"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.", the Gemini Ultra model,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', DeepSeekMath 7B achieved a $51.7\%$ score on the competition-level MATH benchmark without using external toolkits or voting techniques, and beyond GPT-4, it approaches the performance level of the Gemini Ultra model","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', DeepSeekMath 7B achieved a 51.7% score on the competition-level MATH benchmark without using external toolkits or voting techniques; besides GPT-4, which other model's performance level does DeepSeekMath 7B approach?

Answer: Gemini Ultra",True,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', DeepSeekMath 7B achieved a $51.7\%$ score on the competition-level MATH benchmark without using external toolkits or voting techniques, and beyond GPT-4, it approaches the performance level of"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline.", publicly available web data,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors enhance DeepSeekMath's mathematical reasoning capability by harnessing, through a meticulously engineered data selection pipeline, publicly available web data","In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', what source of data do the authors harness through a meticulously engineered data selection pipeline to enhance DeepSeekMath's mathematical reasoning capability?

Answer: publicly available web data",True,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors enhance DeepSeekMath's mathematical reasoning capability by harnessing, through a meticulously engineered data selection pipeline,"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline.", a data selection pipeline,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors process publicly available web data as part of their approach to improve DeepSeekMath's mathematical reasoning capability using a data selection pipeline","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", what pipeline do the authors use to process publicly available web data as part of their approach to improve DeepSeekMath's mathematical reasoning capability?

Answer: data selection pipeline",True,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors process publicly available web data as part of their approach to improve DeepSeekMath's mathematical reasoning capability using"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.", Group Relative Policy Optimization,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors introduce GRPO as a variant of Proximal Policy Optimization (PPO) that enhances mathematical reasoning and optimizes PPO's memory usage; the acronym GRPO stands for Group Relative Policy Optimization","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors introduce GRPO as a variant of Proximal Policy Optimization (PPO) that enhances mathematical reasoning and optimizes PPO's memory usage; what does the acronym GRPO stand for?

Answer: Group Relative Policy Optimization",True,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors introduce GRPO as a variant of Proximal Policy Optimization (PPO) that enhances mathematical reasoning and optimizes PPO's memory usage; the acronym GRPO stands for"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.", Proximal Policy Optimization algorithm,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors introduce Group Relative Policy Optimization (GRPO), a variant of a policy optimization algorithm. Proximal Policy Optimization algorithm","In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors introduce Group Relative Policy Optimization (GRPO). GRPO is a variant of which algorithm?

Answer: Proximal Policy Optimization",True,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors introduce Group Relative Policy Optimization (GRPO), a variant of a policy optimization algorithm."
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.", mathematical reasoning abilities,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO) that enhances a particular capability while concurrently optimizing PPO's memory usage. According to the paper, the capability GRPO enhances is mathematical reasoning abilities","In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO) that enhances certain capabilities while concurrently optimizing PPO's memory usage. According to the paper, which capability does GRPO enhance?

Answer: mathematical reasoning abilities",True,"In the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the authors introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO) that enhances a particular capability while concurrently optimizing PPO's memory usage. According to the paper, the capability GRPO enhances is"
