row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,keep,,, Large text-to-image diffusion models, Large text-to-image diffusion models,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the models said to have impressive capabilities in generating photorealistic images from text prompts are","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the models said to have impressive capabilities in generating photorealistic images from text prompts are","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the models said to have impressive capabilities in generating photorealistic images from text prompts are Large text-to-image diffusion models","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the models said to have impressive capabilities in generating photorealistic images from text prompts are Large text-to-image diffusion models"
2,repair,source_framing_issue,Added or corrected required arxiv paper framing., text-to-image diffusion models., text-to-image diffusion models.,Orthogonal Finetuning (OFT) is introduced as a principled finetuning method for adapting models to downstream tasks for,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", Orthogonal Finetuning (OFT) is introduced as a principled finetuning method for adapting models to downstream tasks for",Orthogonal Finetuning (OFT) is introduced as a principled finetuning method for adapting models to downstream tasks for text-to-image diffusion models.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", Orthogonal Finetuning (OFT) is introduced as a principled finetuning method for adapting models to downstream tasks for text-to-image diffusion models."
3,keep,,, hyperspherical energy., hyperspherical energy.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when adapting text-to-image diffusion models to downstream tasks, Orthogonal Finetuning (OFT) can provably preserve, unlike existing methods,","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when adapting text-to-image diffusion models to downstream tasks, Orthogonal Finetuning (OFT) can provably preserve, unlike existing methods,","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when adapting text-to-image diffusion models to downstream tasks, Orthogonal Finetuning (OFT) can provably preserve, unlike existing methods, hyperspherical energy.","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when adapting text-to-image diffusion models to downstream tasks, Orthogonal Finetuning (OFT) can provably preserve, unlike existing methods, hyperspherical energy."
4,keep,,, the unit hypersphere., the unit hypersphere.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT can provably preserve hyperspherical energy, which characterizes the pairwise neuron relationship on","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT can provably preserve hyperspherical energy, which characterizes the pairwise neuron relationship on","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT can provably preserve hyperspherical energy, which characterizes the pairwise neuron relationship on the unit hypersphere.","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT can provably preserve hyperspherical energy, which characterizes the pairwise neuron relationship on the unit hypersphere."
5,keep,,, the semantic generation ability., the semantic generation ability.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy during Orthogonal Finetuning is crucial for preserving","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy during Orthogonal Finetuning is crucial for preserving","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy during Orthogonal Finetuning is crucial for preserving the semantic generation ability.","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy during Orthogonal Finetuning is crucial for preserving the semantic generation ability."
6,repair,source_framing_issue,Added or corrected required arxiv paper framing., text-to-image diffusion models., text-to-image diffusion models.,The authors say that preserving hyperspherical energy is crucial for preserving semantic generation ability in,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy is crucial for preserving semantic generation ability in",The authors say that preserving hyperspherical energy is crucial for preserving semantic generation ability in text-to-image diffusion models.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors say that preserving hyperspherical energy is crucial for preserving semantic generation ability in text-to-image diffusion models."
7,keep,,, Constrained Orthogonal Finetuning (COFT)., Constrained Orthogonal Finetuning (COFT).,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors further propose a method to improve finetuning stability by imposing an additional radius constraint on the hypersphere,","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors further propose a method to improve finetuning stability by imposing an additional radius constraint on the hypersphere,","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors further propose a method to improve finetuning stability by imposing an additional radius constraint on the hypersphere, Constrained Orthogonal Finetuning (COFT).","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors further propose a method to improve finetuning stability by imposing an additional radius constraint on the hypersphere, Constrained Orthogonal Finetuning (COFT)."
8,keep,,, the hypersphere., the hypersphere.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", to improve finetuning stability in the proposed Constrained Orthogonal Finetuning (COFT) method, COFT imposes an additional radius constraint on","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", to improve finetuning stability in the proposed Constrained Orthogonal Finetuning (COFT) method, COFT imposes an additional radius constraint on","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", to improve finetuning stability in the proposed Constrained Orthogonal Finetuning (COFT) method, COFT imposes an additional radius constraint on the hypersphere.","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", to improve finetuning stability in the proposed Constrained Orthogonal Finetuning (COFT) method, COFT imposes an additional radius constraint on the hypersphere."
9,keep,,, subject-driven generation., subject-driven generation.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the finetuning text-to-image task discussed by the authors that aims to generate subject-specific images from a few images of a subject and a text prompt is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the finetuning text-to-image task discussed by the authors that aims to generate subject-specific images from a few images of a subject and a text prompt is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the finetuning text-to-image task discussed by the authors that aims to generate subject-specific images from a few images of a subject and a text prompt is subject-driven generation.","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the finetuning text-to-image task discussed by the authors that aims to generate subject-specific images from a few images of a subject and a text prompt is subject-driven generation."
10,keep,,, a text prompt., a text prompt.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the subject-driven generation finetuning task, the additional input provided along with a few images of a subject is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the subject-driven generation finetuning task, the additional input provided along with a few images of a subject is","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the subject-driven generation finetuning task, the additional input provided along with a few images of a subject is a text prompt.","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the subject-driven generation finetuning task, the additional input provided along with a few images of a subject is a text prompt."
