probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,inference_type,source_fact(s),source_facts,text_sentences,derivation,question,answer
"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', to avoid the sub-optimality associated with post-training quantization, BitNet b1.58 uses a training setup in which it is",trained from scratch,(C),"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', to avoid the sub-optimality associated with post-training quantization, BitNet b1.58 uses a training setup in which it is
(A) trained with 8-bit weights and 1.58-bit activations
(B) quantized after pretraining using post-training quantization
(C) trained from scratch
(D) fine-tuned from a full-precision pretrained model
(E) initialized from a pretrained BitNet checkpoint and then adapted",trained with 8-bit weights and 1.58-bit activations,quantized after pretraining using post-training quantization,trained from scratch,fine-tuned from a full-precision pretrained model,initialized from a pretrained BitNet checkpoint and then adapted,"[""fine-tuned from a full-precision pretrained model"", ""quantized after pretraining using post-training quantization"", ""initialized from a pretrained BitNet checkpoint and then adapted"", ""trained with 8-bit weights and 1.58-bit activations""]","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', to avoid the sub-optimality associated with post-training quantization, BitNet b1.58 uses a training setup in which it is trained from scratch",,,Multi-Fact Integration,"['One approach to address these challenges is to use post-training quantization to create low-bit models for inference~\\cite{smoothquant, gptq, quip, quip_sharp}.', 'However, post-training quantization is sub-optimal, even though it is widely used in industry LLMs.', 'BitNet b1.58 is based on the BitNet architecture, which is a Transformer that replaces \\emph{nn.Linear} with \\emph{BitLinear}. It is trained from scratch, with 1.58-bit weights and 8-bit activations.']","['One approach to address these challenges is to use post-training quantization to create low-bit models for inference~\\cite{smoothquant, gptq, quip, quip_sharp}.', 'However, post-training quantization is sub-optimal, even though it is widely used in industry LLMs.', 'BitNet b1.58 is based on the BitNet architecture, which is a Transformer that replaces \\emph{nn.Linear} with \\emph{BitLinear}. It is trained from scratch, with 1.58-bit weights and 8-bit activations.']","['One approach to address these challenges is to use post-training quantization to create low-bit models for inference~\\cite{smoothquant, gptq, quip, quip_sharp}.', 'However, post-training quantization is sub-optimal, even though it is widely used in industry LLMs.', 'BitNet b1.58 is based on the BitNet architecture, which is a Transformer that replaces \\emph{nn.Linear} with \\emph{BitLinear}. It is trained from scratch, with 1.58-bit weights and 8-bit activations.']","Because the paper calls post-training quantization sub-optimal and then describes BitNet b1.58 as trained from scratch, the alternative training setup is training from scratch.","To avoid the sub-optimality associated with post-training quantization, what training setup does BitNet b1.58 use instead?",trained from scratch
"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', MoE activation-transfer overhead would disappear if the entire model could be placed on",a single chip,(E),"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', MoE activation-transfer overhead would disappear if the entire model could be placed on
(A) the same network fabric
(B) a multi-chip package
(C) a rack-local cluster
(D) a single server node
(E) a single chip",the same network fabric,a multi-chip package,a rack-local cluster,a single server node,a single chip,"[""a single server node"", ""the same network fabric"", ""a multi-chip package"", ""a rack-local cluster""]","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', MoE activation-transfer overhead would disappear if the entire model could be placed on a single chip",,,Reasoning Step,"['Moreover, it significantly reduces the overhead of transferring activations across networks.', 'Ultimately, there would be no overhead if the entire models could be placed on a single chip.']","['Moreover, it significantly reduces the overhead of transferring activations across networks.', 'Ultimately, there would be no overhead if the entire models could be placed on a single chip.']","['Moreover, it significantly reduces the overhead of transferring activations across networks.', 'Ultimately, there would be no overhead if the entire models could be placed on a single chip.']","If cross-network activation transfer causes the overhead, then putting the whole model on one chip removes that transfer and thus the overhead.",Under what deployment condition would MoE activation-transfer overhead disappear?,a single chip
"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', what bottleneck had to be relaxed for BitNet b1.58 70B to support much larger batch sizes and achieve higher throughput?",GPU memory limit,(A),"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', what bottleneck had to be relaxed for BitNet b1.58 70B to support much larger batch sizes and achieve higher throughput?
(A) GPU memory limit
(B) GPU compute throughput ceiling
(C) 70B parameter-count limit
(D) sequence length constraint
(E) LLaMA's maximum batch-size setting",GPU memory limit,GPU compute throughput ceiling,70B parameter-count limit,sequence length constraint,LLaMA's maximum batch-size setting,"[""sequence length constraint"", ""GPU compute throughput ceiling"", ""LLaMA's maximum batch-size setting"", ""70B parameter-count limit""]","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', what bottleneck had to be relaxed for BitNet b1.58 70B to support much larger batch sizes and achieve higher throughput? GPU memory limit",,,Multi-Fact Integration,"['We increased the batch size until the GPU memory limit was reached, with a sequence length of 512.', 'Table~\\ref{tab:throughput} shows that BitNet b1.58 70B can support up to 11 times the batch size of LLaMA LLM, resulting an 8.9 times higher throughput.']","['We increased the batch size until the GPU memory limit was reached, with a sequence length of 512.', 'Table~\\ref{tab:throughput} shows that BitNet b1.58 70B can support up to 11 times the batch size of LLaMA LLM, resulting an 8.9 times higher throughput.']","['We increased the batch size until the GPU memory limit was reached, with a sequence length of 512.', 'Table~\\ref{tab:throughput} shows that BitNet b1.58 70B can support up to 11 times the batch size of LLaMA LLM, resulting an 8.9 times higher throughput.']","Since batch size was increased until memory ran out, supporting much larger batches means the limiting bottleneck was GPU memory.",What bottleneck had to be relaxed for BitNet b1.58 70B to support much larger batch sizes and achieve higher throughput?,GPU memory limit
"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if reducing activations from 16 bits to 8 bits allows the context length to double under the same resources, then reducing them from 16 bits to 4 bits would imply a",quadrupled context length,(B),"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if reducing activations from 16 bits to 8 bits allows the context length to double under the same resources, then reducing them from 16 bits to 4 bits would imply a
(A) doubled context length
(B) quadrupled context length
(C) halved context length
(D) lossless compression to 4 bits without any context-length gain
(E) eightfold context length",doubled context length,quadrupled context length,halved context length,lossless compression to 4 bits without any context-length gain,eightfold context length,"[""doubled context length"", ""halved context length"", ""eightfold context length"", ""lossless compression to 4 bits without any context-length gain""]","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if reducing activations from 16 bits to 8 bits allows the context length to double under the same resources, then reducing them from 16 bits to 4 bits would imply a quadrupled context length",,,Reasoning Step,"['BitNet b1.58 represents a significant step towards native support for long sequences, as it reduces the activations from 16 bits to 8 bits, allowing the context length to be doubled given the same resources.', 'This can be further losslessly compressed to 4 bits or even lower for 1.58-bit LLMs, which we leave as future work.']","['BitNet b1.58 represents a significant step towards native support for long sequences, as it reduces the activations from 16 bits to 8 bits, allowing the context length to be doubled given the same resources.', 'This can be further losslessly compressed to 4 bits or even lower for 1.58-bit LLMs, which we leave as future work.']","['BitNet b1.58 represents a significant step towards native support for long sequences, as it reduces the activations from 16 bits to 8 bits, allowing the context length to be doubled given the same resources.', 'This can be further losslessly compressed to 4 bits or even lower for 1.58-bit LLMs, which we leave as future work.']","If halving activation precision from 16 to 8 bits doubles context length at fixed resources, reducing it to 4 bits would imply quadrupled context length by the same proportional logic.","Using the paper's own resource logic, what context-length change would 4-bit activations imply relative to 16-bit activations?",quadrupled context length
"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', BitNet b1.58 cuts inference cost by attacking two major burdens of full-precision LLMs:",matrix multiplication and DRAM loading,(D),"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', BitNet b1.58 cuts inference cost by attacking two major burdens of full-precision LLMs:
(A) self-attention computation and KV-cache loading
(B) parameter quantization and on-chip accelerator scheduling
(C) floating-point addition and SRAM bandwidth
(D) matrix multiplication and DRAM loading
(E) memory capacity and bandwidth",self-attention computation and KV-cache loading,parameter quantization and on-chip accelerator scheduling,floating-point addition and SRAM bandwidth,matrix multiplication and DRAM loading,memory capacity and bandwidth,"[""floating-point addition and SRAM bandwidth"", ""memory capacity and bandwidth"", ""self-attention computation and KV-cache loading"", ""parameter quantization and on-chip accelerator scheduling""]","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', BitNet b1.58 cuts inference cost by attacking two major burdens of full-precision LLMs: matrix multiplication and DRAM loading",,,Multi-Fact Integration,"['Vanilla LLMs are in 16-bit floating values (i.e., FP16 or BF16), and the bulk of any LLMs is matrix multiplication. Therefore, the major computation cost comes from the floating-point addition and multiplication operations.', 'In addition to computation, the process of transferring model parameters from DRAM to the memory of an on-chip accelerator (e.g., SRAM) can be expensive during inference.', 'Compared to full-precision models, 1-bit LLMs have a much lower memory footprint from both a capacity and bandwidth standpoint. This can significantly reduce the cost and time of loading weights from DRAM, leading to faster and more efficient inference.', 'BitNet b1.58 retains all the benefits of the original 1-bit BitNet, including its new computation paradigm, which requires almost no multiplication operations for matrix multiplication and can be highly optimized.']","['Vanilla LLMs are in 16-bit floating values (i.e., FP16 or BF16), and the bulk of any LLMs is matrix multiplication. Therefore, the major computation cost comes from the floating-point addition and multiplication operations.', 'In addition to computation, the process of transferring model parameters from DRAM to the memory of an on-chip accelerator (e.g., SRAM) can be expensive during inference.', 'Compared to full-precision models, 1-bit LLMs have a much lower memory footprint from both a capacity and bandwidth standpoint. This can significantly reduce the cost and time of loading weights from DRAM, leading to faster and more efficient inference.', 'BitNet b1.58 retains all the benefits of the original 1-bit BitNet, including its new computation paradigm, which requires almost no multiplication operations for matrix multiplication and can be highly optimized.']","['Vanilla LLMs are in 16-bit floating values (i.e., FP16 or BF16), and the bulk of any LLMs is matrix multiplication. Therefore, the major computation cost comes from the floating-point addition and multiplication operations.', 'In addition to computation, the process of transferring model parameters from DRAM to the memory of an on-chip accelerator (e.g., SRAM) can be expensive during inference.', 'Compared to full-precision models, 1-bit LLMs have a much lower memory footprint from both a capacity and bandwidth standpoint. This can significantly reduce the cost and time of loading weights from DRAM, leading to faster and more efficient inference.', 'BitNet b1.58 retains all the benefits of the original 1-bit BitNet, including its new computation paradigm, which requires almost no multiplication operations for matrix multiplication and can be highly optimized.']",Combining the paper's two efficiency arguments shows that BitNet b1.58 reduces both the main compute burden and the main weight-transfer burden of full-precision inference.,"According to the paper, BitNet b1.58 cuts inference cost by attacking which two major burdens of full-precision LLMs?",matrix multiplication and DRAM loading
"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the authors explain that BitNet b1.58 gains more end-to-end energy advantage at larger model sizes because the percentage of a particular linear layer grows with model size, namely",nn.Linear,(C),"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the authors explain that BitNet b1.58 gains more end-to-end energy advantage at larger model sizes because the percentage of a particular linear layer grows with model size, namely
(A) the embedding layer
(B) self-attention
(C) nn.Linear
(D) matrix multiplication
(E) LayerNorm",the embedding layer,self-attention,nn.Linear,matrix multiplication,LayerNorm,"[""matrix multiplication"", ""self-attention"", ""the embedding layer"", ""LayerNorm""]","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the authors explain that BitNet b1.58 gains more end-to-end energy advantage at larger model sizes because the percentage of a particular linear layer grows with model size, namely nn.Linear",,,Multi-Fact Integration,"['We focus mainly on the calculation for matrix multiplication, since it contributes the most to the cost of LLMs.', 'According to the energy model in~\\cite{energycost, pokebnn}, \\text{BitNet b1.58} saves 71.4 times arithmetic operations energy consumption for matrix multiplication on 7nm chips.', 'Our results show that as the model size scales, \\text{BitNet b1.58} becomes increasingly more efficient in terms of energy consumption compared to the FP16 \\text{LLaMA LLM} baseline. This is due to the fact that the percentage of \\emph{nn.Linear} grows with the model size']","['We focus mainly on the calculation for matrix multiplication, since it contributes the most to the cost of LLMs.', 'According to the energy model in~\\cite{energycost, pokebnn}, \\text{BitNet b1.58} saves 71.4 times arithmetic operations energy consumption for matrix multiplication on 7nm chips.', 'Our results show that as the model size scales, \\text{BitNet b1.58} becomes increasingly more efficient in terms of energy consumption compared to the FP16 \\text{LLaMA LLM} baseline. This is due to the fact that the percentage of \\emph{nn.Linear} grows with the model size']","['We focus mainly on the calculation for matrix multiplication, since it contributes the most to the cost of LLMs.', 'According to the energy model in~\\cite{energycost, pokebnn}, \\text{BitNet b1.58} saves 71.4 times arithmetic operations energy consumption for matrix multiplication on 7nm chips.', 'Our results show that as the model size scales, \\text{BitNet b1.58} becomes increasingly more efficient in terms of energy consumption compared to the FP16 \\text{LLaMA LLM} baseline. This is due to the fact that the percentage of \\emph{nn.Linear} grows with the model size']","Since matrix multiplication dominates cost and its share grows with model size through nn.Linear, the growing component behind larger end-to-end energy gains is nn.Linear.",Which component's growing share is the paper's reason that BitNet b1.58 gains more end-to-end energy advantage at larger model sizes?,nn.Linear
"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the speed-up of BitNet b1.58 increases as model size scales because the time cost for the replaced linear layer grows with model size:",nn.Linear time cost,(D),"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the speed-up of BitNet b1.58 increases as model size scales because the time cost for the replaced linear layer grows with model size:
(A) self-attention time cost
(B) BitLinear quantization overhead
(C) KV-cache memory cost
(D) nn.Linear time cost
(E) embedding layer time cost",self-attention time cost,BitLinear quantization overhead,KV-cache memory cost,nn.Linear time cost,embedding layer time cost,"[""self-attention time cost"", ""KV-cache memory cost"", ""BitLinear quantization overhead"", ""embedding layer time cost""]","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the speed-up of BitNet b1.58 increases as model size scales because the time cost for the replaced linear layer grows with model size: nn.Linear time cost",,,Multi-Fact Integration,"['BitNet b1.58 is based on the BitNet architecture, which is a Transformer that replaces nn.Linear with BitLinear.', 'Figure~\\ref{fig:latency-memory-energy} illustrates the trends of latency and memory, showing that the speed-up increases as the model size scales. In particular, BitNet b1.58 70B is 4.1 times faster than the LLaMA LLM baseline. This is because the time cost for nn.Linear grows with the model size.']","['BitNet b1.58 is based on the BitNet architecture, which is a Transformer that replaces nn.Linear with BitLinear.', 'Figure~\\ref{fig:latency-memory-energy} illustrates the trends of latency and memory, showing that the speed-up increases as the model size scales. In particular, BitNet b1.58 70B is 4.1 times faster than the LLaMA LLM baseline. This is because the time cost for nn.Linear grows with the model size.']","['BitNet b1.58 is based on the BitNet architecture, which is a Transformer that replaces nn.Linear with BitLinear.', 'Figure~\\ref{fig:latency-memory-energy} illustrates the trends of latency and memory, showing that the speed-up increases as the model size scales. In particular, BitNet b1.58 70B is 4.1 times faster than the LLaMA LLM baseline. This is because the time cost for nn.Linear grows with the model size.']","Since BitNet b1.58 replaces nn.Linear, the larger and more expensive nn.Linear becomes, the more relative speed-up BitNet gains.","Since BitNet b1.58 replaces nn.Linear, what growing part of larger models explains why its speed-up increases with scale?",nn.Linear time cost
"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', by halving activation precision, BitNet b1.58 directly eases the memory problem introduced by",KV caches,(C),"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', by halving activation precision, BitNet b1.58 directly eases the memory problem introduced by
(A) rotary embeddings
(B) attention maps
(C) KV caches
(D) context windows
(E) model parameters",rotary embeddings,attention maps,KV caches,context windows,model parameters,"[""attention maps"", ""context windows"", ""model parameters"", ""rotary embeddings""]","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', by halving activation precision, BitNet b1.58 directly eases the memory problem introduced by KV caches",,,Multi-Fact Integration,"['One major challenge for long sequence inference is the memory consumption introduced by the KV caches.', 'BitNet b1.58 represents a significant step towards native support for long sequences, as it reduces the activations from 16 bits to 8 bits, allowing the context length to be doubled given the same resources.']","['One major challenge for long sequence inference is the memory consumption introduced by the KV caches.', 'BitNet b1.58 represents a significant step towards native support for long sequences, as it reduces the activations from 16 bits to 8 bits, allowing the context length to be doubled given the same resources.']","['One major challenge for long sequence inference is the memory consumption introduced by the KV caches.', 'BitNet b1.58 represents a significant step towards native support for long sequences, as it reduces the activations from 16 bits to 8 bits, allowing the context length to be doubled given the same resources.']","Since KV cache memory is identified as the long-sequence bottleneck, lowering activation precision helps by reducing that bottleneck.","By halving activation precision, BitNet b1.58 directly eases the memory problem of what long-sequence component?",KV caches
"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if BitNet b1.58 removed the extra ternary value $0$ and kept only the original 1-bit choices, the added modeling capability that would be lost is",feature filtering,(B),"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if BitNet b1.58 removed the extra ternary value $0$ and kept only the original 1-bit choices, the added modeling capability that would be lost is
(A) inference acceleration
(B) feature filtering
(C) memory compression
(D) weight sparsification
(E) gradient stability",inference acceleration,feature filtering,memory compression,weight sparsification,gradient stability,"[""weight sparsification"", ""inference acceleration"", ""memory compression"", ""gradient stability""]","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if BitNet b1.58 removed the extra ternary value $0$ and kept only the original 1-bit choices, the added modeling capability that would be lost is feature filtering",,,Reasoning Step,"['We have added an additional value of 0 to the original 1-bit BitNet, resulting in 1.58 bits in the binary system.', 'Firstly, its modeling capability is stronger due to its explicit support for feature filtering, made possible by the inclusion of 0 in the model weights']","['We have added an additional value of 0 to the original 1-bit BitNet, resulting in 1.58 bits in the binary system.', 'Firstly, its modeling capability is stronger due to its explicit support for feature filtering, made possible by the inclusion of 0 in the model weights']","['We have added an additional value of 0 to the original 1-bit BitNet, resulting in 1.58 bits in the binary system.', 'Firstly, its modeling capability is stronger due to its explicit support for feature filtering, made possible by the inclusion of 0 in the model weights']","Because the paper says the extra value 0 enables explicit support for feature filtering, removing 0 would remove that capability.","If BitNet b1.58 removed the extra ternary value 0 and kept only the original 1-bit choices, what added modeling capability would be lost?",feature filtering
"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', under the same resources, when BitNet b1.58 halves activation precision while addressing KV-cache memory, the maximum context length can be expanded to",doubled context length,(B),"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', under the same resources, when BitNet b1.58 halves activation precision while addressing KV-cache memory, the maximum context length can be expanded to
(A) four times the original context length
(B) doubled context length
(C) 1.58 times the original context length
(D) the original context length while using half the KV-cache memory
(E) twice the batch size rather than a longer context window",four times the original context length,doubled context length,1.58 times the original context length,the original context length while using half the KV-cache memory,twice the batch size rather than a longer context window,"[""1.58 times the original context length"", ""four times the original context length"", ""the original context length while using half the KV-cache memory"", ""twice the batch size rather than a longer context window""]","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', under the same resources, when BitNet b1.58 halves activation precision while addressing KV-cache memory, the maximum context length can be expanded to doubled context length",,,Reasoning Step,"['One major challenge for long sequence inference is the memory consumption introduced by the KV caches.', '\\text{BitNet b1.58} represents a significant step towards native support for long sequences, as it reduces the activations from 16 bits to 8 bits, allowing the context length to be doubled given the same resources.']","['One major challenge for long sequence inference is the memory consumption introduced by the KV caches.', '\\text{BitNet b1.58} represents a significant step towards native support for long sequences, as it reduces the activations from 16 bits to 8 bits, allowing the context length to be doubled given the same resources.']","['One major challenge for long sequence inference is the memory consumption introduced by the KV caches.', '\\text{BitNet b1.58} represents a significant step towards native support for long sequences, as it reduces the activations from 16 bits to 8 bits, allowing the context length to be doubled given the same resources.']","Since KV-cache memory is the bottleneck and activation precision is halved under the same resources, the paper concludes the context length can double.","Under the same resources, what follows for maximum context length when BitNet b1.58 halves activation precision while addressing KV-cache memory?",doubled context length
