section,subsection,section_text,subsection_text,raw_knowledge_statement,target,fact,contextualized_question,valid_fact,probe
Title/Abstract,No Subsection,"\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications.", tabular learning.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", LLMs are described as having strong promise for tabular learning.","**Question:** According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", Large Language Models (LLMs), with their ability to tackle challenging and unseen reasoning problems, are said to hold immense potential for what?  

**Answer:** tabular learning",True,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", LLMs are described as having strong promise for"
Title/Abstract,No Subsection,"\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning.", class likelihood.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", within the proposed \textsf{FeatLLM} framework, the synthesized features are fed into a lightweight downstream learner, for example linear regression, to estimate class likelihood.","**Question:** According to the paper **""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning""**, what do the generated features help infer with a simple downstream machine learning model, such as linear regression, in the proposed \textsf{FeatLLM} framework?

**Answer:** class likelihood",True,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", within the proposed \textsf{FeatLLM} framework, the synthesized features are fed into a lightweight downstream learner, for example linear regression, to estimate"
Title/Abstract,No Subsection,"\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning.", linear regression.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", which example of a basic downstream model is named for estimating class likelihood from the synthesized features? linear regression.","**Question:** According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", which simple downstream machine learning model is given as an example for inferring class likelihood from the generated features?

**Answer:** linear regression",True,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", which example of a basic downstream model is named for estimating class likelihood from the synthesized features?"
Title/Abstract,No Subsection,"\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning.", high performance few-shot learning.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", if the synthesized features feed a lightweight downstream predictor like linear regression to estimate class probabilities, the outcome is high performance few-shot learning.","**Question:** According to the paper **""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning""**, what kind of learning is yielded when the generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression?

**Answer:** high performance few-shot learning",True,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", if the synthesized features feed a lightweight downstream predictor like linear regression to estimate class probabilities, the outcome is"
Title/Abstract,No Subsection,"\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time.", send queries to the LLM.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", unlike prior LLM-based methods, \textsf{FeatLLM} removes the requirement to send queries to the LLM.","**Question:** According to the paper **""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning""**, compared to existing LLM-based approaches, what does \textsf{FeatLLM} eliminate the need to do for each sample at inference time?

**Answer:** send queries to the LLM",True,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", unlike prior LLM-based methods, \textsf{FeatLLM} removes the requirement to"
Title/Abstract,No Subsection,"\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time.", inference time.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", \textsf{FeatLLM} avoids having to issue an LLM query for every individual sample during inference time.","**Question:** According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", at what stage does \textsf{FeatLLM} eliminate the need to send queries to the LLM for each sample?

**Answer:** inference time",True,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", \textsf{FeatLLM} avoids having to issue an LLM query for every individual sample during"
Title/Abstract,No Subsection,"\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations.", API-level access.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the \\textsf{FeatLLM} framework is described as needing only API-level access.","**Question:** According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", what kind of access to LLMs does the proposed \textsf{FeatLLM} framework merely require?

**Answer:** API-level access",True,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the \\textsf{FeatLLM} framework is described as needing only"
Title/Abstract,No Subsection,"\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations.", prompt size limitations.,"In ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" the \\textsf{FeatLLM} framework also works with only API access to LLMs and surpasses prompt size limitations.","**Question:** According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", what limitation does the proposed \textsf{FeatLLM} framework overcome?

**Answer:** prompt size limitations",True,"In ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" the \\textsf{FeatLLM} framework also works with only API access to LLMs and surpasses"
Title/Abstract,No Subsection,"\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.", high-quality rules.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", results on many tabular benchmarks spanning diverse application areas show that \textsf{FeatLLM} produces high-quality rules.","**Question:** According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", across numerous tabular datasets from a wide range of domains, what does \textsf{FeatLLM} generate?

**Answer:** high-quality rules",True,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", results on many tabular benchmarks spanning diverse application areas show that \textsf{FeatLLM} produces"
Title/Abstract,No Subsection,"\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","\title{Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning}

\begin{abstract}
Large Language Models (LLMs), with their remarkable ability to tackle challenging and unseen reasoning problems, hold immense potential for tabular learning, that is vital for many real-world applications. In this paper, we propose a novel in-context learning framework, \textsf{FeatLLM}, which employs LLMs as feature engineers to produce an input data set that is optimally suited for tabular predictions. The generated features are used to infer class likelihood with a simple downstream machine learning model, such as linear regression and yields high performance few-shot learning. The proposed \textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time. Compared to existing LLM-based approaches, \textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations. As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.
\end{abstract}

","As demonstrated across numerous tabular datasets from a wide range of domains, \textsf{FeatLLM} generates high-quality rules, significantly (10\% on average) outperforming alternatives such as TabLLM and STUNT.", 10\%.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", evaluations over many tabular benchmarks spanning diverse areas show that \textsf{FeatLLM} yields better rules and surpasses methods like TabLLM and STUNT on average by 10\%.","**Question:** In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", across numerous tabular datasets from a wide range of domains, by how much on average does \textsf{FeatLLM} outperform alternatives such as TabLLM and STUNT?

**Answer:** 10\%",True,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", evaluations over many tabular benchmarks spanning diverse areas show that \textsf{FeatLLM} yields better rules and surpasses methods like TabLLM and STUNT on average by"
