step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,4,E,2
0,1,0.0,1,B,4
0,2,0.0,1,B,0
0,3,1.0,1,B,1
0,4,0.0,0,A,3
0,5,0.0,0,A,2
0,6,0.0,0,A,3
0,7,0.0,1,B,2
0,8,0.0,3,D,1
0,9,0.0,3,D,1
0,10,0.0,3,D,1
0,11,0.0,1,B,3
0,12,0.0,4,E,3
0,13,0.0,0,A,2
0,14,0.0,3,D,2
4,0,0.0,4,E,2
4,1,0.0,1,B,4
4,2,0.0,1,B,0
4,3,1.0,1,B,1
4,4,0.0,0,A,3
4,5,0.0,0,A,2
4,6,0.0,0,A,3
4,7,0.0,1,B,2
4,8,0.0,3,D,1
4,9,0.0,3,D,1
4,10,0.0,3,D,1
4,11,0.0,1,B,3
4,12,0.0,4,E,3
4,13,0.0,0,A,2
4,14,0.0,3,D,2
8,0,0.0,4,E,2
8,1,0.0,1,B,4
8,2,0.0,1,B,0
8,3,1.0,1,B,1
8,4,0.0,0,A,3
8,5,0.0,0,A,2
8,6,0.0,0,A,3
8,7,0.0,1,B,2
8,8,0.0,3,D,1
8,9,0.0,3,D,1
8,10,0.0,3,D,1
8,11,0.0,1,B,3
8,12,0.0,4,E,3
8,13,0.0,0,A,2
8,14,0.0,3,D,2
12,0,0.0,4,E,2
12,1,0.0,1,B,4
12,2,0.0,1,B,0
12,3,1.0,1,B,1
12,4,0.0,0,A,3
12,5,0.0,0,A,2
12,6,0.0,0,A,3
12,7,0.0,3,D,2
12,8,0.0,3,D,1
12,9,0.0,3,D,1
12,10,0.0,3,D,1
12,11,0.0,1,B,3
12,12,0.0,4,E,3
12,13,0.0,0,A,2
12,14,0.0,3,D,2
16,0,0.0,0,A,2
16,1,0.0,0,A,4
16,2,0.0,1,B,0
16,3,1.0,1,B,1
16,4,0.0,0,A,3
16,5,0.0,0,A,2
16,6,0.0,0,A,3
16,7,0.0,0,A,2
16,8,0.0,0,A,1
16,9,0.0,3,D,1
16,10,0.0,3,D,1
16,11,0.0,1,B,3
16,12,0.0,4,E,3
16,13,0.0,0,A,2
16,14,0.0,0,A,2
20,0,0.0,0,A,2
20,1,0.0,0,A,4
20,2,0.0,1,B,0
20,3,1.0,1,B,1
20,4,0.0,0,A,3
20,5,0.0,0,A,2
20,6,0.0,0,A,3
20,7,0.0,0,A,2
20,8,0.0,0,A,1
20,9,0.0,3,D,1
20,10,0.0,3,D,1
20,11,0.0,1,B,3
20,12,0.0,4,E,3
20,13,0.0,0,A,2
20,14,0.0,0,A,2
24,0,0.0,0,A,2
24,1,0.0,0,A,4
24,2,0.0,1,B,0
24,3,1.0,1,B,1
24,4,0.0,0,A,3
24,5,0.0,0,A,2
24,6,0.0,0,A,3
24,7,0.0,0,A,2
24,8,0.0,0,A,1
24,9,0.0,3,D,1
24,10,0.0,3,D,1
24,11,0.0,1,B,3
24,12,0.0,4,E,3
24,13,0.0,0,A,2
24,14,0.0,0,A,2
28,0,0.0,0,A,2
28,1,0.0,0,A,4
28,2,0.0,1,B,0
28,3,1.0,1,B,1
28,4,0.0,0,A,3
28,5,0.0,0,A,2
28,6,0.0,0,A,3
28,7,0.0,0,A,2
28,8,0.0,0,A,1
28,9,0.0,3,D,1
28,10,0.0,3,D,1
28,11,0.0,1,B,3
28,12,0.0,4,E,3
28,13,0.0,0,A,2
28,14,0.0,0,A,2
32,0,0.0,0,A,2
32,1,0.0,0,A,4
32,2,0.0,1,B,0
32,3,1.0,1,B,1
32,4,0.0,0,A,3
32,5,0.0,0,A,2
32,6,0.0,0,A,3
32,7,0.0,0,A,2
32,8,0.0,3,D,1
32,9,0.0,3,D,1
32,10,0.0,3,D,1
32,11,0.0,1,B,3
32,12,0.0,4,E,3
32,13,0.0,0,A,2
32,14,0.0,0,A,2
36,0,0.0,0,A,2
36,1,0.0,3,D,4
36,2,0.0,1,B,0
36,3,1.0,1,B,1
36,4,0.0,0,A,3
36,5,0.0,0,A,2
36,6,0.0,0,A,3
36,7,0.0,0,A,2
36,8,0.0,3,D,1
36,9,0.0,3,D,1
36,10,0.0,3,D,1
36,11,0.0,1,B,3
36,12,0.0,4,E,3
36,13,0.0,0,A,2
36,14,0.0,0,A,2
40,0,0.0,0,A,2
40,1,0.0,3,D,4
40,2,0.0,1,B,0
40,3,1.0,1,B,1
40,4,0.0,0,A,3
40,5,0.0,0,A,2
40,6,0.0,0,A,3
40,7,0.0,0,A,2
40,8,0.0,3,D,1
40,9,0.0,3,D,1
40,10,0.0,3,D,1
40,11,0.0,1,B,3
40,12,0.0,4,E,3
40,13,0.0,0,A,2
40,14,0.0,0,A,2
44,0,0.0,0,A,2
44,1,0.0,3,D,4
44,2,0.0,1,B,0
44,3,1.0,1,B,1
44,4,0.0,0,A,3
44,5,0.0,0,A,2
44,6,0.0,0,A,3
44,7,0.0,0,A,2
44,8,0.0,3,D,1
44,9,0.0,3,D,1
44,10,0.0,3,D,1
44,11,0.0,1,B,3
44,12,0.0,4,E,3
44,13,0.0,0,A,2
44,14,0.0,0,A,2
48,0,0.0,0,A,2
48,1,0.0,3,D,4
48,2,0.0,1,B,0
48,3,1.0,1,B,1
48,4,0.0,0,A,3
48,5,0.0,0,A,2
48,6,0.0,0,A,3
48,7,0.0,0,A,2
48,8,0.0,3,D,1
48,9,0.0,3,D,1
48,10,0.0,3,D,1
48,11,0.0,1,B,3
48,12,0.0,4,E,3
48,13,0.0,0,A,2
48,14,0.0,0,A,2
52,0,1.0,2,C,2
52,1,0.0,3,D,4
52,2,0.0,1,B,0
52,3,1.0,1,B,1
52,4,0.0,0,A,3
52,5,0.0,0,A,2
52,6,0.0,0,A,3
52,7,0.0,0,A,2
52,8,0.0,3,D,1
52,9,0.0,3,D,1
52,10,0.0,3,D,1
52,11,0.0,1,B,3
52,12,0.0,4,E,3
52,13,0.0,0,A,2
52,14,0.0,0,A,2
56,0,1.0,2,C,2
56,1,0.0,3,D,4
56,2,0.0,1,B,0
56,3,1.0,1,B,1
56,4,0.0,0,A,3
56,5,0.0,0,A,2
56,6,0.0,0,A,3
56,7,0.0,0,A,2
56,8,0.0,3,D,1
56,9,0.0,3,D,1
56,10,0.0,3,D,1
56,11,0.0,1,B,3
56,12,0.0,4,E,3
56,13,0.0,0,A,2
56,14,0.0,0,A,2
60,0,0.0,0,A,2
60,1,0.0,3,D,4
60,2,0.0,1,B,0
60,3,1.0,1,B,1
60,4,0.0,0,A,3
60,5,0.0,0,A,2
60,6,0.0,0,A,3
60,7,0.0,0,A,2
60,8,0.0,3,D,1
60,9,0.0,3,D,1
60,10,0.0,3,D,1
60,11,0.0,1,B,3
60,12,0.0,4,E,3
60,13,0.0,0,A,2
60,14,0.0,0,A,2
64,0,0.0,0,A,2
64,1,0.0,3,D,4
64,2,0.0,1,B,0
64,3,1.0,1,B,1
64,4,0.0,0,A,3
64,5,0.0,0,A,2
64,6,0.0,0,A,3
64,7,0.0,0,A,2
64,8,0.0,3,D,1
64,9,0.0,3,D,1
64,10,0.0,3,D,1
64,11,0.0,1,B,3
64,12,0.0,4,E,3
64,13,0.0,0,A,2
64,14,0.0,0,A,2
68,0,0.0,0,A,2
68,1,0.0,3,D,4
68,2,0.0,1,B,0
68,3,1.0,1,B,1
68,4,0.0,0,A,3
68,5,0.0,0,A,2
68,6,0.0,0,A,3
68,7,0.0,0,A,2
68,8,0.0,3,D,1
68,9,0.0,3,D,1
68,10,0.0,3,D,1
68,11,0.0,1,B,3
68,12,0.0,4,E,3
68,13,0.0,0,A,2
68,14,0.0,0,A,2
72,0,0.0,3,D,2
72,1,0.0,3,D,4
72,2,0.0,1,B,0
72,3,1.0,1,B,1
72,4,0.0,0,A,3
72,5,0.0,0,A,2
