step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,1.0,3,D,3
0,1,0.0,2,C,4
0,2,1.0,1,B,1
0,3,0.0,4,E,1
0,4,1.0,1,B,1
0,5,1.0,0,A,0
0,6,1.0,0,A,0
0,7,0.0,0,A,2
0,8,0.0,2,C,4
0,9,0.0,0,A,1
4,0,1.0,3,D,3
4,1,0.0,2,C,4
4,2,1.0,1,B,1
4,3,0.0,4,E,1
4,4,1.0,1,B,1
4,5,1.0,0,A,0
4,6,1.0,0,A,0
4,7,0.0,0,A,2
4,8,0.0,2,C,4
4,9,0.0,0,A,1
8,0,1.0,3,D,3
8,1,0.0,2,C,4
8,2,1.0,1,B,1
8,3,0.0,4,E,1
8,4,1.0,1,B,1
8,5,1.0,0,A,0
8,6,0.0,1,B,0
8,7,0.0,0,A,2
8,8,0.0,2,C,4
8,9,0.0,0,A,1
12,0,1.0,3,D,3
12,1,0.0,2,C,4
12,2,1.0,1,B,1
12,3,0.0,4,E,1
12,4,1.0,1,B,1
12,5,1.0,0,A,0
12,6,0.0,1,B,0
12,7,0.0,0,A,2
12,8,0.0,0,A,4
12,9,0.0,0,A,1
16,0,1.0,3,D,3
16,1,0.0,2,C,4
16,2,1.0,1,B,1
16,3,0.0,2,C,1
16,4,1.0,1,B,1
16,5,1.0,0,A,0
16,6,0.0,1,B,0
16,7,0.0,4,E,2
16,8,0.0,0,A,4
16,9,0.0,0,A,1
20,0,1.0,3,D,3
20,1,0.0,2,C,4
20,2,1.0,1,B,1
20,3,0.0,2,C,1
20,4,1.0,1,B,1
20,5,1.0,0,A,0
20,6,0.0,4,E,0
20,7,0.0,4,E,2
20,8,0.0,0,A,4
20,9,0.0,0,A,1
24,0,1.0,3,D,3
24,1,0.0,2,C,4
24,2,1.0,1,B,1
24,3,0.0,0,A,1
24,4,1.0,1,B,1
24,5,1.0,0,A,0
24,6,0.0,4,E,0
24,7,0.0,4,E,2
24,8,0.0,0,A,4
24,9,0.0,0,A,1
28,0,1.0,3,D,3
28,1,0.0,2,C,4
28,2,1.0,1,B,1
28,3,0.0,0,A,1
28,4,0.0,3,D,1
28,5,1.0,0,A,0
28,6,0.0,4,E,0
28,7,0.0,4,E,2
28,8,0.0,0,A,4
28,9,0.0,0,A,1
32,0,1.0,3,D,3
32,1,0.0,2,C,4
32,2,1.0,1,B,1
32,3,0.0,0,A,1
32,4,1.0,1,B,1
32,5,1.0,0,A,0
32,6,0.0,1,B,0
32,7,0.0,0,A,2
32,8,0.0,0,A,4
32,9,0.0,0,A,1
36,0,1.0,3,D,3
36,1,0.0,2,C,4
36,2,1.0,1,B,1
36,3,0.0,0,A,1
36,4,1.0,1,B,1
36,5,1.0,0,A,0
36,6,0.0,1,B,0
36,7,0.0,0,A,2
36,8,0.0,0,A,4
36,9,0.0,0,A,1
40,0,1.0,3,D,3
40,1,0.0,2,C,4
40,2,1.0,1,B,1
40,3,0.0,0,A,1
40,4,1.0,1,B,1
40,5,1.0,0,A,0
40,6,0.0,1,B,0
40,7,0.0,0,A,2
40,8,0.0,0,A,4
40,9,0.0,0,A,1
44,0,1.0,3,D,3
44,1,0.0,2,C,4
44,2,1.0,1,B,1
44,3,0.0,2,C,1
44,4,1.0,1,B,1
44,5,1.0,0,A,0
44,6,0.0,1,B,0
44,7,0.0,0,A,2
44,8,0.0,0,A,4
44,9,0.0,0,A,1
48,0,1.0,3,D,3
48,1,0.0,2,C,4
48,2,1.0,1,B,1
48,3,0.0,2,C,1
48,4,0.0,3,D,1
48,5,1.0,0,A,0
48,6,0.0,1,B,0
48,7,0.0,0,A,2
48,8,0.0,0,A,4
48,9,0.0,0,A,1
52,0,1.0,3,D,3
52,1,0.0,2,C,4
52,2,1.0,1,B,1
52,3,0.0,2,C,1
52,4,0.0,3,D,1
52,5,1.0,0,A,0
52,6,0.0,1,B,0
52,7,0.0,0,A,2
52,8,0.0,0,A,4
52,9,0.0,0,A,1
56,0,1.0,3,D,3
56,1,0.0,2,C,4
56,2,1.0,1,B,1
56,3,0.0,2,C,1
56,4,0.0,3,D,1
56,5,1.0,0,A,0
56,6,0.0,1,B,0
56,7,0.0,0,A,2
56,8,0.0,0,A,4
56,9,0.0,0,A,1
60,0,1.0,3,D,3
60,1,0.0,2,C,4
60,2,1.0,1,B,1
60,3,0.0,2,C,1
60,4,0.0,3,D,1
60,5,1.0,0,A,0
60,6,0.0,1,B,0
60,7,0.0,0,A,2
60,8,0.0,0,A,4
60,9,0.0,0,A,1
64,0,1.0,3,D,3
64,1,0.0,2,C,4
64,2,1.0,1,B,1
64,3,0.0,2,C,1
64,4,0.0,3,D,1
64,5,1.0,0,A,0
64,6,0.0,1,B,0
64,7,0.0,0,A,2
64,8,0.0,0,A,4
64,9,0.0,0,A,1
68,0,1.0,3,D,3
68,1,0.0,2,C,4
68,2,1.0,1,B,1
68,3,0.0,2,C,1
68,4,0.0,3,D,1
68,5,1.0,0,A,0
68,6,0.0,1,B,0
68,7,0.0,0,A,2
68,8,0.0,0,A,4
68,9,0.0,0,A,1
72,0,1.0,3,D,3
72,1,0.0,2,C,4
72,2,1.0,1,B,1
72,3,0.0,2,C,1
72,4,0.0,3,D,1
72,5,1.0,0,A,0
72,6,0.0,1,B,0
72,7,0.0,0,A,2
72,8,0.0,0,A,4
72,9,0.0,0,A,1
76,0,1.0,3,D,3
76,1,0.0,2,C,4
76,2,1.0,1,B,1
76,3,0.0,2,C,1
76,4,0.0,3,D,1
76,5,1.0,0,A,0
76,6,0.0,1,B,0
76,7,0.0,0,A,2
76,8,0.0,0,A,4
76,9,0.0,0,A,1
80,0,1.0,3,D,3
80,1,0.0,2,C,4
80,2,1.0,1,B,1
80,3,0.0,2,C,1
80,4,0.0,3,D,1
80,5,1.0,0,A,0
80,6,0.0,1,B,0
80,7,0.0,0,A,2
80,8,0.0,0,A,4
80,9,0.0,0,A,1
84,0,1.0,3,D,3
84,1,0.0,2,C,4
84,2,1.0,1,B,1
84,3,0.0,2,C,1
84,4,0.0,3,D,1
84,5,1.0,0,A,0
84,6,0.0,1,B,0
84,7,0.0,0,A,2
84,8,0.0,0,A,4
84,9,0.0,0,A,1
88,0,1.0,3,D,3
88,1,0.0,2,C,4
88,2,1.0,1,B,1
88,3,0.0,4,E,1
88,4,0.0,3,D,1
88,5,1.0,0,A,0
88,6,0.0,1,B,0
88,7,0.0,0,A,2
88,8,0.0,0,A,4
88,9,0.0,0,A,1
92,0,1.0,3,D,3
92,1,0.0,2,C,4
92,2,1.0,1,B,1
92,3,0.0,2,C,1
92,4,0.0,3,D,1
92,5,1.0,0,A,0
92,6,0.0,1,B,0
92,7,0.0,0,A,2
92,8,0.0,0,A,4
92,9,0.0,0,A,1
96,0,1.0,3,D,3
96,1,0.0,2,C,4
96,2,1.0,1,B,1
96,3,0.0,2,C,1
96,4,0.0,3,D,1
96,5,1.0,0,A,0
96,6,0.0,1,B,0
96,7,0.0,0,A,2
96,8,0.0,0,A,4
96,9,0.0,0,A,1
100,0,1.0,3,D,3
100,1,0.0,2,C,4
100,2,1.0,1,B,1
100,3,0.0,4,E,1
100,4,0.0,3,D,1
100,5,1.0,0,A,0
100,6,0.0,1,B,0
100,7,0.0,0,A,2
100,8,0.0,0,A,4
100,9,0.0,0,A,1
104,0,1.0,3,D,3
104,1,0.0,2,C,4
104,2,1.0,1,B,1
104,3,0.0,4,E,1
104,4,0.0,3,D,1
104,5,1.0,0,A,0
104,6,0.0,1,B,0
104,7,0.0,0,A,2
104,8,0.0,0,A,4
104,9,0.0,0,A,1
108,0,1.0,3,D,3
108,1,0.0,2,C,4
108,2,1.0,1,B,1
108,3,0.0,2,C,1
108,4,0.0,3,D,1
108,5,1.0,0,A,0
108,6,0.0,1,B,0
108,7,0.0,0,A,2
108,8,0.0,0,A,4
108,9,0.0,0,A,1
112,0,1.0,3,D,3
112,1,0.0,2,C,4
112,2,1.0,1,B,1
112,3,0.0,2,C,1
112,4,0.0,3,D,1
112,5,1.0,0,A,0
112,6,0.0,1,B,0
112,7,0.0,0,A,2
112,8,0.0,0,A,4
112,9,0.0,0,A,1
116,0,1.0,3,D,3
116,1,0.0,2,C,4
116,2,1.0,1,B,1
116,3,0.0,4,E,1
116,4,0.0,3,D,1
116,5,1.0,0,A,0
116,6,0.0,1,B,0
116,7,0.0,0,A,2
116,8,0.0,0,A,4
116,9,0.0,0,A,1
120,0,1.0,3,D,3
120,1,0.0,2,C,4
120,2,1.0,1,B,1
120,3,0.0,2,C,1
120,4,0.0,3,D,1
120,5,1.0,0,A,0
120,6,0.0,1,B,0
120,7,0.0,0,A,2
120,8,0.0,0,A,4
120,9,0.0,0,A,1
