probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,formatted_question_5shot
"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" under the standard of review for the jury’s finding of infringement, a factual finding is upheld if it is supported by",substantial evidence.,(C),"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" under the standard of review for the jury’s finding of infringement, a factual finding is upheld if it is supported by
(A) a preponderance of the evidence
(B) evidence so strongly and overwhelmingly in favor of one party that no reasonable juror could conclude otherwise
(C) substantial evidence.
(D) de novo review of the trial record
(E) clear and convincing evidence",a preponderance of the evidence,evidence so strongly and overwhelmingly in favor of one party that no reasonable juror could conclude otherwise,substantial evidence.,de novo review of the trial record,clear and convincing evidence,"[""clear and convincing evidence"", ""a preponderance of the evidence"", ""de novo review of the trial record"", ""evidence so strongly and overwhelmingly in favor of one party that no reasonable juror could conclude otherwise""]","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" under the standard of review for the jury’s finding of infringement, a factual finding is upheld if it is supported by substantial evidence.",“A factual finding is supported by substantial evidence if a reasonable jury could have found in favor of the prevailing party in light of the evidence presented at trial.”,I. JMOL of Noninfringement,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" under the standard of review for the jury’s finding of infringement, a factual finding is upheld if it is supported by
(A) a preponderance of the evidence
(B) evidence so strongly and overwhelmingly in favor of one party that no reasonable juror could conclude otherwise
(C) substantial evidence.
(D) de novo review of the trial record
(E) clear and convincing evidence"
"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement, and the asserted claims at issue were contained in U.S. Patent Nos.","7,346,134 and 9,548,775.",(E),"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement, and the asserted claims at issue were contained in U.S. Patent Nos.
(A) 7,346,143 and 9,548,775.
(B) 7,643,134 and 9,548,577.
(C) 7,218,760 and 8,971,279.
(D) 7,346,134 and 9,458,775.
(E) 7,346,134 and 9,548,775.","7,346,143 and 9,548,775.","7,643,134 and 9,548,577.","7,218,760 and 8,971,279.","7,346,134 and 9,458,775.","7,346,134 and 9,548,775.","[""7,346,143 and 9,548,775."", ""7,346,134 and 9,458,775."", ""7,643,134 and 9,548,577."", ""7,218,760 and 8,971,279.""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement, and the asserted claims at issue were contained in U.S. Patent Nos. 7,346,134 and 9,548,775.","AT&T Mobility LLC (AT&T) and Nokia of America Corporation (Nokia; collectively, Appellants) appeal the United States District Court for the Eastern District of Texas’ denial of judgment as a matter of law (JMOL) of noninfringement for the asserted claims of U.S. Patent Nos. 7,346,134 and 9,548,775.",Header,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement, and the asserted claims at issue were contained in U.S. Patent Nos.
(A) 7,346,143 and 9,548,775.
(B) 7,643,134 and 9,548,577.
(C) 7,218,760 and 8,971,279.
(D) 7,346,134 and 9,458,775.
(E) 7,346,134 and 9,548,775."
"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after the jury found all asserted claims of the ’134 and ’775 patents valid and infringed, it awarded lump-sum damages for",the remaining life of the ’134 and ’775 patents.,(D),"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after the jury found all asserted claims of the ’134 and ’775 patents valid and infringed, it awarded lump-sum damages for
(A) lost profits and enhanced damages for willful infringement of the asserted claims.
(B) the sales of accused Nokia radios through the date of the verdict.
(C) AT&T’s pre-suit and post-suit use of the accused PIM-C feature in Nokia radios.
(D) the remaining life of the ’134 and ’775 patents.
(E) a running royalty on future use of the asserted claims after judgment.",lost profits and enhanced damages for willful infringement of the asserted claims.,the sales of accused Nokia radios through the date of the verdict.,AT&T’s pre-suit and post-suit use of the accused PIM-C feature in Nokia radios.,the remaining life of the ’134 and ’775 patents.,a running royalty on future use of the asserted claims after judgment.,"[""AT&T\u2019s pre-suit and post-suit use of the accused PIM-C feature in Nokia radios."", ""the sales of accused Nokia radios through the date of the verdict."", ""a running royalty on future use of the asserted claims after judgment."", ""lost profits and enhanced damages for willful infringement of the asserted claims.""]","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after the jury found all asserted claims of the ’134 and ’775 patents valid and infringed, it awarded lump-sum damages for the remaining life of the ’134 and ’775 patents.","The jury found all asserted claims valid and infringed, and awarded $166,303,391 in lump-sum damages for the remaining life of the ’134 and ’775 patents.",BACKGROUND,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after the jury found all asserted claims of the ’134 and ’775 patents valid and infringed, it awarded lump-sum damages for
(A) lost profits and enhanced damages for willful infringement of the asserted claims.
(B) the sales of accused Nokia radios through the date of the verdict.
(C) AT&T’s pre-suit and post-suit use of the accused PIM-C feature in Nokia radios.
(D) the remaining life of the ’134 and ’775 patents.
(E) a running royalty on future use of the asserted claims after judgment."
"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit discussed Dr. Jonathan Wells’s infringement testimony concerning the ’134 patent’s requirement that sampled received signals include both “signals of interest” and another category of signals, and Dr. Wells failed to map x1 or x2 onto",interference generating signals.,(C),"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit discussed Dr. Jonathan Wells’s infringement testimony concerning the ’134 patent’s requirement that sampled received signals include both “signals of interest” and another category of signals, and Dr. Wells failed to map x1 or x2 onto
(A) signals of interest.
(B) the downlink TX reference.
(C) interference generating signals.
(D) the modeled PIM path.
(E) background noise components.",signals of interest.,the downlink TX reference.,interference generating signals.,the modeled PIM path.,background noise components.,"[""signals of interest."", ""the modeled PIM path."", ""the downlink TX reference."", ""background noise components.""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit discussed Dr. Jonathan Wells’s infringement testimony concerning the ’134 patent’s requirement that sampled received signals include both “signals of interest” and another category of signals, and Dr. Wells failed to map x1 or x2 onto interference generating signals.","Again, he did not map x1 or x2 onto either the “signals of interest” or the “interference generating signals” as required by the claims.",I. JMOL of Noninfringement,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the Federal Circuit discussed Dr. Jonathan Wells’s infringement testimony concerning the ’134 patent’s requirement that sampled received signals include both “signals of interest” and another category of signals, and Dr. Wells failed to map x1 or x2 onto
(A) signals of interest.
(B) the downlink TX reference.
(C) interference generating signals.
(D) the modeled PIM path.
(E) background noise components."
"In the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the regional circuit law that applies when reviewing the district court’s denial of JMOL is",the Fifth Circuit.,(D),"In the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the regional circuit law that applies when reviewing the district court’s denial of JMOL is
(A) the law of the forum state.
(B) the district court’s local rules.
(C) the Ninth Circuit.
(D) the Fifth Circuit.
(E) the Federal Circuit.",the law of the forum state.,the district court’s local rules.,the Ninth Circuit.,the Fifth Circuit.,the Federal Circuit.,"[""the Federal Circuit."", ""the Ninth Circuit."", ""the law of the forum state."", ""the district court\u2019s local rules.""]","In the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the regional circuit law that applies when reviewing the district court’s denial of JMOL is the Fifth Circuit.","We review a district court’s denial of JMOL under the law of the regional circuit, here the Fifth Circuit.",I. JMOL of Noninfringement,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the regional circuit law that applies when reviewing the district court’s denial of JMOL is
(A) the law of the forum state.
(B) the district court’s local rules.
(C) the Ninth Circuit.
(D) the Fifth Circuit.
(E) the Federal Circuit."
"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" during cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells changed course and said there were two signals on the red path, and he pointed to",the x1 and the x2.,(A),"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" during cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells changed course and said there were two signals on the red path, and he pointed to
(A) the x1 and the x2.
(B) the RF ADC and the modeled PIM path.
(C) the DL (TX) reference and the modeled PIM signal.
(D) the uplink carrier and the downlink carrier.
(E) the in-phase and the quadrature components.",the x1 and the x2.,the RF ADC and the modeled PIM path.,the DL (TX) reference and the modeled PIM signal.,the uplink carrier and the downlink carrier.,the in-phase and the quadrature components.,"[""the DL (TX) reference and the modeled PIM signal."", ""the RF ADC and the modeled PIM path."", ""the in-phase and the quadrature components."", ""the uplink carrier and the downlink carrier.""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" during cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells changed course and said there were two signals on the red path, and he pointed to the x1 and the x2.","In response, Dr. Wells pivoted and testified, “there’s two signals on that red path because we know that because there’s the x1 and the x2.” J.A. 15010 at 142:15–16.",I. JMOL of Noninfringement,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" during cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells changed course and said there were two signals on the red path, and he pointed to
(A) the x1 and the x2.
(B) the RF ADC and the modeled PIM path.
(C) the DL (TX) reference and the modeled PIM signal.
(D) the uplink carrier and the downlink carrier.
(E) the in-phase and the quadrature components."
"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" during the infringement dispute over the ’134 patent, the court acknowledged that the only thing Dr. Wells expressly mapped to the claimed ""interference generating signals"" was",modeled PIM path.,(A),"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" during the infringement dispute over the ’134 patent, the court acknowledged that the only thing Dr. Wells expressly mapped to the claimed ""interference generating signals"" was
(A) modeled PIM path.
(B) the receiver passband of received signals
(C) x1 and x2
(D) the two signals on the red path
(E) the PIM Model generated in the GROOT FPGA",modeled PIM path.,the receiver passband of received signals,x1 and x2,the two signals on the red path,the PIM Model generated in the GROOT FPGA,"[""the two signals on the red path"", ""x1 and x2"", ""the PIM Model generated in the GROOT FPGA"", ""the receiver passband of received signals""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" during the infringement dispute over the ’134 patent, the court acknowledged that the only thing Dr. Wells expressly mapped to the claimed ""interference generating signals"" was modeled PIM path.",The court acknowledged “[t]he ‘modeled PIM path is the only thing Dr. Wells expressly mapped to the ‘interference generating signals’” and “Dr. Wells also testified that the PIM Model is generated in the GROOT FPGA.” J.A. 21–22 (citing J.A. 15019 at 151:4–8).,I. JMOL of Noninfringement,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" during the infringement dispute over the ’134 patent, the court acknowledged that the only thing Dr. Wells expressly mapped to the claimed ""interference generating signals"" was
(A) modeled PIM path.
(B) the receiver passband of received signals
(C) x1 and x2
(D) the two signals on the red path
(E) the PIM Model generated in the GROOT FPGA"
"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after the district court at the JMOL stage held that Appellants had waived their argument that “S1, S2 and S3” must be unique signals, the court said Appellants failed to raise that argument at",the Rule 50(a) stage.,(D),"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after the district court at the JMOL stage held that Appellants had waived their argument that “S1, S2 and S3” must be unique signals, the court said Appellants failed to raise that argument at
(A) the Markman claim-construction stage.
(B) the Rule 12(b)(6) motion-to-dismiss stage.
(C) the summary-judgment stage.
(D) the Rule 50(a) stage.
(E) the Rule 50(b) stage.",the Markman claim-construction stage.,the Rule 12(b)(6) motion-to-dismiss stage.,the summary-judgment stage.,the Rule 50(a) stage.,the Rule 50(b) stage.,"[""the Rule 50(b) stage."", ""the Markman claim-construction stage."", ""the summary-judgment stage."", ""the Rule 12(b)(6) motion-to-dismiss stage.""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after the district court at the JMOL stage held that Appellants had waived their argument that “S1, S2 and S3” must be unique signals, the court said Appellants failed to raise that argument at the Rule 50(a) stage.","At JMOL, the district court rejected Appellants’ argument that “S1, S2 and S3” must be unique signals as waived because Appellants failed to raise it at the Rule 50(a) stage. J.A. 38, 40.",I. JMOL of Noninfringement,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after the district court at the JMOL stage held that Appellants had waived their argument that “S1, S2 and S3” must be unique signals, the court said Appellants failed to raise that argument at
(A) the Markman claim-construction stage.
(B) the Rule 12(b)(6) motion-to-dismiss stage.
(C) the summary-judgment stage.
(D) the Rule 50(a) stage.
(E) the Rule 50(b) stage."
"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion concluded that, because it was generated downstream of the RF ADC after sampling occurred, the claimed ""interference generating signals"" could not be",the modeled PIM path.,(E),"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion concluded that, because it was generated downstream of the RF ADC after sampling occurred, the claimed ""interference generating signals"" could not be
(A) the x1 and x2 signals on the red path.
(B) the DL (TX) reference signal.
(C) the baseband cancellation waveform.
(D) the agreed ""signal of interest.""
(E) the modeled PIM path.",the x1 and x2 signals on the red path.,the DL (TX) reference signal.,the baseband cancellation waveform.,"the agreed ""signal of interest.""",the modeled PIM path.,"[""the DL (TX) reference signal."", ""the agreed \""signal of interest.\"""", ""the x1 and x2 signals on the red path."", ""the baseband cancellation waveform.""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion concluded that, because it was generated downstream of the RF ADC after sampling occurred, the claimed ""interference generating signals"" could not be the modeled PIM path.",The result being that the modeled PIM path cannot be the claimed “interference generating signals.”,I. JMOL of Noninfringement,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion concluded that, because it was generated downstream of the RF ADC after sampling occurred, the claimed ""interference generating signals"" could not be
(A) the x1 and x2 signals on the red path.
(B) the DL (TX) reference signal.
(C) the baseband cancellation waveform.
(D) the agreed ""signal of interest.""
(E) the modeled PIM path."
"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court reversed the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent because",the jury’s infringement verdict is not supported by substantial evidence.,(A),"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court reversed the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent because
(A) the jury’s infringement verdict is not supported by substantial evidence.
(B) Finesse’s expert created a triable factual dispute on literal infringement, which precluded JMOL.
(C) the district court’s claim construction of the asserted claims was erroneous and required a new trial.
(D) the asserted claims of the ’134 patent are invalid as indefinite under 35 U.S.C. § 112.
(E) Finesse failed to preserve its infringement theory for appellate review.",the jury’s infringement verdict is not supported by substantial evidence.,"Finesse’s expert created a triable factual dispute on literal infringement, which precluded JMOL.",the district court’s claim construction of the asserted claims was erroneous and required a new trial.,the asserted claims of the ’134 patent are invalid as indefinite under 35 U.S.C. § 112.,Finesse failed to preserve its infringement theory for appellate review.,"[""Finesse failed to preserve its infringement theory for appellate review."", ""the asserted claims of the \u2019134 patent are invalid as indefinite under 35 U.S.C. \u00a7 112."", ""the district court\u2019s claim construction of the asserted claims was erroneous and required a new trial."", ""Finesse\u2019s expert created a triable factual dispute on literal infringement, which precluded JMOL.""]","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court reversed the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent because the jury’s infringement verdict is not supported by substantial evidence.",We reverse the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent because the jury’s infringement verdict is not supported by substantial evidence.,I. JMOL of Noninfringement,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court reversed the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent because
(A) the jury’s infringement verdict is not supported by substantial evidence.
(B) Finesse’s expert created a triable factual dispute on literal infringement, which precluded JMOL.
(C) the district court’s claim construction of the asserted claims was erroneous and required a new trial.
(D) the asserted claims of the ’134 patent are invalid as indefinite under 35 U.S.C. § 112.
(E) Finesse failed to preserve its infringement theory for appellate review."
