source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/facts/probes_v13.csv,0,False,3,absolute lexical overlap still too high (new token Jaccard 0.358 > 0.250 or new LCS 5 > 6; jaccard drop 0.094),0.452830,0.358491,0.043321,0.044715,5,5,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement, and the asserted claims at issue were contained in U.S. Patent Nos.","In the Federal Circuit appeal styled ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the issue was the Eastern District of Texas’s refusal to grant JMOL of noninfringement for claims asserted under U.S. Patent Nos.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the appeal to the United States Court of Appeals for the Federal Circuit concerned the Eastern District of Texas’s denial of JMOL of noninfringement, and the asserted claims at issue were contained in U.S. Patent Nos. 7,346,134 and 9,548,775.","In the Federal Circuit appeal styled ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the issue was the Eastern District of Texas’s refusal to grant JMOL of noninfringement for claims asserted under U.S. Patent Nos. 7,346,134 and 9,548,775."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/facts/probes_v13.csv,1,False,3,absolute lexical overlap still too high (new token Jaccard 0.311 > 0.250 or new LCS 5 > 6; jaccard drop 0.217),0.527778,0.311111,0.363095,0.335196,6,5,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after the jury found all asserted claims of the ’134 and ’775 patents valid and infringed, it awarded lump-sum damages for","In the opinion for ""Finesse Wireless LLC v. AT&T Mobility LLC,"" once the jury concluded that every asserted claim tied to the ’134 and ’775 patents was valid and infringed, it imposed a lump-sum damages award covering","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after the jury found all asserted claims of the ’134 and ’775 patents valid and infringed, it awarded lump-sum damages for the remaining life of the ’134 and ’775 patents.","In the opinion for ""Finesse Wireless LLC v. AT&T Mobility LLC,"" once the jury concluded that every asserted claim tied to the ’134 and ’775 patents was valid and infringed, it imposed a lump-sum damages award covering the remaining life of the ’134 and ’775 patents."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/facts/probes_v13.csv,2,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/facts/probes_v14_low_overlap_strict.audit.csv,0.333333,0.151515,0.338583,0.340249,6,3,"In the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the regional circuit law that applies when reviewing the district court’s denial of JMOL is","In the ""Finesse Wireless LLC v. AT&T Mobility LLC"" opinion, the standard used to assess the district court’s refusal to grant JMOL comes from","In the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the regional circuit law that applies when reviewing the district court’s denial of JMOL is the Fifth Circuit.","In the ""Finesse Wireless LLC v. AT&T Mobility LLC"" opinion, the standard used to assess the district court’s refusal to grant JMOL comes from the Fifth Circuit."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/facts/probes_v13.csv,3,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/facts/probes_v14_low_overlap_strict.audit.csv,0.292683,0.214286,0.185915,0.220896,4,2,"According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" under the standard of review for the jury’s finding of infringement, a factual finding is upheld if it is supported by","As the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC"" explains, when reviewing the jury’s infringement finding, a factual determination is sustained if it rests on","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" under the standard of review for the jury’s finding of infringement, a factual finding is upheld if it is supported by substantial evidence.","As the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC"" explains, when reviewing the jury’s infringement finding, a factual determination is sustained if it rests on substantial evidence."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/facts/probes_v13.csv,4,False,3,absolute lexical overlap still too high (new token Jaccard 0.311 > 0.250 or new LCS 6 > 6; jaccard drop 0.058),0.369565,0.311111,0.039735,0.043373,6,6,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in discussing claim 1[a] of the ’134 patent and Finesse’s burden as the plaintiff, the opinion states that the passband sampled by the accused radios had to include both the “signals of interest” and","In Finesse Wireless LLC v. AT&T Mobility LLC, the court explained that, for claim 1[a] of the ’134 patent, Finesse had to show the accused radios sampled a signal passband containing both the “signals of interest” and","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" in discussing claim 1[a] of the ’134 patent and Finesse’s burden as the plaintiff, the opinion states that the passband sampled by the accused radios had to include both the “signals of interest” and interference generating signals.","In Finesse Wireless LLC v. AT&T Mobility LLC, the court explained that, for claim 1[a] of the ’134 patent, Finesse had to show the accused radios sampled a signal passband containing both the “signals of interest” and interference generating signals."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/facts/probes_v13.csv,5,False,3,absolute lexical overlap still too high (new token Jaccard 0.365 > 0.250 or new LCS 9 > 6; jaccard drop 0.025),0.389831,0.365079,0.503759,0.313297,10,9,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Dr. Jonathan Wells testified that when the radio frequency analog-to-digital converter (RF ADC) samples the claimed ""signals of interest"" and ""interference generating signals,"" it creates","In Dr. Wells’s testimony in Finesse Wireless LLC v. AT&T Mobility LLC, the radio frequency analog-to-digital converter (RF ADC) was described as a receiver that takes the claimed “signals of interest” and “interference generating signals” and turns them into","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Dr. Jonathan Wells testified that when the radio frequency analog-to-digital converter (RF ADC) samples the claimed ""signals of interest"" and ""interference generating signals,"" it creates a bit stream.","In Dr. Wells’s testimony in Finesse Wireless LLC v. AT&T Mobility LLC, the radio frequency analog-to-digital converter (RF ADC) was described as a receiver that takes the claimed “signals of interest” and “interference generating signals” and turns them into a bit stream."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/facts/probes_v13.csv,6,True,1,accepted,0.265625,0.231884,0.018215,0.024306,5,6,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Appellants' counsel cross-examined Finesse's expert about whether the RF ADC could sample the modeled PIM path, and according to that cross-examination, signals cannot be sampled","During cross-examination in “Finesse Wireless LLC v. AT&T Mobility LLC,” Appellants’ counsel argued that the RF ADC was unable to sample the modeled PIM path because that path comes into existence only after the RF ADC, once sampling has already taken place, and","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" Appellants' counsel cross-examined Finesse's expert about whether the RF ADC could sample the modeled PIM path, and according to that cross-examination, signals cannot be sampled before they are generated","During cross-examination in “Finesse Wireless LLC v. AT&T Mobility LLC,” Appellants’ counsel argued that the RF ADC was unable to sample the modeled PIM path because that path comes into existence only after the RF ADC, once sampling has already taken place, and before they are generated"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/facts/probes_v13.csv,7,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/facts/probes_v14_low_overlap_strict.audit.csv,0.189189,0.200000,0.437908,0.508834,5,5,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion concluded that, because it was generated downstream of the RF ADC after sampling occurred, the claimed ""interference generating signals"" could not be","In ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court reasoned that, since it arose after the RF ADC had already sampled the signal, the claimed ""interference generating signals"" could not be","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the opinion concluded that, because it was generated downstream of the RF ADC after sampling occurred, the claimed ""interference generating signals"" could not be the modeled PIM path.","In ""Finesse Wireless LLC v. AT&T Mobility LLC,"" the court reasoned that, since it arose after the RF ADC had already sampled the signal, the claimed ""interference generating signals"" could not be the modeled PIM path."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/facts/probes_v13.csv,8,True,1,accepted,0.207547,0.166667,0.254453,0.212534,2,1,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells pivoted to the dashed red path in the Nokia document and testified that it carried","In ""Finesse Wireless LLC v. AT&T Mobility LLC,"" following questioning on whether the RF ADC could capture the modeled PIM route, Dr. Jonathan Wells shifted to the Nokia diagram’s red dashed line and said it contained","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" after cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells pivoted to the dashed red path in the Nokia document and testified that it carried two signals.","In ""Finesse Wireless LLC v. AT&T Mobility LLC,"" following questioning on whether the RF ADC could capture the modeled PIM route, Dr. Jonathan Wells shifted to the Nokia diagram’s red dashed line and said it contained two signals."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/facts/probes_v13.csv,9,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/facts/probes_v14_low_overlap_strict.audit.csv,0.222222,0.211538,0.357143,0.276215,3,2,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" during cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells changed course and said there were two signals on the red path, and he pointed to","In the litigation ""Finesse Wireless LLC v. AT&T Mobility LLC,"" when questioned about whether the RF ADC could capture the modeled PIM path, Dr. Jonathan Wells shifted his position and stated that the red path carried two signals, identifying","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" during cross-examination about whether the RF ADC could sample the modeled PIM path, Dr. Jonathan Wells changed course and said there were two signals on the red path, and he pointed to the x1 and the x2.","In the litigation ""Finesse Wireless LLC v. AT&T Mobility LLC,"" when questioned about whether the RF ADC could capture the modeled PIM path, Dr. Jonathan Wells shifted his position and stated that the red path carried two signals, identifying the x1 and the x2."
