probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,inference_type,source_fact(s),source_facts,text_sentences,derivation,question,answer
"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', LongRoPE doesn’t reuse one fixed set of RoPE rescale factors for every target window from 128k to 2048k because the optimal solutions depend on",the target extended length,(E),"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', LongRoPE doesn’t reuse one fixed set of RoPE rescale factors for every target window from 128k to 2048k because the optimal solutions depend on
(A) the amount of secondary search applied to the 256k-length LLM
(B) the lower RoPE dimensions used in interpolation
(C) the initial starting token positions in the sequence
(D) the specific finished checkpoint after 256k fine-tuning
(E) the target extended length",the amount of secondary search applied to the 256k-length LLM,the lower RoPE dimensions used in interpolation,the initial starting token positions in the sequence,the specific finished checkpoint after 256k fine-tuning,the target extended length,"[""the lower RoPE dimensions used in interpolation"", ""the initial starting token positions in the sequence"", ""the specific finished checkpoint after 256k fine-tuning"", ""the amount of secondary search applied to the 256k-length LLM""]","According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', LongRoPE doesn’t reuse one fixed set of RoPE rescale factors for every target window from 128k to 2048k because the optimal solutions depend on the target extended length",,,Reasoning Step,"['Lower RoPE dimensions and initial starting token positions benefit from less interpolation, but the optimal solutions depend on the target extended length.', 'Then, we replace the RoPE rescaled factors to 256k on the finished checkpoint', 'Finally, we perform a secondary  search on the fine-tuned 256k-length LLM.']","['Lower RoPE dimensions and initial starting token positions benefit from less interpolation, but the optimal solutions depend on the target extended length.', 'Then, we replace the RoPE rescaled factors to 256k on the finished checkpoint', 'Finally, we perform a secondary  search on the fine-tuned 256k-length LLM.']","['Lower RoPE dimensions and initial starting token positions benefit from less interpolation, but the optimal solutions depend on the target extended length.', 'Then, we replace the RoPE rescaled factors to 256k on the finished checkpoint', 'Finally, we perform a secondary  search on the fine-tuned 256k-length LLM.']","If the optimal rescale solution depends on the target extended length, then moving to a new target like 256k or 2048k requires searching again instead of reusing one fixed set of factors.",Why doesn't LongRoPE reuse one fixed set of RoPE rescale factors for every target window from 128k to 2048k?,the target extended length
"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', because directly fine-tuning at 2048k is both resource-prohibitive and hard to optimize, the progressive method stays within a maximum training length of",256k,(C),"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', because directly fine-tuning at 2048k is both resource-prohibitive and hard to optimize, the progressive method stays within a maximum training length of
(A) 2048k
(B) 512k
(C) 256k
(D) 128k
(E) 1024k",2048k,512k,256k,128k,1024k,"[""128k"", ""512k"", ""1024k"", ""2048k""]","According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', because directly fine-tuning at 2048k is both resource-prohibitive and hard to optimize, the progressive method stays within a maximum training length of 256k",,,Reasoning Step,"['One method is to search for RoPE rescaled factors under the target 2048k size and then fine-tune. However, this faces challenges due to the prohibitively expensive training resources.', ""Moreover,  based on our experiences, it's challenging to well fine-tune the LLMs under a  large extension ratio (see Appendix)."", 'Therefore, we introduce an efficient, progressive method that achieves the target 2048k with just 1k fine-tuning steps at within 256k training length.']","['One method is to search for RoPE rescaled factors under the target 2048k size and then fine-tune. However, this faces challenges due to the prohibitively expensive training resources.', ""Moreover,  based on our experiences, it's challenging to well fine-tune the LLMs under a  large extension ratio (see Appendix)."", 'Therefore, we introduce an efficient, progressive method that achieves the target 2048k with just 1k fine-tuning steps at within 256k training length.']","['One method is to search for RoPE rescaled factors under the target 2048k size and then fine-tune. However, this faces challenges due to the prohibitively expensive training resources.', ""Moreover,  based on our experiences, it's challenging to well fine-tune the LLMs under a  large extension ratio (see Appendix)."", 'Therefore, we introduce an efficient, progressive method that achieves the target 2048k with just 1k fine-tuning steps at within 256k training length.']","Because direct 2048k fine-tuning is too costly and hard to optimize, the method keeps actual training at a shorter intermediate length.","Because directly fine-tuning at 2048k is both resource-prohibitive and hard to optimize, what maximum training length does the progressive method stay within?",256k
"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', based on the two-stage LLaMA2 fine-tuning schedule, the total fine-tuning steps used before the secondary search to 2048k are",1000 steps,(A),"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', based on the two-stage LLaMA2 fine-tuning schedule, the total fine-tuning steps used before the secondary search to 2048k are
(A) 1000 steps
(B) 1200 steps
(C) 600 steps
(D) 800 steps
(E) 2048 steps",1000 steps,1200 steps,600 steps,800 steps,2048 steps,"[""600 steps"", ""800 steps"", ""1200 steps"", ""2048 steps""]","According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', based on the two-stage LLaMA2 fine-tuning schedule, the total fine-tuning steps used before the secondary search to 2048k are 1000 steps",,,Reasoning Step,"['Specifically, we first fine-tune LLaMA2 for 400 steps using the RoPE rescaled factors for 128k. Then, we replace the RoPE rescaled factors to 256k on the finished checkpoint and conduct an additional 600 steps of fine-tuning.']","['Specifically, we first fine-tune LLaMA2 for 400 steps using the RoPE rescaled factors for 128k. Then, we replace the RoPE rescaled factors to 256k on the finished checkpoint and conduct an additional 600 steps of fine-tuning.']","['Specifically, we first fine-tune LLaMA2 for 400 steps using the RoPE rescaled factors for 128k. Then, we replace the RoPE rescaled factors to 256k on the finished checkpoint and conduct an additional 600 steps of fine-tuning.']",Adding the two training stages gives the total number of fine-tuning steps before the final secondary search.,"Based on the two-stage LLaMA2 fine-tuning schedule, how many total fine-tuning steps are used before the secondary search to 2048k?",1000 steps
"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', if a sampled set of RoPE scale factors violates $\lambda_i\le \lambda_{i+1}$, then before perplexity is computed,",it is not evaluated,(B),"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', if a sampled set of RoPE scale factors violates $\lambda_i\le \lambda_{i+1}$, then before perplexity is computed,
(A) it is evaluated using the original unscaled RoPE factors
(B) it is not evaluated
(C) it is assigned a penalty in the perplexity score
(D) it is resampled until the monotonicity constraint holds
(E) it is sorted into non-decreasing order",it is evaluated using the original unscaled RoPE factors,it is not evaluated,it is assigned a penalty in the perplexity score,it is resampled until the monotonicity constraint holds,it is sorted into non-decreasing order,"[""it is sorted into non-decreasing order"", ""it is assigned a penalty in the perplexity score"", ""it is resampled until the monotonicity constraint holds"", ""it is evaluated using the original unscaled RoPE factors""]","According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', if a sampled set of RoPE scale factors violates $\lambda_i\le \lambda_{i+1}$, then before perplexity is computed, it is not evaluated",,,Multi-Fact Integration,"['To address this, we impose a non-decreasing monotonicity constraint on the sampled RoPE rescaled factors: $\\lambda_i\\le \\lambda_{i+1}$.', 'Only RoPE that satisfies this constraint is applied to LLM for perplexity evaluation, significantly reducing the search costs.']","['To address this, we impose a non-decreasing monotonicity constraint on the sampled RoPE rescaled factors: $\\lambda_i\\le \\lambda_{i+1}$.', 'Only RoPE that satisfies this constraint is applied to LLM for perplexity evaluation, significantly reducing the search costs.']","['To address this, we impose a non-decreasing monotonicity constraint on the sampled RoPE rescaled factors: $\\lambda_i\\le \\lambda_{i+1}$.', 'Only RoPE that satisfies this constraint is applied to LLM for perplexity evaluation, significantly reducing the search costs.']",A candidate that breaks the monotonic rule is excluded before the expensive perplexity computation.,"If a sampled set of RoPE scale factors violates $\lambda_i\le\lambda_{i+1}$, what happens before perplexity is computed?",it is not evaluated
"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', compared with PI, preserving key RoPE dimensions helps the model keep",distinguishing close token positions,(E),"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', compared with PI, preserving key RoPE dimensions helps the model keep
(A) tracking long-range dependencies
(B) stabilizing performance at high extension ratios
(C) preserving original token semantics
(D) distinguishing far-apart token positions
(E) distinguishing close token positions",tracking long-range dependencies,stabilizing performance at high extension ratios,preserving original token semantics,distinguishing far-apart token positions,distinguishing close token positions,"[""distinguishing far-apart token positions"", ""tracking long-range dependencies"", ""stabilizing performance at high extension ratios"", ""preserving original token semantics""]","According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', compared with PI, preserving key RoPE dimensions helps the model keep distinguishing close token positions",,,Multi-Fact Integration,"['PI tends to underperform at high extension ratios.', ""This is because the resulting positional embedding effectively preserves the original RoPE, especially key dimensions, thus reducing LLM's difficulty in distinguishing close token positions.""]","['PI tends to underperform at high extension ratios.', ""This is because the resulting positional embedding effectively preserves the original RoPE, especially key dimensions, thus reducing LLM's difficulty in distinguishing close token positions.""]","['PI tends to underperform at high extension ratios.', ""This is because the resulting positional embedding effectively preserves the original RoPE, especially key dimensions, thus reducing LLM's difficulty in distinguishing close token positions.""]",The paper contrasts PI with a method that preserves key RoPE dimensions; the stated benefit of that preservation is easier distinction between nearby positions.,"Compared with PI, what concrete capability does preserving key RoPE dimensions help the model keep?",distinguishing close token positions
"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', at 2048k, one token-position strategy stops being useful:",preserving initial tokens,(E),"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', at 2048k, one token-position strategy stops being useful:
(A) preserving final tokens
(B) preserving middle tokens
(C) interpolating initial tokens
(D) leaving all tokens un-interpolated
(E) preserving initial tokens",preserving final tokens,preserving middle tokens,interpolating initial tokens,leaving all tokens un-interpolated,preserving initial tokens,"[""preserving final tokens"", ""preserving middle tokens"", ""interpolating initial tokens"", ""leaving all tokens un-interpolated""]","According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', at 2048k, one token-position strategy stops being useful: preserving initial tokens",,,Multi-Fact Integration,"['Non-uniformity in token position clearly improves performance at 16k and 32k lengths  but does not show the same impact at 2048k, possibly due to the extremely long length.', 'Preserving only the initial tokens without interpolation becomes non-useful, and we leave this as future work.']","['Non-uniformity in token position clearly improves performance at 16k and 32k lengths  but does not show the same impact at 2048k, possibly due to the extremely long length.', 'Preserving only the initial tokens without interpolation becomes non-useful, and we leave this as future work.']","['Non-uniformity in token position clearly improves performance at 16k and 32k lengths  but does not show the same impact at 2048k, possibly due to the extremely long length.', 'Preserving only the initial tokens without interpolation becomes non-useful, and we leave this as future work.']",The paper links the weak 2048k benefit of token-position non-uniformity to the fact that keeping only the earliest tokens un-interpolated stops helping at that length.,"At 2048k, what part of the token-position strategy stops being useful?",preserving initial tokens
"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', for the initial $\hat{n}$ tokens in input sequences, they hypothesize that their RoPE should do less interpolation, specifically",no interpolation,(B),"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', for the initial $\hat{n}$ tokens in input sequences, they hypothesize that their RoPE should do less interpolation, specifically
(A) aggressive interpolation
(B) no interpolation
(C) NTK-aware scaling
(D) uniform interpolation
(E) logarithmic interpolation",aggressive interpolation,no interpolation,NTK-aware scaling,uniform interpolation,logarithmic interpolation,"[""uniform interpolation"", ""aggressive interpolation"", ""logarithmic interpolation"", ""NTK-aware scaling""]","According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', for the initial $\hat{n}$ tokens in input sequences, they hypothesize that their RoPE should do less interpolation, specifically no interpolation",,,Multi-Fact Integration,"['""For the initial $\\hat{n}$ tokens in input sequences, we hypothesize that their RoPE should do less interpolation.""', '""retaining the starting tokens without position interpolation indeed improves the performance.""']","['""For the initial $\\hat{n}$ tokens in input sequences, we hypothesize that their RoPE should do less interpolation.""', '""retaining the starting tokens without position interpolation indeed improves the performance.""']","['""For the initial $\\hat{n}$ tokens in input sequences, we hypothesize that their RoPE should do less interpolation.""', '""retaining the starting tokens without position interpolation indeed improves the performance.""']","Since the earliest tokens benefit from reduced interpolation and performance improves when they are retained unchanged, the preferred treatment is to leave them uninterpolated.",What interpolation choice is favored for the earliest tokens in the sequence?,no interpolation
"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', after LongRoPE fine-tunes an LLM to 256k, the property that makes a second search sufficient to reach 2048k without more fine-tuning is",8× non-fine-tuning extension,(D),"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', after LongRoPE fine-tunes an LLM to 256k, the property that makes a second search sufficient to reach 2048k without more fine-tuning is
(A) secondary-search RoPE rescale optimization
(B) 16× extension from the 128k stage
(C) 2× extension via RoPE factor replacement
(D) 8× non-fine-tuning extension
(E) 600-step additional fine-tuning",secondary-search RoPE rescale optimization,16× extension from the 128k stage,2× extension via RoPE factor replacement,8× non-fine-tuning extension,600-step additional fine-tuning,"[""16\u00d7 extension from the 128k stage"", ""2\u00d7 extension via RoPE factor replacement"", ""secondary-search RoPE rescale optimization"", ""600-step additional fine-tuning""]","According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', after LongRoPE fine-tunes an LLM to 256k, the property that makes a second search sufficient to reach 2048k without more fine-tuning is 8× non-fine-tuning extension",,,Multi-Fact Integration,"['Then, as our non-uniform positional interpolation allows for an 8$\\times$ extension in non-fine-tuning settings, we conduct a second search for new RoPE rescale factors on the fine-tuned extended LLM.', 'Specifically, we first fine-tune LLaMA2 for 400 steps using the RoPE rescaled factors for 128k. Then, we replace the RoPE rescaled factors to 256k on the finished checkpoint and conduct an additional 600 steps of fine-tuning.', 'Finally, we perform a secondary  search on the fine-tuned 256k-length LLM. This ultimately results in an extremely large context window size of 2048k without further fine-tuning.']","['Then, as our non-uniform positional interpolation allows for an 8$\\times$ extension in non-fine-tuning settings, we conduct a second search for new RoPE rescale factors on the fine-tuned extended LLM.', 'Specifically, we first fine-tune LLaMA2 for 400 steps using the RoPE rescaled factors for 128k. Then, we replace the RoPE rescaled factors to 256k on the finished checkpoint and conduct an additional 600 steps of fine-tuning.', 'Finally, we perform a secondary  search on the fine-tuned 256k-length LLM. This ultimately results in an extremely large context window size of 2048k without further fine-tuning.']","['Then, as our non-uniform positional interpolation allows for an 8$\\times$ extension in non-fine-tuning settings, we conduct a second search for new RoPE rescale factors on the fine-tuned extended LLM.', 'Specifically, we first fine-tune LLaMA2 for 400 steps using the RoPE rescaled factors for 128k. Then, we replace the RoPE rescaled factors to 256k on the finished checkpoint and conduct an additional 600 steps of fine-tuning.', 'Finally, we perform a secondary  search on the fine-tuned 256k-length LLM. This ultimately results in an extremely large context window size of 2048k without further fine-tuning.']","Because 2048k is 8 times 256k and the paper says LongRoPE can do an 8× extension without fine-tuning, a second search after 256k fine-tuning is enough to reach 2048k.","After LongRoPE fine-tunes an LLM to 256k, what property makes a second search sufficient to reach 2048k without more fine-tuning?",8× non-fine-tuning extension
"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', the pre-trained LLM is fine-tuned to achieve a context window size of",256k,(D),"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', the pre-trained LLM is fine-tuned to achieve a context window size of
(A) 1024k
(B) 512k
(C) 128k
(D) 256k
(E) 2048k",1024k,512k,128k,256k,2048k,"[""128k"", ""512k"", ""1024k"", ""2048k""]","According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', the pre-trained LLM is fine-tuned to achieve a context window size of 256k",,,Reasoning Step,"['""as our non-uniform positional interpolation allows for an 8$\\times$ extension in non-fine-tuning settings, we conduct a second search for new RoPE rescale factors on the fine-tuned extended LLM. This ultimately achieves the 2048k context window for LLaMA2 and Mistral~\\cite{mistral}.""', '""Then, we fine-tune the pre-trained LLM to achieve the context window size of 256k.""']","['""as our non-uniform positional interpolation allows for an 8$\\times$ extension in non-fine-tuning settings, we conduct a second search for new RoPE rescale factors on the fine-tuned extended LLM. This ultimately achieves the 2048k context window for LLaMA2 and Mistral~\\cite{mistral}.""', '""Then, we fine-tune the pre-trained LLM to achieve the context window size of 256k.""']","['""as our non-uniform positional interpolation allows for an 8$\\times$ extension in non-fine-tuning settings, we conduct a second search for new RoPE rescale factors on the fine-tuned extended LLM. This ultimately achieves the 2048k context window for LLaMA2 and Mistral~\\cite{mistral}.""', '""Then, we fine-tune the pre-trained LLM to achieve the context window size of 256k.""']","If the final search-only jump can cover 8× and ends at 2048k, the model must already be at 256k before that jump.","LongRoPE can do an 8× extension without fine-tuning. If the last non-fine-tuned jump ends at 2048k, what intermediate context length must the model reach first?",256k
"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', this combination of results implies that LongRoPE largely preserves this property despite its extreme context extension:",shorter-length performance,(E),"According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', this combination of results implies that LongRoPE largely preserves this property despite its extreme context extension:
(A) state-of-the-art baseline superiority
(B) longer-context performance
(C) 2-million-token training efficiency
(D) ultra-long-context reasoning
(E) shorter-length performance",state-of-the-art baseline superiority,longer-context performance,2-million-token training efficiency,ultra-long-context reasoning,shorter-length performance,"[""longer-context performance"", ""ultra-long-context reasoning"", ""state-of-the-art baseline superiority"", ""2-million-token training efficiency""]","According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', this combination of results implies that LongRoPE largely preserves this property despite its extreme context extension: shorter-length performance",,,Synthesized Insight,"['Even with a context window 16× longer, a condition typically challenging for maintaining performance at shorter lengths, our LongRoPE-2048k models outperform state-of-the-art baselines within 256k context length.', 'As Table~ref{tbl:commonsense} shows, our models achieve comparable results on the original benchmark designed for a smaller context window']","['Even with a context window 16× longer, a condition typically challenging for maintaining performance at shorter lengths, our LongRoPE-2048k models outperform state-of-the-art baselines within 256k context length.', 'As Table~ref{tbl:commonsense} shows, our models achieve comparable results on the original benchmark designed for a smaller context window']","['Even with a context window 16× longer, a condition typically challenging for maintaining performance at shorter lengths, our LongRoPE-2048k models outperform state-of-the-art baselines within 256k context length.', 'As Table~ref{tbl:commonsense} shows, our models achieve comparable results on the original benchmark designed for a smaller context window']",Doing better within 256k and remaining comparable on original short-window benchmarks implies the extension largely preserves performance at shorter lengths.,What does this combination of results imply LongRoPE largely preserves despite its extreme context extension?,shorter-length performance
