row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
2,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
3,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
4,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
5,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
7,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
8,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
9,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
10,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
11,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
12,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
13,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
15,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
16,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
17,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
18,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
19,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
20,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
21,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
22,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
23,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
24,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
25,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
26,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
27,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
28,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
29,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
30,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
31,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
32,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
33,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
34,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
35,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
36,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
38,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
40,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
41,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
42,repair,target_source_repair,The v12 target used math delimiters and terminal punctuation that do not occur in the full source; repaired to the exact equation span while preserving the same fact., $\frac{1}{nm}\sum_{ij} |W_{ij}|$.,\frac{1}{nm}\sum_{ij} |W_{ij}|,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the absmean quantization function used to constrain the BitLinear weight matrix to \{-1, 0, +1\}, \gamma is defined as","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the absmean quantization function used to constrain the BitLinear weight matrix to \{-1, 0, +1\}, \gamma is defined as","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the absmean quantization function used to constrain the BitLinear weight matrix to \{-1, 0, +1\}, \gamma is defined as $\frac{1}{nm}\sum_{ij} |W_{ij}|$.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the absmean quantization function used to constrain the BitLinear weight matrix to \{-1, 0, +1\}, \gamma is defined as \frac{1}{nm}\sum_{ij} |W_{ij}|."
43,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
44,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
45,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
46,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
47,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
48,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
49,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
50,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
51,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
52,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
53,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
54,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
55,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
56,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
57,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
58,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
59,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
60,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
61,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
62,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
63,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
64,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
65,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
66,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
67,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
68,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
69,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
70,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
71,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
72,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
73,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
74,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
75,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
76,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
77,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
78,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
79,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
80,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
81,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
82,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
83,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
84,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
85,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
86,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
87,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
88,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
89,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
90,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
91,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
92,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
93,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
94,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
95,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
96,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
97,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
98,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
99,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
100,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
101,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
102,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
103,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
104,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
105,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
106,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
107,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
108,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
109,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
110,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
111,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
112,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
113,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
114,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
115,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
116,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
117,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
118,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
119,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
120,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
121,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
122,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
123,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
124,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
125,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
126,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
127,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
128,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
129,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
130,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
131,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
132,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
133,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
134,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
135,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
136,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
137,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
138,keep,,Target found in the full source document under allowed validation normalizations.,,,,,,
