step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,0,A,2
0,1,0.0,1,B,0
0,2,1.0,2,C,2
0,3,1.0,2,C,2
0,4,0.0,1,B,3
4,0,0.0,0,A,2
4,1,0.0,1,B,0
4,2,1.0,2,C,2
4,3,0.0,3,D,2
4,4,0.0,1,B,3
8,0,0.0,0,A,2
8,1,0.0,1,B,0
8,2,0.0,1,B,2
8,3,0.0,3,D,2
8,4,0.0,1,B,3
12,0,0.0,0,A,2
12,1,0.0,1,B,0
12,2,0.0,1,B,2
12,3,0.0,3,D,2
12,4,0.0,1,B,3
16,0,0.0,0,A,2
16,1,0.0,1,B,0
16,2,0.0,1,B,2
16,3,0.0,3,D,2
16,4,0.0,1,B,3
20,0,0.0,0,A,2
20,1,0.0,1,B,0
20,2,0.0,1,B,2
20,3,1.0,2,C,2
20,4,0.0,1,B,3
24,0,0.0,0,A,2
24,1,0.0,1,B,0
24,2,0.0,1,B,2
24,3,1.0,2,C,2
24,4,0.0,1,B,3
28,0,0.0,0,A,2
28,1,0.0,1,B,0
28,2,0.0,1,B,2
28,3,0.0,3,D,2
28,4,0.0,1,B,3
32,0,0.0,0,A,2
32,1,0.0,1,B,0
32,2,0.0,1,B,2
32,3,0.0,3,D,2
32,4,0.0,1,B,3
36,0,0.0,0,A,2
36,1,0.0,1,B,0
36,2,0.0,1,B,2
36,3,0.0,3,D,2
36,4,0.0,1,B,3
40,0,0.0,0,A,2
40,1,0.0,1,B,0
40,2,0.0,1,B,2
40,3,0.0,3,D,2
40,4,0.0,1,B,3
44,0,0.0,0,A,2
44,1,0.0,1,B,0
44,2,0.0,1,B,2
44,3,0.0,3,D,2
44,4,0.0,1,B,3
48,0,0.0,0,A,2
48,1,0.0,1,B,0
48,2,0.0,1,B,2
48,3,0.0,3,D,2
48,4,0.0,1,B,3
52,0,0.0,0,A,2
52,1,0.0,1,B,0
52,2,0.0,1,B,2
52,3,0.0,3,D,2
52,4,0.0,1,B,3
56,0,0.0,0,A,2
56,1,0.0,1,B,0
56,2,0.0,1,B,2
56,3,0.0,3,D,2
56,4,0.0,1,B,3
60,0,0.0,0,A,2
60,1,0.0,1,B,0
60,2,0.0,1,B,2
60,3,0.0,3,D,2
60,4,0.0,1,B,3
64,0,0.0,0,A,2
64,1,0.0,1,B,0
64,2,0.0,1,B,2
64,3,0.0,3,D,2
64,4,0.0,1,B,3
68,0,0.0,0,A,2
68,1,0.0,1,B,0
68,2,0.0,1,B,2
68,3,0.0,3,D,2
68,4,0.0,1,B,3
72,0,0.0,0,A,2
72,1,0.0,1,B,0
72,2,0.0,1,B,2
72,3,0.0,3,D,2
72,4,0.0,1,B,3
76,0,0.0,0,A,2
76,1,0.0,1,B,0
76,2,0.0,1,B,2
76,3,0.0,3,D,2
76,4,0.0,1,B,3
80,0,0.0,0,A,2
80,1,0.0,1,B,0
80,2,0.0,1,B,2
80,3,0.0,3,D,2
80,4,0.0,1,B,3
84,0,0.0,0,A,2
84,1,0.0,1,B,0
84,2,0.0,1,B,2
84,3,0.0,3,D,2
84,4,0.0,1,B,3
88,0,0.0,0,A,2
88,1,0.0,1,B,0
88,2,0.0,1,B,2
88,3,0.0,3,D,2
88,4,0.0,1,B,3
92,0,0.0,0,A,2
92,1,0.0,1,B,0
92,2,0.0,1,B,2
92,3,0.0,3,D,2
92,4,0.0,1,B,3
96,0,0.0,0,A,2
96,1,0.0,1,B,0
96,2,0.0,1,B,2
96,3,0.0,3,D,2
96,4,0.0,1,B,3
100,0,0.0,0,A,2
100,1,0.0,1,B,0
100,2,0.0,1,B,2
100,3,0.0,3,D,2
100,4,0.0,1,B,3
