path	status	issues	evidence
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/1_58/blogs.txt	PASS		Direct inspection of every constituent blog found coherent, paper-topical prose throughout; all sections and the final conclusion complete cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/1_58/stackexchange.txt	PASS		Direct inspection of every question and answer found sensible, paper-topical prose throughout; each answer is complete and the final answer ends cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/1_58/textbook.txt	PASS		Direct inspection of the full textbook found coherent, paper-topical prose across all chapters; the final discussion reaches a complete conclusion with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/BOFT/blogs.txt	PASS		Direct inspection of every constituent blog found coherent, paper-topical prose throughout; all sections and the final conclusion complete cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/BOFT/stackexchange.txt	PASS		Direct inspection of every question and answer found sensible, paper-topical prose throughout; each answer is complete and the final answer ends cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/BOFT/textbook.txt	PASS		Direct inspection of the full textbook found coherent, paper-topical prose across all chapters; the final discussion reaches a complete conclusion with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/ByteLatent/blogs.txt	PASS		Direct inspection of every constituent blog found coherent, paper-topical prose throughout; all sections and the final conclusion complete cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/ByteLatent/stackexchange.txt	PASS		Direct inspection of every question and answer found sensible, paper-topical prose throughout; each answer is complete and the final answer ends cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/ByteLatent/textbook.txt	PASS		Direct inspection of the full textbook found coherent, paper-topical prose across all chapters; the final discussion reaches a complete conclusion with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/DPO/blogs.txt	PASS		Direct inspection of every constituent blog found coherent, paper-topical prose throughout; all sections and the final conclusion complete cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/DPO/stackexchange.txt	PASS		Direct inspection of every question and answer found sensible, paper-topical prose throughout; each answer is complete and the final answer ends cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/DPO/textbook.txt	PASS		Direct inspection of the full textbook found coherent, paper-topical prose across all chapters; the final discussion reaches a complete conclusion with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/FeatLLM/blogs.txt	PASS		Direct inspection of every constituent blog found coherent, paper-topical prose throughout; all sections and the final conclusion complete cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/FeatLLM/stackexchange.txt	PASS		Direct inspection of every question and answer found sensible, paper-topical prose throughout; each answer is complete and the final answer ends cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/FeatLLM/textbook.txt	PASS		Direct inspection of the full textbook found coherent, paper-topical prose across all chapters; the final discussion reaches a complete conclusion with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/GRPO/blogs.txt	PASS		Direct inspection of every constituent blog found coherent, paper-topical prose throughout; all sections and the final conclusion complete cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/GRPO/stackexchange.txt	PASS		Direct inspection of every question and answer found sensible, paper-topical prose throughout; each answer is complete and the final answer ends cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/GRPO/textbook.txt	PASS		Direct inspection of the full textbook found coherent, paper-topical prose across all chapters; the final discussion reaches a complete conclusion with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/GSPO/blogs.txt	PASS		Direct inspection of every constituent blog found coherent, paper-topical prose throughout; all sections and the final conclusion complete cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/GSPO/stackexchange.txt	PASS		Direct inspection of every question and answer found sensible, paper-topical prose throughout; each answer is complete and the final answer ends cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/GSPO/textbook.txt	PASS		Direct inspection of the full textbook found coherent, paper-topical prose across all chapters; the final discussion reaches a complete conclusion with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/LongRoPE/blogs.txt	PASS		Direct inspection of every constituent blog found coherent, paper-topical prose throughout; all sections and the final conclusion complete cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/LongRoPE/stackexchange.txt	PASS		Direct inspection of every question and answer found sensible, paper-topical prose throughout; each answer is complete and the final answer ends cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/LongRoPE/textbook.txt	PASS		Direct inspection of the full textbook found coherent, paper-topical prose across all chapters; the final discussion reaches a complete conclusion with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/OFT/blogs.txt	PASS		Direct inspection of every constituent blog found coherent, paper-topical prose throughout; all sections and the final conclusion complete cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/OFT/stackexchange.txt	PASS		Direct inspection of every question and answer found sensible, paper-topical prose throughout; each answer is complete and the final answer ends cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/OFT/textbook.txt	PASS		Direct inspection of the full textbook found coherent, paper-topical prose across all chapters; the final discussion reaches a complete conclusion with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/QLoRA/blogs.txt	PASS		Direct inspection of every constituent blog found coherent, paper-topical prose throughout; all sections and the final conclusion complete cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/QLoRA/stackexchange.txt	PASS		Direct inspection of every question and answer found sensible, paper-topical prose throughout; each answer is complete and the final answer ends cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/QLoRA/textbook.txt	PASS		Direct inspection of the full textbook found coherent, paper-topical prose across all chapters; the final discussion reaches a complete conclusion with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/fa3/blogs.txt	PASS		Direct inspection of every constituent blog found coherent, paper-topical prose throughout; all sections and the final conclusion complete cleanly with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/fa3/stackexchange.txt	PASS		Direct re-inspection after deterministic repair found all three identities restored to valid \top notation, with no residual control bytes or surrounding-text damage. Every question and answer is coherent, topical, and complete, with a clean final answer and no drift, loops, leakage, truncation, or malformed prose.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/fa3/textbook.txt	PASS		Direct inspection of the full textbook found coherent, paper-topical prose across all chapters; the final discussion reaches a complete conclusion with no drift, loops, leakage, truncation, or malformed text.
data/arxiv/explanations/gemma_4_12b_it_arxiv_w16/xLSTM/blogs.txt	PASS		Direct inspection of every constituent blog found coherent, paper-topical prose throughout; all sections and the final conclusion complete cleanly with no drift, loops, leakage, truncation, or malformed text.
