step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,1.0,0,A,0
0,1,0.0,1,B,4
0,2,1.0,0,A,0
0,3,0.0,0,A,4
0,4,1.0,0,A,0
0,5,0.0,2,C,3
0,6,0.0,4,E,1
0,7,1.0,3,D,3
0,8,0.0,2,C,0
0,9,1.0,2,C,2
4,0,1.0,0,A,0
4,1,0.0,1,B,4
4,2,1.0,0,A,0
4,3,0.0,0,A,4
4,4,1.0,0,A,0
4,5,0.0,2,C,3
4,6,0.0,4,E,1
4,7,1.0,3,D,3
4,8,0.0,2,C,0
4,9,1.0,2,C,2
8,0,1.0,0,A,0
8,1,0.0,1,B,4
8,2,1.0,0,A,0
8,3,0.0,0,A,4
8,4,1.0,0,A,0
8,5,1.0,3,D,3
8,6,0.0,4,E,1
8,7,1.0,3,D,3
8,8,0.0,2,C,0
8,9,1.0,2,C,2
12,0,1.0,0,A,0
12,1,0.0,1,B,4
12,2,0.0,1,B,0
12,3,0.0,0,A,4
12,4,1.0,0,A,0
12,5,1.0,3,D,3
12,6,0.0,4,E,1
12,7,1.0,3,D,3
12,8,0.0,3,D,0
12,9,1.0,2,C,2
16,0,1.0,0,A,0
16,1,0.0,1,B,4
16,2,1.0,0,A,0
16,3,0.0,0,A,4
16,4,1.0,0,A,0
16,5,1.0,3,D,3
16,6,0.0,4,E,1
16,7,1.0,3,D,3
16,8,1.0,0,A,0
16,9,1.0,2,C,2
20,0,1.0,0,A,0
20,1,0.0,1,B,4
20,2,1.0,0,A,0
20,3,0.0,0,A,4
20,4,1.0,0,A,0
20,5,1.0,3,D,3
20,6,0.0,4,E,1
20,7,1.0,3,D,3
20,8,1.0,0,A,0
20,9,1.0,2,C,2
24,0,1.0,0,A,0
24,1,0.0,1,B,4
24,2,1.0,0,A,0
24,3,0.0,1,B,4
24,4,1.0,0,A,0
24,5,1.0,3,D,3
24,6,0.0,4,E,1
24,7,1.0,3,D,3
24,8,1.0,0,A,0
24,9,1.0,2,C,2
28,0,1.0,0,A,0
28,1,0.0,1,B,4
28,2,1.0,0,A,0
28,3,0.0,1,B,4
28,4,1.0,0,A,0
28,5,1.0,3,D,3
28,6,0.0,4,E,1
28,7,1.0,3,D,3
28,8,1.0,0,A,0
28,9,1.0,2,C,2
32,0,1.0,0,A,0
32,1,0.0,1,B,4
32,2,1.0,0,A,0
32,3,0.0,1,B,4
32,4,1.0,0,A,0
32,5,1.0,3,D,3
32,6,0.0,4,E,1
32,7,1.0,3,D,3
32,8,1.0,0,A,0
32,9,1.0,2,C,2
36,0,1.0,0,A,0
36,1,0.0,1,B,4
36,2,0.0,1,B,0
36,3,0.0,1,B,4
36,4,1.0,0,A,0
36,5,1.0,3,D,3
36,6,0.0,4,E,1
36,7,1.0,3,D,3
36,8,1.0,0,A,0
36,9,1.0,2,C,2
40,0,1.0,0,A,0
40,1,0.0,1,B,4
40,2,0.0,1,B,0
40,3,0.0,1,B,4
40,4,1.0,0,A,0
40,5,1.0,3,D,3
40,6,0.0,4,E,1
40,7,1.0,3,D,3
40,8,1.0,0,A,0
40,9,1.0,2,C,2
44,0,1.0,0,A,0
44,1,0.0,1,B,4
44,2,0.0,1,B,0
44,3,0.0,1,B,4
44,4,1.0,0,A,0
44,5,1.0,3,D,3
44,6,0.0,4,E,1
44,7,1.0,3,D,3
44,8,1.0,0,A,0
44,9,1.0,2,C,2
48,0,1.0,0,A,0
48,1,0.0,1,B,4
48,2,0.0,1,B,0
48,3,0.0,1,B,4
48,4,1.0,0,A,0
48,5,1.0,3,D,3
48,6,0.0,4,E,1
48,7,1.0,3,D,3
48,8,1.0,0,A,0
48,9,1.0,2,C,2
52,0,1.0,0,A,0
52,1,0.0,1,B,4
52,2,0.0,1,B,0
52,3,0.0,1,B,4
52,4,1.0,0,A,0
52,5,1.0,3,D,3
52,6,0.0,4,E,1
52,7,1.0,3,D,3
52,8,1.0,0,A,0
52,9,1.0,2,C,2
56,0,1.0,0,A,0
56,1,0.0,1,B,4
56,2,0.0,1,B,0
56,3,0.0,1,B,4
56,4,1.0,0,A,0
56,5,1.0,3,D,3
56,6,0.0,4,E,1
56,7,1.0,3,D,3
56,8,1.0,0,A,0
56,9,1.0,2,C,2
60,0,1.0,0,A,0
60,1,0.0,1,B,4
60,2,0.0,1,B,0
60,3,0.0,1,B,4
60,4,1.0,0,A,0
60,5,1.0,3,D,3
60,6,0.0,4,E,1
60,7,1.0,3,D,3
60,8,1.0,0,A,0
60,9,1.0,2,C,2
64,0,1.0,0,A,0
64,1,0.0,1,B,4
64,2,0.0,1,B,0
64,3,0.0,1,B,4
64,4,1.0,0,A,0
64,5,1.0,3,D,3
64,6,0.0,4,E,1
64,7,1.0,3,D,3
64,8,1.0,0,A,0
64,9,1.0,2,C,2
68,0,1.0,0,A,0
68,1,0.0,1,B,4
68,2,0.0,1,B,0
68,3,0.0,1,B,4
68,4,1.0,0,A,0
68,5,1.0,3,D,3
68,6,0.0,4,E,1
68,7,1.0,3,D,3
68,8,1.0,0,A,0
68,9,1.0,2,C,2
72,0,1.0,0,A,0
72,1,0.0,1,B,4
72,2,0.0,1,B,0
72,3,0.0,1,B,4
72,4,1.0,0,A,0
72,5,1.0,3,D,3
72,6,0.0,4,E,1
72,7,1.0,3,D,3
72,8,1.0,0,A,0
72,9,1.0,2,C,2
76,0,1.0,0,A,0
76,1,0.0,1,B,4
76,2,0.0,1,B,0
76,3,0.0,1,B,4
76,4,1.0,0,A,0
76,5,1.0,3,D,3
76,6,0.0,4,E,1
76,7,1.0,3,D,3
76,8,1.0,0,A,0
76,9,1.0,2,C,2
80,0,1.0,0,A,0
80,1,0.0,1,B,4
80,2,0.0,1,B,0
80,3,0.0,1,B,4
80,4,1.0,0,A,0
80,5,1.0,3,D,3
80,6,0.0,4,E,1
80,7,1.0,3,D,3
80,8,1.0,0,A,0
80,9,1.0,2,C,2
84,0,1.0,0,A,0
84,1,0.0,1,B,4
84,2,0.0,1,B,0
84,3,0.0,1,B,4
84,4,1.0,0,A,0
84,5,1.0,3,D,3
84,6,0.0,4,E,1
84,7,1.0,3,D,3
84,8,1.0,0,A,0
84,9,1.0,2,C,2
88,0,1.0,0,A,0
88,1,0.0,1,B,4
88,2,0.0,1,B,0
88,3,0.0,1,B,4
88,4,1.0,0,A,0
88,5,1.0,3,D,3
88,6,0.0,4,E,1
88,7,1.0,3,D,3
88,8,1.0,0,A,0
88,9,1.0,2,C,2
92,0,1.0,0,A,0
92,1,0.0,1,B,4
92,2,0.0,1,B,0
92,3,0.0,1,B,4
92,4,1.0,0,A,0
92,5,1.0,3,D,3
92,6,0.0,4,E,1
92,7,1.0,3,D,3
92,8,1.0,0,A,0
92,9,1.0,2,C,2
96,0,1.0,0,A,0
96,1,0.0,1,B,4
96,2,0.0,1,B,0
96,3,0.0,1,B,4
96,4,1.0,0,A,0
96,5,1.0,3,D,3
96,6,0.0,4,E,1
96,7,1.0,3,D,3
96,8,1.0,0,A,0
96,9,1.0,2,C,2
100,0,1.0,0,A,0
100,1,0.0,1,B,4
100,2,0.0,1,B,0
100,3,0.0,1,B,4
100,4,1.0,0,A,0
100,5,1.0,3,D,3
100,6,0.0,4,E,1
100,7,1.0,3,D,3
100,8,1.0,0,A,0
100,9,1.0,2,C,2
