step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,3,D,4
0,1,0.0,0,A,3
0,2,0.0,1,B,3
0,3,1.0,2,C,2
0,4,1.0,3,D,3
0,5,0.0,1,B,2
0,6,1.0,2,C,2
0,7,1.0,1,B,1
0,8,0.0,0,A,4
0,9,0.0,1,B,2
0,10,0.0,4,E,0
0,11,0.0,3,D,4
0,12,0.0,1,B,0
0,13,0.0,4,E,3
0,14,1.0,4,E,4
4,0,0.0,3,D,4
4,1,0.0,0,A,3
4,2,0.0,1,B,3
4,3,1.0,2,C,2
4,4,1.0,3,D,3
4,5,0.0,1,B,2
4,6,1.0,2,C,2
4,7,1.0,1,B,1
4,8,0.0,0,A,4
4,9,0.0,1,B,2
4,10,0.0,4,E,0
4,11,0.0,3,D,4
4,12,0.0,1,B,0
4,13,0.0,4,E,3
4,14,1.0,4,E,4
8,0,0.0,3,D,4
8,1,0.0,0,A,3
8,2,0.0,1,B,3
8,3,1.0,2,C,2
8,4,1.0,3,D,3
8,5,0.0,1,B,2
8,6,1.0,2,C,2
8,7,1.0,1,B,1
8,8,0.0,0,A,4
8,9,0.0,1,B,2
8,10,0.0,4,E,0
8,11,0.0,3,D,4
8,12,0.0,1,B,0
8,13,0.0,4,E,3
8,14,1.0,4,E,4
12,0,0.0,3,D,4
12,1,0.0,0,A,3
12,2,0.0,1,B,3
12,3,1.0,2,C,2
12,4,1.0,3,D,3
12,5,0.0,1,B,2
12,6,1.0,2,C,2
12,7,1.0,1,B,1
12,8,0.0,3,D,4
12,9,0.0,1,B,2
12,10,0.0,4,E,0
12,11,0.0,3,D,4
12,12,0.0,1,B,0
12,13,1.0,3,D,3
12,14,1.0,4,E,4
16,0,0.0,3,D,4
16,1,0.0,0,A,3
16,2,0.0,1,B,3
16,3,1.0,2,C,2
16,4,1.0,3,D,3
16,5,0.0,1,B,2
16,6,1.0,2,C,2
16,7,1.0,1,B,1
16,8,0.0,3,D,4
16,9,0.0,1,B,2
16,10,0.0,4,E,0
16,11,0.0,0,A,4
16,12,1.0,0,A,0
16,13,1.0,3,D,3
16,14,1.0,4,E,4
20,0,0.0,3,D,4
20,1,0.0,0,A,3
20,2,0.0,1,B,3
20,3,1.0,2,C,2
20,4,1.0,3,D,3
20,5,0.0,1,B,2
20,6,1.0,2,C,2
20,7,1.0,1,B,1
20,8,0.0,3,D,4
20,9,0.0,1,B,2
20,10,0.0,4,E,0
20,11,0.0,0,A,4
20,12,1.0,0,A,0
20,13,1.0,3,D,3
20,14,1.0,4,E,4
24,0,0.0,3,D,4
24,1,0.0,0,A,3
24,2,0.0,1,B,3
24,3,1.0,2,C,2
24,4,1.0,3,D,3
24,5,0.0,1,B,2
24,6,1.0,2,C,2
24,7,1.0,1,B,1
24,8,0.0,3,D,4
24,9,0.0,1,B,2
24,10,0.0,4,E,0
24,11,0.0,0,A,4
24,12,1.0,0,A,0
24,13,1.0,3,D,3
24,14,1.0,4,E,4
28,0,0.0,3,D,4
28,1,0.0,0,A,3
28,2,0.0,1,B,3
28,3,1.0,2,C,2
28,4,1.0,3,D,3
