question,answer,fewshot_question,original_question,contextualized_question
"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors ensure that the matrix R remains orthogonal during finetuning by using the Cayley parameterization R = (I + Q)(I − Q)^{-1}. According to this parameterization, what property must the matrix Q satisfy in order for R to be guaranteed orthogonal?
(A) orthonormal
(B) positive-definite
(C) symmetric
(D) skew-symmetric",(D),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors ensure that the matrix R remains orthogonal during finetuning by using the Cayley parameterization R = (I + Q)(I − Q)^{-1}. According to this parameterization, what property must the matrix Q satisfy in order for R to be guaranteed orthogonal?
(A) orthonormal
(B) positive-definite
(C) symmetric
(D) skew-symmetric
Answer:",Which constraint on Q in the Cayley parameterization is required so that R remains orthogonal?,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors ensure that the matrix R remains orthogonal during finetuning by using the Cayley parameterization R = (I + Q)(I − Q)^{-1}. According to this parameterization, what property must the matrix Q satisfy in order for R to be guaranteed orthogonal?"
"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors discuss a trade-off between model expressivity and regularity in the context of finetuning large models. They note that simply increasing the expressiveness of the finetuning method (e.g., by moving towards full finetuning) does not necessarily improve performance and can in fact harm generalizability. According to the paper, what common negative outcome occurs when model expressiveness is increased without sufficient regularization during finetuning?
(A) underfitting
(B) gradient vanishing
(C) overfitting
(D) mode collapse",(C),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors discuss a trade-off between model expressivity and regularity in the context of finetuning large models. They note that simply increasing the expressiveness of the finetuning method (e.g., by moving towards full finetuning) does not necessarily improve performance and can in fact harm generalizability. According to the paper, what common negative outcome occurs when model expressiveness is increased without sufficient regularization during finetuning?
(A) underfitting
(B) gradient vanishing
(C) overfitting
(D) mode collapse
Answer:",What common negative outcome arises when increasing expressiveness without appropriate regularity during finetuning?,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors discuss a trade-off between model expressivity and regularity in the context of finetuning large models. They note that simply increasing the expressiveness of the finetuning method (e.g., by moving towards full finetuning) does not necessarily improve performance and can in fact harm generalizability. According to the paper, what common negative outcome occurs when model expressiveness is increased without sufficient regularization during finetuning?"
"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors propose to construct a dense orthogonal matrix by composing it as a product of multiple sparse orthogonal matrices, inspired by butterfly graphs from the Cooley-Tukey algorithm. According to the paper, what is the primary advantage of this construction approach?
(A) better approximation accuracy
(B) improved numerical stability
(C) computational speedup
(D) parameter efficiency",(D),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors propose to construct a dense orthogonal matrix by composing it as a product of multiple sparse orthogonal matrices, inspired by butterfly graphs from the Cooley-Tukey algorithm. According to the paper, what is the primary advantage of this construction approach?
(A) better approximation accuracy
(B) improved numerical stability
(C) computational speedup
(D) parameter efficiency
Answer:","What primary advantage does composing a dense orthogonal matrix from a product of sparse orthogonal matrices provide, according to the paper?","In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors propose to construct a dense orthogonal matrix by composing it as a product of multiple sparse orthogonal matrices, inspired by butterfly graphs from the Cooley-Tukey algorithm. According to the paper, what is the primary advantage of this construction approach?"
"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors argue that BOFT's butterfly-structured orthogonal transformations introduce a beneficial inductive bias for generalization, partly because their structure resembles classic linear transforms such as the discrete Fourier, sine/cosine, and Hadamard transforms. If, instead of using this butterfly-structured product of orthogonal matrices, one were to use an unstructured dense orthogonal matrix while keeping the number of effective finetuning parameters the same, what effect would this change likely have on finetuning generalization performance?
(A) no significant change in generalization
(B) worse generalization
(C) better generalization
(D) improved robustness and similar generalization",(B),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors argue that BOFT's butterfly-structured orthogonal transformations introduce a beneficial inductive bias for generalization, partly because their structure resembles classic linear transforms such as the discrete Fourier, sine/cosine, and Hadamard transforms. If, instead of using this butterfly-structured product of orthogonal matrices, one were to use an unstructured dense orthogonal matrix while keeping the number of effective finetuning parameters the same, what effect would this change likely have on finetuning generalization performance?
(A) no significant change in generalization
(B) worse generalization
(C) better generalization
(D) improved robustness and similar generalization
Answer:","If one replaced BOFT's structured product with an unstructured dense orthogonal matrix but kept the same number of effective parameters, what is the likely effect on finetuning generalization?","In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors argue that BOFT's butterfly-structured orthogonal transformations introduce a beneficial inductive bias for generalization, partly because their structure resembles classic linear transforms such as the discrete Fourier, sine/cosine, and Hadamard transforms. If, instead of using this butterfly-structured product of orthogonal matrices, one were to use an unstructured dense orthogonal matrix while keeping the number of effective finetuning parameters the same, what effect would this change likely have on finetuning generalization performance?"
"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors motivate applying an orthogonal transformation during finetuning so that the pair-wise angles between neurons in a weight matrix are preserved, with the goal of largely preserving the semantic knowledge from pretraining. According to this reasoning, what unstated assumption about the nature of pretrained representations justifies using pair-wise angle preservation between neurons as a way to preserve semantic information?
(A) magnitudes encode semantics
(B) neuron indices encode semantics
(C) activation sparsity encodes semantics
(D) angles encode semantics",(D),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors motivate applying an orthogonal transformation during finetuning so that the pair-wise angles between neurons in a weight matrix are preserved, with the goal of largely preserving the semantic knowledge from pretraining. According to this reasoning, what unstated assumption about the nature of pretrained representations justifies using pair-wise angle preservation between neurons as a way to preserve semantic information?
(A) magnitudes encode semantics
(B) neuron indices encode semantics
(C) activation sparsity encodes semantics
(D) angles encode semantics
Answer:",What unstated assumption about pretrained representations justifies preserving pair-wise angles between neurons?,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors motivate applying an orthogonal transformation during finetuning so that the pair-wise angles between neurons in a weight matrix are preserved, with the goal of largely preserving the semantic knowledge from pretraining. According to this reasoning, what unstated assumption about the nature of pretrained representations justifies using pair-wise angle preservation between neurons as a way to preserve semantic information?"
"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors define BOFT(m, b) for finetuning a linear layer of size d × n, where it uses (1/2)(b − 1) d m effective trainable parameters. When BOFT is instantiated with a butterfly matrix by choosing m = log d and b = 2, what is the resulting asymptotic number of trainable parameters per layer expressed in terms of the dimension d?
(A) O(log d)
(B) O(d log d)
(C) O(d^2)
(D) O(d)",(B),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors define BOFT(m, b) for finetuning a linear layer of size d × n, where it uses (1/2)(b − 1) d m effective trainable parameters. When BOFT is instantiated with a butterfly matrix by choosing m = log d and b = 2, what is the resulting asymptotic number of trainable parameters per layer expressed in terms of the dimension d?
(A) O(log d)
(B) O(d log d)
(C) O(d^2)
(D) O(d)
Answer:",What is the asymptotic number of trainable parameters per layer for BOFT in terms of d?,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors define BOFT(m, b) for finetuning a linear layer of size d × n, where it uses (1/2)(b − 1) d m effective trainable parameters. When BOFT is instantiated with a butterfly matrix by choosing m = log d and b = 2, what is the resulting asymptotic number of trainable parameters per layer expressed in terms of the dimension d?"
"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors discuss BOFT (Butterfly Orthogonal Finetuning) and its reliance on butterfly-structured matrices, which are naturally defined when the model dimension d is a power of two. According to the paper, when the model dimension d is not a power of two, which variant of BOFT do the authors propose to best adapt the butterfly structure to such dimensions?
(A) block butterfly
(B) mixed butterfly
(C) padded butterfly
(D) hierarchical butterfly",(A),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors discuss BOFT (Butterfly Orthogonal Finetuning) and its reliance on butterfly-structured matrices, which are naturally defined when the model dimension d is a power of two. According to the paper, when the model dimension d is not a power of two, which variant of BOFT do the authors propose to best adapt the butterfly structure to such dimensions?
(A) block butterfly
(B) mixed butterfly
(C) padded butterfly
(D) hierarchical butterfly
Answer:","If the model dimension d is not a power of two, which BOFT variant from the paper best adapts the butterfly structure?","In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors discuss BOFT (Butterfly Orthogonal Finetuning) and its reliance on butterfly-structured matrices, which are naturally defined when the model dimension d is a power of two. According to the paper, when the model dimension d is not a power of two, which variant of BOFT do the authors propose to best adapt the butterfly structure to such dimensions?"
"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors propose Orthogonal Butterfly (BOFT), a parameter-efficient finetuning method that can generate a d-dimensional dense matrix using a product of O(log d) sparse matrices, each with O(d) non-zero entries. According to the paper, what is the key matrix parameterization that BOFT introduces in order to produce such dense orthogonal matrices with far fewer trainable parameters?
(A) low-rank decomposition
(B) Kronecker factorization
(C) Householder reflections
(D) butterfly factorization",(D),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors propose Orthogonal Butterfly (BOFT), a parameter-efficient finetuning method that can generate a d-dimensional dense matrix using a product of O(log d) sparse matrices, each with O(d) non-zero entries. According to the paper, what is the key matrix parameterization that BOFT introduces in order to produce such dense orthogonal matrices with far fewer trainable parameters?
(A) low-rank decomposition
(B) Kronecker factorization
(C) Householder reflections
(D) butterfly factorization
Answer:",What key parameterization does BOFT introduce to produce dense orthogonal matrices with far fewer trainable parameters?,"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors propose Orthogonal Butterfly (BOFT), a parameter-efficient finetuning method that can generate a d-dimensional dense matrix using a product of O(log d) sparse matrices, each with O(d) non-zero entries. According to the paper, what is the key matrix parameterization that BOFT introduces in order to produce such dense orthogonal matrices with far fewer trainable parameters?"
"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors interpret a dense square matrix R as a dense connectivity pattern from d nodes in the first level to d nodes in the (m+1)-th (last) level, under an information transmission view. They state that for R to be dense, every node in the first level should be able to transmit information to every node in the last level. According to this graph-theoretic interpretation, what property must hold between the first and last level of the graph to ensure that the resulting matrix R is dense?
(A) complete adjacency
(B) full reachability
(C) total path coverage
(D) perfect connectivity",(B),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors interpret a dense square matrix R as a dense connectivity pattern from d nodes in the first level to d nodes in the (m+1)-th (last) level, under an information transmission view. They state that for R to be dense, every node in the first level should be able to transmit information to every node in the last level. According to this graph-theoretic interpretation, what property must hold between the first and last level of the graph to ensure that the resulting matrix R is dense?
(A) complete adjacency
(B) full reachability
(C) total path coverage
(D) perfect connectivity
Answer:","In graph-theoretic terms, what property must hold between the first and last level to ensure the resulting R is dense?","In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors interpret a dense square matrix R as a dense connectivity pattern from d nodes in the first level to d nodes in the (m+1)-th (last) level, under an information transmission view. They state that for R to be dense, every node in the first level should be able to transmit information to every node in the last level. According to this graph-theoretic interpretation, what property must hold between the first and last level of the graph to ensure that the resulting matrix R is dense?"
"In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors draw inspiration from the butterfly structure used in the Cooley–Tukey fast Fourier transform algorithm, noting that a local change in the frequency domain can lead to a change across the entire spatial domain. According to this information-transmission view, what high-level property of classic transforms makes the butterfly pattern a sensible inductive bias (i.e., why is this butterfly structure an appropriate prior for their BOFT method)?
(A) hierarchical compositionality
(B) translation equivariance
(C) global connectivity
(D) local sparsity",(C),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors draw inspiration from the butterfly structure used in the Cooley–Tukey fast Fourier transform algorithm, noting that a local change in the frequency domain can lead to a change across the entire spatial domain. According to this information-transmission view, what high-level property of classic transforms makes the butterfly pattern a sensible inductive bias (i.e., why is this butterfly structure an appropriate prior for their BOFT method)?
(A) hierarchical compositionality
(B) translation equivariance
(C) global connectivity
(D) local sparsity
Answer:","Which high-level property of classic transforms motivates the butterfly inductive bias in BOFT (i.e., why is the butterfly pattern a sensible prior)?","In the paper 'Parameter-Efficient Orthogonal Finetuning via Butterfly Factorization', the authors draw inspiration from the butterfly structure used in the Cooley–Tukey fast Fourier transform algorithm, noting that a local change in the frequency domain can lead to a change across the entire spatial domain. According to this information-transmission view, what high-level property of classic transforms makes the butterfly pattern a sensible inductive bias (i.e., why is this butterfly structure an appropriate prior for their BOFT method)?"
