source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v13.csv,0,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v14_low_overlap_strict.audit.csv,0.272727,0.161290,0.338346,0.385965,2,2,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient was described as having","In the cited case report on diabetes in a young man caused by a novel HNF1A variant, the diagnosis given was","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient was described as having hepatocyte nuclear factor 1-alpha (HNF1A)-MODY.","In the cited case report on diabetes in a young man caused by a novel HNF1A variant, the diagnosis given was hepatocyte nuclear factor 1-alpha (HNF1A)-MODY."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v13.csv,1,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v14_low_overlap_strict.audit.csv,0.228571,0.166667,0.310030,0.240260,3,2,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient presented without diabetic ketoacidosis but had glycosuria. The metabolic abnormality present alongside the glycosuria was","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", there was no diabetic ketoacidosis, while glycosuria was also observed. The accompanying metabolic abnormality was","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient presented without diabetic ketoacidosis but had glycosuria. The metabolic abnormality present alongside the glycosuria was hyperglycaemia","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", there was no diabetic ketoacidosis, while glycosuria was also observed. The accompanying metabolic abnormality was hyperglycaemia"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v13.csv,2,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v14_low_overlap_strict.audit.csv,0.357143,0.212121,0.528571,0.397004,11,3,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient presented with hyperglycaemia and glycosuria in the absence of","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient had hyperglycaemia and glycosuria, but did not show signs of","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient presented with hyperglycaemia and glycosuria in the absence of diabetic ketoacidosis.","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient had hyperglycaemia and glycosuria, but did not show signs of diabetic ketoacidosis."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v13.csv,3,False,3,absolute lexical overlap still too high (new token Jaccard 0.391 > 0.250 or new LCS 8 > 6; jaccard drop 0.097),0.488372,0.391304,0.062136,0.058824,10,8,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the background section defines maturity-onset diabetes of the young (MODY) as a group of dominantly inherited, non-autoimmune diabetes disorders with a primary defect in the development and function of","In the background of the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", maturity-onset diabetes of the young (MODY) is described as a dominantly inherited, non-autoimmune set of diabetes conditions whose main abnormality lies in the development and function of","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the background section defines maturity-onset diabetes of the young (MODY) as a group of dominantly inherited, non-autoimmune diabetes disorders with a primary defect in the development and function of pancreatic β-cells.","In the background of the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", maturity-onset diabetes of the young (MODY) is described as a dominantly inherited, non-autoimmune set of diabetes conditions whose main abnormality lies in the development and function of pancreatic β-cells."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v13.csv,4,True,1,accepted,0.289474,0.186047,0.382979,0.356725,7,3,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the background section notes that in various ethnic and racial groups, MODY prevalence rates may be","The background section of the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"" says that across different ethnic and racial populations, MODY may have prevalence figures that are","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the background section notes that in various ethnic and racial groups, MODY prevalence rates may be underestimated.","The background section of the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"" says that across different ethnic and racial populations, MODY may have prevalence figures that are underestimated."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v13.csv,5,True,1,accepted,0.357143,0.224490,0.469767,0.424691,10,4,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the background discussion notes that relevant mutations in more than 15 genes have been linked to the MODY-monogenic phenotype, and the different MODY-linked genes each correspond to","In the background discussion of the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", it is stated that pathogenic variants in more than 15 genes have been associated with the MODY-monogenic phenotype, with each gene tied to","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the background discussion notes that relevant mutations in more than 15 genes have been linked to the MODY-monogenic phenotype, and the different MODY-linked genes each correspond to different therapeutic strategies.","In the background discussion of the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", it is stated that pathogenic variants in more than 15 genes have been associated with the MODY-monogenic phenotype, with each gene tied to different therapeutic strategies."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v13.csv,6,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v14_low_overlap_strict.audit.csv,0.272727,0.222222,0.015444,0.032967,6,3,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the background discussion notes that in HNF1A-MODY, blood glucose elevation is often found incidentally during routine testing in early adolescence, typically without any clinical indications of","In the background discussion of the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", it is noted that during early adolescence the condition may show no obvious symptoms, and routine laboratory screening often uncovers raised blood glucose by chance, usually without any clinical signs of","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the background discussion notes that in HNF1A-MODY, blood glucose elevation is often found incidentally during routine testing in early adolescence, typically without any clinical indications of insulin resistance.","In the background discussion of the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", it is noted that during early adolescence the condition may show no obvious symptoms, and routine laboratory screening often uncovers raised blood glucose by chance, usually without any clinical signs of insulin resistance."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v13.csv,7,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v14_low_overlap_strict.audit.csv,0.255319,0.200000,0.454976,0.420513,7,4,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the background discussion notes that glycosuria may be detected because of a reduced renal threshold for glucose reabsorption caused by","In the background of the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", glycosuria can appear owing to a lowered kidney threshold for glucose reabsorption arising from","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the background discussion notes that glycosuria may be detected because of a reduced renal threshold for glucose reabsorption caused by compromised glucose transport in renal tubules.","In the background of the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", glycosuria can appear owing to a lowered kidney threshold for glucose reabsorption arising from compromised glucose transport in renal tubules."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v13.csv,8,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v14_low_overlap_strict.audit.csv,0.333333,0.216216,0.484663,0.412121,4,3,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", distinguishing MODY from type 1 diabetes and type 2 diabetes remains a diagnostic dilemma because of","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", telling MODY apart from type 1 diabetes and type 2 diabetes is still diagnostically challenging owing to","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", distinguishing MODY from type 1 diabetes and type 2 diabetes remains a diagnostic dilemma because of overlapping clinical features.","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", telling MODY apart from type 1 diabetes and type 2 diabetes is still diagnostically challenging owing to overlapping clinical features."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v13.csv,9,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/facts/probes_v14_low_overlap_strict.audit.csv,0.314286,0.205128,0.506329,0.400000,7,4,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", a young adult was referred for evaluation after hyperglycaemia and glycosuria were found during","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", referral of a young adult for workup of hyperglycaemia and glycosuria occurred following detection of these findings at","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", a young adult was referred for evaluation after hyperglycaemia and glycosuria were found during annual health examination.","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", referral of a young adult for workup of hyperglycaemia and glycosuria occurred following detection of these findings at annual health examination."
