v13_row_0based,v13_row_1based,decision,issue_type,filter_reason,review_reason,probe,target,fact,raw_knowledge_statement,section
2,3,keep_rejected,unsupported_or_unclear,"It fails criterion 5 because the probe is incorrectly formulated: the paper says DeepSeekMath~7B continues pre-training from the base model DeepSeek-Coder-Base-v1.5 7B, not that the natural language and code data are 'from' that model.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath~7B continues pre-training from the base model using 120B math-related tokens sourced from Common Crawl, together with natural language and code data from",DeepSeek-Coder-Base-v1.5 7B,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath~7B continues pre-training from the base model using 120B math-related tokens sourced from Common Crawl, together with natural language and code data from DeepSeek-Coder-Base-v1.5 7B","In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data.",Title/Abstract
11,12,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target, ""performance,"" is a very common generic word with little conceptual specificity, making it hard to create five meaningful discriminative options.",Target remains too generic or low-information for restoration.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the currently accessible open-source models considerably trail behind cutting-edge models such as GPT-4 and Gemini-Ultra in",performance.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the currently accessible open-source models considerably trail behind cutting-edge models such as GPT-4 and Gemini-Ultra in performance.","However, cutting-edge models such as GPT-4 \citep{gpt4} and Gemini-Ultra \citep{gemini} are not publicly available, and the currently accessible open-source models considerably trail behind in performance.",Introduction
18,19,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable because the target is a trivial, generic phrase ('other web pages') that is effectively implied by the probe wording itself, making it too tautological and lacking enough conceptual specificity for 5 meaningful distractors (criteria 1 and 3).",Target remains too generic or low-information for restoration.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the initial iteration of training the fastText-based classifier for the DeepSeekMath Corpus, the diverse selection of pages incorporated to serve as negative examples is",other web pages.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the initial iteration of training the fastText-based classifier for the DeepSeekMath Corpus, the diverse selection of pages incorporated to serve as negative examples is other web pages.","In the initial iteration, the classifier is trained using instances from OpenWebMath \citep{openwebmath} as positive examples, while incorporating a diverse selection of other web pages to serve as negative examples.",Introduction
28,29,keep_rejected,unsupported_or_unclear,"The probe is incorrectly formulated (criterion 5) because it implies the chain-of-thought, program-of-thought, and tool-integrated reasoning data were used during pre-training, whereas the source states those data were used for the subsequent mathematical instruction tuning.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", after pre-training DeepSeekMath-Base with chain-of-thought, program-of-thought, and tool-integrated reasoning data, the authors apply to DeepSeekMath-Base",mathematical instruction tuning,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", after pre-training DeepSeekMath-Base with chain-of-thought, program-of-thought, and tool-integrated reasoning data, the authors apply to DeepSeekMath-Base mathematical instruction tuning","After pre-training, we apply mathematical instruction tuning to DeepSeekMath-Base with chain-of-thought \citep{cot}, program-of-thought \citep{pot,pal}, and tool-integrated reasoning \citep{tora} data.",Introduction
33,34,keep_rejected,near_binary_answer_space,"It fails criterion 1 because the target is essentially a paraphrase of information already stated in the probe ('a separate baseline network'), making the completion tautological rather than a distinct concept to discriminate among options.",Answer space is too narrow for robust five-option MCQA.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", GRPO estimates the baseline from group scores instead of relying on a separate baseline network,",the critic model.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", GRPO estimates the baseline from group scores instead of relying on a separate baseline network, the critic model.","GRPO foregoes the critic model, instead estimating the baseline from group scores, significantly reducing training resources.",Introduction
35,36,keep_rejected,unsupported_or_unclear,"It is incorrectly formulated (criterion 5): the source fact says GRPO 'significantly reduc[es] training resources,' whereas the probe rephrases this as 'preserving ___,' and the target 'training resources' is also too generic to support strong, meaningful distractors.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", by foregoing the critic model and estimating the baseline from group scores, the Group Relative Policy Optimization (GRPO) algorithm significantly reduces computational overhead, preserving",training resources.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", by foregoing the critic model and estimating the baseline from group scores, the Group Relative Policy Optimization (GRPO) algorithm significantly reduces computational overhead, preserving training resources.","GRPO foregoes the critic model, instead estimating the baseline from group scores, significantly reducing training resources.",Introduction
54,55,keep_rejected,tautological_stem|weak_distractor_space,"Unsuitable because the target is essentially a tautological paraphrase of the probe text itself ('the benchmarks adopted in this paper' ≈ 'all mathematical benchmarks') and the cloze is also awkwardly formulated relative to the source fact, making it fail criteria 1 and 5.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that although training on arXiv papers is common in many math-related papers, it brings no notable improvements on the benchmarks adopted in this paper,",all mathematical benchmarks.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that although training on arXiv papers is common in many math-related papers, it brings no notable improvements on the benchmarks adopted in this paper, all mathematical benchmarks.","Although training on arXiv papers is common, especially in many math-related papers, it brings no notable improvements on all mathematical benchmarks adopted in this paper.",Introduction
78,79,keep_rejected,unsupported_or_unclear,"It fails criterion 5 because the probe is incorrectly formulated relative to the source fact: the paper says DeepSeekMath-Base surpasses open-source base models regardless of whether those other models had undergone math pre-training, not that it surpasses them 'with math pre-training.'","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", on the English benchmarks discussed for DeepSeekMath-Base, DeepSeekMath-Base still surpasses the open-source base models with",math pre-training.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", on the English benchmarks discussed for DeepSeekMath-Base, DeepSeekMath-Base still surpasses the open-source base models with math pre-training.","On English benchmarks, DeepSeekMath-Base is competitive with the closed-source Minerva 540B \citep{minerva}, and surpasses all open-source base models (e.g., Mistral 7B \citep{mistral} and Llemma-34B \citep{llemma}), regardless of whether they've undergone math pre-training or not, often by a significant margin.",Introduction
79,80,keep_rejected,unsupported_or_unclear,"The probe is incorrectly formulated (criterion 5): the source says the model is superior on Chinese benchmarks because the authors include high-quality non-English pre-training data, not specifically 'data on Chinese benchmarks,' so the question-answer pairing distorts the original fact.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath-Base is described as being superior on the following benchmarks, likely because the authors do not follow previous works to collect English-only math pre-training data and also include high-quality non-English data on",Chinese benchmarks.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath-Base is described as being superior on the following benchmarks, likely because the authors do not follow previous works to collect English-only math pre-training data and also include high-quality non-English data on Chinese benchmarks.","Notably, DeepSeekMath-Base is superior on Chinese benchmarks, likely because we don't follow previous works \citep{minerva,llemma} to collect English-only math pre-training data, and also include high-quality non-English ones.",Introduction
88,89,keep_rejected,unsupported_or_unclear,"It is incorrectly formulated (criterion 5) because the source fact names multiple benchmarks used for assessing natural language understanding, reasoning, and code (MMLU, BBH, HumanEval, and MBPP), so asking for a single benchmark makes the target non-unique.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the benchmark the authors use to evaluate DeepSeekMath-Base as part of their assessment of natural language understanding, reasoning, and code is",Massive Multitask Language Understanding (MMLU).,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the benchmark the authors use to evaluate DeepSeekMath-Base as part of their assessment of natural language understanding, reasoning, and code is Massive Multitask Language Understanding (MMLU).","\item \textbf{Natural Language Understanding, Reasoning, and Code}: To build a comprehensive profile of models' general understanding, reasoning, and coding capabilities, we evaluate DeepSeekMath-Base on the Massive Multitask Language Understanding (MMLU) benchmark \citep{mmlu} which encompasses 57 multiple-choice tasks covering diverse subjects, BIG-Bench Hard (BBH) \citep{bbh} which consists of 23 challenging tasks that mostly require multi-step reasoning to solve, as well as HumanEval \citep{codex} and MBPP \citep{mbpp} which are widely used to evaluate code language models.",Introduction
