target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
 two unique input signals,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the court's prosecution-history reasoning, an accused input arrangement could still fall within the ’775 claim scope if it involved a certain number of unique input signals:","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the court's prosecution-history reasoning, an accused input arrangement could still fall within the ’775 claim scope if it involved a certain number of unique input signals: two unique input signals",Multi-Fact Integration,"['Finesse overcame that rejection in part by explaining “Filipovic is limited to mitigating active IMPs” and not passive IMPs that the claimed method also addresses.', 'Although Finesse also amended claims to add the limitation of digitally multiplying “three signals S1, S2 and S3” in seven multiplications, that does not rise to the level of “clear and unambiguous” disavowal of claim scope over products, like the accused radios, with two unique input signals.', 'At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.']","Because the amendment was not a clear disavowal and the prosecution response also distinguished prior art on active-versus-passive IMPs, products using only two unique inputs remained within the possible claim scope.","Under the court's prosecution-history reasoning, what kind of accused input arrangement could still fall within the ’775 claim scope?",two unique input signals,"['Finesse overcame that rejection in part by explaining “Filipovic is limited to mitigating active IMPs” and not passive IMPs that the claimed method also addresses.', 'Although Finesse also amended claims to add the limitation of digitally multiplying “three signals S1, S2 and S3” in seven multiplications, that does not rise to the level of “clear and unambiguous” disavowal of claim scope over products, like the accused radios, with two unique input signals.', 'At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.']","['Finesse overcame that rejection in part by explaining “Filipovic is limited to mitigating active IMPs” and not passive IMPs that the claimed method also addresses.', 'Although Finesse also amended claims to add the limitation of digitally multiplying “three signals S1, S2 and S3” in seven multiplications, that does not rise to the level of “clear and unambiguous” disavowal of claim scope over products, like the accused radios, with two unique input signals.', 'At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.']"
 no proof of seven multiplications,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', even accepting Finesse's non-uniqueness view of S1, S2, and S3, an independent defect still defeated infringement of the '775 claims:","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', even accepting Finesse's non-uniqueness view of S1, S2, and S3, an independent defect still defeated infringement of the '775 claims: no proof of seven multiplications",Synthesized Insight,"['At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.', 'We agree, however, that no reasonable jury could have found the accused radios perform the seven claimed multiplications.']","Even if Finesse wins the signal-uniqueness issue, infringement still fails unless the record shows the separate requirement of seven claimed multiplications.","Even accepting Finesse's non-uniqueness view of S1, S2, and S3, what independent defect still defeats infringement of the ’775 claims?",no proof of seven multiplications,"['At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.', 'We agree, however, that no reasonable jury could have found the accused radios perform the seven claimed multiplications.']","['At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.', 'We agree, however, that no reasonable jury could have found the accused radios perform the seven claimed multiplications.']"
 two signals plus a copy,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', an input setup that could still satisfy the three-signal requirement was","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', an input setup that could still satisfy the three-signal requirement was two signals plus a copy",Multi-Fact Integration,"['At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.', 'The court found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.']","If the claims require only separately identifiable signals, not a set number of unique ones, then two signals with a duplicated copy can still satisfy that requirement.","Under the court’s reading of the ’775 patent, what kind of input setup could still satisfy the three-signal requirement?",two signals plus a copy,"['At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.', 'The court found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.']","['At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.', 'The court found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.']"
 repeated multiplications,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', if Finesse wanted the jury to infer seven claimed multiplications from only three distinct ones, the additional evidentiary premise that was missing was","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', if Finesse wanted the jury to infer seven claimed multiplications from only three distinct ones, the additional evidentiary premise that was missing was repeated multiplications",Reasoning Step,"['The court also found only three distinct multiplications are produced when two unique signals are used, and that was sufficient to show infringement because each of those three distinct multiplications corresponds to two or three of the seven claimed multiplications.', ""Instead, it only lists three distinct multiplications—x1⋅|x1|⋅|x1|, x1⋅x1⋅x2', and x1⋅|x2|⋅|x2|— and there is no evidence any multiplications are repeated such that all seven claimed multiplications are performed, as required by limitation 1[d].""]","To infer seven claimed multiplications from only three distinct ones, there had to be evidence that some of those operations were repeated, but the record lacked that premise.","If Finesse wanted the jury to infer seven claimed multiplications from only three distinct ones, what additional evidentiary premise was missing?",repeated multiplications,"['The court also found only three distinct multiplications are produced when two unique signals are used, and that was sufficient to show infringement because each of those three distinct multiplications corresponds to two or three of the seven claimed multiplications.', ""Instead, it only lists three distinct multiplications—x1⋅|x1|⋅|x1|, x1⋅x1⋅x2', and x1⋅|x2|⋅|x2|— and there is no evidence any multiplications are repeated such that all seven claimed multiplications are performed, as required by limitation 1[d].""]","['The court also found only three distinct multiplications are produced when two unique signals are used, and that was sufficient to show infringement because each of those three distinct multiplications corresponds to two or three of the seven claimed multiplications.', ""Instead, it only lists three distinct multiplications—x1⋅|x1|⋅|x1|, x1⋅x1⋅x2', and x1⋅|x2|⋅|x2|— and there is no evidence any multiplications are repeated such that all seven claimed multiplications are performed, as required by limitation 1[d].""]"
" x2, x2', and |x2|","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the court's criticism of Finesse's mapping, a single claimed signal would have to cover the signal, its complex conjugate, and its modulus,","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the court's criticism of Finesse's mapping, a single claimed signal would have to cover the signal, its complex conjugate, and its modulus, x2, x2', and |x2|",Reasoning Step,"[""because the document does not disclose multiplying x1 and x2, but their complex conjugate and modulus, Finesse’s mapping is flawed because it requires, for example, S3 to be mapped onto the signal x2, its complex conjugate x2', and its modulus |x2|.""]","If one claimed signal must stand in for a signal, its conjugate, and its modulus, the proposed correspondence is internally overextended.","Under the court's criticism of Finesse's mapping, what three different forms would a single claimed signal have to cover?","x2, x2', and |x2|","[""because the document does not disclose multiplying x1 and x2, but their complex conjugate and modulus, Finesse’s mapping is flawed because it requires, for example, S3 to be mapped onto the signal x2, its complex conjugate x2', and its modulus |x2|.""]","[""because the document does not disclose multiplying x1 and x2, but their complex conjugate and modulus, Finesse’s mapping is flawed because it requires, for example, S3 to be mapped onto the signal x2, its complex conjugate x2', and its modulus |x2|.""]"
 no reasonable juror could find infringement,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the stated JMOL standard, the panel necessarily concluded on the ’134 infringement record that","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the stated JMOL standard, the panel necessarily concluded on the ’134 infringement record that no reasonable juror could find infringement",Reasoning Step,"['The Fifth Circuit reviews denials of JMOL de novo, reversing “only if, when viewing the evidence in the light most favorable to the verdict, the evidence points so strongly and overwhelmingly in favor of one party that the court believes that reasonable jurors could not arrive at any contrary conclusion.”', 'We reverse the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent because the jury’s infringement verdict is not supported by substantial evidence.']",Applying the stated JMOL standard to the panel's reversal means the court concluded a reasonable jury could not sustain the infringement finding on that record.,"Under the stated JMOL standard, what did the panel necessarily conclude about reasonable jurors on the ’134 infringement record?",no reasonable juror could find infringement,"['The Fifth Circuit reviews denials of JMOL de novo, reversing “only if, when viewing the evidence in the light most favorable to the verdict, the evidence points so strongly and overwhelmingly in favor of one party that the court believes that reasonable jurors could not arrive at any contrary conclusion.”', 'We reverse the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent because the jury’s infringement verdict is not supported by substantial evidence.']","['The Fifth Circuit reviews denials of JMOL de novo, reversing “only if, when viewing the evidence in the light most favorable to the verdict, the evidence points so strongly and overwhelmingly in favor of one party that the court believes that reasonable jurors could not arrive at any contrary conclusion.”', 'We reverse the district court’s denial of JMOL of noninfringement for the asserted claims of the ’134 patent because the jury’s infringement verdict is not supported by substantial evidence.']"
 passive IMPs,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', in the discussion of the ’775 patent, the feature of Finesse’s prosecution response that, besides the amendment to “three signals,” undercut Appellants’ disavowal argument was","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', in the discussion of the ’775 patent, the feature of Finesse’s prosecution response that, besides the amendment to “three signals,” undercut Appellants’ disavowal argument was passive IMPs",Synthesized Insight,"['The examiner rejected a claim reciting “digitally multiplying two or three signals” as obvious over Filipovic and secondary references, J.A. 1006–07, but Finesse overcame that rejection in part by explaining “Filipovic is limited to mitigating active IMPs” and not passive IMPs that the claimed method also addresses.', 'Although Finesse also amended claims to add the limitation of digitally multiplying “three signals S1, S2 and S3” in seven multiplications, that does not rise to the level of “clear and unambiguous” disavowal of claim scope over products, like the accused radios, with two unique input signals.']","Because the prosecution response distinguished Filipovic on active-versus-passive IMPs rather than only on signal count, the amendment alone did not clearly give up two-unique-signal products.","What feature of Finesse’s prosecution response, besides the amendment to “three signals,” undercut Appellants’ disavowal argument on the ’775 patent?",passive IMPs,"['The examiner rejected a claim reciting “digitally multiplying two or three signals” as obvious over Filipovic and secondary references, J.A. 1006–07, but Finesse overcame that rejection in part by explaining “Filipovic is limited to mitigating active IMPs” and not passive IMPs that the claimed method also addresses.', 'Although Finesse also amended claims to add the limitation of digitally multiplying “three signals S1, S2 and S3” in seven multiplications, that does not rise to the level of “clear and unambiguous” disavowal of claim scope over products, like the accused radios, with two unique input signals.']","['The examiner rejected a claim reciting “digitally multiplying two or three signals” as obvious over Filipovic and secondary references, J.A. 1006–07, but Finesse overcame that rejection in part by explaining “Filipovic is limited to mitigating active IMPs” and not passive IMPs that the claimed method also addresses.', 'Although Finesse also amended claims to add the limitation of digitally multiplying “three signals S1, S2 and S3” in seven multiplications, that does not rise to the level of “clear and unambiguous” disavowal of claim scope over products, like the accused radios, with two unique input signals.']"
 JMOL of noninfringement,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', the court vacated the damages award because it reversed the denial of","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', the court vacated the damages award because it reversed the denial of JMOL of noninfringement",Synthesized Insight,"['Appellants also appeal the district court’s denial of a new trial on damages.', 'Because we reverse the denial of JMOL of noninfringement for all asserted claims of the ’134 and ’775 patents, we vacate the damages award.']","Eliminating all infringement liability already removed the basis for the award, so a separate new-trial victory was unnecessary to get rid of damages.",What liability ruling made a separate appellate win on a new trial for damages unnecessary to eliminate the award?,JMOL of noninfringement,"['Appellants also appeal the district court’s denial of a new trial on damages.', 'Because we reverse the denial of JMOL of noninfringement for all asserted claims of the ’134 and ’775 patents, we vacate the damages award.']","['Appellants also appeal the district court’s denial of a new trial on damages.', 'Because we reverse the denial of JMOL of noninfringement for all asserted claims of the ’134 and ’775 patents, we vacate the damages award.']"
 not presented to the jury,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', Finesse’s new appellate clarification of the multiplication mapping could not preserve the jury’s ’775 verdict under the court’s stated standard because it was","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', Finesse’s new appellate clarification of the multiplication mapping could not preserve the jury’s ’775 verdict under the court’s stated standard because it was not presented to the jury",Synthesized Insight,"['A factual finding is supported by substantial evidence if a reasonable jury could have found in favor of the prevailing party in light of the evidence presented at trial.', 'Finesse attempts to clarify the mapping on appeal, but that evidence was never presented to the jury.']","Because substantial-evidence review looks to what the jury heard at trial, a new appellate explanation cannot supply missing proof.",Why could Finesse’s new appellate clarification of the multiplication mapping not preserve the jury’s ’775 verdict under the court’s stated standard?,not presented to the jury,"['A factual finding is supported by substantial evidence if a reasonable jury could have found in favor of the prevailing party in light of the evidence presented at trial.', 'Finesse attempts to clarify the mapping on appeal, but that evidence was never presented to the jury.']","['A factual finding is supported by substantial evidence if a reasonable jury could have found in favor of the prevailing party in light of the evidence presented at trial.', 'Finesse attempts to clarify the mapping on appeal, but that evidence was never presented to the jury.']"
 two unique signals,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the construction the panel accepted, the “three signals S1, S2 and S3” language could still satisfy the claim with","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the construction the panel accepted, the “three signals S1, S2 and S3” language could still satisfy the claim with two unique signals",Multi-Fact Integration,"['At summary judgment, the district court construed “three signals S1, S2 and S3” to be “separately identifiable,” but not “unique.”', 'The court also found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.', 'At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.']","If the three signals need only be separately identifiable and one may be a copy, then the construction allows satisfaction with only two unique inputs.","Under the construction the panel accepted, how many unique input signals could still satisfy the “three signals S1, S2 and S3” language?",two unique signals,"['At summary judgment, the district court construed “three signals S1, S2 and S3” to be “separately identifiable,” but not “unique.”', 'The court also found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.', 'At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.']","['At summary judgment, the district court construed “three signals S1, S2 and S3” to be “separately identifiable,” but not “unique.”', 'The court also found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.', 'At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.']"
