row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,repair,source_framing_issue,normalized legal case/opinion framing with the quoted case title, asylum and withholding of removal., asylum and withholding of removal.,"In Jimenez v. Bondi, the petitioners appealed from a decision of the Board of Immigration Appeals after the immigration judge denied their applications for","In the case ""Jimenez v. Bondi,"" the petitioners appealed from a decision of the Board of Immigration Appeals after the immigration judge denied their applications for","In Jimenez v. Bondi, the petitioners appealed from a decision of the Board of Immigration Appeals after the immigration judge denied their applications for asylum and withholding of removal.","In the case ""Jimenez v. Bondi,"" the petitioners appealed from a decision of the Board of Immigration Appeals after the immigration judge denied their applications for asylum and withholding of removal."
2,keep,,No v13 issue found; target is source-backed and the legal-opinion cloze is standalone.," Bogota, Colombia."," Bogota, Colombia.","In the case ""Jimenez v. Bondi,"" the opinion’s factual background describes Wilson Leonardo Canon Jimenez, his wife Angelica Parada Duarte, and their two minor sons as being from","In the case ""Jimenez v. Bondi,"" the opinion’s factual background describes Wilson Leonardo Canon Jimenez, his wife Angelica Parada Duarte, and their two minor sons as being from","In the case ""Jimenez v. Bondi,"" the opinion’s factual background describes Wilson Leonardo Canon Jimenez, his wife Angelica Parada Duarte, and their two minor sons as being from Bogota, Colombia.","In the case ""Jimenez v. Bondi,"" the opinion’s factual background describes Wilson Leonardo Canon Jimenez, his wife Angelica Parada Duarte, and their two minor sons as being from Bogota, Colombia."
3,keep,,No v13 issue found; target is source-backed and the legal-opinion cloze is standalone., restitution and leaving the property., restitution and leaving the property.,"According to the opinion in ""Jimenez v. Bondi,"" after a woman from San Bernardo told Jimenez she had not received rent for over a year, she asked him to speak with the tenant about","According to the opinion in ""Jimenez v. Bondi,"" after a woman from San Bernardo told Jimenez she had not received rent for over a year, she asked him to speak with the tenant about","According to the opinion in ""Jimenez v. Bondi,"" after a woman from San Bernardo told Jimenez she had not received rent for over a year, she asked him to speak with the tenant about restitution and leaving the property.","According to the opinion in ""Jimenez v. Bondi,"" after a woman from San Bernardo told Jimenez she had not received rent for over a year, she asked him to speak with the tenant about restitution and leaving the property."
4,repair,source_framing_issue,normalized legal case/opinion framing with the quoted case title, a divorce settlement., a divorce settlement.,"According to the opinion in Jimenez v. Bondi, the property had previously belonged to the tenant, the client’s ex-husband, and it was transferred to the client as part of","According to the opinion in ""Jimenez v. Bondi,"" the property had previously belonged to the tenant, the client’s ex-husband, and it was transferred to the client as part of","According to the opinion in Jimenez v. Bondi, the property had previously belonged to the tenant, the client’s ex-husband, and it was transferred to the client as part of a divorce settlement.","According to the opinion in ""Jimenez v. Bondi,"" the property had previously belonged to the tenant, the client’s ex-husband, and it was transferred to the client as part of a divorce settlement."
5,repair,source_framing_issue,normalized legal case/opinion framing with the quoted case title, Gustavo Petro., Gustavo Petro.,"In Jimenez v. Bondi, the opinion stated that the group of narco-trafficking guerrillas led by Rafael Augusto Montanez Lancheros, also known as “Don Rafa,” and discovered during Jimenez’s tenant negotiations was politically aligned with","In the case ""Jimenez v. Bondi,"" the opinion stated that the group of narco-trafficking guerrillas led by Rafael Augusto Montanez Lancheros, also known as “Don Rafa,” and discovered during Jimenez’s tenant negotiations was politically aligned with","In Jimenez v. Bondi, the opinion stated that the group of narco-trafficking guerrillas led by Rafael Augusto Montanez Lancheros, also known as “Don Rafa,” and discovered during Jimenez’s tenant negotiations was politically aligned with Gustavo Petro.","In the case ""Jimenez v. Bondi,"" the opinion stated that the group of narco-trafficking guerrillas led by Rafael Augusto Montanez Lancheros, also known as “Don Rafa,” and discovered during Jimenez’s tenant negotiations was politically aligned with Gustavo Petro."
6,repair,source_framing_issue,normalized legal case/opinion framing with the quoted case title, the health department., the health department.,"In Jimenez v. Bondi, during Jimenez’s visit to a property in San Bernardo, Colombia, the third floor of the property had been sealed off by","In the case ""Jimenez v. Bondi,"" during Jimenez’s visit to a property in San Bernardo, Colombia, the third floor of the property had been sealed off by","In Jimenez v. Bondi, during Jimenez’s visit to a property in San Bernardo, Colombia, the third floor of the property had been sealed off by the health department.","In the case ""Jimenez v. Bondi,"" during Jimenez’s visit to a property in San Bernardo, Colombia, the third floor of the property had been sealed off by the health department."
7,repair,source_framing_issue|poor_wording,normalized legal case/opinion framing with the quoted case title; added cloze spacing so fact equals probe plus target without word fusion,leave the neighborhood., leave the neighborhood.,"In Jimenez v. Bondi, after Jimenez had already received threats related to his political activity and his work in Colombia, two men later held him at gunpoint while he was working at the furniture factory at night and told him to","In the case ""Jimenez v. Bondi,"" after Jimenez had already received threats related to his political activity and his work in Colombia, two men later held him at gunpoint while he was working at the furniture factory at night and told him to","In Jimenez v. Bondi, after Jimenez had already received threats related to his political activity and his work in Colombia, two men later held him at gunpoint while he was working at the furniture factory at night and told him to leave the neighborhood.","In the case ""Jimenez v. Bondi,"" after Jimenez had already received threats related to his political activity and his work in Colombia, two men later held him at gunpoint while he was working at the furniture factory at night and told him to leave the neighborhood."
8,repair,source_framing_issue,normalized legal case/opinion framing with the quoted case title, without harming anyone else., without harming anyone else.,"In Jimenez v. Bondi, after an employee at Petitioners’ furniture factory said that Petitioners were traveling, the two men left","In the case ""Jimenez v. Bondi,"" after an employee at Petitioners’ furniture factory said that Petitioners were traveling, the two men left","In Jimenez v. Bondi, after an employee at Petitioners’ furniture factory said that Petitioners were traveling, the two men left without harming anyone else.","In the case ""Jimenez v. Bondi,"" after an employee at Petitioners’ furniture factory said that Petitioners were traveling, the two men left without harming anyone else."
9,repair,source_framing_issue,normalized legal case/opinion framing with the quoted case title, his younger son’s shoulder, his younger son’s shoulder,"According to the opinion in ""Jimenez v. Bondi"", when Jimenez saw a man as his younger son was leaving school, the man put his arm around","According to the opinion in ""Jimenez v. Bondi,"" when Jimenez saw a man as his younger son was leaving school, the man put his arm around","According to the opinion in ""Jimenez v. Bondi"", when Jimenez saw a man as his younger son was leaving school, the man put his arm around his younger son’s shoulder","According to the opinion in ""Jimenez v. Bondi,"" when Jimenez saw a man as his younger son was leaving school, the man put his arm around his younger son’s shoulder"
10,repair,source_framing_issue,normalized legal case/opinion framing with the quoted case title, his school., his school.,"In Jimenez v. Bondi, after the threats at the furniture factory and while describing later harassment of his family, Jimenez said he saw a man put his arm around his younger son’s shoulder as the child was leaving","In the case ""Jimenez v. Bondi,"" after the threats at the furniture factory and while describing later harassment of his family, Jimenez said he saw a man put his arm around his younger son’s shoulder as the child was leaving","In Jimenez v. Bondi, after the threats at the furniture factory and while describing later harassment of his family, Jimenez said he saw a man put his arm around his younger son’s shoulder as the child was leaving his school.","In the case ""Jimenez v. Bondi,"" after the threats at the furniture factory and while describing later harassment of his family, Jimenez said he saw a man put his arm around his younger son’s shoulder as the child was leaving his school."
