step,probe_index,mcqa_accuracy
4,28,0.0
4,29,0.0
4,30,0.0
4,31,0.0
4,32,0.0
4,33,0.0
4,34,0.0
4,35,1.0
4,36,0.0
4,37,1.0
4,38,0.0
4,39,1.0
4,40,0.0
4,41,0.0
4,42,1.0
4,43,1.0
4,44,1.0
4,45,0.0
4,46,0.0
4,47,0.0
4,48,1.0
4,49,0.0
4,50,0.0
4,51,1.0
4,52,0.0
4,53,0.0
4,54,0.0
4,55,0.0
4,56,0.0
4,57,0.0
4,58,1.0
4,59,0.0
4,60,1.0
4,61,0.0
4,62,0.0
4,63,0.0
4,64,1.0
4,65,1.0
4,66,0.0
4,67,0.0
4,68,0.0
4,69,0.0
4,70,1.0
4,71,0.0
4,72,0.0
4,73,0.0
4,74,0.0
4,75,0.0
4,76,0.0
4,77,0.0
4,78,0.0
4,79,1.0
4,80,0.0
4,81,1.0
4,82,0.0
4,83,0.0
4,84,1.0
4,85,0.0
4,86,0.0
4,87,0.0
4,88,0.0
4,89,1.0
4,90,0.0
4,91,1.0
4,92,0.0
4,93,0.0
4,94,0.0
4,95,0.0
4,96,0.0
4,97,0.0
4,98,0.0
4,99,0.0
8,0,1.0
8,1,1.0
8,2,0.0
8,3,0.0
8,4,1.0
8,5,0.0
8,6,0.0
8,7,1.0
8,8,1.0
8,9,1.0
8,10,0.0
8,11,1.0
8,12,0.0
8,13,0.0
8,14,0.0
8,15,0.0
8,16,0.0
8,17,0.0
8,18,1.0
8,19,0.0
8,20,0.0
8,21,0.0
8,22,1.0
8,23,0.0
8,24,0.0
8,25,0.0
8,26,0.0
8,27,0.0
8,28,0.0
8,29,0.0
8,30,0.0
8,31,0.0
8,32,0.0
8,33,0.0
8,34,0.0
8,35,1.0
8,36,0.0
8,37,1.0
8,38,0.0
8,39,1.0
8,40,0.0
8,41,0.0
8,42,0.0
8,43,0.0
8,44,1.0
8,45,0.0
8,46,0.0
8,47,0.0
8,48,1.0
8,49,0.0
8,50,0.0
8,51,1.0
8,52,0.0
8,53,0.0
8,54,0.0
8,55,0.0
8,56,0.0
8,57,0.0
8,58,1.0
8,59,0.0
8,60,1.0
8,61,0.0
8,62,0.0
8,63,0.0
8,64,0.0
8,65,1.0
8,66,0.0
8,67,0.0
8,68,0.0
8,69,0.0
8,70,1.0
8,71,0.0
8,72,0.0
8,73,0.0
8,74,0.0
8,75,0.0
8,76,0.0
8,77,0.0
8,78,0.0
8,79,1.0
8,80,0.0
8,81,0.0
8,82,0.0
8,83,0.0
8,84,1.0
8,85,0.0
8,86,0.0
8,87,0.0
8,88,0.0
8,89,1.0
8,90,0.0
8,91,1.0
8,92,0.0
8,93,0.0
8,94,0.0
8,95,0.0
8,96,0.0
8,97,0.0
8,98,0.0
8,99,0.0
12,0,1.0
12,1,0.0
12,2,0.0
12,3,0.0
12,4,1.0
12,5,0.0
12,6,0.0
12,7,1.0
12,8,1.0
12,9,1.0
12,10,0.0
12,11,1.0
12,12,0.0
12,13,0.0
12,14,0.0
12,15,0.0
12,16,0.0
12,17,0.0
12,18,1.0
12,19,0.0
12,20,0.0
12,21,0.0
12,22,0.0
12,23,0.0
12,24,0.0
12,25,0.0
12,26,0.0
12,27,0.0
12,28,0.0
12,29,0.0
12,30,0.0
12,31,0.0
12,32,0.0
12,33,0.0
12,34,0.0
12,35,1.0
12,36,0.0
12,37,1.0
12,38,0.0
12,39,1.0
12,40,0.0
12,41,0.0
12,42,0.0
12,43,0.0
12,44,1.0
12,45,0.0
12,46,0.0
12,47,0.0
12,48,1.0
12,49,0.0
12,50,0.0
12,51,1.0
12,52,1.0
12,53,0.0
12,54,0.0
12,55,0.0
12,56,0.0
12,57,0.0
12,58,1.0
12,59,0.0
12,60,0.0
12,61,0.0
12,62,0.0
12,63,0.0
12,64,0.0
12,65,0.0
12,66,0.0
12,67,0.0
12,68,0.0
12,69,0.0
12,70,1.0
12,71,0.0
12,72,0.0
12,73,0.0
12,74,0.0
12,75,0.0
12,76,0.0
12,77,0.0
12,78,0.0
12,79,1.0
12,80,0.0
12,81,1.0
12,82,0.0
12,83,0.0
12,84,1.0
12,85,0.0
12,86,0.0
12,87,0.0
12,88,0.0
12,89,1.0
12,90,0.0
12,91,1.0
12,92,0.0
12,93,0.0
12,94,0.0
12,95,0.0
12,96,0.0
12,97,1.0
12,98,0.0
12,99,0.0
16,0,1.0
16,1,0.0
16,2,0.0
16,3,0.0
16,4,1.0
16,5,0.0
16,6,0.0
16,7,1.0
16,8,1.0
16,9,1.0
16,10,0.0
16,11,1.0
16,12,1.0
16,13,0.0
16,14,0.0
16,15,0.0
16,16,0.0
16,17,0.0
16,18,1.0
16,19,0.0
16,20,0.0
16,21,0.0
16,22,0.0
16,23,0.0
16,24,0.0
16,25,0.0
16,26,0.0
16,27,0.0
16,28,0.0
16,29,0.0
16,30,0.0
16,31,0.0
16,32,0.0
16,33,0.0
16,34,0.0
16,35,1.0
16,36,0.0
16,37,1.0
16,38,0.0
16,39,1.0
16,40,0.0
16,41,0.0
16,42,1.0
16,43,0.0
16,44,1.0
16,45,0.0
16,46,0.0
16,47,0.0
16,48,1.0
16,49,0.0
16,50,0.0
16,51,1.0
16,52,1.0
16,53,0.0
16,54,0.0
16,55,0.0
16,56,0.0
16,57,0.0
16,58,1.0
16,59,0.0
16,60,0.0
16,61,0.0
16,62,0.0
16,63,0.0
16,64,0.0
16,65,0.0
16,66,0.0
16,67,0.0
16,68,0.0
16,69,0.0
16,70,1.0
16,71,0.0
16,72,0.0
16,73,0.0
16,74,0.0
16,75,0.0
16,76,0.0
16,77,0.0
16,78,0.0
16,79,1.0
16,80,0.0
16,81,1.0
16,82,0.0
16,83,0.0
16,84,1.0
16,85,0.0
16,86,0.0
16,87,0.0
16,88,0.0
16,89,1.0
16,90,0.0
16,91,1.0
16,92,0.0
16,93,0.0
16,94,0.0
16,95,0.0
16,96,0.0
16,97,1.0
16,98,0.0
16,99,0.0
20,0,1.0
20,1,1.0
20,2,0.0
20,3,0.0
20,4,1.0
20,5,0.0
20,6,0.0
20,7,1.0
20,8,1.0
20,9,1.0
20,10,0.0
20,11,1.0
20,12,1.0
20,13,0.0
20,14,0.0
20,15,0.0
20,16,0.0
20,17,0.0
20,18,1.0
20,19,0.0
20,20,0.0
20,21,0.0
20,22,0.0
20,23,0.0
20,24,0.0
20,25,0.0
20,26,0.0
20,27,0.0
20,28,0.0
20,29,0.0
20,30,0.0
20,31,0.0
20,32,0.0
20,33,0.0
20,34,0.0
20,35,1.0
20,36,0.0
20,37,1.0
20,38,0.0
20,39,1.0
20,40,0.0
20,41,0.0
20,42,1.0
20,43,0.0
20,44,1.0
20,45,0.0
20,46,0.0
20,47,0.0
20,48,1.0
20,49,0.0
20,50,1.0
20,51,1.0
20,52,1.0
20,53,0.0
20,54,0.0
20,55,0.0
20,56,0.0
20,57,0.0
20,58,1.0
20,59,0.0
20,60,0.0
20,61,0.0
20,62,1.0
20,63,0.0
20,64,0.0
20,65,1.0
20,66,0.0
20,67,0.0
20,68,0.0
20,69,0.0
20,70,1.0
20,71,0.0
20,72,0.0
20,73,0.0
20,74,0.0
20,75,0.0
20,76,0.0
20,77,0.0
20,78,0.0
20,79,1.0
20,80,0.0
20,81,1.0
20,82,0.0
20,83,0.0
20,84,1.0
20,85,0.0
20,86,0.0
20,87,0.0
20,88,0.0
20,89,1.0
20,90,0.0
20,91,1.0
20,92,0.0
20,93,0.0
20,94,0.0
20,95,0.0
20,96,0.0
20,97,1.0
20,98,0.0
20,99,0.0
24,0,1.0
24,1,1.0
24,2,0.0
24,3,0.0
24,4,1.0
24,5,0.0
24,6,0.0
24,7,1.0
24,8,1.0
24,9,1.0
24,10,0.0
24,11,1.0
24,12,1.0
24,13,0.0
24,14,0.0
24,15,0.0
24,16,0.0
24,17,0.0
24,18,1.0
24,19,0.0
24,20,0.0
24,21,0.0
24,22,0.0
24,23,0.0
24,24,0.0
24,25,0.0
24,26,0.0
24,27,0.0
24,28,0.0
24,29,0.0
24,30,0.0
24,31,0.0
24,32,0.0
24,33,0.0
24,34,0.0
24,35,1.0
24,36,0.0
24,37,1.0
24,38,0.0
24,39,1.0
24,40,0.0
24,41,0.0
24,42,1.0
24,43,0.0
24,44,1.0
24,45,0.0
24,46,0.0
24,47,0.0
24,48,1.0
24,49,0.0
24,50,1.0
24,51,1.0
24,52,1.0
24,53,0.0
24,54,0.0
24,55,0.0
24,56,0.0
24,57,0.0
24,58,1.0
24,59,0.0
24,60,0.0
24,61,0.0
24,62,1.0
24,63,0.0
24,64,0.0
24,65,1.0
24,66,0.0
24,67,0.0
24,68,0.0
24,69,0.0
24,70,1.0
24,71,0.0
24,72,0.0
24,73,0.0
24,74,0.0
24,75,0.0
24,76,0.0
24,77,0.0
24,78,0.0
24,79,1.0
24,80,0.0
24,81,1.0
24,82,0.0
24,83,0.0
24,84,1.0
24,85,0.0
24,86,0.0
24,87,0.0
24,88,0.0
24,89,1.0
24,90,0.0
24,91,1.0
24,92,0.0
24,93,0.0
24,94,0.0
24,95,0.0
24,96,0.0
24,97,1.0
24,98,0.0
24,99,0.0
28,0,1.0
28,1,1.0
28,2,0.0
28,3,0.0
28,4,1.0
28,5,0.0
28,6,0.0
28,7,1.0
28,8,1.0
28,9,1.0
28,10,0.0
28,11,1.0
28,12,1.0
28,13,1.0
28,14,0.0
28,15,0.0
28,16,0.0
28,17,0.0
28,18,1.0
28,19,0.0
28,20,0.0
28,21,0.0
28,22,0.0
28,23,0.0
28,24,0.0
28,25,0.0
28,26,0.0
28,27,0.0
28,28,0.0
28,29,0.0
28,30,0.0
28,31,0.0
28,32,0.0
28,33,0.0
28,34,0.0
28,35,1.0
28,36,0.0
28,37,1.0
28,38,0.0
28,39,1.0
28,40,0.0
28,41,0.0
28,42,1.0
28,43,1.0
28,44,1.0
28,45,0.0
28,46,0.0
28,47,0.0
28,48,1.0
28,49,0.0
28,50,1.0
28,51,1.0
28,52,1.0
28,53,0.0
28,54,0.0
28,55,0.0
28,56,0.0
28,57,0.0
28,58,1.0
28,59,0.0
28,60,0.0
28,61,0.0
28,62,1.0
28,63,0.0
28,64,0.0
28,65,1.0
28,66,0.0
28,67,0.0
28,68,0.0
28,69,0.0
28,70,1.0
28,71,0.0
28,72,0.0
28,73,0.0
28,74,0.0
28,75,0.0
28,76,0.0
28,77,0.0
28,78,0.0
28,79,1.0
28,80,0.0
28,81,1.0
28,82,0.0
28,83,0.0
28,84,1.0
28,85,1.0
28,86,0.0
28,87,0.0
28,88,0.0
28,89,1.0
28,90,0.0
28,91,1.0
28,92,0.0
28,93,1.0
28,94,1.0
28,95,0.0
28,96,0.0
28,97,0.0
28,98,0.0
28,99,0.0
32,0,1.0
32,1,1.0
32,2,0.0
32,3,0.0
32,4,1.0
32,5,0.0
32,6,0.0
32,7,1.0
32,8,1.0
32,9,0.0
32,10,0.0
32,11,1.0
32,12,1.0
32,13,1.0
32,14,0.0
32,15,0.0
32,16,0.0
32,17,0.0
32,18,1.0
32,19,0.0
32,20,0.0
32,21,0.0
32,22,0.0
32,23,0.0
32,24,0.0
32,25,0.0
32,26,0.0
32,27,0.0
32,28,0.0
32,29,0.0
32,30,0.0
32,31,0.0
32,32,0.0
32,33,0.0
32,34,0.0
32,35,1.0
32,36,0.0
32,37,1.0
32,38,0.0
32,39,1.0
32,40,0.0
32,41,0.0
32,42,1.0
32,43,1.0
32,44,1.0
32,45,0.0
32,46,0.0
32,47,0.0
32,48,1.0
32,49,0.0
32,50,1.0
32,51,1.0
32,52,1.0
32,53,0.0
32,54,0.0
32,55,0.0
32,56,0.0
32,57,0.0
32,58,1.0
32,59,0.0
32,60,0.0
32,61,0.0
32,62,1.0
32,63,0.0
32,64,0.0
32,65,1.0
32,66,0.0
32,67,0.0
32,68,0.0
32,69,0.0
32,70,1.0
32,71,0.0
32,72,0.0
32,73,0.0
32,74,0.0
32,75,0.0
32,76,0.0
32,77,0.0
32,78,0.0
32,79,1.0
32,80,0.0
32,81,1.0
32,82,0.0
32,83,0.0
32,84,1.0
32,85,1.0
32,86,0.0
32,87,0.0
32,88,0.0
32,89,1.0
32,90,0.0
32,91,1.0
32,92,0.0
32,93,0.0
32,94,1.0
32,95,0.0
32,96,0.0
32,97,0.0
32,98,0.0
32,99,0.0
36,0,1.0
36,1,1.0
36,2,0.0
36,3,0.0
36,4,1.0
36,5,0.0
36,6,0.0
36,7,1.0
36,8,1.0
36,9,0.0
36,10,0.0
36,11,1.0
36,12,1.0
36,13,1.0
36,14,0.0
36,15,0.0
36,16,0.0
36,17,0.0
36,18,1.0
36,19,0.0
36,20,0.0
36,21,0.0
36,22,0.0
36,23,0.0
36,24,0.0
36,25,0.0
36,26,0.0
36,27,0.0
36,28,0.0
36,29,0.0
36,30,0.0
36,31,0.0
36,32,0.0
36,33,0.0
36,34,0.0
36,35,1.0
36,36,0.0
36,37,1.0
36,38,0.0
36,39,1.0
36,40,0.0
36,41,0.0
36,42,1.0
36,43,0.0
36,44,1.0
36,45,0.0
36,46,0.0
36,47,0.0
36,48,1.0
36,49,0.0
36,50,1.0
36,51,1.0
36,52,0.0
36,53,0.0
36,54,0.0
36,55,0.0
36,56,0.0
36,57,0.0
36,58,1.0
36,59,0.0
36,60,0.0
36,61,0.0
36,62,1.0
36,63,0.0
36,64,0.0
36,65,1.0
36,66,0.0
36,67,0.0
36,68,0.0
36,69,0.0
36,70,1.0
36,71,0.0
36,72,0.0
36,73,0.0
36,74,0.0
36,75,0.0
36,76,0.0
36,77,0.0
36,78,0.0
36,79,1.0
36,80,0.0
36,81,1.0
36,82,0.0
36,83,0.0
36,84,1.0
36,85,1.0
36,86,0.0
36,87,0.0
36,88,0.0
36,89,1.0
36,90,0.0
36,91,1.0
36,92,0.0
36,93,0.0
36,94,1.0
36,95,0.0
36,96,0.0
36,97,0.0
36,98,0.0
36,99,0.0
40,0,1.0
40,1,1.0
40,2,0.0
40,3,0.0
40,4,1.0
40,5,0.0
40,6,0.0
40,7,1.0
40,8,1.0
40,9,0.0
40,10,0.0
40,11,1.0
40,12,1.0
40,13,1.0
40,14,0.0
40,15,0.0
40,16,0.0
40,17,0.0
40,18,1.0
40,19,0.0
40,20,0.0
40,21,0.0
40,22,0.0
40,23,0.0
40,24,0.0
40,25,0.0
40,26,0.0
40,27,0.0
40,28,0.0
40,29,0.0
40,30,0.0
40,31,0.0
40,32,0.0
40,33,0.0
40,34,0.0
40,35,1.0
40,36,0.0
40,37,1.0
40,38,0.0
40,39,1.0
40,40,0.0
40,41,0.0
40,42,1.0
40,43,0.0
40,44,1.0
40,45,0.0
40,46,0.0
40,47,0.0
40,48,1.0
40,49,0.0
40,50,1.0
40,51,1.0
40,52,0.0
40,53,0.0
40,54,0.0
40,55,0.0
40,56,0.0
40,57,0.0
40,58,1.0
40,59,0.0
40,60,0.0
40,61,0.0
40,62,1.0
40,63,0.0
40,64,0.0
40,65,1.0
40,66,0.0
40,67,0.0
40,68,0.0
40,69,0.0
40,70,1.0
40,71,0.0
40,72,0.0
40,73,0.0
40,74,0.0
40,75,0.0
40,76,0.0
40,77,0.0
40,78,0.0
40,79,1.0
40,80,0.0
40,81,1.0
40,82,0.0
40,83,0.0
40,84,1.0
40,85,1.0
40,86,0.0
40,87,0.0
40,88,0.0
40,89,1.0
40,90,0.0
40,91,1.0
40,92,0.0
40,93,0.0
40,94,0.0
40,95,0.0
40,96,0.0
40,97,1.0
40,98,0.0
40,99,0.0
44,0,1.0
44,1,1.0
44,2,0.0
44,3,0.0
44,4,1.0
44,5,0.0
44,6,0.0
44,7,1.0
44,8,1.0
44,9,0.0
44,10,0.0
44,11,1.0
44,12,1.0
44,13,1.0
44,14,0.0
44,15,0.0
44,16,0.0
44,17,0.0
44,18,1.0
44,19,0.0
44,20,0.0
44,21,0.0
44,22,0.0
44,23,0.0
44,24,0.0
44,25,0.0
44,26,0.0
44,27,0.0
44,28,0.0
44,29,0.0
44,30,0.0
44,31,0.0
44,32,0.0
44,33,0.0
44,34,0.0
44,35,1.0
44,36,0.0
44,37,1.0
44,38,0.0
44,39,1.0
44,40,0.0
44,41,0.0
44,42,1.0
44,43,0.0
44,44,1.0
44,45,0.0
44,46,1.0
44,47,0.0
44,48,1.0
44,49,0.0
44,50,1.0
44,51,1.0
44,52,0.0
44,53,0.0
44,54,0.0
44,55,0.0
44,56,0.0
44,57,0.0
44,58,1.0
44,59,0.0
44,60,0.0
44,61,0.0
44,62,1.0
44,63,0.0
44,64,0.0
44,65,1.0
44,66,0.0
44,67,0.0
44,68,0.0
44,69,0.0
44,70,1.0
44,71,0.0
44,72,0.0
44,73,0.0
44,74,0.0
44,75,0.0
44,76,0.0
44,77,0.0
44,78,0.0
44,79,1.0
44,80,0.0
44,81,1.0
44,82,0.0
44,83,0.0
44,84,1.0
44,85,1.0
44,86,0.0
44,87,0.0
44,88,0.0
44,89,1.0
44,90,0.0
44,91,1.0
44,92,0.0
44,93,1.0
44,94,0.0
44,95,0.0
44,96,0.0
44,97,1.0
44,98,0.0
44,99,0.0
48,0,1.0
48,1,1.0
48,2,0.0
48,3,0.0
48,4,1.0
48,5,0.0
48,6,0.0
48,7,1.0
48,8,1.0
48,9,0.0
48,10,0.0
48,11,1.0
48,12,1.0
48,13,1.0
48,14,0.0
48,15,0.0
48,16,0.0
48,17,0.0
48,18,1.0
48,19,0.0
48,20,0.0
48,21,0.0
48,22,0.0
48,23,0.0
48,24,0.0
48,25,0.0
48,26,0.0
48,27,0.0
48,28,0.0
48,29,0.0
48,30,0.0
48,31,0.0
48,32,0.0
48,33,0.0
48,34,0.0
48,35,1.0
48,36,0.0
48,37,1.0
48,38,0.0
48,39,1.0
48,40,0.0
48,41,0.0
48,42,1.0
48,43,0.0
48,44,1.0
48,45,0.0
48,46,1.0
48,47,0.0
48,48,1.0
48,49,0.0
48,50,1.0
48,51,1.0
48,52,0.0
48,53,0.0
48,54,0.0
48,55,0.0
48,56,0.0
48,57,0.0
48,58,1.0
48,59,0.0
48,60,0.0
48,61,0.0
48,62,1.0
48,63,0.0
48,64,0.0
48,65,1.0
48,66,0.0
48,67,0.0
48,68,0.0
48,69,0.0
48,70,1.0
48,71,0.0
48,72,0.0
48,73,0.0
48,74,0.0
48,75,0.0
48,76,0.0
48,77,0.0
48,78,0.0
48,79,1.0
48,80,0.0
48,81,1.0
48,82,0.0
48,83,0.0
48,84,1.0
48,85,1.0
48,86,0.0
48,87,0.0
48,88,0.0
48,89,1.0
48,90,0.0
48,91,1.0
48,92,0.0
48,93,1.0
48,94,0.0
48,95,0.0
48,96,0.0
48,97,1.0
48,98,0.0
48,99,0.0
52,0,1.0
52,1,1.0
52,2,0.0
52,3,0.0
52,4,1.0
52,5,0.0
52,6,0.0
52,7,1.0
52,8,1.0
52,9,0.0
52,10,0.0
52,11,1.0
52,12,1.0
52,13,0.0
52,14,0.0
52,15,0.0
52,16,0.0
52,17,0.0
52,18,1.0
52,19,0.0
52,20,0.0
52,21,0.0
52,22,0.0
52,23,0.0
52,24,0.0
52,25,0.0
52,26,0.0
52,27,0.0
52,28,0.0
52,29,0.0
52,30,0.0
52,31,0.0
52,32,0.0
52,33,0.0
52,34,0.0
52,35,1.0
52,36,0.0
52,37,1.0
52,38,0.0
52,39,1.0
52,40,0.0
52,41,0.0
52,42,1.0
52,43,0.0
52,44,1.0
52,45,0.0
52,46,1.0
52,47,0.0
52,48,1.0
52,49,0.0
52,50,1.0
52,51,1.0
52,52,0.0
52,53,0.0
52,54,0.0
52,55,0.0
52,56,0.0
52,57,0.0
52,58,1.0
52,59,0.0
52,60,0.0
52,61,0.0
52,62,1.0
52,63,0.0
52,64,0.0
52,65,1.0
52,66,0.0
52,67,0.0
52,68,0.0
52,69,0.0
52,70,1.0
52,71,0.0
52,72,0.0
52,73,0.0
52,74,0.0
52,75,0.0
52,76,0.0
52,77,0.0
52,78,0.0
52,79,1.0
52,80,0.0
52,81,1.0
52,82,0.0
52,83,0.0
52,84,1.0
52,85,1.0
52,86,0.0
52,87,0.0
52,88,0.0
52,89,1.0
52,90,0.0
52,91,1.0
52,92,0.0
52,93,0.0
52,94,0.0
52,95,0.0
52,96,0.0
52,97,1.0
52,98,0.0
52,99,0.0
56,0,1.0
56,1,1.0
56,2,0.0
56,3,0.0
56,4,1.0
56,5,0.0
56,6,0.0
56,7,1.0
56,8,1.0
56,9,0.0
56,10,0.0
56,11,1.0
56,12,1.0
56,13,1.0
56,14,0.0
56,15,0.0
56,16,0.0
56,17,0.0
56,18,1.0
56,19,0.0
56,20,0.0
56,21,0.0
56,22,0.0
56,23,0.0
56,24,0.0
56,25,0.0
56,26,0.0
56,27,0.0
56,28,0.0
56,29,0.0
56,30,0.0
56,31,0.0
56,32,0.0
56,33,0.0
56,34,0.0
56,35,1.0
56,36,0.0
56,37,1.0
56,38,0.0
56,39,1.0
56,40,0.0
56,41,0.0
56,42,1.0
56,43,0.0
56,44,1.0
56,45,0.0
56,46,0.0
56,47,0.0
56,48,1.0
56,49,0.0
56,50,1.0
56,51,1.0
56,52,0.0
56,53,0.0
56,54,0.0
56,55,0.0
56,56,0.0
56,57,0.0
56,58,1.0
56,59,0.0
56,60,0.0
56,61,0.0
56,62,1.0
56,63,0.0
56,64,0.0
56,65,1.0
56,66,0.0
56,67,0.0
56,68,0.0
56,69,0.0
56,70,1.0
56,71,0.0
56,72,0.0
56,73,0.0
56,74,0.0
56,75,0.0
56,76,0.0
56,77,0.0
56,78,0.0
56,79,1.0
56,80,0.0
56,81,1.0
56,82,0.0
56,83,0.0
56,84,1.0
56,85,1.0
56,86,0.0
56,87,0.0
56,88,0.0
56,89,1.0
56,90,0.0
56,91,1.0
56,92,0.0
56,93,1.0
56,94,0.0
56,95,0.0
56,96,0.0
56,97,1.0
56,98,0.0
56,99,0.0
60,0,1.0
60,1,1.0
60,2,0.0
60,3,0.0
60,4,1.0
60,5,0.0
60,6,0.0
60,7,1.0
60,8,1.0
60,9,0.0
60,10,0.0
60,11,1.0
60,12,1.0
60,13,1.0
60,14,0.0
60,15,0.0
60,16,0.0
60,17,0.0
60,18,1.0
60,19,0.0
60,20,0.0
60,21,0.0
60,22,0.0
60,23,0.0
60,24,0.0
60,25,0.0
60,26,0.0
60,27,0.0
60,28,0.0
60,29,0.0
60,30,0.0
60,31,0.0
60,32,0.0
60,33,0.0
60,34,0.0
60,35,1.0
60,36,0.0
60,37,1.0
60,38,0.0
60,39,1.0
60,40,0.0
60,41,0.0
60,42,1.0
60,43,0.0
60,44,1.0
60,45,0.0
60,46,1.0
60,47,0.0
60,48,1.0
60,49,0.0
60,50,1.0
60,51,1.0
60,52,0.0
60,53,0.0
60,54,0.0
60,55,0.0
60,56,0.0
60,57,0.0
60,58,1.0
60,59,0.0
60,60,0.0
60,61,0.0
60,62,1.0
60,63,0.0
60,64,0.0
60,65,1.0
60,66,0.0
60,67,0.0
60,68,0.0
60,69,0.0
60,70,1.0
60,71,0.0
60,72,0.0
60,73,0.0
60,74,0.0
60,75,0.0
60,76,0.0
60,77,0.0
60,78,0.0
60,79,1.0
60,80,0.0
60,81,1.0
60,82,0.0
60,83,0.0
60,84,1.0
60,85,1.0
60,86,0.0
60,87,0.0
60,88,0.0
60,89,1.0
60,90,0.0
60,91,1.0
60,92,0.0
60,93,1.0
60,94,0.0
60,95,0.0
60,96,0.0
60,97,1.0
60,98,0.0
60,99,0.0
64,0,1.0
64,1,1.0
64,2,0.0
64,3,0.0
64,4,1.0
64,5,0.0
64,6,0.0
64,7,1.0
64,8,1.0
64,9,0.0
64,10,0.0
64,11,1.0
64,12,1.0
64,13,0.0
64,14,0.0
64,15,0.0
64,16,0.0
64,17,0.0
64,18,1.0
64,19,0.0
64,20,0.0
64,21,0.0
64,22,0.0
64,23,0.0
64,24,0.0
64,25,0.0
64,26,0.0
64,27,0.0
64,28,0.0
64,29,0.0
64,30,0.0
64,31,0.0
64,32,0.0
64,33,0.0
64,34,0.0
64,35,1.0
64,36,0.0
64,37,1.0
64,38,0.0
64,39,1.0
64,40,0.0
64,41,0.0
64,42,1.0
64,43,0.0
64,44,1.0
64,45,0.0
64,46,1.0
64,47,0.0
64,48,1.0
64,49,0.0
64,50,1.0
64,51,1.0
64,52,0.0
64,53,0.0
64,54,0.0
64,55,0.0
64,56,0.0
64,57,0.0
64,58,1.0
64,59,0.0
64,60,0.0
64,61,0.0
64,62,1.0
64,63,0.0
64,64,0.0
64,65,1.0
64,66,0.0
64,67,0.0
64,68,0.0
64,69,0.0
64,70,1.0
64,71,0.0
64,72,0.0
64,73,0.0
64,74,0.0
64,75,0.0
64,76,0.0
64,77,0.0
64,78,0.0
64,79,1.0
64,80,0.0
64,81,1.0
64,82,0.0
64,83,0.0
64,84,1.0
64,85,1.0
64,86,0.0
64,87,0.0
64,88,0.0
64,89,1.0
64,90,0.0
64,91,1.0
64,92,0.0
64,93,1.0
64,94,0.0
64,95,0.0
64,96,0.0
64,97,1.0
64,98,0.0
64,99,0.0
68,0,1.0
68,1,1.0
68,2,0.0
68,3,0.0
68,4,1.0
68,5,0.0
68,6,0.0
68,7,1.0
68,8,1.0
68,9,0.0
68,10,0.0
68,11,1.0
68,12,1.0
68,13,0.0
68,14,0.0
68,15,0.0
68,16,0.0
68,17,0.0
68,18,1.0
68,19,0.0
68,20,0.0
68,21,0.0
68,22,0.0
68,23,0.0
68,24,0.0
68,25,0.0
68,26,0.0
68,27,0.0
68,28,0.0
68,29,0.0
68,30,0.0
68,31,0.0
68,32,0.0
68,33,0.0
68,34,0.0
68,35,1.0
68,36,0.0
68,37,1.0
68,38,0.0
68,39,1.0
68,40,0.0
68,41,0.0
68,42,1.0
68,43,0.0
68,44,1.0
