step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,1,B,0
0,1,0.0,1,B,0
0,2,0.0,3,D,4
0,3,0.0,0,A,1
0,4,1.0,0,A,0
0,5,0.0,4,E,3
0,6,0.0,2,C,3
0,7,0.0,3,D,2
0,8,0.0,3,D,4
0,9,0.0,0,A,2
0,10,0.0,1,B,0
0,11,0.0,1,B,0
0,12,0.0,2,C,4
0,13,0.0,2,C,0
0,14,0.0,2,C,4
0,15,0.0,2,C,4
0,16,0.0,0,A,2
0,17,1.0,4,E,4
0,18,0.0,0,A,2
0,19,0.0,2,C,3
0,20,0.0,2,C,3
0,21,0.0,2,C,3
0,22,1.0,0,A,0
4,0,0.0,1,B,0
4,1,0.0,1,B,0
4,2,0.0,3,D,4
4,3,0.0,0,A,1
4,4,1.0,0,A,0
4,5,0.0,4,E,3
4,6,0.0,2,C,3
4,7,0.0,3,D,2
4,8,0.0,3,D,4
4,9,0.0,0,A,2
4,10,0.0,1,B,0
4,11,0.0,1,B,0
4,12,0.0,2,C,4
4,13,0.0,2,C,0
4,14,0.0,2,C,4
4,15,0.0,2,C,4
4,16,0.0,0,A,2
4,17,1.0,4,E,4
4,18,0.0,0,A,2
4,19,0.0,2,C,3
4,20,0.0,2,C,3
4,21,0.0,2,C,3
4,22,1.0,0,A,0
8,0,0.0,1,B,0
8,1,0.0,1,B,0
8,2,0.0,3,D,4
8,3,0.0,0,A,1
8,4,1.0,0,A,0
8,5,0.0,4,E,3
8,6,0.0,2,C,3
8,7,0.0,3,D,2
8,8,0.0,3,D,4
8,9,0.0,0,A,2
8,10,0.0,1,B,0
8,11,0.0,1,B,0
8,12,0.0,2,C,4
8,13,0.0,2,C,0
8,14,0.0,3,D,4
8,15,0.0,2,C,4
8,16,0.0,0,A,2
8,17,1.0,4,E,4
8,18,1.0,2,C,2
8,19,0.0,2,C,3
8,20,0.0,2,C,3
8,21,0.0,2,C,3
8,22,1.0,0,A,0
12,0,0.0,1,B,0
12,1,0.0,1,B,0
12,2,0.0,3,D,4
12,3,0.0,0,A,1
12,4,1.0,0,A,0
12,5,0.0,0,A,3
12,6,0.0,2,C,3
12,7,0.0,3,D,2
12,8,0.0,3,D,4
12,9,0.0,0,A,2
12,10,0.0,1,B,0
12,11,0.0,1,B,0
12,12,0.0,2,C,4
12,13,0.0,2,C,0
12,14,0.0,3,D,4
12,15,0.0,2,C,4
12,16,0.0,0,A,2
12,17,1.0,4,E,4
12,18,1.0,2,C,2
12,19,0.0,2,C,3
12,20,1.0,3,D,3
12,21,0.0,2,C,3
12,22,1.0,0,A,0
16,0,0.0,1,B,0
16,1,0.0,1,B,0
16,2,0.0,3,D,4
16,3,0.0,0,A,1
16,4,1.0,0,A,0
16,5,0.0,0,A,3
16,6,0.0,2,C,3
16,7,0.0,3,D,2
16,8,0.0,3,D,4
16,9,0.0,0,A,2
16,10,1.0,0,A,0
16,11,0.0,1,B,0
16,12,0.0,2,C,4
16,13,0.0,2,C,0
16,14,0.0,0,A,4
16,15,0.0,2,C,4
16,16,0.0,0,A,2
16,17,1.0,4,E,4
16,18,1.0,2,C,2
16,19,0.0,2,C,3
16,20,1.0,3,D,3
16,21,0.0,2,C,3
16,22,1.0,0,A,0
20,0,0.0,1,B,0
20,1,0.0,1,B,0
20,2,0.0,3,D,4
20,3,0.0,0,A,1
20,4,1.0,0,A,0
20,5,0.0,0,A,3
20,6,0.0,2,C,3
20,7,0.0,3,D,2
20,8,0.0,3,D,4
20,9,0.0,0,A,2
20,10,1.0,0,A,0
20,11,0.0,1,B,0
20,12,0.0,2,C,4
20,13,0.0,2,C,0
20,14,0.0,0,A,4
20,15,0.0,2,C,4
20,16,0.0,0,A,2
20,17,1.0,4,E,4
20,18,1.0,2,C,2
20,19,0.0,4,E,3
20,20,1.0,3,D,3
20,21,0.0,2,C,3
20,22,1.0,0,A,0
24,0,0.0,1,B,0
24,1,0.0,1,B,0
24,2,0.0,3,D,4
24,3,0.0,0,A,1
24,4,1.0,0,A,0
24,5,0.0,0,A,3
24,6,0.0,2,C,3
24,7,0.0,3,D,2
24,8,0.0,3,D,4
24,9,0.0,0,A,2
24,10,1.0,0,A,0
24,11,0.0,1,B,0
24,12,0.0,2,C,4
24,13,0.0,2,C,0
24,14,0.0,0,A,4
24,15,0.0,2,C,4
24,16,0.0,0,A,2
24,17,1.0,4,E,4
24,18,1.0,2,C,2
24,19,0.0,4,E,3
24,20,1.0,3,D,3
24,21,0.0,2,C,3
24,22,1.0,0,A,0
28,0,0.0,1,B,0
28,1,0.0,1,B,0
28,2,0.0,3,D,4
28,3,0.0,0,A,1
28,4,1.0,0,A,0
28,5,0.0,0,A,3
28,6,0.0,2,C,3
28,7,0.0,3,D,2
28,8,0.0,3,D,4
28,9,0.0,0,A,2
28,10,1.0,0,A,0
28,11,0.0,1,B,0
28,12,0.0,2,C,4
28,13,0.0,2,C,0
28,14,0.0,3,D,4
28,15,0.0,2,C,4
28,16,0.0,0,A,2
