step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,2,C,4
0,1,0.0,4,E,2
4,0,0.0,2,C,4
4,1,0.0,4,E,2
8,0,0.0,2,C,4
8,1,0.0,4,E,2
12,0,0.0,2,C,4
12,1,0.0,4,E,2
16,0,0.0,0,A,4
16,1,0.0,4,E,2
20,0,0.0,2,C,4
20,1,0.0,4,E,2
24,0,0.0,0,A,4
24,1,0.0,4,E,2
28,0,0.0,0,A,4
28,1,0.0,4,E,2
32,0,0.0,0,A,4
32,1,0.0,4,E,2
36,0,0.0,0,A,4
36,1,0.0,4,E,2
40,0,0.0,2,C,4
40,1,0.0,4,E,2
44,0,0.0,2,C,4
44,1,0.0,4,E,2
48,0,0.0,2,C,4
48,1,0.0,4,E,2
52,0,0.0,2,C,4
52,1,0.0,4,E,2
56,0,0.0,2,C,4
56,1,0.0,4,E,2
60,0,0.0,2,C,4
60,1,0.0,4,E,2
64,0,0.0,2,C,4
64,1,0.0,4,E,2
68,0,0.0,2,C,4
68,1,0.0,4,E,2
72,0,0.0,2,C,4
72,1,0.0,4,E,2
76,0,0.0,2,C,4
76,1,0.0,4,E,2
80,0,0.0,2,C,4
80,1,0.0,4,E,2
84,0,0.0,2,C,4
84,1,0.0,4,E,2
88,0,0.0,2,C,4
88,1,0.0,4,E,2
92,0,0.0,2,C,4
92,1,0.0,4,E,2
96,0,0.0,2,C,4
96,1,0.0,4,E,2
100,0,0.0,2,C,4
100,1,0.0,4,E,2
