review_id,decision,issue_categories,review_reason,fixed_question_stem,fixed_option_a,fixed_option_b,fixed_option_c,fixed_option_d,fixed_option_e,fixed_correct_label,fixed_target
legal/Jimenez_v_Bondi/4,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Jimenez_v_Bondi/5,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Jimenez_v_Bondi/6,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Jimenez_v_Bondi/7,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Jimenez_v_Bondi/8,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Jimenez_v_Bondi/9,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Jimenez_v_Bondi/10,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Pacito_v_Trump/0,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Pacito_v_Trump/1,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Pacito_v_Trump/2,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Pacito_v_Trump/3,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Pacito_v_Trump/4,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Pacito_v_Trump/5,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Pacito_v_Trump/6,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Pacito_v_Trump/7,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Pacito_v_Trump/8,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Pacito_v_Trump/9,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Santos_v_Kimmel/0,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Santos_v_Kimmel/1,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
legal/Santos_v_Kimmel/2,reject,"['naturalness', 'validity']",The question stem contains answer leakage as it directly references the correct answer.,,,,,,,,
