step,loss,chunked_perplexity
1,2.0772,7.9820877495892715
2,1.9925,7.333845476821129
3,2.1543,8.621852769183427
4,2.0253,7.578384118879325
5,2.0996,8.16290409780912
6,1.9457,6.998529111171169
7,1.886,6.592944090732304
8,2.0279,7.598113554740781
9,2.07,7.924823117849487
10,2.0759,7.971717777457128
11,1.9646,7.132059195839286
12,1.9751,7.207340351820149
13,1.9752,7.208061121893234
14,1.8981,6.673203303238944
15,1.8708,6.493489113214767
16,1.9479,7.013942824083085
17,1.7825,5.944699605890922
18,2.0201,7.5390788038481675
19,1.8404,6.299057380121298
20,1.9046,6.716720402064838
21,1.7602,5.813599998137967
22,1.8967,6.663867355302837
23,1.7705,5.873789522042287
24,1.789,5.98346600764497
25,1.877,6.533873808907788
26,1.6824,5.3784487706235256
27,2.0796,8.001267767002776
28,1.9291,6.8833124717786305
29,1.7249,5.611959805651858
30,1.801,6.055700137709618
31,1.7262,5.6192600975608205
32,1.7179,5.5728132597711415
33,1.6999,5.4734000243568515
34,1.7373,5.681981343570026
35,1.8343,6.260750086133681
36,1.6499,5.206459155231162
37,1.7388,5.690510711011705
38,1.7805,5.932822088156048
39,1.6063,4.98433502833793
40,1.505,4.504153630288483
41,1.6625,5.2724755706090916
42,1.7799,5.92926346259758
43,1.7743,5.896152384755231
44,1.6405,5.157747741494401
45,1.8711,6.495437452184964
46,1.6889,5.413522553939498
47,1.7997,6.047832842380537
48,1.6972,5.4586417768908015
49,1.5536,4.7284620422442405
50,1.763,5.829900888729668
51,1.5823,4.8661350608121055
52,1.2566,3.5134554081702922
53,1.7474,5.739660142758963
54,1.6922,5.4314166874488645
55,1.6157,5.031408677135197
56,1.6035,4.970398410628632
57,1.629,5.098773394905115
58,1.7466,5.735070250846314
59,1.8664,6.4649805260023285
60,1.8088,6.103119293074803
61,1.4859,4.4189406702476095
62,1.4608,4.309405674242448
63,1.6518,5.216360831239555
64,1.8141,6.135551695275118
65,1.5263,4.601121140526239
66,1.519,4.567655255297767
67,1.4666,4.334472851696053
68,1.4078,4.086954207129338
69,1.3527,3.8678546526087465
70,1.5672,4.793208403319906
71,1.5166,4.556706027014622
72,1.5012,4.487070325329715
73,1.68,5.3655559711219745
74,1.4655,4.329707552953997
75,1.4506,4.2656731513920265
76,1.49,4.437095519003664
77,1.4094,4.093498567953274
78,1.5088,4.521301975303939
79,1.5551,4.735560057488161
80,1.4827,4.404822660965035
81,1.3318,3.7878553946335214
82,1.2357,3.440786228268951
83,1.4797,4.39162799487727
84,1.5065,4.510914930441287
85,1.5402,4.665523282340349
86,1.0638,2.89736006504764
87,1.2674,3.5516063709509096
88,1.6139,5.022360287510081
89,1.3727,3.9459904996201653
90,1.6641,5.280918283891579
91,1.3196,3.741924308143743
92,1.378,3.9669597687457934
93,1.6558,5.237268061148031
94,1.6564,5.240411364881542
95,1.6106,5.005813815256437
96,1.6181,5.043498560016636
97,1.6495,5.204376988030272
98,1.5287,4.612177093099732
99,1.0842,2.9570732136527536
100,1.3751,3.955472250368912
101,1.3825,3.9848513134888504
102,1.2151,3.3706311105800713
103,1.6022,4.96394109086207
104,1.3187,3.738558091291216
105,1.3892,4.011639457361292
106,1.1188,3.0611785840616634
107,1.4001,4.055605507118035
108,1.5267,4.602961957121224
109,1.7295,5.637834286438347
110,1.3673,3.924739580044779
111,1.5022,4.491559639938239
112,1.0808,2.947036237255162
113,1.4077,4.086545532142715
114,1.2441,3.4698105641341495
115,1.3707,3.938106405343233
116,1.7732,5.88967018299659
117,1.2091,3.3504678741156573
118,1.6968,5.456458756813168
119,1.6516,5.215317663393569
