source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v13.csv,0,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v14_low_overlap_strict.audit.csv,0.233333,0.142857,0.433213,0.371041,5,2,"In the case ""United States v. Constantinescu,"" the United States Court of Appeals for the Fifth Circuit described the defendants, who were indicted for securities fraud, as being involved in","In United States v. Constantinescu, the Fifth Circuit said the defendants, who faced securities fraud indictments, had taken part in","In the case ""United States v. Constantinescu,"" the United States Court of Appeals for the Fifth Circuit described the defendants, who were indicted for securities fraud, as being involved in a “pump and dump” scheme.","In United States v. Constantinescu, the Fifth Circuit said the defendants, who faced securities fraud indictments, had taken part in a “pump and dump” scheme."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v13.csv,1,False,3,absolute lexical overlap still too high (new token Jaccard 0.286 > 0.250 or new LCS 3 > 6; jaccard drop 0.230),0.516129,0.285714,0.623596,0.374269,8,3,"In the case ""United States v. Constantinescu,"" after concluding that the charging document failed to allege a scheme to deprive victims of any traditional property interest, the district court dismissed","In ""United States v. Constantinescu,"" the district court, after determining that no traditional property interest was alleged to be the object of the defendants’ scheme, ordered dismissal of","In the case ""United States v. Constantinescu,"" after concluding that the charging document failed to allege a scheme to deprive victims of any traditional property interest, the district court dismissed the indictment.","In ""United States v. Constantinescu,"" the district court, after determining that no traditional property interest was alleged to be the object of the defendants’ scheme, ordered dismissal of the indictment."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v13.csv,2,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v14_low_overlap_strict.audit.csv,0.296296,0.206897,0.403941,0.323232,5,3,"In the case ""United States v. Constantinescu,"" the Fifth Circuit reviews the sufficiency of an indictment","In United States v. Constantinescu, the Fifth Circuit examines whether an indictment is sufficient","In the case ""United States v. Constantinescu,"" the Fifth Circuit reviews the sufficiency of an indictment de novo.","In United States v. Constantinescu, the Fifth Circuit examines whether an indictment is sufficient de novo."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v13.csv,3,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v14_low_overlap_strict.audit.csv,0.428571,0.250000,0.631016,0.487106,10,3,"According to the opinion in ""United States v. Constantinescu,"" the defendants argued that the district court properly dismissed the indictment because it failed to allege that their followers were deprived of","In ""United States v. Constantinescu,"" the defendants maintained that dismissal by the district court was correct since the indictment never charged a plan to take from their followers","According to the opinion in ""United States v. Constantinescu,"" the defendants argued that the district court properly dismissed the indictment because it failed to allege that their followers were deprived of a protected property interest.","In ""United States v. Constantinescu,"" the defendants maintained that dismissal by the district court was correct since the indictment never charged a plan to take from their followers a protected property interest."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v13.csv,4,False,3,absolute lexical overlap still too high (new token Jaccard 0.357 > 0.250 or new LCS 5 > 6; jaccard drop -0.084),0.272727,0.272727,0.353698,0.353698,4,4,"In the case ""United States v. Constantinescu,"" discussing the Supreme Court’s decision in Ciminelli and the government’s right-to-control theory of wire fraud, the opinion identifies the victim’s property as","In the case ""United States v. Constantinescu,"" discussing the Supreme Court’s decision in Ciminelli and the government’s right-to-control theory of wire fraud, the opinion identifies the victim’s property as","In the case ""United States v. Constantinescu,"" discussing the Supreme Court’s decision in Ciminelli and the government’s right-to-control theory of wire fraud, the opinion identifies the victim’s property as the right to control [his] assets.","In the case ""United States v. Constantinescu,"" discussing the Supreme Court’s decision in Ciminelli and the government’s right-to-control theory of wire fraud, the opinion identifies the victim’s property as the right to control [his] assets."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v13.csv,5,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v14_low_overlap_strict.audit.csv,0.268293,0.166667,0.525346,0.385366,8,3,"In the case ""United States v. Constantinescu,"" the opinion distinguished the indictment from the right-to-control theory discussed in Ciminelli and explained that the defendants allegedly induced their followers, through misrepresentations, to purchase securities, which meant parting with","In ""United States v. Constantinescu,"" the court drew a line between the indictment and the right-to-control theory from Ciminelli, saying the defendants were alleged, by way of misrepresentations, to have persuaded their followers to buy securities, i.e., to part with","In the case ""United States v. Constantinescu,"" the opinion distinguished the indictment from the right-to-control theory discussed in Ciminelli and explained that the defendants allegedly induced their followers, through misrepresentations, to purchase securities, which meant parting with their money or property.","In ""United States v. Constantinescu,"" the court drew a line between the indictment and the right-to-control theory from Ciminelli, saying the defendants were alleged, by way of misrepresentations, to have persuaded their followers to buy securities, i.e., to part with their money or property."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v13.csv,6,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v14_low_overlap_strict.audit.csv,0.260000,0.244444,0.025135,0.149798,3,5,"According to the opinion in ""United States v. Constantinescu,"" in the Fifth Circuit securities-fraud prosecution based on a ""pump and dump"" scheme, the superseding indictment alleged that the defendants used social-media posts to induce followers to buy securities by misrepresenting","In the Fifth Circuit securities-fraud case ""United States v. Constantinescu,"" the superseding indictment claimed that defendants drew in their social-media followers to buy securities by posting false statements about","According to the opinion in ""United States v. Constantinescu,"" in the Fifth Circuit securities-fraud prosecution based on a ""pump and dump"" scheme, the superseding indictment alleged that the defendants used social-media posts to induce followers to buy securities by misrepresenting their trading positions","In the Fifth Circuit securities-fraud case ""United States v. Constantinescu,"" the superseding indictment claimed that defendants drew in their social-media followers to buy securities by posting false statements about their trading positions"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v13.csv,7,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v14_low_overlap_strict.audit.csv,0.224490,0.225000,0.101167,0.141553,2,3,"In the case ""United States v. Constantinescu,"" the Fifth Circuit described a superseding indictment in a securities-fraud case involving an alleged “pump and dump” scheme as alleging that the defendants’ social-media posts had the effect of","In ""United States v. Constantinescu,"" the Fifth Circuit said the superseding indictment in a securities-fraud matter accused the defendants’ social-media posts of","In the case ""United States v. Constantinescu,"" the Fifth Circuit described a superseding indictment in a securities-fraud case involving an alleged “pump and dump” scheme as alleging that the defendants’ social-media posts had the effect of artificially inflating the securities’ prices","In ""United States v. Constantinescu,"" the Fifth Circuit said the superseding indictment in a securities-fraud matter accused the defendants’ social-media posts of artificially inflating the securities’ prices"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v13.csv,8,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v14_low_overlap_strict.audit.csv,0.283019,0.233333,0.013722,0.014011,7,3,"In the case ""United States v. Constantinescu,"" in the district court ruling dismissing a securities-fraud indictment in a ""pump and dump"" scheme case that was reviewed by the United States Court of Appeals for the Fifth Circuit, the district court concluded that the indictment merely alleged the defendants sought to deprive their followers of","In ""United States v. Constantinescu,"" the district court threw out the securities-fraud indictment in the ""pump and dump"" matter later reviewed by the United States Court of Appeals for the Fifth Circuit, reasoning that the charging document did not allege an offense because it said the defendants aimed to strip their followers of","In the case ""United States v. Constantinescu,"" in the district court ruling dismissing a securities-fraud indictment in a ""pump and dump"" scheme case that was reviewed by the United States Court of Appeals for the Fifth Circuit, the district court concluded that the indictment merely alleged the defendants sought to deprive their followers of potentially valuable economic information","In ""United States v. Constantinescu,"" the district court threw out the securities-fraud indictment in the ""pump and dump"" matter later reviewed by the United States Court of Appeals for the Fifth Circuit, reasoning that the charging document did not allege an offense because it said the defendants aimed to strip their followers of potentially valuable economic information"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v13.csv,9,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/United_States_v_Constantinescu/facts/probes_v14_low_overlap_strict.audit.csv,0.179487,0.171429,0.327485,0.330986,2,2,"In the case ""United States v. Constantinescu,"" the United States Court of Appeals for the Fifth Circuit concluded that the securities-fraud indictment arising from an alleged pump-and-dump scheme","In United States v. Constantinescu, the Fifth Circuit held that the securities-fraud indictment tied to an alleged pump-and-dump scheme","In the case ""United States v. Constantinescu,"" the United States Court of Appeals for the Fifth Circuit concluded that the securities-fraud indictment arising from an alleged pump-and-dump scheme sufficiently alleges a scheme and intent to defraud","In United States v. Constantinescu, the Fifth Circuit held that the securities-fraud indictment tied to an alleged pump-and-dump scheme sufficiently alleges a scheme and intent to defraud"
